,tellabs_male,tellabs_female,tuple,inc_male,inc_female,average_male,average_female,male-female
60,1.9950548,1.7907667,"('inefficient', 'efficient')",0.2875656,0.35523438,1.1413102,1.0730006,0.0683096
36,-1.9865824,-1.9782562,"('hostile', 'amicable')",0.23951101,-0.028928246,-0.8735357,-1.0035923,0.1300566
19,-1.8713152,-1.8358383,"('inhospitable', 'hospitable')",-0.28219453,-0.24861601,-1.0767549,-1.0422271,-0.0345278
79,-1.8365918,-1.8635287,"('wavering', 'unwavering')",-0.21505737,-0.1851193,-1.0258245,-1.0243241,-0.0015004
53,-1.781531,-1.869503,"('uncreative', 'creative')",0.91535205,0.8185829,-0.4330895,-0.5254601,0.0923706
31,-1.6703695,-1.47262,"('evil', 'good')",-0.81569576,-0.8989567,-1.2430327,-1.1857884,-0.0572443
6,-1.6499414,-1.6109624,"('distant', 'open')",0.35724574,0.43028548,-0.6463479,-0.5903385,-0.0560094
30,1.4890374,1.3457505,"('intolerant', 'tolerant')",1.2936038,1.2474341,1.3913206,1.2965922,0.0947284
8,-1.4788347,-1.497051,"('unaffectionate', 'affectionate')",0.741821,0.8131701,-0.3685069,-0.3419405,-0.0265664
5,-1.4458816,-1.3905189,"('distant', 'outgoing')",-0.025300018,0.037616678,-0.7355908,-0.6764511,-0.0591397
66,-1.3515657,-1.4852647,"('inactive', 'active')",0.63073045,0.4064031,-0.3604176,-0.5394308,0.1790132
81,1.3487853,1.1602626,"('submissive', 'aggressive')",-0.6193766,-0.48114702,0.3647043,0.3395578,0.0251465
85,-1.3398108,-1.2432123,"('insignificant', 'prestigious')",0.681925,0.51795673,-0.3289429,-0.3626278,0.0336849
1,-1.2775428,-1.4152101,"('unfriendly', 'friendly')",1.7576915,1.6940684,0.2400743,0.1394292,0.1006451
9,-1.1390481,-1.1674474,"('unaffectionate', 'caring')",1.0936159,1.2678684,-0.0227161,0.0502105,-0.0729266
21,1.062507,0.9136494,"('immoral', 'moral')",-0.7847235,-0.8198628,0.1388918,0.0468933,0.0919985
