,tellabs_male,tellabs_female,tuple,inc_male,inc_female,average_male,average_female,male-female
14,1.0001098,0.96306896,"('antisocial', 'social')",-0.9021658,-0.9101121,0.048972,0.0264784,0.0224936
64,0.9766254,0.63359857,"('shy', 'confident')",-5.8843822,-6.135912,-2.4538784,-2.7511568,0.2972784
52,-0.90410113,-0.99197656,"('irrational', 'rational')",0.39831665,0.26089007,-0.2528923,-0.3655432,0.1126509
56,0.8880776,0.8095702,"('impractical', 'practical')",-0.23849164,0.0031567365,0.324793,0.4063635,-0.0815705
39,0.8499592,0.82336134,"('exploitative', 'cooperative')",0.14743906,0.18123296,0.4986991,0.5022972,-0.0035981
65,0.8413677,0.6596908,"('insecure', 'secure')",-0.24488954,-0.19945146,0.2982391,0.2301197,0.0681194
67,0.79131997,0.7293293,"('doubtful', 'determined')",-0.5879111,-0.4917828,0.1017044,0.1187732,-0.0170688
86,-0.7906667,-1.0560703,"('uninfluential', 'influential')",-0.24117455,-0.39676532,-0.5159206,-0.7264178,0.2104972
32,0.7885736,0.6781951,"('unkind', 'kind')",0.72846395,0.7869082,0.7585188,0.7325517,0.0259671
13,0.7856758,0.46040687,"('impolite', 'polite')",-0.29604632,-0.2617319,0.2448148,0.0993375,0.1454773
28,-0.78421104,-0.6860056,"('disloyal', 'loyal')",0.5402198,0.7110113,-0.1219956,0.0125028,-0.1344984
75,-0.78261685,-0.6486663,"('meek', 'impulsive')",-0.41330278,-0.2809383,-0.5979598,-0.4648023,-0.1331575
54,-0.7353657,-0.7686621,"('incapable', 'capable')",1.0905237,1.3120067,0.177579,0.2716723,-0.0940933
57,-0.7013819,-0.9323754,"('unimaginative', 'imaginative')",-2.1277862,-2.4005172,-1.414584,-1.6664463,0.2518623
80,0.69771916,0.7447002,"('dominated', 'dominating')",-1.5536131,-1.4029661,-0.427947,-0.329133,-0.098814
22,0.6945842,0.5691614,"('untrustworthy', 'trustworthy')",-0.83767706,-0.6763521,-0.0715464,-0.0535953,-0.0179511
62,0.68562543,0.8412065,"('incompetent', 'brilliant')",0.28392854,0.7531672,0.484777,0.7971869,-0.3124099
35,-0.6787127,-0.40264773,"('corrupt', 'incorrupt')",-0.1888048,-0.21215947,-0.4337588,-0.3074036,-0.1263552
47,0.6612433,0.6588609,"('stupid', 'smart')",5.2519937,5.670882,2.9566185,3.1648717,-0.2082532
16,-0.6546884,-0.7355229,"('unpopular', 'popular')",0.7430029,0.49216172,0.0441572,-0.1216806,0.1658378
82,-0.6334857,-0.65973353,"('poor', 'rich')",5.811197,6.0799103,2.5888555,2.7100883,-0.1212328
55,0.63074267,0.53281313,"('incompetent', 'clever')",0.23735094,0.21519731,0.4340468,0.3740052,0.0600416
4,-0.6091106,-0.50677854,"('disliked', 'liked')",-5.8618884,-6.0248256,-3.2354994,-3.2658021,0.0303027
41,0.54965425,0.503782,"('unforgiving', 'forgiving')",0.120120466,0.02414444,0.3348874,0.2639632,0.0709242
48,0.45441774,0.4794913,"('unintelligent', 'intelligent')",1.2464305,1.1237806,0.8504241,0.801636,0.0487881
76,0.43644458,0.29265633,"('anxious', 'daring')",0.20424154,0.23611683,0.3203431,0.2643866,0.0559565
29,-0.42811275,-0.36177486,"('unfair', 'fair')",-0.40153304,-0.4424695,-0.4148229,-0.4021222,-0.0127007
78,-0.4116399,-0.35322213,"('nonresilient', 'resilient')",0.4801866,0.44544297,0.0342734,0.0461104,-0.011837
42,0.38476765,0.16984294,"('unreliable', 'reliable')",-2.982156,-2.9006803,-1.2986941,-1.3654187,0.0667246
58,-0.38257328,-0.41385618,"('undiscriminating', 'discriminating')",-0.09280648,-0.14364024,-0.2376899,-0.2787482,0.0410583
44,0.36681214,0.38628736,"('prejudiced', 'unprejudiced')",-1.2739648,-1.3669733,-0.4535763,-0.490343,0.0367667
38,-0.34717104,-0.28425375,"('untruthful', 'truthful')",-0.11319401,0.08406843,-0.2301825,-0.1000927,-0.1300898
26,-0.33479223,-0.34348023,"('hardhearted', 'benevolent')",1.4537451,1.3654293,0.5594764,0.5109745,0.0485019
3,-0.32933345,-0.3914669,"('repellent', 'pleasant')",-0.10665935,-0.30419263,-0.2179964,-0.3478298,0.1298334
18,-0.32649973,-0.30621544,"('disagreeable', 'welcoming')",-0.30531496,-0.36044747,-0.3159074,-0.3333315,0.0174241
17,-0.32299107,-0.3397644,"('nasty', 'nice')",-0.51914376,-0.5407189,-0.4210674,-0.4402416,0.0191742
27,-0.31879634,-0.2102728,"('hardhearted', 'softhearted')",1.3528614,1.2987025,0.5170325,0.5442148,-0.0271823
25,-0.31771776,-0.14073294,"('egoistic', 'altruistic')",1.3506861,1.2878134,0.5164841,0.5735402,-0.0570561
2,0.30176866,0.26010403,"('unlikable', 'likable')",0.5308671,0.6270223,0.4163179,0.4435632,-0.0272453
0,0.29490697,-0.085797995,"('unsociable', 'sociable')",-0.22908089,-0.341816,0.032913,-0.213807,0.24672
88,-0.2890198,-0.38162678,"('low', 'eminent')",0.042025387,0.080921486,-0.1234972,-0.1503527,0.0268555
50,-0.28431678,-0.29284233,"('clumsy', 'skillful')",0.4636755,0.43916565,0.0896794,0.0731617,0.0165177
68,-0.24342741,-0.29336324,"('dependent', 'independent')",-0.24004735,-0.28762096,-0.2417374,-0.2904921,0.0487547
73,0.24116895,0.24943955,"('helpless', 'self-reliant')",-2.8373408,-2.8856797,-1.2980859,-1.3181201,0.0200342
87,0.2384306,0.073814124,"('unsuccessful', 'successful')",0.8874293,0.83192664,0.5629299,0.4528704,0.1100595
71,-0.2328303,-0.12111285,"('diffident', 'self-confident')",0.4279728,0.44003603,0.0975712,0.1594616,-0.0618904
46,0.2082763,-0.068409,"('uncompetitive', 'competitive')",-0.5636657,-0.7309203,-0.1776947,-0.3996647,0.22197
24,0.20491354,0.09266123,"('dishonest', 'honest')",0.5900002,0.8238713,0.3974569,0.4582663,-0.0608094
7,0.17410995,0.019371059,"('insensitive', 'sensitive')",0.33144236,0.31884882,0.2527761,0.1691099,0.0836662
72,-0.16418824,-0.17606331,"('unambitious', 'ambitious')",-0.95551294,-0.6891657,-0.5598506,-0.4326145,-0.1272361
10,-0.15434828,-0.45159313,"('unsympathetic', 'sympathetic')",-0.39360353,-0.4368583,-0.2739759,-0.4442257,0.1702498
11,0.1495167,0.14742506,"('unhelpful', 'helpful')",1.6661013,1.8748658,0.907809,1.0111454,-0.1033364
61,0.14353822,-0.07847822,"('illogical', 'logical')",0.23373546,0.078408875,0.1886368,-3.47e-05,0.1886715
43,0.13787018,-0.15159641,"('irresponsible', 'responsible')",0.22333126,0.23737389,0.1806007,0.0428887,0.137712
84,0.1368205,0.09530444,"('inferior', 'superior')",1.2357297,1.2628462,0.6862751,0.6790754,0.0071997
15,-0.12591775,-0.08844487,"('boring', 'funny')",0.35403275,0.43646556,0.1140575,0.1740103,-0.0599528
83,-0.11367148,-0.009567106,"('powerless', 'powerful')",-1.0895766,-0.99703425,-0.601624,-0.5033007,-0.0983233
51,-0.09382317,-0.14825793,"('uneducated', 'educated')",0.38366175,0.32039532,0.1449193,0.0860687,0.0588506
37,0.08501352,-0.05738511,"('fake', 'genuine')",0.23111513,0.23465215,0.1580643,0.0886335,0.0694308
23,-0.07894807,-0.182294,"('insincere', 'sincere')",5.037151,5.3317904,2.4791014,2.5747483,-0.0956469
45,-0.059656575,-0.20067537,"('incompetent', 'competent')",-0.061481766,-0.078301705,-0.0605692,-0.1394885,0.0789193
70,-0.059338797,-0.18013489,"('lethargic', 'energetic')",0.3174379,0.48102465,0.1290495,0.1504449,-0.0213954
12,-0.057502,-0.07760533,"('unsupportive', 'supportive')",-1.7252928,-1.7066828,-0.8913974,-0.8921441,0.0007467
69,-0.051052976,-0.028775482,"('lazy', 'industrious')",-0.11999364,-0.30431998,-0.0855233,-0.1665477,0.0810244
40,-0.047670767,0.014035951,"('stingy', 'generous')",-1.0718391,-1.2300097,-0.5597549,-0.6079869,0.048232
20,0.039612997,0.11011274,"('rough', 'thoughtful')",1.3323253,1.2510636,0.6859692,0.6805882,0.005381
77,0.03538944,-0.09587214,"('unmotivated', 'motivated')",-0.83944225,-0.84358287,-0.4020264,-0.4697275,0.0677011
63,0.031698775,-0.018444497,"('unperceptive', 'insightful')",1.013691,1.2219757,0.5226949,0.6017656,-0.0790707
49,0.03043678,0.29546064,"('unable', 'able')",-0.037670456,0.26315787,-0.0036168,0.2793093,-0.2829261
34,0.02374354,-0.015316745,"('mean', 'honorable')",5.744193,5.852671,2.8839684,2.9186771,-0.0347087
59,-0.017508645,0.12480439,"('foolish', 'wise')",0.63570666,0.7149626,0.309099,0.4198835,-0.1107845
74,-0.016033772,-0.15343869,"('undedicated', 'dedicated')",-0.19959022,-0.2628151,-0.107812,-0.2081269,0.1003149
33,0.015532369,-0.013036762,"('wrong', 'right')",-0.33651772,-0.3764027,-0.1604927,-0.1947197,0.034227
