,dr_male,dr_female,tuple,horton_male,horton_female,inc_male,inc_female,average_male,average_female,male-female
45,2.2538776,2.7782614,"('incompetent', 'competent')",3.104993,2.4014902,0.5478797,0.76481783,1.9689167,1.981523,-0.0126063
11,2.198057,2.243001,"('unhelpful', 'helpful')",1.47237,0.8978858,2.89406,2.9780807,2.1881622,2.0396558,0.1485064
0,2.1468725,2.2811441,"('unsociable', 'sociable')",2.7675428,1.9938183,0.19641025,0.16993104,1.7036085,1.4816311,0.2219774
52,-2.14613,-2.2682934,"('irrational', 'rational')",-2.7846928,-2.2105627,-0.9857154,-1.1143371,-1.9721794,-1.8643977,-0.1077817
21,2.1438274,1.77564,"('immoral', 'moral')",2.440571,1.1921296,0.06940998,-0.27692664,1.5512694,0.8969477,0.6543217
25,-2.08939,-2.438404,"('egoistic', 'altruistic')",-0.91859317,-0.6055106,0.581783,0.27719402,-0.8087334,-0.9222403,0.1135069
23,2.0418932,2.1760488,"('insincere', 'sincere')",1.8632032,0.86687005,6.301481,6.3804007,3.4021924,3.1411063,0.2610861
69,-2.0126004,-2.1838663,"('lazy', 'industrious')",-1.8096418,-1.2575467,-1.2380761,-1.2994708,-1.6867728,-1.5802946,-0.1064782
12,2.0105019,2.1118636,"('unsupportive', 'supportive')",0.77062064,0.54986435,-1.3082998,-1.1424699,0.4909409,0.5064193,-0.0154784
79,-1.9713457,-1.9458855,"('wavering', 'unwavering')",-3.139708,-2.3893554,-0.44810522,-0.548969,-1.8530529,-1.6280699,-0.224983
66,-1.9573867,-1.6446708,"('inactive', 'active')",-1.3055476,-0.9740889,0.09411489,0.10833939,-1.0562731,-0.8368068,-0.2194663
14,1.9167447,2.328402,"('antisocial', 'social')",2.2846642,1.6956574,0.02250779,0.08427584,1.4079722,1.369445,0.0385272
10,1.8969395,1.8990916,"('unsympathetic', 'sympathetic')",1.7915773,1.0797322,0.8553327,1.0308453,1.5146165,1.3365563,0.1780602
65,1.8447711,1.7751702,"('insecure', 'secure')",3.4956105,2.4332943,0.45669493,0.4594478,1.9323589,1.5559708,0.3763881
63,1.7832316,1.929751,"('unperceptive', 'insightful')",1.8547028,1.4754958,1.7091179,1.9590424,1.7823509,1.7880964,-0.0057455
43,1.6765172,1.6278374,"('irresponsible', 'responsible')",3.3346205,2.447608,1.331637,1.555269,2.1142583,1.8769048,0.2373535
44,-1.5946615,-2.0628896,"('prejudiced', 'unprejudiced')",-1.0470184,-1.3404913,-1.5088658,-1.7858411,-1.3835152,-1.7297406,0.3462254
8,-1.551703,-1.690949,"('unaffectionate', 'affectionate')",-2.1220393,-1.3568707,0.04858271,0.27243164,-1.2083865,-0.9251293,-0.2832572
48,1.4513499,1.3387498,"('unintelligent', 'intelligent')",1.6746277,1.1709943,0.9531515,0.9617002,1.3597097,1.1571481,0.2025616
80,1.4436094,1.6841053,"('dominated', 'dominating')",3.1862838,2.472534,-0.8187508,-0.8545576,1.2703808,1.1006939,0.1696869
70,1.4211969,1.9795533,"('lethargic', 'energetic')",2.1882954,1.6898651,1.5820199,1.9561989,1.730504,1.8752057,-0.1447017
47,1.3494754,1.3696618,"('stupid', 'smart')",1.1383084,0.44910794,5.5288844,5.5236316,2.6722228,2.4474672,0.2247556
27,-1.3197442,-1.638074,"('hardhearted', 'softhearted')",-0.5477098,-0.679232,0.61108536,0.8172888,-0.4187895,-0.5000057,0.0812162
53,-1.3020343,-1.0114076,"('uncreative', 'creative')",-0.7193357,-0.43410456,0.5041332,0.7316822,-0.5057456,-0.2379433,-0.2678023
16,-1.2989305,-1.194206,"('unpopular', 'popular')",-2.100466,-1.7630535,0.21339986,-0.12347402,-1.0619988,-1.0269113,-0.0350875
33,-1.2871302,-1.4668585,"('wrong', 'right')",-0.106166475,0.22346517,-1.3763266,-1.2440484,-0.9232078,-0.8291472,-0.0940606
74,1.2757107,1.4859855,"('undedicated', 'dedicated')",1.4629551,0.88207936,0.4474128,0.56098324,1.0620262,0.9763494,0.0856768
86,1.2737961,1.5830865,"('uninfluential', 'influential')",0.88478756,0.6220232,0.022859082,0.34692553,0.7271476,0.8506784,-0.1235308
22,1.2652196,1.2257465,"('untrustworthy', 'trustworthy')",2.2320137,1.4650772,-0.32098088,-0.12238104,1.0587509,0.8561475,0.2026034
72,1.2144308,1.4184756,"('unambitious', 'ambitious')",0.4763068,0.46042585,-0.81016207,-0.53913045,0.2935252,0.4465903,-0.1530651
4,-1.1899015,-0.48383087,"('disliked', 'liked')",-1.8005476,-0.8236737,-6.257238,-6.130907,-3.0825621,-2.4794706,-0.6030915
41,1.1319871,1.1518719,"('unforgiving', 'forgiving')",1.7772039,1.6608514,0.111941025,0.11621944,1.0070441,0.9763142,0.0307299
19,-1.1252118,-0.87301344,"('inhospitable', 'hospitable')",-1.9876918,-1.5561653,-0.60657924,-0.5127563,-1.2398276,-0.980645,-0.2591826
82,1.0959527,1.4501619,"('poor', 'rich')",1.0052365,0.582231,6.477761,6.4310403,2.85965,2.8211444,0.0385056
59,-1.0899879,-1.184783,"('foolish', 'wise')",-1.801308,-1.1364914,-0.118731946,-0.034766596,-1.0033426,-0.785347,-0.2179956
57,1.0595859,1.5942433,"('unimaginative', 'imaginative')",-0.116526075,-0.3358625,-1.984789,-1.6049607,-0.3472431,-0.1155266,-0.2317165
1,-0.9994585,-0.8445204,"('unfriendly', 'friendly')",-1.3002621,-0.6155658,0.6942799,0.9373172,-0.5351469,-0.1742563,-0.3608906
17,-0.9618187,-0.45742422,"('nasty', 'nice')",-1.1948285,-0.9059614,-0.7779045,-0.8360858,-0.9781839,-0.7331572,-0.2450267
26,-0.95676017,-0.6799143,"('hardhearted', 'benevolent')",0.9381023,1.3201597,1.1992983,1.1461663,0.3935468,0.5954706,-0.2019238
76,0.938489,1.2123375,"('anxious', 'daring')",2.4487798,1.8619289,1.3033584,1.1310188,1.5635424,1.4017617,0.1617807
29,-0.92210937,-0.71837085,"('unfair', 'fair')",-0.551249,-0.42371958,-1.082705,-0.74652857,-0.8520211,-0.6295396,-0.2224815
75,-0.90590924,-0.8553139,"('meek', 'impulsive')",-2.3776095,-1.9906175,-0.7636913,-0.81160665,-1.3490701,-1.2191794,-0.1298907
78,0.85160315,0.72634655,"('nonresilient', 'resilient')",1.0385395,0.8488951,0.9176402,0.80938125,0.9359276,0.7948743,0.1410533
54,-0.8125748,-0.82475364,"('incapable', 'capable')",-1.1430789,-0.8281131,1.0709963,1.0626266,-0.2948858,-0.1967467,-0.0981391
87,0.75169516,0.9941987,"('unsuccessful', 'successful')",1.8848546,1.6391941,1.0934433,1.0265241,1.243331,1.2199723,0.0233587
64,0.7285584,0.6983963,"('shy', 'confident')",0.7229717,0.61153257,-5.5666795,-5.4256506,-1.3717165,-1.3719072,0.0001907
68,0.7089612,0.5758728,"('dependent', 'independent')",0.24714519,-0.17124185,-0.6565575,-0.50400585,0.0998496,-0.033125,0.1329746
34,0.61835,0.7004616,"('mean', 'honorable')",-0.9757235,-1.3581443,6.2441616,6.1427917,1.9622628,1.8283698,0.133893
18,-0.60996145,-0.79792684,"('disagreeable', 'welcoming')",-0.9303979,-0.885081,-0.7094872,-0.68133307,-0.7499488,-0.7881136,0.0381648
15,-0.6076733,-0.72047377,"('boring', 'funny')",0.004486643,-0.096052706,0.309968,0.21974832,-0.0977396,-0.1989261,0.1011865
88,0.6054415,0.60076064,"('low', 'eminent')",-0.6206291,-0.94097,0.7295248,0.39367408,0.2381124,0.0178216,0.2202908
37,0.59813654,0.5875191,"('fake', 'genuine')",1.0765593,0.963447,0.4259024,0.6898164,0.7001994,0.7469275,-0.0467281
84,0.54166627,0.44946048,"('inferior', 'superior')",1.1380078,1.2017888,1.1893084,1.1336919,0.9563274,0.9283137,0.0280137
28,-0.53902525,-0.28255904,"('disloyal', 'loyal')",0.055982858,-0.054583028,1.0345284,1.1937418,0.1838287,0.2855332,-0.1017045
2,0.50655395,0.48093718,"('unlikable', 'likable')",1.0050675,0.7012703,0.51157576,0.36042434,0.6743991,0.5142106,0.1601885
67,0.47957456,0.21334721,"('doubtful', 'determined')",0.71905655,0.5436673,-0.15220715,-0.16338848,0.348808,0.1978753,0.1509327
77,0.47889695,0.40238166,"('unmotivated', 'motivated')",0.37891182,-0.3219164,-0.6289712,-0.6917445,0.0762792,-0.2037597,0.2800389
50,-0.4616083,-0.62000334,"('clumsy', 'skillful')",-0.3397243,-0.08339331,0.38574094,0.2213588,-0.1385306,-0.1606793,0.0221487
71,0.4525906,0.39208192,"('diffident', 'self-confident')",0.82332975,0.9793361,0.36620906,0.5522936,0.5473765,0.6412372,-0.0938607
24,0.42482358,0.47810647,"('dishonest', 'honest')",1.2798749,0.92964274,0.7677987,1.04706,0.8241657,0.8182697,0.005896
49,0.4216347,0.24606526,"('unable', 'able')",-0.2016672,-0.24902546,0.2777146,0.37907496,0.165894,0.1253716,0.0405224
39,0.4204927,0.1354666,"('exploitative', 'cooperative')",2.484182,1.8042219,0.16157317,0.11205829,1.0220826,0.6839156,0.338167
40,-0.37279162,-0.016074345,"('stingy', 'generous')",-0.6002662,-0.34167266,-2.0953393,-1.8083926,-1.022799,-0.7220465,-0.3007525
7,0.3669149,0.58990985,"('insensitive', 'sensitive')",1.8185749,1.2226729,0.75768435,1.1565207,0.9810581,0.9897011,-0.008643
42,0.24538672,0.14318971,"('unreliable', 'reliable')",0.59561265,0.58290493,-2.554357,-2.3149242,-0.5711192,-0.5296098,-0.0415094
20,0.23853236,0.40362367,"('rough', 'thoughtful')",1.024044,0.58485955,1.2472062,1.0423204,0.8365942,0.6769346,0.1596596
58,-0.21611562,0.4367025,"('undiscriminating', 'discriminating')",0.6073248,0.8321867,0.085987106,0.27467224,0.1590654,0.5145205,-0.3554551
38,0.21402267,0.0940662,"('untruthful', 'truthful')",-0.17473876,-0.26455948,0.21183753,0.23584874,0.0837071,0.0217852,0.0619219
83,-0.1633544,-0.07871649,"('powerless', 'powerful')",-0.33142808,-0.29818872,-0.520961,-0.5100129,-0.3385812,-0.2956394,-0.0429418
73,-0.14074767,-0.13803592,"('helpless', 'self-reliant')",-0.7971542,-0.36359817,-3.0939908,-2.928393,-1.3439643,-1.1433423,-0.200622
61,0.115879014,0.13257332,"('illogical', 'logical')",1.3559697,1.0896094,0.06078973,0.22590984,0.5108795,0.4826975,0.028182
3,-0.05647984,0.44118515,"('repellent', 'pleasant')",-0.22710034,-0.6867772,0.26513803,0.2560492,-0.0061474,0.0034857,-0.0096331
9,-0.03133005,-0.0794121,"('unaffectionate', 'caring')",-0.72401947,-0.20254757,0.90984344,1.1867375,0.051498,0.3015926,-0.2500946
