,dr_male,dr_female,tuple,horton_male,horton_female,inc_male,inc_female,average_male,average_female,male-female
6,-3.4949086,-3.584733,"('distant', 'open')",-3.4013095,-2.3161502,-1.0222082,-0.6846571,-2.6394755,-2.1951801,-0.4442954
36,-3.3994088,-3.5821328,"('hostile', 'amicable')",-3.1210873,-2.06154,-0.84732085,-1.1324997,-2.4559391,-2.2587242,-0.1972149
62,3.270545,3.5511677,"('incompetent', 'brilliant')",2.673766,1.9054776,1.1881975,1.4090468,2.3775029,2.288564,0.0889389
56,3.1251051,3.0819657,"('impractical', 'practical')",2.7774167,1.8048309,1.1873003,1.3758366,2.3632741,2.0875444,0.2757297
5,-3.1002173,-3.07767,"('distant', 'outgoing')",-3.0604646,-2.1925216,-1.2884016,-1.0207797,-2.4830278,-2.0969904,-0.3860374
31,-3.0863023,-2.9111943,"('evil', 'good')",-3.1694653,-2.3114102,-2.082687,-1.8822398,-2.7794851,-2.3682815,-0.4112036
35,-3.060372,-3.3296084,"('corrupt', 'incorrupt')",-3.0131974,-1.7912979,-1.2034802,-1.3267525,-2.4256832,-2.1492197,-0.2764635
60,3.0592356,2.988451,"('inefficient', 'efficient')",3.8253298,2.3951159,1.2767365,1.3713888,2.7204339,2.2516519,0.468782
55,3.0044234,3.1475372,"('incompetent', 'clever')",3.0834217,1.9288361,0.87129414,0.7375328,2.319713,1.9379686,0.3817444
81,2.9308007,2.8816051,"('submissive', 'aggressive')",2.2575552,1.2435931,0.5711382,0.40730375,1.9198314,1.5108341,0.4089973
13,2.7817323,2.598636,"('impolite', 'polite')",3.897328,2.8881752,0.7124885,0.66583616,2.4638495,2.0508825,0.412967
85,-2.7536776,-2.8723214,"('insignificant', 'prestigious')",-4.0592976,-2.7644691,-0.47920546,-0.8995583,-2.4307268,-2.1787828,-0.251944
46,2.7429855,2.9050875,"('uncompetitive', 'competitive')",2.7840471,2.0001836,0.59416914,0.6309384,2.0404007,1.8454032,0.1949975
51,2.685447,3.3715463,"('uneducated', 'educated')",1.8492726,1.2952925,0.680269,0.68372715,1.7383296,1.783522,-0.0451924
32,2.555634,2.360587,"('unkind', 'kind')",0.93280804,0.26646483,1.6638576,1.412552,1.7174331,1.3465346,0.3708985
30,2.375005,2.3873193,"('intolerant', 'tolerant')",2.660416,1.7487798,2.0515585,1.8311268,2.3623265,1.9890752,0.3732513
