,express_male,express_female,tuple,scripts_male,scripts_female,holding_male,holding_female,co_male,co_female,average_male,average_female,male-female
85,-2.5260293,-1.4930712,"('insignificant', 'prestigious')",-1.5664341,-1.0923259,0.34315708,0.88076,-0.63713634,-0.78349316,-1.0966107,-0.6220326,-0.4745781
31,-2.4923208,-1.9831216,"('evil', 'good')",-1.6615059,-1.582563,-1.4981459,-1.2293016,-0.99844855,-1.34864,-1.6626053,-1.5359066,-0.1266987
56,2.3009596,2.2271008,"('impractical', 'practical')",2.4210124,2.5577385,1.3875316,1.4199169,0.29193938,0.71125966,1.6003608,1.7290041,-0.1286433
52,-2.0590692,-1.51269,"('irrational', 'rational')",-0.13875832,-0.034585297,-0.32426012,-0.25911143,-0.8715961,-1.2138226,-0.8484209,-0.7550523,-0.0933686
60,2.0406933,1.5402293,"('inefficient', 'efficient')",2.3841233,2.031596,0.6871461,0.48035127,0.32645756,0.68549305,1.3596051,1.1844174,0.1751877
59,-1.9277596,-1.349783,"('foolish', 'wise')",-0.7578045,-0.7074487,-0.30899197,-0.37523842,-0.14518279,-0.4165254,-0.7849347,-0.7122489,-0.0726858
62,1.8533332,1.605203,"('incompetent', 'brilliant')",2.0010707,1.9720029,0.9260204,0.91594934,0.55177265,0.7829847,1.3330492,1.3190351,0.0140141
13,1.7044927,1.3701288,"('impolite', 'polite')",1.1173859,1.0680907,0.08007607,0.05427359,0.19683959,0.40356457,0.7746985,0.7240144,0.0506841
16,-1.6981113,-1.4558074,"('unpopular', 'popular')",-1.0633857,-1.1043983,-0.8203332,-1.1058339,0.43208605,-0.0036210716,-0.7874361,-0.9174151,0.129979
45,1.6734216,1.1111938,"('incompetent', 'competent')",1.4405471,1.2696894,1.4415513,1.0877278,0.62719434,0.69472003,1.2956786,1.0408328,0.2548458
15,1.6267867,2.0328503,"('boring', 'funny')",2.4819412,2.5684674,0.8441924,0.8426546,0.80045015,0.9749847,1.4383427,1.6047392,-0.1663965
70,1.4485289,1.584532,"('lethargic', 'energetic')",0.41157442,0.58229524,0.21900754,0.40951437,0.5949062,0.85672605,0.6685042,0.8582669,-0.1897627
46,1.3550106,0.8859362,"('uncompetitive', 'competitive')",0.58134806,0.47009057,0.068332516,0.09024305,-0.0800405,0.5011718,0.4811627,0.4868604,-0.0056977
35,-1.3280395,-0.7881881,"('corrupt', 'incorrupt')",-1.4114889,-1.3893732,-1.0516217,-0.9071193,-0.97399503,-1.1527752,-1.1912863,-1.059364,-0.1319223
76,1.3147618,1.3459933,"('anxious', 'daring')",1.3081802,1.2789662,0.27059287,0.39716467,0.3352262,0.62861276,0.8071903,0.9126842,-0.1054939
24,1.2814478,1.2499541,"('dishonest', 'honest')",0.7443265,0.871219,-0.15970714,-0.06764048,1.0633818,0.9891989,0.7323622,0.7606829,-0.0283207
30,1.2813685,1.4308196,"('intolerant', 'tolerant')",1.309732,1.5067989,0.54024756,0.90108687,0.6461294,1.0087014,0.9443694,1.2118517,-0.2674823
50,-1.2587531,-0.99489856,"('clumsy', 'skillful')",-1.4587954,-1.4414293,-0.4673075,-0.57106805,-0.5665485,-0.73505634,-0.9378511,-0.9356131,-0.002238
53,-1.2426759,-1.04342,"('uncreative', 'creative')",0.65578055,0.6884582,-0.09968833,-0.08815808,0.55300796,0.51929504,-0.0333939,0.0190438,-0.0524377
81,1.1636655,1.1893612,"('submissive', 'aggressive')",1.1475797,1.1641886,0.8299327,0.83634865,0.109710455,0.4835821,0.8127221,0.9183701,-0.105648
67,1.1626439,1.2557443,"('doubtful', 'determined')",0.39008236,0.37949184,0.87053955,0.92140347,-0.13863772,-0.01987791,0.571157,0.6341904,-0.0630334
78,-1.1559445,-1.403837,"('nonresilient', 'resilient')",-0.40483722,-0.59491044,-0.60181016,-0.73301876,-0.15819657,-0.20911093,-0.5801971,-0.7352193,0.1550222
39,1.1520538,1.1068935,"('exploitative', 'cooperative')",0.40650517,0.45776004,-0.04429441,0.44430742,0.41488498,0.8820708,0.4822874,0.7227579,-0.2404705
80,1.0570507,0.6002057,"('dominated', 'dominating')",0.4368121,0.2285212,0.83246255,0.73735946,-0.3718328,0.018592939,0.4886231,0.3961698,0.0924533
36,-1.0093848,-0.6970186,"('hostile', 'amicable')",-1.1712927,-1.045339,-0.8715747,-0.800947,-0.5278498,-0.8471114,-0.8950255,-0.847604,-0.0474215
69,-1.0073106,-0.5733144,"('lazy', 'industrious')",-0.5247883,-0.2904625,0.07003809,0.15732399,-0.9865613,-0.78102773,-0.6121556,-0.3718702,-0.2402854
72,0.99995774,0.42639238,"('unambitious', 'ambitious')",0.43839192,0.13811707,0.24342582,-0.08314863,-0.2708798,-0.6495599,0.352724,-0.0420498,0.3947738
6,-0.9886157,-0.58582413,"('distant', 'open')",-0.9391899,-0.74942625,-0.5194735,-0.63782656,-0.48760262,-0.8764956,-0.7337205,-0.7123932,-0.0213273
55,0.95844084,0.3687651,"('incompetent', 'clever')",1.2400968,1.0184536,0.304897,0.09616188,0.51454324,0.77353644,0.7544945,0.5642292,0.1902653
51,0.94865316,1.0824536,"('uneducated', 'educated')",-0.070746966,0.11369879,0.42325115,0.5481867,0.4192108,0.6733161,0.430092,0.6044139,-0.1743219
23,0.9453762,0.837621,"('insincere', 'sincere')",1.6539452,1.6629392,-0.11458393,-0.1486511,5.74358,5.0535693,2.0570793,1.8513696,0.2057097
18,-0.92352915,-0.17478918,"('disagreeable', 'welcoming')",-1.2110816,-0.695746,0.088256,0.54085374,-1.2135494,-1.1938106,-0.814976,-0.380873,-0.434103
25,-0.8613403,-0.68954504,"('egoistic', 'altruistic')",-0.17132965,-0.1123213,0.41506767,0.74369895,1.0400219,0.90144384,0.1056049,0.2108191,-0.1052142
64,-0.85873437,-0.40154386,"('shy', 'confident')",-0.36590695,-0.27168897,0.075189486,0.28278598,-5.6411457,-4.382218,-1.6976494,-1.1931661,-0.5044833
29,-0.8548386,-0.8700211,"('unfair', 'fair')",-0.34405077,-0.33890784,-0.9960933,-1.1138816,-1.1424816,-1.2291746,-0.834366,-0.8879963,0.0536303
1,-0.79314077,-0.5821998,"('unfriendly', 'friendly')",0.3745874,0.36850667,0.70958275,0.52842796,1.489317,0.9617471,0.4450866,0.3191205,0.1259661
87,0.78309786,0.26547417,"('unsuccessful', 'successful')",1.0255071,0.79385114,1.0797024,0.8839104,1.0258502,1.2186149,0.9785393,0.7904627,0.1880766
5,-0.7822444,-0.3245627,"('distant', 'outgoing')",-0.39041364,-0.28102735,-0.6879572,-0.83817756,-0.4331091,-0.82330847,-0.5734311,-0.566769,-0.0066621
68,-0.776046,-0.7784593,"('dependent', 'independent')",-1.0032257,-0.93165004,-1.3753155,-1.6358602,-1.4735988,-1.4741849,-1.1570466,-1.2050387,0.0479921
14,0.7727201,0.60689306,"('antisocial', 'social')",1.3304119,1.2915322,1.942644,2.1334164,0.1641582,0.48992625,1.0524836,1.130442,-0.0779584
11,0.75489014,0.7089766,"('unhelpful', 'helpful')",1.4278497,1.342409,-0.31053537,-0.021130703,2.1991396,2.3544526,1.017836,1.0961769,-0.0783409
74,0.7385789,0.80154383,"('undedicated', 'dedicated')",0.22042774,0.5377679,0.4890656,0.6095317,-0.03357175,0.36734042,0.3536251,0.579046,-0.2254209
27,-0.71357894,-0.7813456,"('hardhearted', 'softhearted')",-0.12002536,-0.2096162,-0.67136407,-0.8396338,0.52655613,0.043270215,-0.2446031,-0.4468313,0.2022282
43,0.70470583,0.8146985,"('irresponsible', 'responsible')",0.5093998,0.5284128,-0.42387056,-0.23126775,0.7760426,1.1716149,0.3915694,0.5708646,-0.1792952
19,-0.7040764,-0.1315763,"('inhospitable', 'hospitable')",-0.7920627,-0.5158596,-1.2553263,-0.9916832,-0.45058826,-0.4890374,-0.8005134,-0.5320392,-0.2684742
4,-0.6590181,-0.2665334,"('disliked', 'liked')",-0.5886518,-0.40203655,0.8831222,0.9517599,-5.8401103,-5.1050744,-1.5511645,-1.2054712,-0.3456933
7,0.65136117,0.57678044,"('insensitive', 'sensitive')",0.088708624,0.1389385,-0.45077893,-0.2064037,0.14614205,0.29888764,0.1088582,0.2020507,-0.0931925
32,-0.6172217,-0.7452361,"('unkind', 'kind')",0.29598567,0.24884133,0.64739597,0.5093607,1.0288574,1.0786711,0.3387543,0.2729093,0.065845
77,-0.6152922,-0.5648329,"('unmotivated', 'motivated')",0.95147574,0.83444774,-0.6290934,-0.48791802,-0.6891665,-0.483251,-0.2455191,-0.1753885,-0.0701306
54,-0.6135534,-0.19172277,"('incapable', 'capable')",0.061905596,0.20617802,0.108643875,0.2927355,0.5378347,0.2163252,0.0237077,0.130879,-0.1071713
82,0.6050248,0.58856916,"('poor', 'rich')",0.6153184,0.5395936,1.4335344,1.013294,6.511843,5.734909,2.2914302,1.9690914,0.3223388
34,-0.57964194,-0.33476102,"('mean', 'honorable')",0.14118047,0.43195307,-0.28291875,-0.24011734,5.0219436,4.5665603,1.0751408,1.1059088,-0.030768
65,0.5748185,0.030305386,"('insecure', 'secure')",0.7782723,0.72844845,0.89597446,0.524384,0.68317294,0.87072253,0.7330595,0.5384651,0.1945944
57,0.5604996,0.526328,"('unimaginative', 'imaginative')",1.4030774,1.5077218,0.16560559,0.37423146,-2.5128634,-1.8102767,-0.0959202,0.1495011,-0.2454213
2,0.5573273,0.94300646,"('unlikable', 'likable')",0.28552628,0.54852706,1.5470839,1.8241897,0.98059714,1.4769112,0.8426336,1.1981586,-0.355525
26,0.51840246,0.5301122,"('hardhearted', 'benevolent')",0.32531187,0.29228798,2.540393,2.6036248,1.2961638,1.3013141,1.1700678,1.1818347,-0.0117669
79,-0.5088813,0.20278388,"('wavering', 'unwavering')",-1.0422903,-0.73735845,-0.944405,-0.6841903,-0.5051043,-0.57756466,-0.7501702,-0.4490824,-0.3010878
42,0.49107218,1.1970401,"('unreliable', 'reliable')",0.7202653,1.0170292,0.92960584,1.1569016,-2.2700055,-1.4528013,-0.0322655,0.4795424,-0.5118079
28,-0.46190992,-0.54713035,"('disloyal', 'loyal')",-0.023923442,-0.096477635,-0.031620637,-0.059906002,0.85086817,0.58628595,0.0833535,-0.029307,0.1126605
63,0.46187615,0.23520792,"('unperceptive', 'insightful')",0.8293677,0.730818,0.7074503,0.46876752,0.8397104,0.8225116,0.7096011,0.5643263,0.1452748
22,0.4594449,0.592347,"('untrustworthy', 'trustworthy')",0.7784832,0.93200773,-0.12104633,-0.076449364,-0.3496154,-0.030287374,0.1918166,0.3544045,-0.1625879
3,-0.43875092,-0.75157285,"('repellent', 'pleasant')",0.2031071,0.19657068,-0.6074166,-0.92309564,0.30896717,0.41618082,-0.1335233,-0.2654792,0.1319559
75,-0.43782723,-0.018771164,"('meek', 'impulsive')",0.19824296,0.14361642,-0.12248869,-0.29576683,-0.23046947,-0.41977984,-0.1481356,-0.1476754,-0.0004602
86,0.38501287,0.30751082,"('uninfluential', 'influential')",0.5121429,0.6196587,-0.19891758,-0.27494362,-0.36511296,-0.21249095,0.0832813,0.1099338,-0.0266525
49,-0.35741305,-0.48403484,"('unable', 'able')",-0.3165989,-0.36573195,-0.3893865,-0.4936655,-0.32767752,-0.42514515,-0.347769,-0.4421444,0.0943754
17,-0.31911743,-0.19900419,"('nasty', 'nice')",-0.16536392,-0.27424937,-0.7113375,-0.6064195,-0.14008214,0.031466555,-0.3339753,-0.2620516,-0.0719237
61,-0.3130762,-0.59853894,"('illogical', 'logical')",1.0455468,0.9349129,-0.16565244,-0.39048865,-0.13876449,-0.02996296,0.1070134,-0.0210194,0.1280328
20,-0.30938363,-0.7355576,"('rough', 'thoughtful')",-0.27855155,-0.53311586,-0.12146825,-0.35599953,0.04370613,-0.04680083,-0.1664243,-0.4178684,0.2514441
