,amazon_male,amazon_female,tuple,com_male,com_female,inc_male,inc_female,average_male,average_female,male-female
6,2.784487,2.9891982,"('distant', 'open')",1.0977355,1.2748674,0.16504462,0.3181713,1.3490891,1.5274124,-0.1783233
81,-2.3444011,-2.2625966,"('submissive', 'aggressive')",-0.00938442,0.0661377,-0.6298915,-0.5711496,-0.994559,-0.9225361,-0.0720229
85,2.2975547,2.3131258,"('insignificant', 'prestigious')",0.36945748,0.39753312,1.0873652,1.0265342,1.2514591,1.245731,0.0057281
5,2.1025543,2.330503,"('distant', 'outgoing')",0.89063877,1.0911996,-0.67863435,-0.53007054,0.7715196,0.9638774,-0.1923578
9,1.9214413,1.973783,"('unaffectionate', 'caring')",0.55041236,0.65001065,0.95760703,1.11369,1.1431536,1.2458278,-0.1026742
82,-1.8306957,-1.5495906,"('poor', 'rich')",-0.13233607,-0.04610361,5.8276076,6.0910945,1.288192,1.4984668,-0.2102748
65,-1.7886391,-1.7649301,"('insecure', 'secure')",-0.17229353,-0.23249134,-0.41774023,-0.42214218,-0.7928909,-0.8065213,0.0136304
80,-1.7038422,-1.7954592,"('dominated', 'dominating')",-1.4023117,-1.4732718,-1.0118887,-1.1275845,-1.372681,-1.4654385,0.0927575
1,1.6922351,1.6373323,"('unfriendly', 'friendly')",1.0356987,0.9713175,1.4899921,1.5769175,1.4059753,1.3951891,0.0107862
70,-1.6593353,-1.6101367,"('lethargic', 'energetic')",-0.66573936,-0.62295413,0.75491065,0.87153876,-0.523388,-0.4538507,-0.0695373
53,1.583362,1.5873401,"('uncreative', 'creative')",0.8595693,0.8177912,1.1776001,1.2799616,1.2068438,1.2283643,-0.0215205
71,1.5621713,1.5907893,"('diffident', 'self-confident')",1.6922534,1.6648992,0.78247786,0.7345278,1.3456341,1.3300722,0.0155619
45,-1.5351144,-1.3823061,"('incompetent', 'competent')",-0.39346528,-0.32263005,-0.851958,-0.7452775,-0.9268459,-0.8167379,-0.110108
25,1.5274882,1.3357513,"('egoistic', 'altruistic')",0.19063479,0.18185425,1.901399,1.8228234,1.2065074,1.1134763,0.0930311
13,-1.4788667,-1.4530163,"('impolite', 'polite')",-0.21037388,-0.21245362,-0.48636773,-0.42957544,-0.7252028,-0.6983484,-0.0268544
44,-1.4759171,-1.5109419,"('prejudiced', 'unprejudiced')",-0.35572797,-0.35972583,-0.9052736,-0.9853904,-0.9123062,-0.9520194,0.0397132
39,1.3972877,1.1614141,"('exploitative', 'cooperative')",2.0814712,1.9484409,0.3173412,0.21390979,1.2653667,1.1079217,0.157445
55,-1.3229293,-1.3272878,"('incompetent', 'clever')",-0.14718665,-0.13367319,0.24586377,0.2482194,-0.408084,-0.4042472,-0.0038368
10,-1.3098018,-1.3125027,"('unsympathetic', 'sympathetic')",-1.2183192,-1.1694154,-0.54242134,-0.42506254,-1.0235141,-0.9689935,-0.0545206
26,1.3040291,1.2831737,"('hardhearted', 'benevolent')",0.58823746,0.48902568,1.2380096,1.2269636,1.0434254,0.9997211,0.0437043
78,-1.2864898,-1.401861,"('nonresilient', 'resilient')",-0.7357114,-0.8173182,-0.0061493777,-0.007436836,-0.6761169,-0.7422053,0.0660884
59,1.2296834,1.2434382,"('foolish', 'wise')",1.273367,1.3023587,0.10719156,0.12981924,0.8700806,0.891872,-0.0217914
