,trane_male,trane_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,male-female
71,-0.57981265,-0.23532242,"('diffident', 'self-confident')",0.6537589,0.84224474,-0.093964286,0.12199251,-0.0066727,0.2429716,-0.2496443
26,-0.5776568,-0.66426224,"('hardhearted', 'benevolent')",0.43876374,0.41810852,2.4544375,2.36546,0.7718481,0.7064354,0.0654127
22,0.56930935,0.20912309,"('untrustworthy', 'trustworthy')",-0.47862864,-0.620154,-0.57941204,-0.50399363,-0.1629104,-0.3050082,0.1420978
81,0.5584409,0.25999698,"('submissive', 'aggressive')",1.137092,0.9777666,-1.010761,-0.9674246,0.2282573,0.090113,0.1381443
37,0.5397832,0.4721865,"('fake', 'genuine')",-0.32967257,-0.4067858,0.32877922,0.22485602,0.1796299,0.0967522,0.0828777
10,-0.53459597,-0.84205425,"('unsympathetic', 'sympathetic')",-0.7618323,-0.97295,-1.0767779,-1.2663971,-0.7910687,-1.0271338,0.2360651
75,-0.52500093,-0.43523172,"('meek', 'impulsive')",0.23708543,0.2265932,-0.5582108,-0.43264657,-0.2820421,-0.2137617,-0.0682804
68,-0.51735103,-0.6624823,"('dependent', 'independent')",-0.45008197,-0.36074495,-1.255496,-1.1313457,-0.7409763,-0.718191,-0.0227853
52,-0.50582623,-0.7393513,"('irrational', 'rational')",-0.30208194,-0.5263606,0.5239847,-0.02452749,-0.0946412,-0.4300798,0.3354386
15,0.49775973,0.5772408,"('boring', 'funny')",-0.020469805,-0.090941,0.31432414,0.42950305,0.2638714,0.3052676,-0.0413962
3,-0.49685723,-0.66237015,"('repellent', 'pleasant')",-0.14543639,-0.057230197,-0.49890238,-0.6663307,-0.3803987,-0.461977,0.0815783
51,-0.45907915,-0.5253776,"('uneducated', 'educated')",-0.0026535224,-0.0031278357,0.20151319,0.20791912,-0.0867398,-0.1068621,0.0201223
13,0.411896,0.31259373,"('impolite', 'polite')",-0.26487303,-0.23242754,-0.76201147,-0.702744,-0.2049962,-0.2075259,0.0025297
45,-0.3917492,-0.572297,"('incompetent', 'competent')",-0.6276812,-0.635522,0.42471957,0.57479477,-0.1982369,-0.2110081,0.0127712
12,-0.35173935,-0.3495894,"('unsupportive', 'supportive')",0.91587985,0.9338205,-1.5775938,-1.0395863,-0.3378177,-0.1517851,-0.1860326
58,-0.34603685,-0.347146,"('undiscriminating', 'discriminating')",-0.10036029,-0.09861594,0.5368764,0.6639547,0.0301598,0.0727309,-0.0425711
20,0.3406525,0.10656772,"('rough', 'thoughtful')",0.51391655,0.5581901,0.6982801,0.4939109,0.5176164,0.3862229,0.1313935
59,-0.3395358,-0.50474095,"('foolish', 'wise')",0.23616663,0.10739217,0.127271,-0.11990085,0.0079673,-0.1724165,0.1803838
49,0.32865128,0.15251267,"('unable', 'able')",0.910712,0.77901566,-0.14713219,-0.2958141,0.3640771,0.2119047,0.1521724
29,0.3085284,-0.05800394,"('unfair', 'fair')",-0.7705748,-0.8885026,-0.4655382,-0.72447854,-0.3091949,-0.556995,0.2478001
64,0.30842584,0.36968857,"('shy', 'confident')",-0.095708296,-0.1679698,-5.321149,-3.9980843,-1.7028104,-1.2654552,-0.4373552
32,-0.26400912,-0.44296938,"('unkind', 'kind')",-0.0047418773,-0.17020132,0.58878577,0.44304374,0.1066783,-0.056709,0.1633873
61,-0.25630984,-0.4344054,"('illogical', 'logical')",0.43871325,0.325558,0.6503427,0.49314088,0.277582,0.1280978,0.1494842
70,-0.24941035,-0.39665866,"('lethargic', 'energetic')",-0.1863522,-0.244649,-0.21448754,-0.17159101,-0.21675,-0.2709662,0.0542162
43,-0.24469301,-0.3940526,"('irresponsible', 'responsible')",-0.45939162,-0.6374999,0.3309392,0.3591038,-0.1243818,-0.2241496,0.0997678
0,-0.24075818,-0.533837,"('unsociable', 'sociable')",-0.5264079,-0.7786317,-0.7684063,-0.8185038,-0.5118574,-0.7103242,0.1984668
47,0.23009464,0.09999511,"('stupid', 'smart')",0.718833,0.78536487,4.7740064,3.9559453,1.9076446,1.6137684,0.2938762
87,-0.21392635,0.06110631,"('unsuccessful', 'successful')",0.8733033,0.89554757,1.2893116,1.5840364,0.6495629,0.8468967,-0.1973338
17,-0.20551543,-0.17048724,"('nasty', 'nice')",-0.75716823,-0.70357716,-0.98363495,-1.1167994,-0.6487729,-0.6636213,0.0148484
83,-0.18614058,-0.036914866,"('powerless', 'powerful')",0.036894232,0.1110082,-0.9557149,-0.70143145,-0.3683204,-0.2091127,-0.1592077
50,0.17852548,0.019499097,"('clumsy', 'skillful')",0.3529039,0.3042615,-0.32863298,-0.44308814,0.0675988,-0.0397758,0.1073746
74,-0.16527537,-0.3497331,"('undedicated', 'dedicated')",0.4282726,0.46536615,0.651122,0.88836163,0.3047064,0.3346649,-0.0299585
7,0.16471063,0.2550656,"('insensitive', 'sensitive')",0.47989148,0.62431383,-0.047285743,-0.039901163,0.1991055,0.2798261,-0.0807206
48,-0.10933068,-0.14924356,"('unintelligent', 'intelligent')",0.9426598,0.9504405,-0.5559406,-0.68151784,0.0924628,0.039893,0.0525698
41,-0.10751538,-0.29339132,"('unforgiving', 'forgiving')",-0.56652015,-0.68582696,0.8181457,0.8049687,0.0480367,-0.0580832,0.1061199
11,-0.10547908,-0.5167683,"('unhelpful', 'helpful')",1.0660908,0.82572526,0.98076785,0.43519232,0.6471265,0.2480498,0.3990767
63,-0.10278181,-0.29583454,"('unperceptive', 'insightful')",0.4103403,0.3729312,0.49332455,0.68630755,0.266961,0.2544681,0.0124929
69,-0.10016023,-0.018735923,"('lazy', 'industrious')",0.6849298,0.6498411,0.3469868,0.49213,0.3105855,0.3744117,-0.0638262
33,-0.09863218,-0.099545896,"('wrong', 'right')",0.11668005,0.1055206,0.21073864,0.075843304,0.0762622,0.0272727,0.0489895
34,-0.08870515,-0.059611782,"('mean', 'honorable')",-0.09734875,0.009064741,4.1860013,3.4259825,1.3333158,1.1251451,0.2081707
46,0.038876135,0.14236477,"('uncompetitive', 'competitive')",0.48052773,0.48168415,-1.3446105,-0.9707924,-0.2750689,-0.1155812,-0.1594877
