,capital_male,capital_female,tuple,one_male,one_female,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
42,2.122377,2.126766,"('unreliable', 'reliable')",1.1722071,1.3985685,1.0716028,1.3023856,-1.1650614,-1.1653692,0.8002814,0.9155877,-0.1153063
12,1.9783205,2.2369359,"('unsupportive', 'supportive')",0.58677816,0.7693998,1.1728259,1.2247416,-1.7340147,-1.7536683,0.5009775,0.6193522,-0.1183747
2,1.8185835,2.042259,"('unlikable', 'likable')",0.638606,0.7601275,2.3038864,2.2560017,0.62323034,0.65530545,1.3460766,1.4284234,-0.0823468
83,1.5044965,1.7509397,"('powerless', 'powerful')",-0.09115277,0.17421305,0.86196434,0.97688353,-0.23901442,-0.059260305,0.5090734,0.710694,-0.2016206
72,1.4489675,1.3289555,"('unambitious', 'ambitious')",-0.020913765,-0.10541257,-0.15349284,-0.19161853,-0.6402347,-0.50504386,0.1585816,0.1317201,0.0268615
76,1.3550687,1.6031742,"('anxious', 'daring')",0.123028986,0.2535705,-0.17927735,-0.33292878,0.5913667,0.6966912,0.4725468,0.5551268,-0.08258
63,1.3414887,1.6332017,"('unperceptive', 'insightful')",0.45724666,0.7133035,1.0230912,1.0669106,1.0149037,1.1003075,0.9591825,1.1284308,-0.1692483
31,-1.3034459,-1.2184126,"('evil', 'good')",-0.40448052,-0.36416194,-0.61762476,-0.34660888,-2.635441,-2.5995443,-1.2402481,-1.1321819,-0.1080662
36,-1.2818465,-1.5653766,"('hostile', 'amicable')",-0.48253572,-0.7275301,0.07132952,0.109881185,-1.2283587,-1.5410728,-0.7303529,-0.9310246,0.2006717
70,1.2552545,1.8363968,"('lethargic', 'energetic')",-0.053815797,0.37332082,0.03464036,0.1972336,1.1506926,1.4458104,0.5966929,0.9631904,-0.3664975
25,-1.2136103,-1.3389163,"('egoistic', 'altruistic')",-0.9960921,-1.1696668,0.10860734,-0.00970963,0.45608354,0.23528874,-0.4112529,-0.570751,0.1594981
56,1.1838586,1.799316,"('impractical', 'practical')",0.8362466,1.4697635,0.25805897,0.6799954,-0.144588,0.23402402,0.5333941,1.0457748,-0.5123807
74,1.1662891,1.6186823,"('undedicated', 'dedicated')",0.047223836,0.382184,0.5179895,0.6351933,-0.002607733,-0.21604252,0.4322237,0.6050043,-0.1727806
61,1.1135336,1.3638952,"('illogical', 'logical')",-0.42333376,-0.123259485,0.9946342,1.152623,0.48187467,0.7169579,0.5416772,0.7775542,-0.235877
4,-1.0763905,-0.8797274,"('disliked', 'liked')",0.14378059,0.3356103,0.113369964,0.3666667,-5.637972,-5.904234,-1.614303,-1.520421,-0.093882
32,1.0662092,0.9802524,"('unkind', 'kind')",0.48451534,0.7400128,0.22123337,0.27026585,0.90792435,1.0015153,0.6699706,0.7480116,-0.078041
33,1.0475343,0.8044396,"('wrong', 'right')",0.91693085,0.7763725,1.3863522,1.2740426,-1.5644829,-1.7446529,0.4465836,0.2775504,0.1690332
60,1.0272856,1.2359424,"('inefficient', 'efficient')",0.06904344,0.27403218,0.05535762,-0.055838928,0.622689,0.9281156,0.4435939,0.5955628,-0.1519689
29,1.0149884,0.9222874,"('unfair', 'fair')",-0.17590092,-0.05450566,-0.38382143,-0.1456883,-0.290181,-0.3093154,0.0412713,0.1031945,-0.0619232
11,0.9882683,1.3972926,"('unhelpful', 'helpful')",0.2802798,0.6764994,-0.059030678,0.04891518,2.1401117,2.3611445,0.8374073,1.1209629,-0.2835556
9,0.94022346,0.82508117,"('unaffectionate', 'caring')",-0.7150097,-0.6209601,1.2595204,1.3658472,0.58013994,0.53329587,0.5162185,0.525816,-0.0095975
62,0.9277299,1.7126476,"('incompetent', 'brilliant')",0.21928382,1.0448257,0.35382935,0.653027,0.5287012,1.0426229,0.5073861,1.1132808,-0.6058947
64,0.90528256,0.74913764,"('shy', 'confident')",1.1368941,0.9715568,0.78852284,0.6285077,-4.3674984,-4.4673862,-0.3841997,-0.529546,0.1453463
54,0.9040328,0.7860823,"('incapable', 'capable')",-0.29207197,-0.304255,1.2129014,1.2415318,0.078629866,0.12486715,0.475873,0.4620566,0.0138164
39,0.9024924,1.3531611,"('exploitative', 'cooperative')",0.9942291,1.1961429,0.7969539,0.9690933,0.20258015,0.4931346,0.7240639,1.002883,-0.2788191
