,total_male,total_female,tuple,system_male,system_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
21,1.3413717,1.353892,"('immoral', 'moral')",0.7725142,0.87289965,1.411526,1.5247793,-0.4924803,-0.39530322,0.7582329,0.8390669,-0.080834
23,1.322051,1.3682737,"('insincere', 'sincere')",0.20124282,0.42116496,1.1829882,1.474446,5.1992126,5.525696,1.9763737,2.1973951,-0.2210214
73,1.3184448,1.3106743,"('helpless', 'self-reliant')",1.281288,1.2868001,-0.29217243,-0.29699117,-3.1672008,-2.934999,-0.2149101,-0.1586289,-0.0562812
5,-1.3095284,-1.4768182,"('distant', 'outgoing')",-0.14969896,-0.29945087,-0.77143395,-0.90322065,-0.32802886,-0.3273156,-0.6396726,-0.7517013,0.1120287
26,1.2782071,1.0082885,"('hardhearted', 'benevolent')",0.8455819,0.80957353,1.4384049,1.3260318,2.0447843,1.8032788,1.4017446,1.2367932,0.1649514
4,-1.2279294,-1.4685853,"('disliked', 'liked')",-0.5764205,-0.7085647,-0.41478187,-0.45441815,-5.733508,-5.6129446,-1.9881599,-2.0611281,0.0729682
78,-1.2240232,-1.3871385,"('nonresilient', 'resilient')",-0.66831744,-0.57917094,0.50380015,0.56173015,0.3163786,0.031812817,-0.2680405,-0.3431916,0.0751511
82,-1.2104547,-0.69077617,"('poor', 'rich')",-1.3638986,-0.97778404,-0.37997803,0.13192114,5.644898,6.0896783,0.6726417,1.1382598,-0.4656181
27,-1.1556479,-1.2905225,"('hardhearted', 'softhearted')",-0.30314726,-0.28404135,0.65546244,0.53588235,1.872226,1.4440258,0.2672234,0.1013361,0.1658873
72,1.1446968,1.0285796,"('unambitious', 'ambitious')",-0.27343178,-0.32942402,-0.91227376,-0.8657866,-1.2387272,-1.1085482,-0.319934,-0.3187948,-0.0011392
75,-1.1238565,-1.1323487,"('meek', 'impulsive')",-0.31726855,-0.29670525,-1.1903778,-1.13037,-0.48566836,-0.47045815,-0.7792929,-0.7574705,-0.0218224
33,1.0978038,0.76076645,"('wrong', 'right')",1.2269235,0.9006409,0.5607623,0.20137468,-0.65430754,-0.76902235,0.5577955,0.2734399,0.2843556
14,1.0729065,1.2350662,"('antisocial', 'social')",0.5362631,0.72317964,1.2349802,1.4779804,-0.5994412,-0.47933534,0.5611771,0.7392227,-0.1780456
43,1.0585382,0.8939506,"('irresponsible', 'responsible')",-0.3070535,-0.26463738,0.47927195,0.60634285,0.2551091,0.34875333,0.3714664,0.3961023,-0.0246359
49,-1.0062103,-0.9052272,"('unable', 'able')",-0.5555359,-0.38132143,-0.11463847,0.036600508,0.15328854,0.10460548,-0.380774,-0.2863357,-0.0944383
71,0.98480165,0.77366745,"('diffident', 'self-confident')",1.0206263,0.89585924,0.7109188,0.7270499,0.74662375,0.6102955,0.8657426,0.751718,0.1140246
48,0.9431842,0.9592516,"('unintelligent', 'intelligent')",-0.04644538,0.07563801,0.051622484,0.06635061,0.6779679,0.5207219,0.4065823,0.4054905,0.0010918
60,0.94140726,1.0400716,"('inefficient', 'efficient')",0.392834,0.765202,1.6003681,2.1281567,-0.3032008,0.1261885,0.6578522,1.0149046,-0.3570524
32,0.9192226,1.0137163,"('unkind', 'kind')",-0.24340582,-0.102657296,0.6620772,0.86905134,1.254337,1.3547435,0.6480577,0.7837135,-0.1356558
51,-0.9104155,-0.6683869,"('uneducated', 'educated')",-0.9698391,-0.78837293,0.31874308,0.528344,0.35726753,0.54008615,-0.301061,-0.0970824,-0.2039786
30,0.89184195,0.94215745,"('intolerant', 'tolerant')",1.0002419,1.1323335,1.0563251,1.2584457,0.84044176,1.1735535,0.9472127,1.1266226,-0.1794099
17,-0.87623835,-0.98109883,"('nasty', 'nice')",0.16478801,0.15885474,0.23459703,0.2383922,-0.40704602,-0.44731167,-0.2209748,-0.2577909,0.0368161
83,0.86968315,0.7419483,"('powerless', 'powerful')",0.52345866,0.48612264,-0.14763139,0.03439751,-1.1674808,-1.2415632,0.0195074,0.0052263,0.0142811
64,0.82289755,0.4906571,"('shy', 'confident')",1.1393199,0.92867714,0.8672207,0.7058687,-5.9978685,-5.9477463,-0.7921076,-0.9556358,0.1635282
85,-0.82061344,-0.9113766,"('insignificant', 'prestigious')",0.6776421,0.47144282,-0.17848913,-0.47435117,0.88880295,0.73820204,0.1418356,-0.0440207,0.1858563
7,0.7815344,0.645221,"('insensitive', 'sensitive')",0.38762966,0.5155251,0.71540505,0.75893885,0.9650063,0.8703086,0.7123939,0.6974984,0.0148955
62,0.77317315,0.9659463,"('incompetent', 'brilliant')",-0.008550499,0.35367408,0.8507364,1.3084958,-0.49143666,-0.027352175,0.2809806,0.650191,-0.3692104
37,0.77156115,0.7443468,"('fake', 'genuine')",0.5281137,0.37336078,0.5122767,0.54693943,0.3168172,0.39070833,0.5321922,0.5138389,0.0183533
13,0.7641386,0.9246276,"('impolite', 'polite')",-0.18464223,0.06347799,0.6638561,0.8354604,-0.45875406,-0.29292208,0.1961496,0.382661,-0.1865114
67,0.7523297,0.8922016,"('doubtful', 'determined')",0.7347974,0.7913497,0.42368627,0.58765477,-1.0443864,-0.6677923,0.2166067,0.4008535,-0.1842468
63,0.72593534,0.53569794,"('unperceptive', 'insightful')",0.37763858,0.32103428,1.9180845,1.9128097,1.0684181,1.0306615,1.0225191,0.9500508,0.0724683
35,-0.66903865,-0.56020457,"('corrupt', 'incorrupt')",-0.31486025,-0.34660107,-1.642687,-1.7058367,-0.10885696,-0.024543729,-0.6838607,-0.6592965,-0.0245642
74,0.63569295,0.67340493,"('undedicated', 'dedicated')",0.22416852,0.3124531,0.18142733,0.36815864,0.33411598,0.35526097,0.3438512,0.4273194,-0.0834682
19,-0.6036787,-0.5103049,"('inhospitable', 'hospitable')",-0.21542603,-0.2434982,-0.4965317,-0.599356,0.113456845,0.083979145,-0.3005449,-0.317295,0.0167501
81,0.5796258,0.75684017,"('submissive', 'aggressive')",0.030770637,0.16469206,1.0998464,1.2940515,-0.65558416,-0.40157354,0.2636647,0.4535026,-0.1898379
47,0.56687796,0.5872781,"('stupid', 'smart')",0.42287758,0.5572491,0.9508492,1.1695303,5.221809,5.34308,1.7906034,1.9142843,-0.1236809
80,0.55060947,0.71674836,"('dominated', 'dominating')",-0.12842843,-0.014352761,1.2283691,1.3662893,-1.0360317,-0.9956645,0.1536296,0.2682551,-0.1146255
70,0.5390301,0.54275113,"('lethargic', 'energetic')",-0.017610282,0.07086932,1.1599153,1.2310236,0.5569855,0.7239486,0.5595801,0.6421481,-0.082568
57,-0.5357906,-0.93909097,"('unimaginative', 'imaginative')",-0.3427427,-0.4770113,-0.5229047,-0.59985685,-2.318021,-2.4457765,-0.9298648,-1.1154339,0.1855691
38,0.51089686,0.5199859,"('untruthful', 'truthful')",0.24476635,0.18132195,0.02184295,0.12638061,-0.18831746,0.16350333,0.1472972,0.247798,-0.1005008
20,0.49722192,0.36709833,"('rough', 'thoughtful')",0.59964687,0.58691764,0.5246628,0.535889,1.0108806,0.73874724,0.658103,0.5571631,0.1009399
2,0.4806036,0.5390598,"('unlikable', 'likable')",1.1976467,1.2742481,1.1422597,1.3688416,0.6520448,0.8396276,0.8681387,1.0054443,-0.1373056
58,0.47543216,0.15678176,"('undiscriminating', 'discriminating')",0.67530274,0.52679163,0.67076945,0.61619663,0.15177624,0.08590214,0.4933201,0.346418,0.1469021
46,0.46933073,0.3841576,"('uncompetitive', 'competitive')",0.23562554,0.19879502,1.275212,1.4465373,-0.5287614,-0.46047103,0.3628517,0.3922547,-0.029403
40,0.46876186,0.15671074,"('stingy', 'generous')",0.47999182,0.37700418,0.61401844,0.45855814,-1.0201614,-1.335124,0.1356527,-0.0857127,0.2213654
66,-0.46403843,-0.48178998,"('inactive', 'active')",-0.80716056,-1.0611019,0.3882177,0.11438029,1.5243667,1.0824242,0.1603464,-0.0865219,0.2468683
76,0.43444893,0.5575758,"('anxious', 'daring')",-1.0392998,-0.99187666,1.0574286,1.236954,0.031466812,0.22792652,0.1210111,0.2576449,-0.1366338
87,0.39708003,0.52045983,"('unsuccessful', 'successful')",-0.35266906,-0.3556411,1.2584162,1.4225819,0.78960913,0.814589,0.5231091,0.6004974,-0.0773883
41,0.36423978,0.068936415,"('unforgiving', 'forgiving')",-0.06905781,-0.12811099,1.0907452,1.1208563,0.3561113,0.24798666,0.4355096,0.3274171,0.1080925
59,0.35775748,0.21857929,"('foolish', 'wise')",0.9166313,0.7825934,0.0770784,-0.253369,0.1991452,0.21461535,0.3876531,0.2406048,0.1470483
53,-0.34459972,-0.41822416,"('uncreative', 'creative')",-0.5130441,-0.437537,-0.24498898,-0.19135852,0.89963907,0.8174276,-0.0507484,-0.057423,0.0066746
9,-0.2998383,-0.4449782,"('unaffectionate', 'caring')",-0.3603225,-0.3968372,0.42405733,0.35584795,1.2103537,1.0442868,0.2435626,0.1395798,0.1039828
52,-0.27471095,-0.47869313,"('irrational', 'rational')",0.4484649,0.25915712,0.09703495,-0.03443318,-0.12906209,-0.26980153,0.0354317,-0.1309427,0.1663744
86,-0.2689627,-0.29509062,"('uninfluential', 'influential')",-0.45522672,-0.40901121,-0.1382124,-0.1284381,0.19267188,-0.025482684,-0.1674325,-0.2145056,0.0470731
28,0.260081,0.10180443,"('disloyal', 'loyal')",0.31849328,0.3374398,0.10906633,0.26929292,0.99775976,1.1217654,0.4213501,0.4575756,-0.0362255
25,0.22765943,0.07252283,"('egoistic', 'altruistic')",0.876328,0.78810847,0.86755794,0.89723873,1.653814,1.5623633,0.9063399,0.8300583,0.0762816
54,0.18789548,0.12255331,"('incapable', 'capable')",-0.03254468,-0.12456466,0.37369305,0.18772897,1.1659336,1.2563403,0.4237444,0.3605145,0.0632299
68,0.17506032,0.3689134,"('dependent', 'independent')",-0.3837112,-0.2927993,0.2020717,0.2799735,-0.4102286,-0.44677353,-0.1042019,-0.0226715,-0.0815304
79,-0.16753502,-0.14917694,"('wavering', 'unwavering')",-0.8524252,-0.8471078,-1.405803,-1.3975599,0.10214928,0.13396068,-0.5809035,-0.564971,-0.0159325
3,-0.15971668,-0.14651343,"('repellent', 'pleasant')",-0.09758078,-0.070026465,0.81305444,0.7400271,0.46859404,0.22794473,0.2560878,0.187858,0.0682298
0,0.15656844,0.21713984,"('unsociable', 'sociable')",-0.53383934,-0.46006382,0.4408939,0.662246,-0.39498594,-0.38364014,-0.0828407,0.0089205,-0.0917612
10,-0.14820889,-0.2500523,"('unsympathetic', 'sympathetic')",-0.90624404,-0.85263467,0.44695902,0.46576196,-0.08716651,-0.17824836,-0.1736651,-0.2037933,0.0301282
55,-0.13669133,-0.081373684,"('incompetent', 'clever')",-0.8693024,-0.6692514,0.5002389,0.7322796,0.058800433,-0.04612229,-0.1117386,-0.0161169,-0.0956217
45,-0.13338263,-0.20318978,"('incompetent', 'competent')",-0.5442707,-0.42235115,0.98930645,1.3073454,-0.30931914,-0.29850358,0.0005835,0.0958252,-0.0952417
18,-0.12584645,-0.21415226,"('disagreeable', 'welcoming')",-0.040762387,0.051712602,0.24573156,0.31549934,-0.31527215,-0.2870809,-0.0590374,-0.0335053,-0.0255321
34,-0.11575611,-0.075652465,"('mean', 'honorable')",-0.31011766,-0.029809982,0.0724964,0.34123382,5.866601,6.0934014,1.3783059,1.5822932,-0.2039873
15,0.11370613,0.00032302737,"('boring', 'funny')",0.35638046,0.29525524,-0.48959878,-0.52015066,0.55976385,0.6192228,0.1350629,0.0986626,0.0364003
88,0.098804384,0.26729697,"('low', 'eminent')",-0.25587618,-0.10550846,-0.01220836,0.35462272,0.1853738,0.58131486,0.0040234,0.2744315,-0.2704081
1,-0.09637013,-0.4137464,"('unfriendly', 'friendly')",0.4498697,0.36829025,0.15899852,-0.012860592,1.8457335,1.7051272,0.5895579,0.4117026,0.1778553
29,-0.07670826,-0.20018302,"('unfair', 'fair')",0.2704688,0.18584806,-0.59859693,-0.7500702,-0.33806205,-0.7021145,-0.1857246,-0.3666299,0.1809053
77,0.0744271,-0.11808209,"('unmotivated', 'motivated')",0.18884538,0.034541838,0.5249076,0.53929585,-1.097199,-1.0330575,-0.0772547,-0.1443255,0.0670708
50,-0.06710206,-0.07143725,"('clumsy', 'skillful')",-0.028443936,0.0009033354,0.2443354,0.29745924,-0.070336714,0.02157228,0.0196132,0.0621244,-0.0425112
44,0.06408966,-0.028292984,"('prejudiced', 'unprejudiced')",-0.29553854,-0.46029508,0.51055014,0.43327573,-1.3016812,-1.3415554,-0.255645,-0.3492169,0.0935719
69,0.054652102,-0.07900168,"('lazy', 'industrious')",0.74796283,0.6340972,0.4500796,0.3754092,-0.2523143,-0.25922215,0.250095,0.1678206,0.0822744
11,0.042245153,0.21606511,"('unhelpful', 'helpful')",-0.05364975,0.21994528,1.3585052,1.8002056,1.563296,1.9970325,0.7275991,1.0583122,-0.3307131
