,laboratory_male,laboratory_female,tuple,corp_male,corp_female,america_male,america_female,hldgs_male,hldgs_female,average_male,average_female,male-female
35,-1.7144818,-0.9279068,"('corrupt', 'incorrupt')",-3.8999372,-1.4807726,-0.91793984,-0.27838117,-0.5124993,-0.15832035,-1.7612145,-0.7113453,-1.0498692
14,1.6910013,1.0992814,"('antisocial', 'social')",2.4533296,0.84657127,0.9051938,0.14312999,-0.0708761,-0.3155525,1.2446622,0.4433576,0.8013046
81,1.5845003,0.8427443,"('submissive', 'aggressive')",3.2611008,0.46040574,2.1133265,0.8822738,0.048531417,-0.46501422,1.7518648,0.4301024,1.3217624
19,-1.4934279,-1.326513,"('inhospitable', 'hospitable')",-2.5599878,-1.1526378,-0.6872778,-0.15968758,-0.3799444,-0.25119707,-1.2801595,-0.7225088,-0.5576507
46,1.4812791,0.7240798,"('uncompetitive', 'competitive')",2.5354164,0.50766087,0.72747123,0.07679667,-0.5095379,-0.7493888,1.0586573,0.1397871,0.9188702
21,1.3908108,0.80117136,"('immoral', 'moral')",3.1561124,1.0009075,0.7177827,0.07832067,-0.37365457,-0.6878558,1.2227628,0.2981359,0.9246269
85,-1.3768642,-0.45190096,"('insignificant', 'prestigious')",-4.281871,-1.584588,-1.7718534,-0.7827391,-0.112335764,0.3213355,-1.8857311,-0.6244732,-1.2612579
26,1.3450979,1.6332648,"('hardhearted', 'benevolent')",0.776962,1.1954793,0.64098406,0.9522359,-0.05792193,0.3452879,0.6762805,1.031567,-0.3552865
4,-1.2077284,-0.8766322,"('disliked', 'liked')",-2.1911597,-0.71758825,-0.5984478,-0.36738148,-1.8951089,-1.8579686,-1.4731112,-0.9548926,-0.5182186
82,1.1436646,0.71423674,"('poor', 'rich')",0.7763792,-0.34384817,0.9780069,0.644685,2.1579082,1.8310494,1.2639897,0.7115307,0.552459
59,-1.1345766,-0.5794242,"('foolish', 'wise')",-2.4795222,-0.71741754,-0.87121236,-0.26823086,0.6027794,0.85729164,-0.9706329,-0.1769452,-0.7936877
61,1.1049643,1.0785048,"('illogical', 'logical')",0.86781937,0.6839255,0.20922872,0.11310452,-0.44450107,-0.3057595,0.4343778,0.3924438,0.041934
50,-1.0970063,-1.188939,"('clumsy', 'skillful')",-1.250428,-0.8924328,-0.2851551,-0.159896,1.1135685,0.9855131,-0.3797552,-0.3139386,-0.0658166
57,1.0848262,0.5982701,"('unimaginative', 'imaginative')",1.1532892,-0.40996486,-0.2866203,-0.69893,-2.0665355,-2.1959727,-0.0287601,-0.6766493,0.6478892
37,-1.0658437,-1.0738286,"('fake', 'genuine')",0.19142085,-0.40271646,-0.756545,-0.65931904,-0.24985032,-0.17947477,-0.4702045,-0.5788348,0.1086303
22,1.0546088,0.8732478,"('untrustworthy', 'trustworthy')",1.7199764,0.9156882,0.43954393,0.36235934,-0.2354862,-0.19173133,0.7446607,0.489891,0.2547697
51,0.9884577,0.51189166,"('uneducated', 'educated')",1.8547076,0.8844512,2.3104932,1.9747838,0.8989768,0.75317407,1.5131589,1.0310752,0.4820837
52,-0.95359004,-0.297546,"('irrational', 'rational')",-2.7470338,-0.7317788,-0.98455554,-0.017065015,-0.39226878,0.14312059,-1.2693621,-0.2258173,-1.0435448
78,0.9401657,0.7099863,"('nonresilient', 'resilient')",1.1242269,0.4960686,0.025403436,-0.3564548,-1.1724551,-1.2397562,0.2293352,-0.097539,0.3268742
13,0.8494925,0.5843602,"('impolite', 'polite')",1.2203057,0.11008741,0.9227394,0.49787283,-0.39657226,-0.45905,0.6489913,0.1833176,0.4656737
72,0.82261413,0.89352524,"('unambitious', 'ambitious')",1.3289046,0.38048026,0.98601043,0.7500808,0.38231146,0.51384515,0.8799602,0.6344829,0.2454773
73,-0.8113093,-0.6509792,"('helpless', 'self-reliant')",0.12901063,0.889022,-0.84873873,-0.6687184,-1.1855091,-1.1427625,-0.6791366,-0.3933595,-0.2857771
80,0.7934295,0.011854628,"('dominated', 'dominating')",2.7385206,0.62391067,0.8795327,-0.06073641,0.46997315,0.087312065,1.220364,0.1655852,1.0547788
7,0.77183723,0.38894853,"('insensitive', 'sensitive')",2.2252018,0.5694108,0.17039114,-0.1843171,-0.2850054,-0.36189663,0.7206062,0.1030364,0.6175698
58,0.76061803,0.78732485,"('undiscriminating', 'discriminating')",0.59742314,0.46507472,-0.23805772,0.029894233,-0.99329954,-0.75220764,0.031671,0.1325215,-0.1008505
11,0.75212485,0.16967751,"('unhelpful', 'helpful')",1.3474785,0.19633588,1.134474,0.53337,0.6549612,0.25565207,0.9722596,0.2887589,0.6835007
71,-0.7290259,-0.28307217,"('diffident', 'self-confident')",-0.32907993,0.23343685,0.22347598,0.63092464,-0.615837,-0.42258796,-0.3626167,0.0396753,-0.402292
41,0.7136835,1.1630771,"('unforgiving', 'forgiving')",0.6202349,0.5719459,-0.39246103,0.17966068,-0.3460095,-0.027513674,0.1488619,0.4717925,-0.3229306
27,-0.69661635,-0.67501414,"('hardhearted', 'softhearted')",-1.0115179,-0.9153594,0.22474226,0.2631425,-0.022682628,0.10692625,-0.3765186,-0.3050762,-0.0714424
39,0.68821365,0.68531704,"('exploitative', 'cooperative')",1.2706076,1.7194179,0.8082149,1.1076158,0.50503606,0.5977053,0.8180181,1.0275141,-0.209496
10,0.6597247,-0.12052627,"('unsympathetic', 'sympathetic')",1.4153218,-1.1493355,0.12391998,-0.7793815,-0.93173784,-1.3130963,0.3168072,-0.8405849,1.1573921
68,-0.6584678,-0.6871054,"('dependent', 'independent')",0.41788498,-0.22843462,0.41459382,0.32181904,-1.1926495,-1.2183385,-0.2546596,-0.4530149,0.1983553
86,0.6381678,0.29836014,"('uninfluential', 'influential')",1.3997079,-0.20343973,0.6550663,0.083530165,-1.317728,-1.3302615,0.3438035,-0.2879527,0.6317562
32,0.634599,0.4133596,"('unkind', 'kind')",2.273351,1.4201949,0.7082441,0.6019643,0.9461975,0.7260017,1.1405978,0.7903801,0.3502177
23,0.6139692,0.31579334,"('insincere', 'sincere')",1.2385639,-0.11469113,0.5382924,0.24445292,1.8212626,1.7321143,1.053022,0.5444174,0.5086046
67,-0.6001393,-0.7052712,"('doubtful', 'determined')",0.2582019,-0.07167747,0.14640294,-0.03422527,0.9226655,0.7642551,0.1817828,-0.0117297,0.1935125
69,-0.59874904,-0.0850161,"('lazy', 'industrious')",-2.4045713,0.19176406,-0.3723072,0.43928182,-0.73011065,-0.3569768,-1.0264345,0.0472632,-1.0736977
75,-0.57353264,-0.35234597,"('meek', 'impulsive')",-2.4347248,-1.0123405,-0.084217034,0.23010801,0.22635621,0.27669364,-0.7165295,-0.2144712,-0.5020583
44,-0.5653333,-0.45312577,"('prejudiced', 'unprejudiced')",-1.380583,-0.7048331,-1.2355361,-0.99157935,-0.40254772,-0.5641792,-0.896,-0.6784294,-0.2175706
30,0.5119857,0.21386497,"('intolerant', 'tolerant')",1.9649812,0.82686055,0.73872536,0.5424011,-0.9819707,-0.7923043,0.5584304,0.1977056,0.3607248
0,0.49808568,0.3183111,"('unsociable', 'sociable')",2.084332,0.4593142,-0.044080127,-0.56358665,-1.2011977,-1.3020719,0.334285,-0.2720083,0.6062933
84,0.48110315,0.6668722,"('inferior', 'superior')",0.07182434,0.12266922,-0.4019019,-0.31702864,0.09366099,0.21729922,0.0611716,0.172453,-0.1112814
12,0.47822085,0.51235825,"('unsupportive', 'supportive')",1.3468555,0.6240682,0.53010786,0.35774195,-0.74919766,-0.74648464,0.4014966,0.1869209,0.2145757
87,-0.45202252,-0.93854177,"('unsuccessful', 'successful')",1.2017282,0.81316483,0.80209404,0.42254364,0.692978,0.26592016,0.5611944,0.1407717,0.4204227
77,0.45119977,0.058989353,"('unmotivated', 'motivated')",0.84969395,-0.637693,-0.6693476,-0.8660272,-1.4752215,-1.4580392,-0.2109188,-0.7256925,0.5147737
63,0.4375629,0.029517464,"('unperceptive', 'insightful')",1.7457823,0.87222993,1.7196358,1.4168731,0.3839504,0.29357448,1.0717328,0.6530488,0.418684
47,0.42685702,0.20079432,"('stupid', 'smart')",0.53547233,-0.2427936,-0.16747108,-0.23176923,2.0340917,1.8965731,0.7072375,0.4057011,0.3015364
65,0.4256221,-0.1340536,"('insecure', 'secure')",1.6761054,0.032091215,0.9870876,0.47022435,-0.21288309,-0.46263707,0.7189831,-0.0235938,0.7425769
45,0.4224596,0.026455838,"('incompetent', 'competent')",0.51257604,-1.0239066,-0.66576874,-0.9816127,-0.76930255,-0.825989,-0.1250089,-0.7012631,0.5762542
70,0.41827962,-0.15180911,"('lethargic', 'energetic')",0.98867893,-0.36989126,0.41319656,-0.01651514,0.06976381,-0.08990951,0.4724797,-0.1570313,0.629511
54,-0.39141363,-0.3443912,"('incapable', 'capable')",-1.0181803,-0.68142074,-0.31565925,-0.11922577,-0.4199051,-0.40763873,-0.5362896,-0.3881691,-0.1481205
42,-0.3801043,-0.6358176,"('unreliable', 'reliable')",1.4232208,0.34396502,0.47209936,0.15404657,-0.27867112,-0.6029816,0.3091362,-0.1851969,0.4943331
64,-0.37673253,-0.4791249,"('shy', 'confident')",0.94373393,1.0166174,0.6695922,0.5846916,-1.8015736,-1.7585114,-0.141245,-0.1590818,0.0178368
38,0.37525734,0.33053985,"('untruthful', 'truthful')",-1.4169515,-0.88216233,0.25475672,0.008256195,-1.0850523,-1.0528749,-0.4679974,-0.3990603,-0.0689371
18,-0.29588386,0.14779516,"('disagreeable', 'welcoming')",-0.4654771,-0.45758182,0.56759185,0.8968384,-0.50025827,-0.3611384,-0.1735069,0.0564783,-0.2299852
2,0.29418564,0.42159948,"('unlikable', 'likable')",0.80024374,1.2945608,0.85797054,1.1566796,0.09224893,0.0684257,0.5111622,0.7353164,-0.2241542
40,0.27890977,0.45133185,"('stingy', 'generous')",-0.29219577,0.22882703,0.4875808,0.71876353,-0.60471606,-0.23729913,-0.0326053,0.2904058,-0.3230111
43,0.2781572,0.046114773,"('irresponsible', 'responsible')",1.105722,-0.13602673,-0.23460591,-0.46777904,-0.5124424,-0.6581935,0.1592077,-0.3039711,0.4631788
16,-0.2561678,-0.17559753,"('unpopular', 'popular')",-1.8694856,-0.99635947,-0.8226923,-0.5580079,-0.13978288,-0.29045254,-0.7720321,-0.5051044,-0.2669277
53,0.25559673,0.1683324,"('uncreative', 'creative')",0.087215014,-0.175461,0.25049323,0.33867574,-0.40802935,-0.492483,0.0463189,-0.040234,0.0865529
83,0.24731934,0.024755806,"('powerless', 'powerful')",0.80558515,0.26397485,-0.39973482,-0.64180726,-0.11889642,-0.21735212,0.1335683,-0.1426072,0.2761755
28,0.23274833,0.22549878,"('disloyal', 'loyal')",0.35328445,-0.48823294,-0.17136854,-0.4489428,-0.668117,-0.6609117,-0.0633632,-0.3431472,0.279784
15,0.19714046,0.4932648,"('boring', 'funny')",-0.7064916,-0.8113806,-0.12831046,0.26975647,-0.30295905,-0.055290706,-0.2351552,-0.0259125,-0.2092427
49,-0.1892663,-0.50698936,"('unable', 'able')",-0.504797,-1.0648464,-0.62616307,-0.7766491,-0.5582771,-0.7091642,-0.4696259,-0.7644123,0.2947864
76,0.18494959,-0.53002185,"('anxious', 'daring')",1.9784871,-0.6587937,0.41623694,-0.3161302,-0.056954563,-0.6479018,0.6306797,-0.5382119,1.1688916
8,-0.17067906,0.371774,"('unaffectionate', 'affectionate')",-2.3669379,-0.78520757,-0.0075930823,0.50678086,-1.0782084,-0.55282664,-0.9058546,-0.1148698,-0.7909848
88,0.1698183,0.07726654,"('low', 'eminent')",0.36269143,-0.293288,0.7217198,0.58567965,0.06897065,0.13030812,0.3308001,0.1249916,0.2058085
34,0.16747774,0.03906615,"('mean', 'honorable')",-0.07916821,0.055782188,0.12873095,0.031253077,1.4532669,1.4379029,0.4175768,0.3910011,0.0265757
33,-0.1392993,0.33958346,"('wrong', 'right')",-0.48136133,0.60230684,0.012393795,0.55007875,-0.16450083,0.3224117,-0.1931919,0.4535952,-0.6467871
29,-0.10377272,0.1641571,"('unfair', 'fair')",-1.3225837,-0.6548317,-1.4992038,-1.056336,-0.46450752,-0.2969011,-0.847517,-0.4609779,-0.3865391
25,0.080369525,0.39726442,"('egoistic', 'altruistic')",-1.4303746,-0.17810914,0.77052486,0.922391,-0.2167091,-0.049138844,-0.1990474,0.2731019,-0.4721493
3,0.06692091,-0.29110765,"('repellent', 'pleasant')",1.0358323,0.9018488,0.5580626,0.024155838,0.44843996,0.21862212,0.5273139,0.2133798,0.3139341
1,-0.03387355,0.5664749,"('unfriendly', 'friendly')",-1.4012443,-0.05212319,-0.5958653,-0.026991863,-1.0583797,-0.55207026,-0.7723407,-0.0161776,-0.7561631
74,0.032141052,-0.11589998,"('undedicated', 'dedicated')",1.2857599,0.6378704,0.061009727,-0.025515512,-0.12793562,0.004011225,0.3127438,0.1251165,0.1876273
9,-0.027950486,0.31201774,"('unaffectionate', 'caring')",-0.51039153,0.32003745,0.242786,0.6531725,-0.89587796,-0.361533,-0.2978585,0.2309237,-0.5287822
24,0.010381348,0.020081418,"('dishonest', 'honest')",-0.056215644,-0.62085855,0.7122476,0.628044,-0.1277252,0.019438107,0.134672,0.0116762,0.1229958
17,0.00013219565,0.039385296,"('nasty', 'nice')",-0.29718116,-0.029592212,-0.5111506,-0.41893756,-0.045364954,-0.28924176,-0.2133911,-0.1745966,-0.0387945
