,coventry_male,coventry_female,tuple,health_male,health_female,care_male,care_female,inc_male,inc_female,average_male,average_female,male-female
71,1.563893,1.2948889,"('diffident', 'self-confident')",3.204607,2.980051,2.8632977,2.7336679,0.9156204,0.879172,2.1368546,1.9719449,0.1649097
59,1.3935041,1.0080202,"('foolish', 'wise')",2.7441044,2.4860823,1.6193869,1.4462488,0.5327116,0.46487454,1.5724267,1.3513066,0.2211201
57,1.3903741,1.5586712,"('unimaginative', 'imaginative')",-0.13910122,-0.26585186,-0.39035195,-0.5145446,-2.5818162,-2.7570455,-0.4302238,-0.4946927,0.0644689
4,1.2794485,1.094094,"('disliked', 'liked')",1.7907053,1.8630136,1.3219912,1.3992307,-6.402928,-6.907817,-0.5026957,-0.6378696,0.1351739
26,1.1692499,0.8643759,"('hardhearted', 'benevolent')",2.1617382,1.5780108,1.8852668,1.3353726,1.9370733,1.608977,1.788332,1.346684,0.441648
87,1.1409377,0.96005857,"('unsuccessful', 'successful')",0.5208587,0.37774524,0.42824396,0.42483288,0.3630627,0.2444776,0.6132757,0.5017785,0.1114972
12,1.1068699,1.3010896,"('unsupportive', 'supportive')",3.204201,3.2823253,2.561589,2.4616292,-1.6312774,-1.615089,1.3103455,1.3574888,-0.0471433
1,1.0877695,0.73092914,"('unfriendly', 'friendly')",1.786203,1.4183421,1.0700264,0.7479735,2.0801246,1.7931175,1.5060308,1.1725905,0.3334403
85,1.0728498,0.46112958,"('insignificant', 'prestigious')",3.1798437,2.612884,1.43528,1.0153278,0.72692275,0.30411214,1.603724,1.0983634,0.5053606
77,-1.0717443,-0.77537936,"('unmotivated', 'motivated')",-1.3485185,-1.0279175,-0.8916985,-0.685621,-1.8675202,-1.7054813,-1.2948704,-1.0485997,-0.2462707
38,1.0446644,1.1068805,"('untruthful', 'truthful')",0.99598163,1.0181745,0.50841427,0.51852375,0.049571324,0.13758372,0.6496579,0.6952906,-0.0456327
73,1.0346498,0.9584104,"('helpless', 'self-reliant')",1.3638779,1.0623279,-0.16304417,-0.21549927,-2.9782977,-3.0150414,-0.1857036,-0.3024506,0.116747
31,-1.0325842,-1.3033397,"('evil', 'good')",0.5838506,0.3610944,-0.31016746,-0.3344717,-0.69430786,-0.89104223,-0.3633022,-0.5419399,0.1786377
74,1.02267,1.2019448,"('undedicated', 'dedicated')",0.50495267,0.64338493,-0.054276206,0.026112325,-0.049979486,-0.09320817,0.3558418,0.4445585,-0.0887167
70,0.9452786,1.3065484,"('lethargic', 'energetic')",-0.64551723,-0.6301519,-0.6653863,-0.7804748,0.88040745,1.1765567,0.1286956,0.2681196,-0.139424
5,0.92072797,0.56673825,"('distant', 'outgoing')",1.7187881,1.5502745,0.8101366,0.6835805,0.12149925,0.02574081,0.892788,0.7065836,0.1862044
27,0.9200921,0.67880666,"('hardhearted', 'softhearted')",0.63130784,0.66405517,1.2166213,0.9403963,1.9147677,1.780278,1.1706972,1.015884,0.1548132
63,0.8929427,1.1975182,"('unperceptive', 'insightful')",0.22688012,0.44533563,0.52353954,0.6756949,0.41510007,0.6114415,0.5146156,0.7324976,-0.217882
35,0.8779079,0.29771873,"('corrupt', 'incorrupt')",0.6673036,0.43279874,0.15033065,0.023181297,0.4895849,0.02308286,0.5462818,0.1941954,0.3520864
22,0.86899817,1.0041935,"('untrustworthy', 'trustworthy')",-0.49096832,-0.46133542,-0.17673719,-0.24527034,-0.4722548,-0.3452389,-0.0677405,-0.0119128,-0.0558277
40,0.8538938,0.7039953,"('stingy', 'generous')",0.70353574,0.6347717,0.39731598,0.2598563,-1.6677293,-1.9756321,0.0717541,-0.0942522,0.1660063
9,0.8189473,0.5665633,"('unaffectionate', 'caring')",1.8887484,1.4623084,2.1853561,1.8407283,1.5896435,1.6569672,1.6206739,1.3816419,0.239032
44,-0.8181777,-0.8905483,"('prejudiced', 'unprejudiced')",-0.42700908,-0.4272536,-0.09651124,0.018403605,-1.1599119,-1.1431653,-0.6254025,-0.6106409,-0.0147616
45,0.8122951,1.1724135,"('incompetent', 'competent')",-0.621718,-0.2862099,-0.1721929,-0.090118155,-0.43529034,-0.3749276,-0.1042265,0.1052894,-0.2095159
53,0.80613184,0.49276134,"('uncreative', 'creative')",-0.58961874,-0.8706255,-0.8901785,-1.1319377,0.8355562,0.64326274,0.0404727,-0.2166348,0.2571075
39,0.7991285,0.89826864,"('exploitative', 'cooperative')",0.14545645,0.15079507,0.18420444,0.11500685,0.5188387,0.55889034,0.411907,0.4307402,-0.0188332
33,0.79768676,0.50089926,"('wrong', 'right')",1.5932882,1.3403033,1.2134384,1.0765537,-0.6115499,-0.7446161,0.7482159,0.543285,0.2049309
81,-0.7942336,-0.43771636,"('submissive', 'aggressive')",-1.4333166,-1.2619318,-0.5577786,-0.3102257,-1.4781271,-1.1389524,-1.065864,-0.7872065,-0.2786575
72,0.78952307,0.91136223,"('unambitious', 'ambitious')",0.3022699,-0.08227649,-0.586882,-0.913779,-0.5131236,-0.3772427,-0.0020532,-0.115484,0.1134308
6,0.7756778,0.33811033,"('distant', 'open')",1.8493177,1.7004479,0.74689984,0.57870203,0.7058695,0.6171495,1.0194412,0.8086025,0.2108387
76,-0.7609502,-0.39364123,"('anxious', 'daring')",-1.6803383,-1.603276,-0.70688087,-0.7103755,-0.1577427,0.06974618,-0.826478,-0.6593866,-0.1670914
80,0.7036259,0.9868452,"('dominated', 'dominating')",-1.1266816,-0.8283132,-0.24392642,-0.0073400885,-1.15447,-0.9636942,-0.455363,-0.2031256,-0.2522374
43,0.67273045,0.9870878,"('irresponsible', 'responsible')",0.14374307,0.17916194,0.42044726,0.23634805,0.6737233,0.8686884,0.477661,0.5678216,-0.0901606
67,-0.6437506,-0.47820684,"('doubtful', 'determined')",0.13954532,0.22066389,-0.22468245,-0.2061695,-0.82272786,-0.6930853,-0.3879039,-0.2891994,-0.0987045
75,0.63451767,0.44588917,"('meek', 'impulsive')",1.0718963,0.8574689,0.20289995,0.26552227,-0.097583026,-0.2793355,0.4529327,0.3223862,0.1305465
