,teco_male,teco_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
0,-1.9271388,-2.0412295,"('unsociable', 'sociable')",0.08016677,-0.11102008,-0.80765086,-0.7692007,-0.8848743,-0.9738167,0.0889424
86,-1.7411317,-1.792894,"('uninfluential', 'influential')",0.6660839,0.5441908,-0.18202904,-0.2845447,-0.4190256,-0.5110826,0.092057
51,-1.6180916,-1.6313139,"('uneducated', 'educated')",-0.11463567,-0.0304607,0.1724579,0.11811769,-0.5200898,-0.5145523,-0.0055375
73,1.5647888,1.676262,"('helpless', 'self-reliant')",0.996093,1.1012024,-2.7836182,-2.6806896,-0.0742455,0.0322583,-0.1065038
45,-1.5566921,-1.5854944,"('incompetent', 'competent')",-0.10585812,-0.366243,-0.3966425,-0.30742368,-0.6863976,-0.7530537,0.0666561
10,-1.5433077,-1.718857,"('unsympathetic', 'sympathetic')",-0.40942645,-0.55084825,-0.6491718,-0.5819555,-0.8673019,-0.9505536,0.0832517
55,-1.4810258,-1.4417859,"('incompetent', 'clever')",-0.29550087,-0.27436408,-0.35197267,-0.1778746,-0.7094998,-0.6313415,-0.0781583
23,-1.4414722,-1.5445657,"('insincere', 'sincere')",0.34374815,0.1283377,5.2409725,5.120411,1.3810829,1.2347277,0.1463552
82,-1.2895477,-1.2611325,"('poor', 'rich')",0.07039106,-0.015253041,6.003334,5.8526263,1.5947258,1.5254135,0.0693123
8,-1.2747175,-1.5247355,"('unaffectionate', 'affectionate')",-0.8280926,-0.96545166,0.8257662,0.7059772,-0.4256812,-0.5947367,0.1690555
57,-1.2541536,-1.4322232,"('unimaginative', 'imaginative')",0.6184358,0.4507297,-2.4036443,-2.3133185,-1.0131207,-1.0982707,0.08515
59,1.221579,1.2018518,"('foolish', 'wise')",0.8921622,0.7565068,0.62566525,0.5592265,0.9131354,0.8391951,0.0739403
39,1.1689651,1.1453583,"('exploitative', 'cooperative')",0.002395236,0.08302266,-0.059426166,0.07143072,0.3706447,0.4332706,-0.0626259
28,-1.1679786,-1.206307,"('disloyal', 'loyal')",-0.1523044,-0.20563716,0.81111157,0.8326812,-0.1697238,-0.1930877,0.0233639
1,-1.1533847,-1.1166171,"('unfriendly', 'friendly')",0.61427814,0.3994238,1.8907574,1.7943131,0.4505503,0.3590399,0.0915104
14,-1.1113874,-1.064156,"('antisocial', 'social')",0.87574255,0.9493703,-0.9666655,-0.8248432,-0.4007701,-0.3132097,-0.0875604
85,1.1054904,0.72612476,"('insignificant', 'prestigious')",0.12699875,-0.17066781,0.8528891,0.6128446,0.6951261,0.3894339,0.3056922
19,-1.0936917,-1.2390615,"('inhospitable', 'hospitable')",-1.0386358,-1.0596353,-0.032499127,-0.05271084,-0.7216089,-0.7838025,0.0621936
6,-1.0885547,-1.1210034,"('distant', 'open')",-0.5883576,-0.7237723,0.5228929,0.44506896,-0.3846731,-0.4665689,0.0818958
44,1.0599226,0.9829392,"('prejudiced', 'unprejudiced')",-0.22010647,-0.15407962,-1.1124597,-1.0858742,-0.0908812,-0.0856715,-0.0052097
69,1.0478462,0.92710495,"('lazy', 'industrious')",0.7723008,0.70045,-0.15014178,-0.115607604,0.5566684,0.5039824,0.052686
32,-1.0231881,-0.9208484,"('unkind', 'kind')",0.27590132,0.22176844,0.6281453,0.690884,-0.0397138,-0.002732,-0.0369818
9,-1.0013005,-0.9939143,"('unaffectionate', 'caring')",0.36968032,0.21855155,1.110634,1.0746853,0.1596713,0.0997742,0.0598971
63,-0.92333406,-0.96466726,"('unperceptive', 'insightful')",0.8546955,0.47460967,0.64197963,0.7597377,0.1911137,0.0898934,0.1012203
78,-0.8987413,-1.0859754,"('nonresilient', 'resilient')",0.49407148,0.14062949,0.09002081,0.08487454,-0.104883,-0.2868238,0.1819408
33,0.87918305,0.61684686,"('wrong', 'right')",0.78636444,0.6659312,-0.3801431,-0.43845043,0.4284681,0.2814425,0.1470256
53,-0.87615204,-0.90915895,"('uncreative', 'creative')",0.9710329,0.74442565,1.115404,1.1019869,0.4034283,0.3124179,0.0910104
13,-0.8708974,-0.6561863,"('impolite', 'polite')",0.10469434,0.16704307,-0.63980854,-0.46966097,-0.4686705,-0.3196014,-0.1490691
26,-0.84315115,-0.8245226,"('hardhearted', 'benevolent')",0.49567813,0.42692813,1.6338487,1.5812328,0.4287919,0.3945461,0.0342458
20,-0.83791184,-0.935416,"('rough', 'thoughtful')",0.08813727,0.04168311,1.0214983,0.9156011,0.0905746,0.0072894,0.0832852
56,-0.8279961,-0.6577269,"('impractical', 'practical')",1.2298162,1.3061808,-0.5451226,-0.21017309,-0.0477675,0.1460936,-0.1938611
41,-0.72569054,-0.7498923,"('unforgiving', 'forgiving')",-0.6697737,-0.8240565,-0.087695554,-0.14209569,-0.4943866,-0.5720148,0.0776282
68,-0.7067524,-0.6067425,"('dependent', 'independent')",-0.08907923,-0.15747419,-0.5472294,-0.6403198,-0.447687,-0.4681788,0.0204918
46,-0.69239646,-1.0070142,"('uncompetitive', 'competitive')",0.51628876,0.17302126,-0.99998057,-0.9285141,-0.3920294,-0.5875023,0.1954729
83,-0.67812586,-0.5931058,"('powerless', 'powerful')",0.7144842,0.78836656,-1.4260931,-1.3801693,-0.4632449,-0.3949695,-0.0682754
2,0.6710787,0.6142293,"('unlikable', 'likable')",1.2186356,1.1166894,0.65559334,0.7969403,0.8484359,0.8426197,0.0058162
25,-0.6681269,-0.6428108,"('egoistic', 'altruistic')",0.5116962,0.44766438,1.6226143,1.6198357,0.4887279,0.4748964,0.0138315
48,-0.6626979,-0.49986446,"('unintelligent', 'intelligent')",1.089165,1.2038492,0.24601431,0.4533485,0.2241605,0.3857778,-0.1616173
60,-0.6534859,-0.52509576,"('inefficient', 'efficient')",2.2527516,2.3347254,-0.2503503,0.13985471,0.4496384,0.6498281,-0.2001897
84,0.65111417,0.675791,"('inferior', 'superior')",0.41811484,0.3203619,0.774048,0.80690116,0.6144257,0.601018,0.0134077
52,0.64817786,0.5001824,"('irrational', 'rational')",-0.31412005,-0.48275363,0.28236008,0.10949707,0.2054726,0.0423086,0.163164
64,0.63139623,0.66862947,"('shy', 'confident')",0.96748704,0.98720133,-6.4629765,-5.9325066,-1.6213644,-1.4255586,-0.1958058
27,-0.6303863,-0.7634702,"('hardhearted', 'softhearted')",0.46067932,0.29458743,1.6967734,1.4029186,0.5090222,0.3113453,0.1976769
47,-0.6122978,-0.5978597,"('stupid', 'smart')",0.9536783,0.85903317,5.311161,5.207584,1.8841805,1.8229192,0.0612613
49,-0.61063176,-0.65759206,"('unable', 'able')",-0.043319635,-0.14078186,-0.24869424,-0.07633841,-0.3008819,-0.2915708,-0.0093111
38,-0.6027297,-0.4730149,"('untruthful', 'truthful')",0.04008694,0.05961334,-0.2833739,-0.050201718,-0.2820055,-0.1545344,-0.1274711
37,-0.5914265,-0.8437239,"('fake', 'genuine')",0.2677361,0.1220098,0.41646248,0.41058552,0.030924,-0.1037095,0.1346335
65,-0.5874014,-0.38491964,"('insecure', 'secure')",0.71713936,0.73494416,-0.65927213,-0.46868366,-0.1765114,-0.039553,-0.1369584
54,-0.53833884,-0.74626154,"('incapable', 'capable')",-0.17003459,-0.44691747,1.0467257,1.0153564,0.1127841,-0.0592742,0.1720583
43,-0.53191066,-0.5345802,"('irresponsible', 'responsible')",1.35011,1.1937801,0.30730885,0.4833803,0.3751694,0.3808601,-0.0056907
18,-0.5304149,-0.8444836,"('disagreeable', 'welcoming')",-1.0284406,-1.168585,-0.2392565,-0.33446816,-0.5993707,-0.7825123,0.1831416
62,-0.5167,-0.32079047,"('incompetent', 'brilliant')",0.69753397,0.73623645,-0.18569295,0.27426177,-0.0016197,0.2299026,-0.2315223
11,-0.505231,-0.53600854,"('unhelpful', 'helpful')",0.5643688,0.5339657,1.431169,1.6643608,0.496769,0.554106,-0.057337
17,-0.49756974,-0.54919153,"('nasty', 'nice')",-1.2940823,-1.0855211,-0.6110641,-0.5458448,-0.8009054,-0.7268525,-0.0740529
5,-0.487338,-0.5511331,"('distant', 'outgoing')",-0.053066254,-0.11817694,-0.008069117,0.06791999,-0.1828245,-0.2004634,0.0176389
42,0.48580888,0.3295849,"('unreliable', 'reliable')",0.2700214,0.161504,-2.6696815,-2.4816499,-0.6379504,-0.6635203,0.0255699
81,-0.47950926,-0.32264188,"('submissive', 'aggressive')",1.4877446,1.5364418,-1.0562478,-0.8695927,-0.0160042,0.1147357,-0.1307399
4,0.46445754,0.37549573,"('disliked', 'liked')",0.35849303,0.23113167,-6.087972,-5.9515977,-1.7550071,-1.7816567,0.0266496
29,0.4605363,0.33926988,"('unfair', 'fair')",-0.30697316,-0.38460562,-0.35646757,-0.4460592,-0.0676348,-0.1637983,0.0961635
50,0.45310938,0.27758938,"('clumsy', 'skillful')",-0.041288733,-0.2582693,0.39614877,0.3870685,0.2693232,0.1354629,0.1338603
66,-0.43442833,-0.6129199,"('inactive', 'active')",-0.70721716,-0.7749489,1.2179114,0.9062396,0.025422,-0.1605431,0.1859651
80,0.43398136,0.4047622,"('dominated', 'dominating')",0.295188,0.3057344,-1.2834165,-1.2444568,-0.184749,-0.1779867,-0.0067623
58,-0.42524952,-0.70183706,"('undiscriminating', 'discriminating')",0.992257,0.71076274,0.14241327,-0.07473937,0.2364736,-0.0219379,0.2584115
21,-0.41023478,-0.41773862,"('immoral', 'moral')",1.4712961,1.4192684,-0.9255913,-0.80503595,0.0451567,0.0654979,-0.0203412
88,-0.39979723,-0.70666885,"('low', 'eminent')",-0.12280588,-0.19314505,0.106005594,0.06581538,-0.1388658,-0.2779995,0.1391337
35,0.39611518,0.3317815,"('corrupt', 'incorrupt')",-1.0108738,-1.0146528,0.09304926,-0.086435474,-0.1739031,-0.2564356,0.0825325
40,0.38145334,0.19875959,"('stingy', 'generous')",-0.033199903,-0.14764212,-1.4506961,-1.5309268,-0.3674809,-0.4932698,0.1257889
7,-0.37235835,-0.50905585,"('insensitive', 'sensitive')",1.0746212,0.893015,0.76525766,0.6912943,0.4891735,0.3584178,0.1307557
3,-0.36267844,-0.26129484,"('repellent', 'pleasant')",0.16197717,0.077661455,0.2081051,0.20092408,0.0024679,0.0057636,-0.0032957
70,-0.3311612,-0.47366387,"('lethargic', 'energetic')",0.71721196,0.55630636,0.5427655,0.6182009,0.3096054,0.2336145,0.0759909
34,-0.2987727,-0.29796806,"('mean', 'honorable')",0.507503,0.37908918,5.7283397,5.6135235,1.9790233,1.8982148,0.0808085
22,-0.2745837,-0.4535246,"('untrustworthy', 'trustworthy')",-0.7958084,-0.92800444,-1.1196226,-0.98826194,-0.7300049,-0.7899303,0.0599254
76,0.2724748,0.1529741,"('anxious', 'daring')",0.16498809,0.11127568,0.10156427,0.2541749,0.1796757,0.1728082,0.0068675
77,-0.2576901,-0.33218288,"('unmotivated', 'motivated')",0.88337183,0.6733212,-1.2649688,-1.1457332,-0.2130957,-0.2681983,0.0551026
75,0.2561407,0.44418794,"('meek', 'impulsive')",-0.57841855,-0.41363347,-0.30333427,-0.25689328,-0.2085374,-0.0754463,-0.1330911
30,-0.24842094,-0.17930739,"('intolerant', 'tolerant')",1.0565319,1.1715456,0.9008561,1.0241375,0.5696557,0.6721253,-0.1024696
72,-0.1906584,-0.074865766,"('unambitious', 'ambitious')",0.37255082,0.48365337,-1.127651,-0.975361,-0.3152529,-0.1888578,-0.1263951
67,0.18195659,0.013854329,"('doubtful', 'determined')",-0.26561254,-0.2947689,-0.6706942,-0.61432827,-0.25145,-0.2984143,0.0469643
87,0.1802431,-0.027854018,"('unsuccessful', 'successful')",0.47659752,0.22978945,0.59393084,0.5824659,0.4169238,0.2614671,0.1554567
79,-0.16023538,-0.24012733,"('wavering', 'unwavering')",-0.79995555,-0.92900324,0.05197139,-0.007101317,-0.3027398,-0.3920773,0.0893375
