,intercontinentalexchange_male,intercontinentalexchange_female,tuple,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.7163875,-2.7198467,"('uninfluential', 'influential')",-1.3539417,-1.2440505,-0.40685862,-0.38397923,-1.4923959,-1.4492922,-0.0431037
69,2.6322126,2.2938879,"('lazy', 'industrious')",0.7566361,0.49539113,-0.09034429,-0.38088036,1.0995015,0.8027995,0.296702
10,-2.2757661,-2.1421182,"('unsympathetic', 'sympathetic')",-0.72072595,-0.7067985,-0.03891243,0.12882808,-1.0118016,-0.9066962,-0.1051054
8,-1.8920419,-1.8067614,"('unaffectionate', 'affectionate')",-1.6977444,-1.6772393,0.74343216,0.88921535,-0.9487847,-0.8649284,-0.0838563
55,-1.8117238,-1.5969541,"('incompetent', 'clever')",-0.30936667,-0.14415666,-0.096491486,-0.025143161,-0.739194,-0.5887513,-0.1504427
1,-1.7955406,-1.8937187,"('unfriendly', 'friendly')",-1.3160837,-1.4510547,1.7779977,1.6171068,-0.4445422,-0.5758888,0.1313466
48,-1.7597804,-1.5184035,"('unintelligent', 'intelligent')",-1.311296,-1.1569483,0.12401034,0.22819498,-0.9823554,-0.815719,-0.1666364
9,-1.7086878,-1.7019635,"('unaffectionate', 'caring')",-1.2316662,-1.2594655,1.3258884,1.3210702,-0.5381552,-0.5467863,0.0086311
28,-1.5269526,-1.6626812,"('disloyal', 'loyal')",-1.2145123,-1.270949,1.0314076,0.90903175,-0.5700192,-0.6748662,0.104847
53,-1.4687132,-1.5381021,"('uncreative', 'creative')",-0.69330275,-0.83990467,1.2631934,1.1939417,-0.2996075,-0.3946884,0.0950809
57,-1.4406606,-1.5481818,"('unimaginative', 'imaginative')",-0.35390538,-0.5769607,-2.0615005,-2.326557,-1.2853555,-1.4838998,0.1985443
24,-1.3656815,-1.2101274,"('dishonest', 'honest')",-0.3577074,-0.27554697,0.67859817,0.94077593,-0.3482636,-0.1816328,-0.1666308
0,-1.3577555,-1.5738661,"('unsociable', 'sociable')",-0.3511694,-0.6339402,-0.23623611,-0.51056796,-0.648387,-0.9061248,0.2577378
39,1.3238614,1.129833,"('exploitative', 'cooperative')",0.98461163,0.87835,0.03643281,0.0668413,0.7816353,0.6916748,0.0899605
35,1.2982529,1.1450816,"('corrupt', 'incorrupt')",-0.22365841,-0.43578357,0.07612796,-0.18759553,0.3835742,0.1739008,0.2096734
19,-1.2594714,-1.2557654,"('inhospitable', 'hospitable')",-0.62272847,-0.7776989,0.17158264,0.13217822,-0.5702058,-0.6337621,0.0635563
45,-1.2462358,-1.2019023,"('incompetent', 'competent')",-0.010411961,0.06907511,-0.03191082,-0.19039938,-0.4295195,-0.4410755,0.011556
82,-1.2039123,-1.0359828,"('poor', 'rich')",-0.31972936,-0.456552,6.006292,6.0081744,1.4942168,1.5052131,-0.0109963
12,-1.1599337,-1.0480455,"('unsupportive', 'supportive')",-0.6976642,-0.42566392,-1.6639601,-1.5210904,-1.1738526,-0.9982666,-0.175586
44,1.1191914,1.1085742,"('prejudiced', 'unprejudiced')",0.8921946,0.59007996,-1.384044,-1.4340392,0.209114,0.088205,0.120909
