,intercontinentalexchange_male,intercontinentalexchange_female,tuple,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
27,-1.0785136,-1.0164561,"('hardhearted', 'softhearted')",-0.72226274,-0.69051915,1.1206924,1.1288912,-0.2266947,-0.1926947,-0.034
43,-1.0557624,-0.8028001,"('irresponsible', 'responsible')",-0.08142147,0.1400423,0.8025754,0.9832662,-0.1115362,0.1068361,-0.2183723
73,0.9987186,0.97950923,"('helpless', 'self-reliant')",0.40179113,0.34514943,-2.9749978,-3.0399473,-0.5248293,-0.5717629,0.0469336
23,-0.98234874,-1.0336306,"('insincere', 'sincere')",0.06091941,-0.015657976,5.34606,5.3058267,1.4748769,1.418846,0.0560309
21,-0.9752584,-0.82684785,"('immoral', 'moral')",0.73788106,0.9432469,-1.0779927,-0.8226934,-0.4384567,-0.2354315,-0.2030252
67,0.9281465,0.88161474,"('doubtful', 'determined')",1.2597017,1.1822361,-0.2697665,-0.13882369,0.6393605,0.6416757,-0.0023152
15,0.9212421,0.73475844,"('boring', 'funny')",0.6293554,0.37744558,0.74143595,0.55877465,0.7640111,0.5569929,0.2070182
3,-0.89637226,-0.85188586,"('repellent', 'pleasant')",-0.10771758,-0.030696468,0.0020052157,0.048120003,-0.3340282,-0.2781541,-0.0558741
77,-0.882703,-1.0006442,"('unmotivated', 'motivated')",-0.50230443,-0.37195086,-1.4207767,-1.3818673,-0.9352614,-0.9181541,-0.0171073
71,0.8759494,0.6832402,"('diffident', 'self-confident')",-0.13531637,-0.28131157,0.6890938,0.49080777,0.4765756,0.2975788,0.1789968
50,0.85050386,0.709738,"('clumsy', 'skillful')",0.31605572,0.026655942,0.3664511,0.34827015,0.5110036,0.3615547,0.1494489
46,-0.8218101,-0.9031386,"('uncompetitive', 'competitive')",0.039734937,-0.074220106,-0.5660875,-0.571049,-0.4493876,-0.5161359,0.0667483
60,-0.8010578,-0.77412796,"('inefficient', 'efficient')",1.0972528,1.1108841,-0.3038393,-0.09049476,-0.0025481,0.0820871,-0.0846352
58,-0.7968681,-0.9435018,"('undiscriminating', 'discriminating')",0.32387534,-0.09882113,0.20324261,-0.18621358,-0.0899167,-0.4095122,0.3195955
87,0.78496283,0.5166479,"('unsuccessful', 'successful')",1.1570414,0.8664683,0.96774554,0.70058775,0.9699166,0.694568,0.2753486
75,0.7801084,0.93182534,"('meek', 'impulsive')",-0.018432334,0.1571236,-0.09961205,-0.0024563018,0.220688,0.3621642,-0.1414762
62,-0.77154183,-0.63922924,"('incompetent', 'brilliant')",0.38974625,0.44249463,0.40125597,0.5523115,0.0064868,0.1185256,-0.1120388
11,-0.76866055,-0.7601644,"('unhelpful', 'helpful')",0.21262428,0.09615352,2.174424,2.1632757,0.5394626,0.4997549,0.0397077
49,-0.7316231,-0.64325744,"('unable', 'able')",-0.8501547,-0.72419626,-0.5712126,-0.45103788,-0.7176634,-0.6061639,-0.1114995
41,-0.7254512,-0.5198783,"('unforgiving', 'forgiving')",-0.20333835,0.21985826,0.015154806,0.087704785,-0.3045449,-0.0707718,-0.2337731
36,0.7254307,0.45797437,"('hostile', 'amicable')",-1.1008784,-1.1350696,0.13678786,-0.124863625,-0.0795533,-0.2673196,0.1877663
78,-0.70266885,-0.5436907,"('nonresilient', 'resilient')",-1.0778664,-0.7386022,0.03817021,0.117363185,-0.5807883,-0.3883099,-0.1924784
2,0.68636066,0.8009803,"('unlikable', 'likable')",1.3499404,1.3622601,0.804896,0.99970484,0.9470657,1.0543151,-0.1072494
40,-0.67420876,-0.53953665,"('stingy', 'generous')",-0.6153546,-0.47827688,-1.3488387,-1.4375455,-0.8794673,-0.818453,-0.0610143
22,-0.67036617,-0.6298744,"('untrustworthy', 'trustworthy')",0.2389178,0.26739973,-1.1997162,-1.2051711,-0.5437215,-0.5225486,-0.0211729
33,0.649914,0.541596,"('wrong', 'right')",0.19453406,0.22244453,-0.8415485,-0.7748082,0.0009665,-0.0035892,0.0045557
88,0.58963406,0.22120295,"('low', 'eminent')",0.61045814,-0.16684473,1.2350525,0.923678,0.8117149,0.3260121,0.4857028
72,-0.5785505,-0.3469757,"('unambitious', 'ambitious')",-0.5330439,-0.26352814,-1.048453,-0.7500259,-0.7200158,-0.4535099,-0.2665059
83,0.56782264,0.54237235,"('powerless', 'powerful')",0.04458847,0.050151363,-0.8223118,-0.6910364,-0.0699669,-0.0328376,-0.0371293
42,0.54854804,0.5809155,"('unreliable', 'reliable')",0.7361594,0.834997,-2.5732424,-2.3631938,-0.4295117,-0.3157604,-0.1137513
64,0.54389536,0.37838522,"('shy', 'confident')",0.45490548,0.360599,-6.2883167,-6.254103,-1.763172,-1.838373,0.075201
32,-0.53734547,-0.48459032,"('unkind', 'kind')",0.59623337,0.6559007,1.1222256,1.3905542,0.3937045,0.5206215,-0.126917
70,-0.5003865,-0.57528305,"('lethargic', 'energetic')",0.8521684,0.60683745,1.0765496,1.0991259,0.4761105,0.3768934,0.0992171
5,-0.4899127,-0.47431645,"('distant', 'outgoing')",-1.3570429,-1.2525384,-0.2613749,-0.26167554,-0.7027768,-0.6628435,-0.0399333
59,0.4878877,0.3946605,"('foolish', 'wise')",0.24174914,0.11383774,0.55243725,0.4410378,0.427358,0.316512,0.110846
80,0.471279,0.38228643,"('dominated', 'dominating')",1.0244979,0.8687852,-1.262108,-1.2332145,0.0778896,0.0059524,0.0719372
66,0.46377063,0.25900304,"('inactive', 'active')",-0.3882458,-0.76884973,1.1614957,0.82921165,0.4123402,0.106455,0.3058852
84,0.4302172,0.4084543,"('inferior', 'superior')",0.10027096,0.02245333,0.4882003,0.43640652,0.3395628,0.2891047,0.0504581
29,-0.40389645,-0.3218655,"('unfair', 'fair')",-0.3819695,-0.44424775,-0.9746725,-1.0680674,-0.5868462,-0.6113936,0.0245474
65,-0.39919037,-0.42463943,"('insecure', 'secure')",0.46236172,0.5659504,-0.8321427,-0.5470821,-0.2563238,-0.1352571,-0.1210667
14,-0.390861,-0.3966388,"('antisocial', 'social')",0.88184994,0.8900988,-0.63417286,-0.63392794,-0.047728,-0.0468226,-0.0009054
20,0.37964067,0.47624722,"('rough', 'thoughtful')",-0.2980334,-0.22289681,0.68442607,0.7837414,0.2553445,0.3456973,-0.0903528
68,-0.37068015,-0.43226916,"('dependent', 'independent')",-0.7834753,-0.94786507,-0.88142884,-1.071371,-0.6785281,-0.8171684,0.1386403
18,-0.358121,-0.37694645,"('disagreeable', 'welcoming')",-1.1841109,-0.98710096,-0.34913716,-0.3314568,-0.6304564,-0.5651681,-0.0652883
51,-0.34837037,-0.20743796,"('uneducated', 'educated')",0.23263705,0.19733483,0.49550632,0.53497344,0.126591,0.1749568,-0.0483658
38,-0.34245,-0.21317476,"('untruthful', 'truthful')",-0.5236637,-0.28556287,0.16158482,0.31075126,-0.2348429,-0.0626621,-0.1721808
6,-0.3121521,-0.23877417,"('distant', 'open')",-1.5960052,-1.4527457,0.39020413,0.33663604,-0.5059844,-0.4516279,-0.0543565
4,-0.2953654,-0.43596298,"('disliked', 'liked')",-0.11682256,-0.09918702,-5.170484,-5.465668,-1.8608907,-2.0002728,0.1393821
47,0.28627986,0.35957643,"('stupid', 'smart')",0.77813536,0.6939101,4.849213,5.0170646,1.9712095,2.023517,-0.0523075
54,-0.26979572,-0.34723175,"('incapable', 'capable')",0.29526243,0.21402594,1.3046716,1.4594499,0.4433794,0.4420814,0.001298
61,-0.26906237,-0.33381048,"('illogical', 'logical')",-0.052595854,-0.1235878,0.0461226,0.0052671954,-0.0918452,-0.1507104,0.0588652
17,-0.24920769,-0.41144988,"('nasty', 'nice')",-0.25536117,-0.38217062,-0.4777991,-0.6516682,-0.327456,-0.4817629,0.1543069
30,-0.23079963,-0.1211598,"('intolerant', 'tolerant')",1.17688,1.0513464,1.3981762,1.544594,0.7814189,0.8249269,-0.043508
34,-0.22222158,-0.19474371,"('mean', 'honorable')",0.014203455,-0.055954833,5.4522657,5.48107,1.7480825,1.7434572,0.0046253
56,0.20534879,0.33256742,"('impractical', 'practical')",1.4131085,1.5066844,-0.055819586,0.161901,0.5208792,0.667051,-0.1461718
37,-0.19804858,-0.39916557,"('fake', 'genuine')",-0.053071976,-0.4517464,0.451899,0.32451972,0.0669261,-0.1754641,0.2423902
63,-0.18849632,-0.22363786,"('unperceptive', 'insightful')",0.2772374,0.2939925,1.1913038,1.1863903,0.4266816,0.418915,0.0077666
25,-0.18652539,-0.19910812,"('egoistic', 'altruistic')",-0.34077495,-0.21572824,1.5190487,1.4775656,0.3305828,0.3542431,-0.0236603
76,0.1668501,0.25235152,"('anxious', 'daring')",1.093281,1.007973,0.40262425,0.5631418,0.5542518,0.6078221,-0.0535703
81,-0.13207649,0.002543535,"('submissive', 'aggressive')",1.1153562,1.3054332,-0.6885384,-0.3205577,0.0982471,0.3291397,-0.2308926
13,0.12987728,0.057120435,"('impolite', 'polite')",0.22214091,0.3231695,-0.33631402,-0.21059367,0.0052347,0.0565654,-0.0513307
31,0.11956062,0.09762856,"('evil', 'good')",-1.4647825,-1.23365,-0.9842213,-1.2182202,-0.7764811,-0.7847472,0.0082661
7,-0.11498402,-0.27228498,"('insensitive', 'sensitive')",-0.07174759,-0.24076262,0.5492597,0.46019086,0.1208427,-0.0176189,0.1384616
52,-0.07862998,-0.15788591,"('irrational', 'rational')",-0.7972752,-0.8537656,0.09367191,-0.095706075,-0.2607444,-0.3691192,0.1083748
74,-0.07014502,0.13004309,"('undedicated', 'dedicated')",0.5678291,0.73967224,0.43747306,0.65992457,0.311719,0.50988,-0.198161
16,-0.06916798,-0.035484467,"('unpopular', 'popular')",-0.39626092,-0.33987936,0.72546375,0.5877701,0.0866783,0.0708021,0.0158762
26,0.060239233,-0.08088902,"('hardhearted', 'benevolent')",-0.07432905,-0.18034838,1.7729163,1.6187899,0.5862755,0.4525175,0.133758
79,0.03737601,0.051802926,"('wavering', 'unwavering')",-0.93431497,-0.7803622,0.15933003,0.116106585,-0.2458697,-0.2041509,-0.0417188
85,-0.0056744665,-0.0995006,"('insignificant', 'prestigious')",-0.27001506,-0.3009715,1.187928,0.9905598,0.3040795,0.1966959,0.1073836
