,amazon_male,amazon_female,tuple,com_male,com_female,inc_male,inc_female,average_male,average_female,male-female
6,2.8271427,2.8915787,"('distant', 'open')",0.746867,0.60645133,-0.10281356,-0.025018958,1.1570654,1.1576703,-0.0006049
5,2.0681055,2.0757997,"('distant', 'outgoing')",0.5916698,0.5228332,-1.1258025,-0.95686936,0.5113242,0.5472545,-0.0359303
9,1.9924674,2.0273876,"('unaffectionate', 'caring')",0.43429452,0.55292016,0.48479024,0.55814147,0.9705174,1.0461497,-0.0756323
85,1.9271741,2.1444652,"('insignificant', 'prestigious')",-0.6655023,-0.42089143,0.08925229,0.3683282,0.450308,0.6973007,-0.2469927
81,-1.910976,-1.5921017,"('submissive', 'aggressive')",0.95895433,0.9337295,-0.017614648,-0.08054523,-0.3232121,-0.2463058,-0.0769063
80,-1.6590667,-1.7134542,"('dominated', 'dominating')",-1.1917226,-1.1609206,-0.7541354,-0.9047902,-1.2016416,-1.2597217,0.0580801
65,-1.6487485,-1.3926905,"('insecure', 'secure')",0.112433895,0.3386224,0.057710443,0.07845002,-0.4928681,-0.325206,-0.1676621
1,1.5889963,1.4480109,"('unfriendly', 'friendly')",0.5826439,0.6130605,1.0490505,1.0286895,1.0735636,1.0299203,0.0436433
44,-1.587897,-1.4716406,"('prejudiced', 'unprejudiced')",-0.39453524,-0.38277918,-1.0442529,-0.8776141,-1.008895,-0.9106779,-0.0982171
71,1.5133038,1.5197848,"('diffident', 'self-confident')",1.6130137,1.7109731,0.43215296,0.4684177,1.1861568,1.2330585,-0.0469017
78,-1.4236104,-1.7502156,"('nonresilient', 'resilient')",-0.48218274,-0.66896224,0.26387915,0.021112097,-0.5473047,-0.7993553,0.2520506
55,-1.3791099,-1.2871891,"('incompetent', 'clever')",0.42565924,0.4612081,0.27995023,0.19805817,-0.2245001,-0.2093076,-0.0151925
53,1.3604803,1.5359285,"('uncreative', 'creative')",0.4854868,0.59684235,1.3725853,1.3093123,1.0728508,1.147361,-0.0745102
13,-1.3551072,-1.2383876,"('impolite', 'polite')",0.041009,0.24793923,0.026123911,0.07774006,-0.4293248,-0.3042361,-0.1250887
70,-1.319268,-1.5500336,"('lethargic', 'energetic')",-0.26869956,-0.27771246,1.279767,0.9822874,-0.1027335,-0.2818195,0.179086
57,-1.3115044,-1.3169196,"('unimaginative', 'imaginative')",-0.15348573,-0.2160056,-2.2779691,-2.5891151,-1.2476531,-1.3740134,0.1263603
82,-1.2723373,-1.08677,"('poor', 'rich')",0.5478135,0.5437235,6.3961906,6.624254,1.8905555,2.0270693,-0.1365138
26,1.2240027,1.1021619,"('hardhearted', 'benevolent')",0.11955231,0.21300255,0.7226021,0.83307976,0.688719,0.7160814,-0.0273624
25,1.2190297,1.3207067,"('egoistic', 'altruistic')",-0.4530477,-0.33668843,1.4296345,1.4630014,0.7318722,0.8156732,-0.083801
45,-1.2008985,-1.3904157,"('incompetent', 'competent')",0.20160957,0.25546238,-0.41726378,-0.6495932,-0.4721843,-0.5948488,0.1226645
74,1.1780732,1.0349619,"('undedicated', 'dedicated')",1.2275411,1.1965228,0.12121153,0.0075867865,0.8422753,0.7463572,0.0959181
59,1.1765501,1.0865054,"('foolish', 'wise')",1.3341813,1.1178129,-0.21121262,-0.073620215,0.7665063,0.7102327,0.0562736
24,1.1709791,1.15329,"('dishonest', 'honest')",0.72699386,0.6975539,1.2969378,1.1064459,1.0649703,0.9857632,0.0792071
39,1.1641212,1.3969225,"('exploitative', 'cooperative')",1.9183381,2.0158525,0.04699974,0.17388481,1.043153,1.1955533,-0.1524003
10,-1.0864378,-1.0587503,"('unsympathetic', 'sympathetic')",-0.6850065,-0.5993087,0.30178064,-0.09065195,-0.4898879,-0.5829037,0.0930158
14,-1.0864363,-0.7677895,"('antisocial', 'social')",1.5060726,1.5304606,-1.0080664,-0.76007503,-0.1961433,0.0008654,-0.1970087
73,1.0639297,1.1119169,"('helpless', 'self-reliant')",0.761051,0.74261355,-3.5581534,-3.4817593,-0.5777242,-0.5424096,-0.0353146
50,-1.0397544,-1.1622548,"('clumsy', 'skillful')",0.29688466,0.16170871,0.39639196,0.2955007,-0.1154926,-0.2350151,0.1195225
64,-0.98071253,-0.9285086,"('shy', 'confident')",-0.0023908913,0.123096064,-5.811673,-5.9905214,-2.2649255,-2.2653112,0.0003857
61,0.9148187,0.9044539,"('illogical', 'logical')",1.5893843,1.5821239,-0.09497094,-0.06181464,0.8030774,0.8082544,-0.005177
69,0.90124583,0.8929421,"('lazy', 'industrious')",0.31912693,0.21511704,-1.1451049,-1.0184714,0.0250893,0.0298626,-0.0047733
76,-0.8585219,-0.62911975,"('anxious', 'daring')",-0.1469393,0.039240852,0.83023554,0.9425134,-0.0584086,0.1175448,-0.1759534
35,0.84922177,0.92040896,"('corrupt', 'incorrupt')",-0.2372972,-0.2571364,-0.65830576,-0.4304899,-0.0154604,0.0775942,-0.0930546
