,international_male,international_female,tuple,paper_male,paper_female,co_male,co_female,average_male,average_female,male-female
69,1.5403254,1.6775906,"('lazy', 'industrious')",0.9231904,0.7299717,-1.0776782,-1.0134414,0.4619459,0.4647069,-0.002761
51,1.348096,0.8423717,"('uneducated', 'educated')",-0.51769626,-0.88231397,0.9348138,0.42147994,0.5884045,0.1271792,0.4612253
66,1.2454329,1.2083734,"('inactive', 'active')",-0.63545597,-0.7402053,0.12039393,0.07509884,0.2434569,0.181089,0.0623679
74,1.2320614,1.2886728,"('undedicated', 'dedicated')",0.2266374,0.3104571,0.031712823,0.16065848,0.4968038,0.5865961,-0.0897923
82,-1.162441,-1.1928093,"('poor', 'rich')",-0.10729253,-0.11691084,6.426361,6.18714,1.7188759,1.6258066,0.0930693
13,1.0596592,0.84516084,"('impolite', 'polite')",-0.16932234,-0.24731015,0.040953904,-0.008190893,0.3104302,0.1965533,0.1138769
26,1.0593202,1.0022045,"('hardhearted', 'benevolent')",2.0564442,1.9581072,1.4726142,1.5998268,1.5294595,1.5200462,0.0094133
33,1.0516716,1.1060362,"('wrong', 'right')",0.6585028,0.7108222,-0.68882096,-0.5140151,0.3404512,0.4342811,-0.0938299
18,1.0080267,0.9609379,"('disagreeable', 'welcoming')",-0.87382275,-0.77373284,-0.988826,-0.930374,-0.284874,-0.247723,-0.037151
77,-0.9936518,-1.1456283,"('unmotivated', 'motivated')",-0.87067926,-0.7167753,-1.2951926,-1.2700199,-1.0531745,-1.0441411,-0.0090334
55,-0.9877653,-1.0277233,"('incompetent', 'clever')",-1.1791829,-1.0889286,0.35442346,0.44429043,-0.6041749,-0.5574539,-0.046721
53,-0.91607124,-0.96024275,"('uncreative', 'creative')",0.7691287,0.9615023,0.4049132,0.49175483,0.0859902,0.1643381,-0.0783479
15,0.9118108,1.0411718,"('boring', 'funny')",0.39436334,0.36125678,0.3974429,0.51849645,0.5678724,0.6403084,-0.072436
49,-0.9098756,-0.76910985,"('unable', 'able')",-0.9521719,-1.0096148,-0.50891125,-0.30980787,-0.7903196,-0.6961775,-0.0941421
39,0.8846218,1.0352515,"('exploitative', 'cooperative')",-0.094812445,0.0071244603,0.07364412,0.2976639,0.2878178,0.4466799,-0.1588621
87,0.8749784,0.87034607,"('unsuccessful', 'successful')",0.5679423,0.40937456,0.50701696,0.39318606,0.6499792,0.5576356,0.0923436
17,-0.85313207,-0.69282144,"('nasty', 'nice')",-0.7555543,-0.74442154,-0.1866484,-0.14840159,-0.5984449,-0.5285482,-0.0698967
22,-0.8491386,-0.7214299,"('untrustworthy', 'trustworthy')",-0.86507356,-0.8391863,-0.4500478,-0.2446791,-0.72142,-0.6017651,-0.1196549
10,-0.83902454,-1.0406609,"('unsympathetic', 'sympathetic')",-1.4685392,-1.3629307,-0.20908606,-0.2757105,-0.8388832,-0.8931007,0.0542175
3,-0.82566345,-1.2388082,"('repellent', 'pleasant')",-0.95844805,-0.9733856,0.5013586,0.3971325,-0.4275843,-0.6050204,0.1774361
56,0.82469785,1.0349811,"('impractical', 'practical')",1.0607313,1.4143661,0.13434808,0.3182577,0.6732591,0.9225349,-0.2492758
73,0.8062194,1.0165557,"('helpless', 'self-reliant')",0.32718608,0.30540484,-3.3685353,-3.0974221,-0.7450433,-0.5918206,-0.1532227
37,-0.7982648,-0.6354798,"('fake', 'genuine')",-1.4137459,-1.2888018,0.059169132,0.030038051,-0.7176139,-0.6314145,-0.0861994
9,0.7946485,0.96310085,"('unaffectionate', 'caring')",0.7209263,0.7940433,0.81411475,0.9242069,0.7765632,0.8937837,-0.1172205
2,0.72501534,1.0923578,"('unlikable', 'likable')",-0.021413554,0.2738881,0.8774573,1.2817008,0.5270197,0.8826489,-0.3556292
12,0.6952747,0.8402805,"('unsupportive', 'supportive')",0.24425873,0.30623034,-1.8971938,-1.7139795,-0.3192201,-0.1891562,-0.1300639
59,0.63479674,0.7664291,"('foolish', 'wise')",0.40324944,0.33258718,-0.03709251,-0.1568775,0.3336512,0.3140463,0.0196049
67,0.6244364,0.4992787,"('doubtful', 'determined')",0.38327432,0.36428598,0.28117532,0.17373653,0.4296287,0.3457671,0.0838616
31,-0.6187022,-0.22078517,"('evil', 'good')",-0.30610707,-0.26256067,-1.6186699,-1.4571729,-0.8478263,-0.6468396,-0.2009867
80,0.60453176,0.4124139,"('dominated', 'dominating')",-0.2633028,-0.4054067,-0.0120932385,-0.07656859,0.1097119,-0.0231871,0.132899
57,-0.58681935,-0.4967557,"('unimaginative', 'imaginative')",-0.9408182,-0.66229516,-3.4817023,-3.115877,-1.6697799,-1.4249759,-0.244804
47,-0.57258505,-0.21618335,"('stupid', 'smart')",0.19703992,0.52349335,5.48166,5.4521255,1.7020383,1.9198119,-0.2177736
46,-0.55764425,-0.54831237,"('uncompetitive', 'competitive')",-1.163207,-0.9625231,-0.5968573,-0.47437137,-0.7725695,-0.6617356,-0.1108339
19,-0.52956665,-0.35758457,"('inhospitable', 'hospitable')",-0.90468055,-0.9142772,-0.36140668,-0.17504978,-0.5985513,-0.4823039,-0.1162474
60,-0.50818795,-0.49686912,"('inefficient', 'efficient')",-0.32857522,-0.0749901,0.11564141,0.38105738,-0.2403739,-0.0636006,-0.1767733
78,-0.4978894,-0.5469091,"('nonresilient', 'resilient')",-0.3670475,-0.49845153,-0.17146952,-0.27676922,-0.3454688,-0.4407099,0.0952411
63,0.47535393,0.59091854,"('unperceptive', 'insightful')",-0.5802033,-0.3929393,0.5306602,0.634606,0.1419369,0.2775284,-0.1355915
29,-0.47170937,-0.7583164,"('unfair', 'fair')",-0.16912673,-0.387573,-0.7677418,-0.9236644,-0.469526,-0.6898513,0.2203253
36,0.4668148,0.65313554,"('hostile', 'amicable')",-0.19919902,-0.23269033,-0.6933402,-0.678692,-0.1419081,-0.0860823,-0.0558258
