,international_male,international_female,tuple,paper_male,paper_female,co_male,co_female,average_male,average_female,male-female
11,0.46190178,0.63850856,"('unhelpful', 'helpful')",-0.8459143,-0.54979455,2.7250562,2.9022443,0.7803479,0.9969861,-0.2166382
42,0.46011126,0.5373192,"('unreliable', 'reliable')",-0.013904225,0.07545604,-2.5187042,-2.3272507,-0.6908324,-0.5714918,-0.1193406
20,-0.4514084,-0.4660123,"('rough', 'thoughtful')",-0.41521323,-0.30740723,0.05176232,0.09591213,-0.2716198,-0.2258358,-0.045784
30,0.44958952,0.5266898,"('intolerant', 'tolerant')",-0.33581784,-0.23019488,0.72437465,0.88212615,0.2793821,0.3928737,-0.1134916
40,0.4476313,0.18085438,"('stingy', 'generous')",0.51869416,0.298277,-2.7593462,-2.8130524,-0.5976736,-0.7779737,0.1803001
84,0.4122336,0.37805584,"('inferior', 'superior')",0.7254564,0.70723295,0.4828009,0.46844485,0.5401637,0.5179112,0.0222525
44,-0.40614945,-0.018193547,"('prejudiced', 'unprejudiced')",-1.0566893,-0.82139057,-1.4666413,-1.1456459,-0.9764934,-0.6617433,-0.3147501
24,0.39704752,0.41913584,"('dishonest', 'honest')",-0.21260864,-0.031629555,0.8656876,0.96641564,0.3500422,0.4513073,-0.1012651
52,0.3853802,0.26958093,"('irrational', 'rational')",0.74818546,0.5824779,-0.36621788,-0.45943347,0.2557826,0.1308751,0.1249075
61,-0.38266605,-0.48085168,"('illogical', 'logical')",0.07451689,0.08544002,-0.25041038,-0.2441977,-0.1861865,-0.2132031,0.0270166
1,0.3779667,0.40997422,"('unfriendly', 'friendly')",0.60708094,0.7908051,1.3928449,1.4925833,0.7926308,0.8977876,-0.1051568
14,0.35834605,0.068657875,"('antisocial', 'social')",0.7685615,0.6472081,0.027876072,0.018200692,0.3849279,0.2446889,0.140239
35,0.34898886,0.3178688,"('corrupt', 'incorrupt')",0.021183688,-0.22174445,-1.0018884,-1.141715,-0.2105719,-0.3485302,0.1379583
71,0.33298925,0.53696215,"('diffident', 'self-confident')",1.121497,1.2293772,0.22323738,0.36313033,0.5592412,0.7098232,-0.150582
64,-0.3267477,-0.4387496,"('shy', 'confident')",-0.6288647,-0.75820065,-5.7188177,-5.5268383,-2.22481,-2.2412628,0.0164528
88,0.31618568,0.30031997,"('low', 'eminent')",-0.963146,-0.85905015,-0.19507563,-0.20670822,-0.2806786,-0.2551461,-0.0255325
34,-0.3122492,-0.16816276,"('mean', 'honorable')",-0.35088965,-0.14765964,5.0174727,5.0696936,1.4514446,1.5846237,-0.1331791
0,-0.3034476,-0.6847917,"('unsociable', 'sociable')",-0.0050016977,-0.18557963,0.29998744,0.08181129,-0.0028206,-0.2628533,0.2600327
79,0.3017786,0.25585797,"('wavering', 'unwavering')",-0.27348265,-0.46523204,-0.61085254,-0.75404346,-0.1941855,-0.3211392,0.1269537
58,-0.30066156,-0.25567493,"('undiscriminating', 'discriminating')",-0.24151805,-0.20421381,0.04076163,0.1503054,-0.1671393,-0.1031945,-0.0639448
45,-0.29202646,-0.06449321,"('incompetent', 'competent')",-0.47080767,-0.29180366,-0.099857114,0.14745748,-0.2875637,-0.0696131,-0.2179506
6,0.27738607,0.40669763,"('distant', 'open')",-0.021527216,-0.05006862,-0.81075805,-0.7372734,-0.1849664,-0.1268815,-0.0580849
16,-0.26394776,-0.25334144,"('unpopular', 'popular')",-0.5113112,-0.6754116,0.37608773,0.17316134,-0.1330571,-0.2518639,0.1188068
41,0.24285124,0.2745902,"('unforgiving', 'forgiving')",0.019342769,0.042814545,0.6040912,0.5944354,0.2887617,0.3039467,-0.015185
8,0.2386697,0.40745693,"('unaffectionate', 'affectionate')",0.59247464,0.6495348,0.4788701,0.60388803,0.4366715,0.5536266,-0.1169551
54,-0.23462257,-0.099151775,"('incapable', 'capable')",0.32279736,0.3525762,0.78987944,0.8836356,0.2926848,0.37902,-0.0863352
7,-0.22685826,-0.18954703,"('insensitive', 'sensitive')",-0.47762883,-0.34487858,0.07941753,0.26512867,-0.2083565,-0.0897656,-0.1185909
68,-0.22182922,-0.4768657,"('dependent', 'independent')",-1.4895692,-1.6918128,-1.8001254,-1.8700862,-1.1705079,-1.346255,0.1757471
38,0.2144517,0.56963503,"('untruthful', 'truthful')",-0.1190724,0.11591308,-0.08107156,0.19020587,0.0047692,0.291918,-0.2871488
76,0.21426125,0.16083536,"('anxious', 'daring')",-1.111864,-1.0000645,0.389373,0.46132064,-0.1694099,-0.1259695,-0.0434404
48,-0.18731298,-0.47613046,"('unintelligent', 'intelligent')",-0.65744793,-0.7709049,-0.27772394,-0.37489387,-0.3741616,-0.5406431,0.1664815
65,-0.18364316,-0.43234956,"('insecure', 'secure')",-0.38615206,-0.41352093,0.57662815,0.49076688,0.0022776,-0.1183679,0.1206455
5,0.17725739,0.35099232,"('distant', 'outgoing')",0.13974811,0.13142663,-0.72856677,-0.61318594,-0.1371871,-0.043589,-0.0935981
21,-0.16399163,-0.35934803,"('immoral', 'moral')",-0.29447302,-0.18788207,-0.49885526,-0.4813724,-0.3191066,-0.3428675,0.0237609
23,-0.15110448,-0.12651496,"('insincere', 'sincere')",0.1953291,0.4045167,6.206917,6.0456243,2.0837138,2.1078753,-0.0241615
81,0.14405386,-0.10762461,"('submissive', 'aggressive')",-0.1815312,-0.06471679,-0.23403636,-0.23123638,-0.0905046,-0.1345259,0.0440213
70,0.12977445,0.0983471,"('lethargic', 'energetic')",-1.1124598,-0.9741559,0.26239672,0.4490292,-0.2400962,-0.1422599,-0.0978363
72,-0.11357786,-0.21617165,"('unambitious', 'ambitious')",0.07574295,0.09953481,-0.57724506,-0.59460986,-0.2050266,-0.2370822,0.0320556
75,0.10844271,0.3718528,"('meek', 'impulsive')",-0.99886984,-0.78111637,-0.6352799,-0.4693561,-0.508569,-0.2928732,-0.2156958
43,0.10137718,0.27956685,"('irresponsible', 'responsible')",-1.2013209,-0.81605184,0.55663264,0.7455522,-0.1811037,0.0696891,-0.2507928
25,0.09856802,0.19144604,"('egoistic', 'altruistic')",1.1412785,1.0612599,1.0904875,1.1693666,0.776778,0.8073575,-0.0305795
27,-0.091070265,-0.23197351,"('hardhearted', 'softhearted')",-0.952449,-0.86821914,0.13089857,0.25484607,-0.3042069,-0.2817822,-0.0224247
86,-0.090065725,-0.3349406,"('uninfluential', 'influential')",-0.2561394,-0.35327083,-0.32282022,-0.3723481,-0.2230084,-0.3535198,0.1305114
28,-0.08585831,-0.1301278,"('disloyal', 'loyal')",-0.00710343,-0.0806371,1.1995597,1.1127794,0.368866,0.3006715,0.0681945
32,-0.0835158,-0.12938163,"('unkind', 'kind')",-0.038590007,0.060568515,1.3055834,1.2855967,0.3944925,0.4055945,-0.011102
83,0.07218693,0.16385023,"('powerless', 'powerful')",0.15233001,0.17961636,-1.056647,-1.0458977,-0.2773767,-0.2341437,-0.043233
50,-0.05075962,0.030010834,"('clumsy', 'skillful')",-0.5426352,-0.54071325,0.08806631,0.102465406,-0.1684428,-0.136079,-0.0323638
62,-0.017210696,0.10715274,"('incompetent', 'brilliant')",-0.65470254,-0.4866455,0.1548523,0.37990668,-0.1723537,0.000138,-0.1724917
85,-0.010249561,0.30672455,"('insignificant', 'prestigious')",0.4939527,0.5412257,-0.8778563,-0.8012458,-0.1313844,0.0155681,-0.1469525
4,0.009236168,0.20900854,"('disliked', 'liked')",0.07806891,-0.043822322,-6.685102,-6.4113517,-2.1992656,-2.0820551,-0.1172105
