,rowan_male,rowan_female,tuple,companies_male,companies_female,plc_male,plc_female,average_male,average_female,male-female
36,-6.217158,-6.954073,"('hostile', 'amicable')",-2.4194784,-2.7093225,1.0287678,0.8836621,-2.5359564,-2.9265776,0.3906212
81,6.076874,6.540039,"('submissive', 'aggressive')",2.0656986,2.378161,-1.0072764,-0.62927735,2.378432,2.7629741,-0.3845421
31,-6.0768733,-6.7134995,"('evil', 'good')",-1.3097024,-1.7752767,-0.17892341,-0.544308,-2.5218331,-3.011028,0.4891949
60,5.9828234,6.806453,"('inefficient', 'efficient')",2.661404,3.05063,-0.45324036,-0.028529385,2.7303289,3.2761847,-0.5458558
55,5.6613884,6.1569557,"('incompetent', 'clever')",2.2741435,2.3041332,-0.11499287,0.059656523,2.6068462,2.8402484,-0.2334022
10,5.3652325,5.7147064,"('unsympathetic', 'sympathetic')",1.661936,1.4948261,-0.37347138,-0.41674113,2.217899,2.2642638,-0.0463648
70,5.3337374,5.291033,"('lethargic', 'energetic')",1.5935551,1.4128993,0.16093984,-0.119201615,2.362744,2.19491,0.167834
35,-5.3316803,-5.8287067,"('corrupt', 'incorrupt')",-2.5511844,-2.4982193,-0.18549792,-0.23155276,-2.6894544,-2.8528264,0.163372
46,5.3005905,5.6513863,"('uncompetitive', 'competitive')",2.8136654,2.4956367,-0.83171666,-0.97983164,2.4275131,2.3890638,0.0384493
62,4.965594,5.251445,"('incompetent', 'brilliant')",2.429532,2.4347386,0.16552739,0.067021176,2.5202177,2.5844016,-0.0641839
80,4.9379115,5.030112,"('dominated', 'dominating')",1.3257792,1.1021426,-0.005356528,0.052784562,2.0861115,2.0616797,0.0244318
85,-4.7628355,-5.1762643,"('insignificant', 'prestigious')",-0.84543693,-1.055705,0.8031776,0.53247607,-1.6016982,-1.8998311,0.2981329
14,4.75766,4.9997706,"('antisocial', 'social')",2.5498137,2.543968,0.3190458,0.2656039,2.5421732,2.6031141,-0.0609409
52,-4.6790247,-4.996714,"('irrational', 'rational')",-2.0992336,-2.245523,-0.064204544,-0.23777092,-2.280821,-2.493336,0.212515
56,4.509487,4.8289757,"('impractical', 'practical')",2.0468783,2.3136382,0.81693226,0.8822922,2.4577659,2.6749687,-0.2172028
7,4.4757075,4.392247,"('insensitive', 'sensitive')",1.2528604,1.09516,0.8601373,0.50891155,2.1962352,1.9987729,0.1974623
45,4.352879,4.233655,"('incompetent', 'competent')",1.8501892,1.0894555,0.7688342,0.29136688,2.3239675,1.8714925,0.452475
6,-4.233384,-4.654216,"('distant', 'open')",-1.8065997,-2.0328968,0.6728562,0.34316775,-1.7890425,-2.1146483,0.3256058
69,-3.929662,-4.3806653,"('lazy', 'industrious')",-0.65121204,-0.8525878,-0.106272206,-0.3303807,-1.5623821,-1.8545446,0.2921625
86,3.8519614,3.719088,"('uninfluential', 'influential')",0.6071326,0.26724678,0.31518495,0.08580377,1.5914264,1.3573796,0.2340468
5,-3.7428968,-4.0236073,"('distant', 'outgoing')",-1.3963169,-1.6270486,0.43073043,0.04961717,-1.5694944,-1.8670128,0.2975184
65,3.5734532,4.1651525,"('insecure', 'secure')",1.1719966,1.3508582,-0.007891513,0.4078802,1.5791861,1.9746304,-0.3954443
76,3.5115745,4.1747212,"('anxious', 'daring')",1.5125359,1.7766788,-0.3305865,-0.0685603,1.564508,1.9609466,-0.3964386
13,3.3201087,3.8473742,"('impolite', 'polite')",1.4063054,1.6450347,-0.63620794,-0.28730208,1.363402,1.7350356,-0.3716336
59,-3.3154473,-3.7722948,"('foolish', 'wise')",-1.3482662,-1.399569,0.3145507,0.14492494,-1.4497209,-1.6756461,0.2259252
79,-3.3129125,-3.6122687,"('wavering', 'unwavering')",-1.8344175,-2.062473,0.32688212,0.05981527,-1.606816,-1.8716421,0.2648261
43,3.1760206,3.5883245,"('irresponsible', 'responsible')",1.38919,1.4292841,1.0953912,1.0581495,1.8868672,2.0252527,-0.1383855
23,3.128777,3.4300237,"('insincere', 'sincere')",0.82781667,0.9790995,5.190094,5.4583306,3.0488958,3.2891515,-0.2402557
16,-3.1248407,-3.1793435,"('unpopular', 'popular')",-1.7548428,-1.9017429,-0.19980597,-0.29931283,-1.6931632,-1.7934663,0.1003031
21,3.0821214,3.5021334,"('immoral', 'moral')",1.287418,1.6148157,-1.4379079,-1.2902312,0.9772104,1.2755726,-0.2983622
57,3.070359,2.962795,"('unimaginative', 'imaginative')",1.289811,0.93746346,-1.2814296,-1.9115545,1.0262467,0.6629014,0.3633453
30,2.8604264,3.2424977,"('intolerant', 'tolerant')",2.4816363,2.5946727,0.5334279,0.67592794,1.9584969,2.1710329,-0.212536
0,2.8195438,3.1151583,"('unsociable', 'sociable')",1.3508251,1.3078061,-0.58652616,-0.52265537,1.1946143,1.300103,-0.1054887
51,2.814449,3.2347052,"('uneducated', 'educated')",0.5343503,0.67813176,0.1826395,0.39213783,1.1771463,1.4349917,-0.2578454
