,rowan_male,rowan_female,tuple,companies_male,companies_female,plc_male,plc_female,average_male,average_female,male-female
74,2.7786767,2.7288582,"('undedicated', 'dedicated')",1.5559546,1.3230895,0.88242227,0.7336449,1.739018,1.5951975,0.1438205
22,2.756013,2.4291694,"('untrustworthy', 'trustworthy')",1.037213,0.6376676,-0.70067227,-0.88368887,1.0308512,0.727716,0.3031352
12,2.7413957,2.8313766,"('unsupportive', 'supportive')",1.6308647,1.4826994,-1.0455065,-1.2842948,1.108918,1.009927,0.098991
4,-2.722583,-3.2142155,"('disliked', 'liked')",0.09603685,-0.43023956,-4.988856,-5.6912947,-2.5384674,-3.1119165,0.5734491
39,2.6890428,2.8198612,"('exploitative', 'cooperative')",1.4503382,1.7719187,0.6112975,0.8323527,1.5835595,1.8080441,-0.2244846
19,-2.6689951,-2.877541,"('inhospitable', 'hospitable')",-1.682911,-1.7305355,-0.18707483,-0.2245884,-1.5129937,-1.6108883,0.0978946
24,2.5585835,2.5505364,"('dishonest', 'honest')",0.1664575,0.16532665,0.6597973,0.67987686,1.1282794,1.1319133,-0.0036339
11,2.487217,2.880961,"('unhelpful', 'helpful')",1.1072079,1.2229558,1.499817,1.4799546,1.6980805,1.8612905,-0.16321
63,2.4769487,2.4902325,"('unperceptive', 'insightful')",1.7773561,1.4235287,1.0180008,0.74438775,1.7574352,1.5527163,0.2047189
75,-2.271699,-2.6503098,"('meek', 'impulsive')",-1.0160733,-1.3392328,-0.716083,-0.9727264,-1.3346184,-1.6540896,0.3194712
72,2.1571167,2.238764,"('unambitious', 'ambitious')",0.48647556,0.6411147,0.6058852,0.7209012,1.0831591,1.20026,-0.1171009
29,-2.1114097,-2.2524395,"('unfair', 'fair')",-1.5821542,-1.7800318,-0.6127617,-0.95914567,-1.4354418,-1.6638722,0.2284304
32,2.0574627,2.1657586,"('unkind', 'kind')",0.94834864,1.0990629,0.93547016,1.0398908,1.3137604,1.4349041,-0.1211437
1,-1.9206239,-2.4265609,"('unfriendly', 'friendly')",-0.70899355,-1.2936646,2.4709444,2.01062,-0.052891,-0.5698684,0.5169774
87,1.8243816,1.9365208,"('unsuccessful', 'successful')",2.1396134,1.947937,1.5087538,1.4637054,1.8242496,1.782721,0.0415286
44,-1.8189602,-1.9009415,"('prejudiced', 'unprejudiced')",-0.37775216,-0.08649151,-1.5245565,-1.3399724,-1.2404229,-1.1091352,-0.1312877
48,1.8007959,2.225319,"('unintelligent', 'intelligent')",-0.08675176,0.06994102,-0.36926243,-0.17579806,0.4482605,0.7064873,-0.2582268
28,1.7346989,1.8102292,"('disloyal', 'loyal')",0.20797613,0.1933586,1.1017395,0.9710107,1.0148048,0.9915328,0.023272
26,1.7157115,1.3378985,"('hardhearted', 'benevolent')",1.6323647,1.5335556,2.8350377,2.6540189,2.061038,1.8418244,0.2192136
42,1.5239712,1.7588191,"('unreliable', 'reliable')",0.62338877,0.60973126,-2.1707313,-2.361643,-0.0077905,0.0023024,-0.0100929
25,-1.5137177,-1.7206644,"('egoistic', 'altruistic')",0.1679372,0.11828716,1.3992778,1.4811491,0.0178324,-0.0404094,0.0582418
50,-1.4006355,-1.3570125,"('clumsy', 'skillful')",-1.4147315,-1.5531403,-0.3982697,-0.50933665,-1.0712122,-1.1398299,0.0686177
77,1.40057,1.6846932,"('unmotivated', 'motivated')",0.29335162,0.36674398,-1.5402066,-1.5299366,0.0512384,0.1738335,-0.1225951
61,1.3408328,1.2821767,"('illogical', 'logical')",0.24752352,0.16569693,0.80004793,0.6978478,0.7961348,0.7152405,0.0808943
37,1.3199618,1.2720282,"('fake', 'genuine')",-0.10706339,-0.12204684,0.62440187,0.44808605,0.6124334,0.5326891,0.0797443
47,1.2851616,1.3233769,"('stupid', 'smart')",0.61539966,0.7072912,5.32528,5.6882772,2.4086138,2.5729818,-0.164368
64,1.2208997,1.3857186,"('shy', 'confident')",1.4426426,1.5393414,-5.6841893,-5.7507415,-1.0068823,-0.9418938,-0.0649885
68,-1.1615963,-0.9816,"('dependent', 'independent')",-1.1578676,-0.95451593,-1.3590442,-1.2822112,-1.2261693,-1.0727757,-0.1533936
88,1.0750909,1.3249378,"('low', 'eminent')",0.27040833,0.48507428,0.4155516,0.45165184,0.587017,0.753888,-0.166871
83,1.0649729,0.99682903,"('powerless', 'powerful')",0.018471666,0.032716237,-0.5732411,-0.54619926,0.1700678,0.1611153,0.0089525
82,1.0425608,1.3753952,"('poor', 'rich')",0.30613905,0.4255614,5.5831075,5.871982,2.3106025,2.5576463,-0.2470438
73,-1.025515,-1.2575474,"('helpless', 'self-reliant')",0.22933051,0.22778521,-2.706172,-2.809826,-1.1674522,-1.2798627,0.1124105
78,0.9298476,1.0554504,"('nonresilient', 'resilient')",0.5431463,0.077678606,0.5363266,0.13533416,0.6697735,0.422821,0.2469525
3,0.9223101,1.088073,"('repellent', 'pleasant')",0.6621552,0.90387046,-0.29665682,-0.051036388,0.4292695,0.646969,-0.2176995
58,0.91366494,0.6680021,"('undiscriminating', 'discriminating')",0.7176296,0.09957425,0.9760709,0.49925995,0.8691218,0.4222788,0.446843
8,-0.9100979,-1.1503458,"('unaffectionate', 'affectionate')",-0.569385,-0.8631552,1.2867637,1.1013154,-0.0642397,-0.3040618,0.2398221
18,-0.9057635,-0.7724177,"('disagreeable', 'welcoming')",-0.7601033,-0.46349835,-0.88787675,-0.862202,-0.8512479,-0.6993727,-0.1518752
20,0.86706907,0.95547855,"('rough', 'thoughtful')",-0.36087644,-0.37978992,1.067253,1.081706,0.5244819,0.5524649,-0.027983
17,-0.8048346,-1.0171324,"('nasty', 'nice')",-0.37951574,-0.6015044,-0.9325123,-1.0002621,-0.7056209,-0.8729663,0.1673454
27,-0.7715889,-0.93664104,"('hardhearted', 'softhearted')",0.11121143,-0.13294348,0.5525983,0.3547788,-0.0359264,-0.2382686,0.2023422
33,-0.7571862,-1.1978388,"('wrong', 'right')",-0.30623868,-0.5416006,0.27436984,0.029933352,-0.2630183,-0.5698353,0.306817
9,0.72582966,0.44343722,"('unaffectionate', 'caring')",0.17374706,-0.12148954,1.798176,1.601059,0.8992509,0.6410022,0.2582487
34,-0.6900356,-0.6054709,"('mean', 'honorable')",0.015719362,0.18889141,4.6817183,4.9485817,1.3358006,1.5106675,-0.1748669
66,-0.67559665,-1.1767147,"('inactive', 'active')",-0.10674567,-0.5030978,1.2642279,0.90150726,0.1606285,-0.2594351,0.4200636
54,-0.59551096,-0.6671066,"('incapable', 'capable')",-0.52244294,-0.5274034,0.90491563,0.8656644,-0.0710128,-0.1096152,0.0386024
40,0.4969885,0.13533868,"('stingy', 'generous')",1.0201108,0.59232277,-1.4028633,-1.9141984,0.0380787,-0.3955123,0.433591
41,0.47224653,0.58160007,"('unforgiving', 'forgiving')",0.113116674,-0.103876814,0.6928107,0.5391559,0.426058,0.3389597,0.0870983
84,0.4561663,0.6575434,"('inferior', 'superior')",-0.77292085,-0.598978,0.7196529,0.55902255,0.1342994,0.2058627,-0.0715633
38,-0.41807044,-0.47628358,"('untruthful', 'truthful')",-0.13453186,-0.22157384,0.5127181,0.36538458,-0.0132947,-0.1108243,0.0975296
49,-0.38664097,-0.19580442,"('unable', 'able')",-0.37000838,-0.22238338,-0.3950244,-0.42991525,-0.3838913,-0.282701,-0.1011903
71,-0.35915124,-0.6729975,"('diffident', 'self-confident')",0.1660511,-0.18464684,0.55683124,0.29405347,0.1212437,-0.1878636,0.3091073
15,0.30476564,-0.10262461,"('boring', 'funny')",-0.7155671,-0.68576723,0.1298821,-0.081362516,-0.0936398,-0.2899181,0.1962783
67,0.1045695,0.47623438,"('doubtful', 'determined')",-0.6337587,-0.49225935,-0.8003893,-0.65649813,-0.4431928,-0.2241744,-0.2190184
53,-0.10342106,-0.1932975,"('uncreative', 'creative')",0.124252506,0.06952127,1.2512532,0.9249289,0.4240282,0.2670509,0.1569773
2,0.05291976,0.11462349,"('unlikable', 'likable')",0.53119814,0.49668998,0.32792598,0.4829415,0.3040146,0.3647517,-0.0607371
