,amazon_male,amazon_female,tuple,com_male,com_female,inc_male,inc_female,average_male,average_female,male-female
6,2.8819177,2.7106807,"('distant', 'open')",0.7650009,0.4231171,0.37040278,0.48486632,1.339107,1.2062214,0.1328856
85,2.4256442,2.1027203,"('insignificant', 'prestigious')",0.010208443,-0.29097623,0.89287883,0.8651426,1.1095771,0.8922955,0.2172816
81,-2.3437283,-1.9758391,"('submissive', 'aggressive')",0.21889195,0.4811895,-1.0452877,-0.9742985,-1.056708,-0.8229827,-0.2337253
9,2.3429954,2.1189508,"('unaffectionate', 'caring')",0.78273106,0.45542747,0.9072311,0.92691296,1.3443192,1.1670971,0.1772221
5,2.131405,1.9107279,"('distant', 'outgoing')",0.65347666,0.2757862,-0.49980164,-0.4214581,0.7616934,0.588352,0.1733414
1,1.8714966,1.889986,"('unfriendly', 'friendly')",0.8395521,0.55357385,1.4713488,1.5034288,1.3941325,1.3156629,0.0784696
80,-1.8458276,-1.7364988,"('dominated', 'dominating')",-1.3870817,-1.3413792,-1.1846925,-1.2791873,-1.4725339,-1.4523551,-0.0201788
53,1.7895747,1.7395003,"('uncreative', 'creative')",0.9307748,0.7193012,1.2206149,1.2577467,1.3136548,1.2388494,0.0748054
71,1.7486506,1.6515317,"('diffident', 'self-confident')",2.054099,1.8589656,0.7498177,0.6578307,1.5175225,1.3894428,0.1280797
25,1.6658208,1.4972938,"('egoistic', 'altruistic')",0.047542825,-0.107015684,1.9109766,2.0974925,1.2081134,1.1625902,0.0455232
65,-1.608806,-1.2541622,"('insecure', 'secure')",0.13791561,0.38607144,-0.31419733,-0.4426293,-0.5950292,-0.4369067,-0.1581225
82,-1.5169165,-1.317126,"('poor', 'rich')",0.25164258,0.34802377,6.2916193,6.2643394,1.6754484,1.765079,-0.0896306
44,-1.499723,-1.5712395,"('prejudiced', 'unprejudiced')",-0.31387642,-0.029731829,-0.82443774,-0.79034513,-0.8793457,-0.7971055,-0.0822402
13,-1.4858497,-1.3685892,"('impolite', 'polite')",-0.05420996,-0.045993336,-0.4655441,-0.48981825,-0.6685346,-0.6348002,-0.0337344
78,-1.4507262,-1.3213537,"('nonresilient', 'resilient')",-0.68606174,-0.63898855,-0.05971724,-0.18042916,-0.7321684,-0.7135905,-0.0185779
74,1.4327552,1.2936244,"('undedicated', 'dedicated')",1.2553475,1.0726011,0.00072304346,-0.01944884,0.8962753,0.7822589,0.1140164
73,1.3243744,1.1559603,"('helpless', 'self-reliant')",0.8025148,0.8507559,-3.1936865,-3.219118,-0.3555991,-0.404134,0.0485349
26,1.3220745,1.2466407,"('hardhearted', 'benevolent')",0.5003487,0.29072163,1.2640003,1.4190276,1.0288078,0.9854633,0.0433445
45,-1.3183386,-1.1243155,"('incompetent', 'competent')",0.13708141,0.21103024,-0.64426064,-0.7596708,-0.608506,-0.557652,-0.050854
39,1.3110381,1.4711014,"('exploitative', 'cooperative')",2.1290379,2.13651,0.23207025,0.30487227,1.2240487,1.3041612,-0.0801125
55,-1.2387702,-1.0344939,"('incompetent', 'clever')",0.26715845,0.41755912,0.17313589,0.09142706,-0.2661586,-0.1751692,-0.0909894
59,1.2055277,1.2747929,"('foolish', 'wise')",1.3637183,1.2513162,0.28383914,0.3213041,0.9510283,0.9491378,0.0018905
70,-1.1770005,-1.2064857,"('lethargic', 'energetic')",-0.29395637,-0.2866462,0.8217737,0.6397828,-0.2163944,-0.2844497,0.0680553
8,1.136992,0.8678663,"('unaffectionate', 'affectionate')",-0.5261451,-0.9460601,0.21681714,0.23463106,0.275888,0.0521457,0.2237423
11,-1.0950652,-0.85287684,"('unhelpful', 'helpful')",0.7701261,0.7817525,1.6537106,1.7133092,0.4429238,0.547395,-0.1044712
10,-1.0695757,-0.87913316,"('unsympathetic', 'sympathetic')",-0.8872709,-0.85907173,-0.6383675,-0.7653288,-0.8650714,-0.8345113,-0.0305601
36,1.0458561,0.7037296,"('hostile', 'amicable')",-0.12559704,-0.32415342,0.16768187,0.2982496,0.362647,0.2259419,0.1367051
40,1.045124,0.8851634,"('stingy', 'generous')",-0.22748736,-0.31613237,-1.6708755,-1.734836,-0.2844129,-0.3886016,0.1041887
57,-1.0344669,-1.0992911,"('unimaginative', 'imaginative')",-0.1936689,-0.18846276,-2.7586792,-2.861571,-1.3289383,-1.3831083,0.05417
24,1.0290052,0.97324175,"('dishonest', 'honest')",0.44924298,0.37241125,0.81881326,0.92002815,0.7656871,0.7552271,0.01046
64,-1.020696,-0.9879117,"('shy', 'confident')",-0.05499118,0.08790894,-6.4109664,-6.4014544,-2.4955511,-2.4338191,-0.061732
35,1.0160327,0.6592199,"('corrupt', 'incorrupt')",-0.10702425,-0.20438948,-0.021015206,0.14655645,0.2959977,0.2004623,0.0955354
14,-1.0060993,-0.6924214,"('antisocial', 'social')",1.2229624,1.574673,-0.9360566,-0.8633806,-0.2397312,0.0062904,-0.2460216
69,0.95380366,0.87008154,"('lazy', 'industrious')",0.5675298,0.67803645,-0.48594093,-0.3989845,0.3451308,0.3830445,-0.0379137
33,0.91221845,0.7607005,"('wrong', 'right')",0.2185367,0.12740347,-0.6444483,-0.6622265,0.1621023,0.0752925,0.0868098
68,-0.89519286,-1.0894144,"('dependent', 'independent')",-0.2990054,-0.36612722,-0.22594908,-0.41748947,-0.4733824,-0.6243437,0.1509613
12,0.8895475,0.85285664,"('unsupportive', 'supportive')",0.55296504,0.38241148,-1.9576479,-2.076321,-0.1717118,-0.2803509,0.1086391
76,-0.8546094,-0.75780326,"('anxious', 'daring')",-0.09785457,0.114127144,0.28435048,0.25323445,-0.2227045,-0.1301472,-0.0925573
50,-0.8521879,-0.7854386,"('clumsy', 'skillful')",0.48053473,0.51834,0.33361715,0.16265184,-0.0126787,-0.0348156,0.0221369
51,-0.84666604,-0.8487782,"('uneducated', 'educated')",-0.29035023,-0.23909341,0.8795416,0.6575664,-0.0858249,-0.143435,0.0576101
54,0.82787,0.5739282,"('incapable', 'capable')",1.1495098,0.78005075,1.1814789,0.99647933,1.0529529,0.783486,0.2694669
32,0.77424735,0.9949993,"('unkind', 'kind')",1.197483,1.2228549,1.1770259,1.217679,1.0495853,1.1451777,-0.0955924
21,-0.77216864,-0.5879802,"('immoral', 'moral')",0.57658345,0.9238202,-0.84493285,-0.919576,-0.3468393,-0.1945787,-0.1522606
18,0.70595515,0.6142697,"('disagreeable', 'welcoming')",-1.0656502,-1.0975764,-0.23804602,-0.1961213,-0.199247,-0.226476,0.027229
79,0.6532432,0.4045646,"('wavering', 'unwavering')",-0.3019685,-0.5380248,-0.13149105,-0.17125987,0.0732612,-0.1015733,0.1748345
63,0.64863074,0.8301544,"('unperceptive', 'insightful')",0.81541866,0.63489115,0.93303335,0.8009055,0.7990276,0.7553171,0.0437105
61,0.64075005,0.78779495,"('illogical', 'logical')",1.5069535,1.4064054,0.1829323,0.15577903,0.7768787,0.7833265,-0.0064478
22,-0.6345423,-0.60148776,"('untrustworthy', 'trustworthy')",0.39413264,0.45437405,-1.1993358,-1.2332264,-0.4799151,-0.4601134,-0.0198017
28,-0.59168375,-0.38314986,"('disloyal', 'loyal')",-0.86309516,-0.73462325,0.6907245,0.8517045,-0.2546848,-0.0886895,-0.1659953
66,-0.5691166,-0.94466996,"('inactive', 'active')",-0.12336898,-0.34527576,1.0318038,0.93560886,0.1131061,-0.1181123,0.2312184
2,0.5673431,0.45325047,"('unlikable', 'likable')",1.0482982,1.0339344,0.62363267,0.62162995,0.7464247,0.7029382,0.0434865
86,0.54315305,0.54351395,"('uninfluential', 'influential')",-0.07250863,-0.28547356,-0.043417737,-0.1591575,0.1424089,0.032961,0.1094479
58,-0.54000425,-0.704933,"('undiscriminating', 'discriminating')",0.14386834,-0.066473916,0.015117753,-0.14060445,-0.1270061,-0.3040038,0.1769977
0,-0.5344852,-0.4523905,"('unsociable', 'sociable')",0.39771613,0.45527792,-0.60828054,-0.6096344,-0.2483499,-0.202249,-0.0461009
46,-0.5339397,-0.4471693,"('uncompetitive', 'competitive')",0.06902476,0.11966736,-0.4796964,-0.5982502,-0.3148705,-0.3085841,-0.0062864
27,0.52818596,0.35773888,"('hardhearted', 'softhearted')",-0.5531721,-0.8161426,1.1451983,0.9862122,0.3734041,0.1759361,0.197468
3,-0.5139993,-0.34624514,"('repellent', 'pleasant')",0.18030442,0.21725562,0.2588056,0.12525125,-0.0249631,-0.0012461,-0.023717
87,-0.4829295,-0.39858815,"('unsuccessful', 'successful')",0.61173695,0.5127633,0.52809,0.26916504,0.2189658,0.1277801,0.0911857
62,-0.4780603,-0.33097744,"('incompetent', 'brilliant')",0.26654637,0.33995175,0.19759193,0.1492836,-0.0046407,0.0527526,-0.0573933
43,-0.39436167,-0.22865242,"('irresponsible', 'responsible')",0.2633561,0.18734154,0.38685977,0.30938667,0.0852847,0.0893586,-0.0040739
38,0.39271712,0.41687727,"('untruthful', 'truthful')",0.4834134,0.32760826,-0.23038357,-0.15167713,0.215249,0.1976028,0.0176462
84,0.3909092,0.3933704,"('inferior', 'superior')",0.1421502,0.1913704,0.5857116,0.55474424,0.3729237,0.3798283,-0.0069046
30,0.39013946,0.4140618,"('intolerant', 'tolerant')",1.2504553,1.3570875,0.8049559,0.8349746,0.8151836,0.868708,-0.0535244
31,0.3798239,0.19739723,"('evil', 'good')",0.17784989,-0.12206758,-1.205455,-1.1636734,-0.215927,-0.3627812,0.1468542
15,-0.35387897,-0.53198355,"('boring', 'funny')",0.3114583,0.24195044,0.035704188,-0.038777687,-0.0022388,-0.1096036,0.1073648
83,0.35357475,0.38359463,"('powerless', 'powerful')",0.048544858,0.08462912,-0.7415405,-0.6782302,-0.1131403,-0.0700022,-0.0431381
19,0.3121117,0.09460559,"('inhospitable', 'hospitable')",0.16816938,-0.09921725,-0.13003042,-0.1993106,0.1167502,-0.0679741,0.1847243
