,amazon_male,amazon_female,tuple,com_male,com_female,inc_male,inc_female,average_male,average_female,male-female
48,-0.30547816,-0.24155304,"('unintelligent', 'intelligent')",0.14569078,0.17655152,0.6054915,0.54048014,0.1485681,0.1584929,-0.0099248
34,0.29965562,0.10856877,"('mean', 'honorable')",0.6159265,0.42798635,6.075527,6.0867257,2.3303698,2.2077603,0.1226095
60,0.29886115,0.6378233,"('inefficient', 'efficient')",1.8232129,2.046184,0.4215106,0.45473212,0.8478616,1.0462465,-0.1983849
20,0.28863615,0.11211668,"('rough', 'thoughtful')",0.21072479,0.23262873,1.2411957,1.1185107,0.5801855,0.487752,0.0924335
17,-0.25761873,-0.27406764,"('nasty', 'nice')",0.20331457,0.1631709,-0.7257736,-0.67186874,-0.2600259,-0.2609218,0.0008959
16,0.25440678,0.35127306,"('unpopular', 'popular')",0.43635023,0.45754308,0.7721996,0.78909713,0.4876522,0.5326378,-0.0449856
47,-0.2239736,-0.048945725,"('stupid', 'smart')",1.0385356,1.0438366,5.3242145,5.404241,2.0462588,2.1330439,-0.0867851
37,-0.17683187,-0.5071408,"('fake', 'genuine')",-0.4627899,-0.5538514,0.38393307,0.24625614,-0.0852296,-0.2715787,0.1863491
4,0.16520101,0.2148145,"('disliked', 'liked')",-1.1780717,-1.1248423,-6.681885,-6.6295996,-2.5649185,-2.5132092,-0.0517093
29,-0.15879089,-0.11934704,"('unfair', 'fair')",-0.05354178,-0.028295936,-0.48071662,-0.65098375,-0.2310164,-0.2662089,0.0351925
77,-0.14662401,-0.28176033,"('unmotivated', 'motivated')",0.58059245,0.72120804,-0.92573655,-0.88837475,-0.1639227,-0.1496423,-0.0142804
75,-0.14362454,-0.4384591,"('meek', 'impulsive')",0.05287312,0.005024541,-0.13817006,-0.15080628,-0.0763072,-0.1947469,0.1184397
7,-0.14362319,-0.08888085,"('insensitive', 'sensitive')",0.011410547,0.008906271,0.5449134,0.37759563,0.1375669,0.099207,0.0383599
72,0.1259965,0.13117895,"('unambitious', 'ambitious')",-1.0566187,-1.2624142,-1.0071163,-0.99153113,-0.6459128,-0.7075888,0.061676
88,0.099732995,0.039395344,"('low', 'eminent')",-0.6190257,-0.60726434,0.061410505,0.09322122,-0.1526274,-0.1582159,0.0055885
67,0.09218685,0.010048814,"('doubtful', 'determined')",0.21832392,0.1302028,-0.81216764,-0.7875229,-0.167219,-0.2157571,0.0485381
41,-0.08755288,0.12279943,"('unforgiving', 'forgiving')",0.09697106,0.08503029,-0.3986385,-0.4340847,-0.1297401,-0.0754183,-0.0543218
52,-0.080063954,-0.09919712,"('irrational', 'rational')",-0.033861455,-0.18049592,-0.3777528,-0.32889143,-0.1638927,-0.2028615,0.0389688
23,0.07642743,0.20874304,"('insincere', 'sincere')",0.39710703,0.30240434,5.6371045,5.487733,2.0368797,1.9996268,0.0372529
49,0.050275475,0.1606497,"('unable', 'able')",-0.5904757,-0.66239774,-0.22863024,-0.34746212,-0.2562768,-0.28307,0.0267932
56,0.022071514,0.26120973,"('impractical', 'practical')",0.811202,1.0474205,-0.43341216,-0.4427902,0.1332871,0.2886133,-0.1553262
42,0.016103838,0.025457855,"('unreliable', 'reliable')",-0.11120017,-0.10991592,-2.713763,-2.878332,-0.9362864,-0.9875967,0.0513103
