,manitowoc_male,manitowoc_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
55,-2.293217,-2.1841404,"('incompetent', 'clever')",0.96521103,0.9220271,-0.07687033,-0.37591803,-0.4682921,-0.5460105,0.0777184
86,-2.0665362,-2.0013003,"('uninfluential', 'influential')",-0.17580403,-0.32891753,0.3719942,0.11347985,-0.6234487,-0.7389127,0.115464
28,-2.0532677,-2.012608,"('disloyal', 'loyal')",-0.4844602,-0.5388325,1.0787536,1.1994299,-0.4863247,-0.4506702,-0.0356545
69,1.8897235,1.719334,"('lazy', 'industrious')",1.2959276,1.347131,-0.13139187,-0.08324347,1.0180865,0.9944072,0.0236793
46,-1.8777044,-1.765795,"('uncompetitive', 'competitive')",0.052519128,-0.11832,-0.79017574,-1.1084359,-0.871787,-0.9975169,0.1257299
77,-1.8394915,-1.8067836,"('unmotivated', 'motivated')",0.19875446,0.22426733,-0.41453624,-0.59475267,-0.6850911,-0.7257563,0.0406652
23,-1.8169352,-1.6422852,"('insincere', 'sincere')",-0.46320844,-0.3846599,5.7250094,5.8813214,1.1482886,1.2847921,-0.1365035
10,-1.8033828,-1.6451992,"('unsympathetic', 'sympathetic')",-0.15058918,-0.2690812,0.04949221,-0.114673525,-0.6348266,-0.676318,0.0414914
81,-1.7555476,-1.5595279,"('submissive', 'aggressive')",0.3313969,0.164901,-0.9443934,-1.1815948,-0.7895147,-0.8587406,0.0692259
0,-1.7361025,-1.6078814,"('unsociable', 'sociable')",0.32700148,0.3562665,-0.5604092,-0.69777,-0.6565034,-0.649795,-0.0067084
62,-1.7333506,-1.431386,"('incompetent', 'brilliant')",0.38835025,0.4946149,0.07601627,0.07536723,-0.4229947,-0.2871346,-0.1358601
65,-1.6664891,-1.5101377,"('insecure', 'secure')",0.49063665,0.45486817,-0.79129785,-0.91767365,-0.6557168,-0.6576477,0.0019309
60,-1.6024355,-1.2716473,"('inefficient', 'efficient')",0.89529204,1.0144662,-0.0075132363,-0.19386074,-0.2382189,-0.1503473,-0.0878716
14,-1.565774,-1.514413,"('antisocial', 'social')",1.0715152,1.0244253,-0.9129905,-1.0862751,-0.4690831,-0.5254209,0.0563378
52,1.5197288,1.4551991,"('irrational', 'rational')",-0.6655423,-0.6616093,0.42606664,0.64568746,0.4267511,0.4797591,-0.053008
58,-1.4709564,-1.4582342,"('undiscriminating', 'discriminating')",1.1085697,0.9961876,0.16426629,-0.06769023,-0.0660401,-0.1765789,0.1105388
35,1.4629729,1.237782,"('corrupt', 'incorrupt')",-0.9438885,-0.89888,0.14339557,0.38888782,0.2208267,0.2425966,-0.0217699
20,-1.4487029,-1.4185057,"('rough', 'thoughtful')",0.666107,0.7988598,0.82734805,0.858392,0.0149174,0.079582,-0.0646646
44,1.425593,1.3274791,"('prejudiced', 'unprejudiced')",-0.7609094,-0.6670685,-1.7320862,-1.6203052,-0.3558009,-0.3199648,-0.0358361
59,1.3826426,1.3148649,"('foolish', 'wise')",-0.09232013,-0.03039863,0.7930059,0.9854158,0.6944428,0.7566274,-0.0621846
7,-1.3659078,-1.2319717,"('insensitive', 'sensitive')",-0.013486432,-0.0026958091,1.1618873,0.98522335,-0.0725023,-0.0831481,0.0106458
45,-1.3485368,-1.191891,"('incompetent', 'competent')",-0.040516865,-0.03538593,-0.2700827,-0.43225813,-0.5530455,-0.5531784,0.0001329
21,-1.3140599,-1.1562333,"('immoral', 'moral')",0.1216201,0.10927823,-0.8834329,-1.0376642,-0.6919576,-0.6948731,0.0029155
13,-1.2530572,-1.0261726,"('impolite', 'polite')",0.0985101,0.14303571,-0.3755378,-0.5061228,-0.5100283,-0.4630866,-0.0469417
56,-1.1699342,-0.88146514,"('impractical', 'practical')",0.7822839,0.8224698,-0.28618985,-0.44665185,-0.2246134,-0.1685491,-0.0560643
11,-1.1500069,-0.9528643,"('unhelpful', 'helpful')",-0.021968104,0.1455911,2.0383925,2.0725045,0.2888058,0.4217438,-0.132938
49,-1.1384636,-0.91784096,"('unable', 'able')",-0.99670506,-0.8851994,-0.6837852,-0.62424123,-0.9396513,-0.8090939,-0.1305574
27,1.1153086,0.98786706,"('hardhearted', 'softhearted')",0.089309886,0.050707933,1.9085866,1.8643904,1.0377351,0.9676551,0.07008
70,-1.0966407,-1.0028479,"('lethargic', 'energetic')",-0.04398165,0.01792795,1.0544397,0.90079993,-0.0287276,-0.02804,-0.0006876
15,1.0960752,0.9189709,"('boring', 'funny')",0.30996096,0.21816188,0.58157927,0.5128499,0.6625384,0.5499942,0.1125442
61,-1.0685917,-0.93517584,"('illogical', 'logical')",-0.09154596,-0.11548903,0.10998106,0.07331435,-0.3500522,-0.3257835,-0.0242687
41,-1.055506,-0.8854057,"('unforgiving', 'forgiving')",-0.06402222,-0.06923364,-0.06511014,-0.143004,-0.3948794,-0.3658811,-0.0289983
82,-1.0449681,-0.91104877,"('poor', 'rich')",-0.18693683,-0.14923856,6.0566483,6.306302,1.6082478,1.7486715,-0.1404237
85,1.006023,0.7315034,"('insignificant', 'prestigious')",-0.6275594,-0.63333446,1.0129744,1.2104352,0.4638127,0.4362014,0.0276113
40,0.9991095,0.851389,"('stingy', 'generous')",0.3250053,0.3401721,-1.4775424,-1.5411065,-0.0511425,-0.1165151,0.0653726
75,0.97955465,0.8402307,"('meek', 'impulsive')",-0.76144576,-0.79869354,-0.31140792,-0.30138823,-0.0310997,-0.086617,0.0555173
51,-0.9767987,-0.9125919,"('uneducated', 'educated')",0.5508515,0.5342667,0.55688125,0.40236774,0.0436447,0.0080142,0.0356305
57,-0.95677996,-0.8868931,"('unimaginative', 'imaginative')",-0.009312928,-0.16140822,-2.5760078,-2.888597,-1.1807002,-1.3122994,0.1315992
74,-0.937685,-0.7874678,"('undedicated', 'dedicated')",0.37231243,0.44626367,0.2790746,0.1401498,-0.0954327,-0.0670181,-0.0284146
38,-0.8857169,-0.78942627,"('untruthful', 'truthful')",-0.83534795,-0.75644994,0.16625145,0.3145806,-0.5182711,-0.4104319,-0.1078392
33,0.8647914,0.79631114,"('wrong', 'right')",0.41470483,0.36917728,0.19948563,0.2674637,0.492994,0.4776507,0.0153433
71,0.8576967,0.74725556,"('diffident', 'self-confident')",0.14198953,0.1294154,0.5332233,0.5547871,0.5109698,0.4771527,0.0338171
5,0.8366881,0.8809836,"('distant', 'outgoing')",-1.0171108,-0.9784632,-0.19463056,0.14236233,-0.1250178,0.0149609,-0.1399787
83,-0.8366662,-0.8448935,"('powerless', 'powerful')",-0.053199396,-0.23683137,-0.73405063,-0.837197,-0.5413054,-0.6396406,0.0983352
48,-0.8154471,-0.79644996,"('unintelligent', 'intelligent')",0.26285207,0.2107092,0.8490682,0.77067226,0.0988244,0.0616438,0.0371806
32,-0.8014619,-0.72555757,"('unkind', 'kind')",0.7399311,0.72236925,0.9326615,1.0124941,0.2903769,0.3364352,-0.0460583
31,0.79375947,0.68478954,"('evil', 'good')",-0.32071504,-0.30622885,-1.1372226,-0.92965347,-0.2213928,-0.1836976,-0.0376952
63,-0.78321433,-0.59425616,"('unperceptive', 'insightful')",0.19432902,0.25291735,1.2346061,1.0665296,0.2152403,0.2417303,-0.02649
19,-0.7567222,-0.671062,"('inhospitable', 'hospitable')",-0.8902235,-0.74875146,-0.15844852,0.027403556,-0.6017981,-0.4641366,-0.1376615
78,-0.75651306,-0.68094903,"('nonresilient', 'resilient')",0.35852373,0.31317556,0.87904847,0.8300683,0.160353,0.1540983,0.0062547
6,0.75097775,0.7747399,"('distant', 'open')",-1.0987545,-1.1151359,0.5976043,0.8738538,0.0832758,0.1778193,-0.0945435
72,-0.7289152,-0.6936625,"('unambitious', 'ambitious')",-0.15982917,-0.18444364,-0.8195529,-0.70894355,-0.5694324,-0.5290166,-0.0404158
64,-0.7150609,-0.64719003,"('shy', 'confident')",0.77876896,0.6678963,-6.7047133,-6.982064,-2.2136685,-2.3204525,0.106784
22,-0.7049086,-0.6617162,"('untrustworthy', 'trustworthy')",0.042309236,0.12148103,-1.088733,-1.1520412,-0.5837774,-0.5640921,-0.0196853
3,-0.68714297,-0.63620406,"('repellent', 'pleasant')",0.52173895,0.40210634,0.015154459,-0.1237438,-0.0500832,-0.1192805,0.0691973
87,-0.62799466,-0.50815797,"('unsuccessful', 'successful')",1.1006953,1.104538,0.8301226,0.73637486,0.4342744,0.4442516,-0.0099772
79,0.62428993,0.52927935,"('wavering', 'unwavering')",-1.469465,-1.4145651,0.13596624,0.36368364,-0.2364029,-0.1738674,-0.0625355
43,-0.60169405,-0.4858068,"('irresponsible', 'responsible')",0.43585145,0.5804483,0.9302116,0.85798234,0.2547897,0.3175413,-0.0627516
73,0.5921773,0.7269573,"('helpless', 'self-reliant')",1.0640357,1.2869787,-3.44796,-3.420031,-0.597249,-0.4686983,-0.1285507
66,0.59154755,0.38289794,"('inactive', 'active')",0.07667167,-0.017235518,1.5502231,1.4187626,0.7394808,0.5948083,0.1446725
29,0.5798625,0.5564046,"('unfair', 'fair')",-0.37222442,-0.28843042,-0.6624988,-0.65830374,-0.1516202,-0.1301099,-0.0215103
24,-0.56165683,-0.60285485,"('dishonest', 'honest')",-0.35801256,-0.32273194,0.9019445,0.99031496,-0.0059083,0.021576,-0.0274843
1,-0.5539731,-0.51723796,"('unfriendly', 'friendly')",-0.17896836,-0.105283774,2.1264966,2.4649076,0.4645184,0.6141286,-0.1496102
53,-0.53993523,-0.4337682,"('uncreative', 'creative')",0.20265608,0.28366193,1.3882332,1.4628326,0.350318,0.4375754,-0.0872574
34,-0.5330227,-0.531455,"('mean', 'honorable')",0.33355027,0.4446014,5.9460373,6.0244384,1.9155216,1.979195,-0.0636734
68,-0.5255772,-0.48124078,"('dependent', 'independent')",-1.3148599,-1.3591635,-0.72359514,-0.9166172,-0.8546774,-0.9190071,0.0643297
25,0.49260002,0.41429776,"('egoistic', 'altruistic')",0.9736052,1.0391388,1.6400864,1.7986329,1.0354306,1.0840232,-0.0485926
88,-0.48159838,-0.58759147,"('low', 'eminent')",-0.43750766,-0.59526855,0.53286463,0.57774067,-0.1287471,-0.2017064,0.0729593
42,0.42792147,0.58141464,"('unreliable', 'reliable')",0.9660983,0.99401355,-2.7304063,-2.8449476,-0.4454621,-0.4231731,-0.022289
30,-0.4189191,-0.2654382,"('intolerant', 'tolerant')",1.282418,1.3045245,1.1822506,1.1082094,0.6819166,0.7157652,-0.0338486
76,-0.40255028,-0.34607887,"('anxious', 'daring')",0.9928613,1.0116897,-0.43656388,-0.46791178,0.051249,0.0658997,-0.0146507
2,-0.3563081,-0.29970056,"('unlikable', 'likable')",1.3602363,1.4600954,0.6238633,0.7781125,0.5425971,0.6461691,-0.103572
18,0.35571444,0.33689067,"('disagreeable', 'welcoming')",-0.73706543,-0.64241254,-0.55371094,-0.39482388,-0.3116873,-0.2334486,-0.0782387
84,-0.32148233,-0.33645165,"('inferior', 'superior')",0.38479897,0.43375605,0.7606252,0.7822653,0.2746473,0.2931899,-0.0185426
8,-0.30145872,-0.34572864,"('unaffectionate', 'affectionate')",-1.0557929,-1.0520166,1.269959,1.5589288,-0.0290976,0.0537279,-0.0828255
9,0.29878467,0.22089665,"('unaffectionate', 'caring')",-0.43449366,-0.5064177,2.0494492,2.2394562,0.6379134,0.6513117,-0.0133983
16,0.27351484,0.22251406,"('unpopular', 'popular')",-0.47543725,-0.3807973,0.9243281,1.0539942,0.2408019,0.2985703,-0.0577684
67,-0.27261338,-0.23912582,"('doubtful', 'determined')",0.27949947,0.24025606,-0.24739198,-0.30604494,-0.0801686,-0.1016382,0.0214696
37,-0.25461414,-0.15993664,"('fake', 'genuine')",-0.36155057,-0.3658383,0.43708748,0.4380831,-0.0596924,-0.0292306,-0.0304618
4,0.21684134,0.25938123,"('disliked', 'liked')",-0.90628725,-0.8711013,-6.9227486,-6.930167,-2.5373982,-2.5139624,-0.0234358
12,-0.19804515,-0.052377705,"('unsupportive', 'supportive')",-0.09564333,-0.046226088,-1.572114,-1.6214283,-0.6219342,-0.573344,-0.0485902
50,0.19799875,0.22764185,"('clumsy', 'skillful')",-0.2084616,-0.09800427,0.7853273,0.89680076,0.2582881,0.3421461,-0.083858
36,-0.14415005,-0.25857705,"('hostile', 'amicable')",-1.1380813,-1.094337,0.6481626,0.9651803,-0.2113562,-0.1292446,-0.0821116
47,-0.13817653,-0.1786929,"('stupid', 'smart')",0.39866245,0.46016198,5.6394854,5.7935753,1.9666572,2.0250147,-0.0583575
80,-0.0962173,-0.14842375,"('dominated', 'dominating')",0.6844371,0.55171084,-1.1827041,-1.4778273,-0.1981614,-0.35818,0.1600186
26,0.08664175,-0.09145499,"('hardhearted', 'benevolent')",2.2334337,2.187862,1.814014,1.9228938,1.3780298,1.3397668,0.038263
54,0.06367265,-0.035122886,"('incapable', 'capable')",-0.3892482,-0.32886285,1.1863793,1.3619146,0.2869346,0.332643,-0.0457084
17,-0.025004815,0.0007914603,"('nasty', 'nice')",-0.022835936,0.04331183,-1.1567578,-1.0216389,-0.4015328,-0.3258452,-0.0756876
39,0.018721662,0.08821646,"('exploitative', 'cooperative')",1.7771122,1.889103,-0.10276103,-0.1771784,0.5643576,0.600047,-0.0356894
