,american_male,american_female,tuple,capital_male,capital_female,ltd_male,ltd_female,average_male,average_female,male-female
0,-0.8247533,-0.49933222,"('unsociable', 'sociable')",-0.027364917,0.1810729,-0.45785213,-0.29417592,-0.4366568,-0.2041451,-0.2325117
1,-0.81096214,-1.3295534,"('unfriendly', 'friendly')",0.260862,-0.16632129,2.0455496,1.6705387,0.4984832,0.0582213,0.4402619
64,0.79253054,1.025343,"('shy', 'confident')",0.3373991,0.7214085,-7.0081544,-6.285757,-1.9594083,-1.5130019,-0.4464064
66,0.7854554,0.15123974,"('inactive', 'active')",1.7244247,1.5201669,1.2694097,0.8677138,1.2597632,0.8463735,0.4133897
43,0.7788953,1.1782262,"('irresponsible', 'responsible')",0.6975429,0.99194324,0.82346773,0.89848876,0.7666353,1.022886,-0.2562507
12,0.7583194,0.8091908,"('unsupportive', 'supportive')",1.5122435,1.5881273,-1.9711335,-1.8450065,0.0998098,0.1841039,-0.0842941
51,0.7385845,0.86536497,"('uneducated', 'educated')",-0.035728663,0.23135987,0.052830633,0.13452469,0.2518955,0.4104165,-0.158521
70,0.7357147,1.1563994,"('lethargic', 'energetic')",0.6123021,0.7215368,0.61703396,0.86566216,0.6550169,0.9145327,-0.2595158
48,0.72073007,0.5521464,"('unintelligent', 'intelligent')",-0.19270729,-0.24060154,0.5205587,0.3182252,0.3495272,0.2099233,0.1396039
80,0.71222776,0.65840393,"('dominated', 'dominating')",-0.14550209,-0.3150979,-0.46054786,-0.41676852,0.0353926,-0.0244875,0.0598801
45,-0.70049024,-0.9383413,"('incompetent', 'competent')",-0.5798881,-0.3977849,0.39214134,0.3419068,-0.296079,-0.3314065,0.0353275
81,0.66475266,1.6305119,"('submissive', 'aggressive')",1.055001,1.4794399,-0.70589054,-0.1603679,0.3379544,0.9831946,-0.6452402
18,0.64918613,1.2437214,"('disagreeable', 'welcoming')",0.6095377,0.82067925,-0.68678683,-0.56920505,0.1906457,0.4983985,-0.3077528
13,-0.6482822,0.043584764,"('impolite', 'polite')",-0.33535954,0.08065877,-0.5172928,-0.17979524,-0.5003115,-0.0185172,-0.4817943
20,0.64359176,0.2697988,"('rough', 'thoughtful')",0.8755506,0.871025,1.645668,1.0956045,1.0549368,0.7454761,0.3094607
26,0.6351917,-0.04704512,"('hardhearted', 'benevolent')",1.6734481,1.4355413,2.147407,2.149924,1.485349,1.1794734,0.3058756
72,0.63183945,0.45862147,"('unambitious', 'ambitious')",0.9863274,1.0988338,-0.34286442,-0.35433692,0.4251008,0.4010394,0.0240614
67,0.58399963,1.1756154,"('doubtful', 'determined')",-0.04041188,0.22681491,-0.96138763,-0.67945814,-0.1392666,0.2409907,-0.3802573
84,0.5806709,0.5231467,"('inferior', 'superior')",0.40133798,0.34976694,0.61689603,0.4139733,0.5329683,0.4289623,0.104006
79,0.55957484,0.21506223,"('wavering', 'unwavering')",0.34159508,0.41777173,-0.053655192,-0.22632322,0.2825049,0.1355036,0.1470013
5,-0.55953884,-0.58918595,"('distant', 'outgoing')",0.8867688,0.65301573,-0.37975395,-0.65106803,-0.017508,-0.1957461,0.1782381
27,0.52928543,-0.16150764,"('hardhearted', 'softhearted')",0.3962827,-0.10527168,1.1833762,0.48387212,0.7029815,0.0723643,0.6306172
74,0.52823156,0.6164468,"('undedicated', 'dedicated')",0.8866725,1.045127,0.23135278,0.4874089,0.5487523,0.7163276,-0.1675753
25,-0.5021915,-0.6906746,"('egoistic', 'altruistic')",0.2857706,-0.07613725,1.227533,0.8901266,0.3370374,0.0411049,0.2959325
32,-0.49892733,-0.096206754,"('unkind', 'kind')",-0.04145911,0.17622149,0.70258623,0.8991578,0.0540666,0.3263909,-0.2723243
88,0.49221376,0.8458196,"('low', 'eminent')",-0.4084088,-0.00092699006,-0.1863823,0.26363966,-0.0341924,0.3695108,-0.4037032
4,-0.48084903,-0.75099784,"('disliked', 'liked')",-0.15616618,-0.1786796,-6.5774703,-6.1676116,-2.4048285,-2.365763,-0.0390655
28,0.47116217,0.4308834,"('disloyal', 'loyal')",-0.17515701,-0.27225563,1.2139155,1.0299628,0.5033069,0.3961968,0.1071101
52,-0.47024378,-1.2797961,"('irrational', 'rational')",0.14269155,-0.12214904,-0.49549055,-0.82251745,-0.2743476,-0.7414875,0.4671399
46,-0.464801,-0.2305405,"('uncompetitive', 'competitive')",0.33635008,0.5256413,-0.58739024,-0.4249947,-0.2386137,-0.043298,-0.1953157
3,-0.44259146,-0.55427945,"('repellent', 'pleasant')",0.053675678,0.0077791987,0.52901334,0.31267217,0.0466992,-0.0779427,0.1246419
10,0.38388357,0.29186094,"('unsympathetic', 'sympathetic')",-0.35540864,-0.31815025,0.18351752,0.18855558,0.0706641,0.0540888,0.0165753
56,0.34823185,1.2717868,"('impractical', 'practical')",0.67351186,1.2752551,-0.07947913,0.43903875,0.3140882,0.9953602,-0.681272
23,-0.3480459,0.23352128,"('insincere', 'sincere')",0.3302461,0.7543414,5.8190923,5.775753,1.9337641,2.2545385,-0.3207744
9,0.3052333,0.120269135,"('unaffectionate', 'caring')",0.791946,0.5623343,1.0635612,0.7546794,0.7202468,0.4790943,0.2411525
22,-0.29854026,-0.6103868,"('untrustworthy', 'trustworthy')",-0.78667426,-0.7540029,-0.56538236,-0.54003054,-0.550199,-0.6348067,0.0846077
41,-0.29399922,-0.72206175,"('unforgiving', 'forgiving')",0.56241196,0.44556952,-0.0158882,0.024765115,0.0841749,-0.083909,0.1680839
50,0.28532913,0.44097897,"('clumsy', 'skillful')",0.65174097,1.1449909,-0.3249739,-0.25616238,0.2040321,0.4432692,-0.2392371
63,0.26608646,0.304722,"('unperceptive', 'insightful')",0.7829721,0.8188361,0.8244959,0.81609094,0.6245182,0.6465497,-0.0220315
17,-0.25886115,-0.29846555,"('nasty', 'nice')",0.06379643,0.13220124,-0.41744542,-0.49663067,-0.20417,-0.220965,0.016795
2,0.2567168,0.85150754,"('unlikable', 'likable')",2.230437,2.6650352,0.4670266,0.82957727,0.9847267,1.4487068,-0.4639801
21,0.24182384,0.6222507,"('immoral', 'moral')",0.10904222,0.1783312,-0.8691174,-0.79178596,-0.1727504,0.002932,-0.1756824
65,0.22336946,0.71348286,"('insecure', 'secure')",-0.18023194,0.23976058,0.21326311,0.551343,0.0854669,0.5015288,-0.4160619
11,0.21338363,0.79987776,"('unhelpful', 'helpful')",0.21515217,0.59901047,1.382064,1.7385224,0.6035333,1.0458035,-0.4422702
8,-0.20784937,-0.6983148,"('unaffectionate', 'affectionate')",-0.14441693,-0.4744878,0.989855,0.45387742,0.2125296,-0.2396417,0.4521713
71,0.2015145,0.585503,"('diffident', 'self-confident')",1.2482427,1.1758525,0.47803354,0.3182978,0.6425969,0.6932178,-0.0506209
6,-0.19663315,-0.71092594,"('distant', 'open')",0.5352259,0.15003175,0.44478604,-0.015209783,0.2611263,-0.1920347,0.453161
83,0.1853368,-0.031694964,"('powerless', 'powerful')",1.507637,1.6430923,-0.9442766,-0.9699714,0.2495658,0.2138086,0.0357572
35,-0.18505195,-0.4111529,"('corrupt', 'incorrupt')",-0.5350202,-0.8961247,-0.35167173,-0.6165195,-0.3572479,-0.6412657,0.2840178
69,-0.17824505,-0.2321015,"('lazy', 'industrious')",1.5700372,1.3561295,-0.5282005,-0.7710352,0.2878639,0.1176643,0.1701996
57,-0.17382142,-0.67331576,"('unimaginative', 'imaginative')",1.0013134,1.0097874,-2.0050168,-1.9366935,-0.3925083,-0.5334073,0.140899
54,-0.17317536,0.4305007,"('incapable', 'capable')",1.1984997,1.5500783,0.9128645,1.1540879,0.6460629,1.044889,-0.3988261
33,0.16400063,-0.1543859,"('wrong', 'right')",1.2383925,0.98556155,-0.54013824,-0.8364926,0.2874183,-0.0017723,0.2891906
58,0.16392712,-0.5153272,"('undiscriminating', 'discriminating')",1.1260828,0.8082822,0.55495846,0.3393361,0.6149894,0.2107637,0.4042257
86,-0.1438991,-0.5704465,"('uninfluential', 'influential')",-0.5945167,-0.85027206,-0.0526961,-0.28659782,-0.263704,-0.5691055,0.3054015
30,-0.14155275,0.29104492,"('intolerant', 'tolerant')",0.436971,0.8716622,0.84068143,1.2988724,0.3786999,0.8205264,-0.4418265
75,-0.1387212,-0.25357684,"('meek', 'impulsive')",0.5731889,0.61810666,-0.9812741,-0.8658198,-0.1822688,-0.1670967,-0.0151721
15,0.136709,-0.008551955,"('boring', 'funny')",0.16480803,0.050283365,0.15581048,0.12284269,0.1524425,0.054858,0.0975845
60,0.13136542,1.1575205,"('inefficient', 'efficient')",0.13902634,0.77651316,0.05545358,0.5974969,0.1086151,0.8438435,-0.7352284
55,-0.12685941,-0.065333545,"('incompetent', 'clever')",-0.09381946,0.14229795,0.7987978,0.79416454,0.1927063,0.2903763,-0.09767
62,-0.11762985,0.4079771,"('incompetent', 'brilliant')",0.72011787,1.1714318,0.1287665,0.4965665,0.2437515,0.6919918,-0.4482403
85,-0.11523153,-0.66766673,"('insignificant', 'prestigious')",1.5540084,1.3329155,0.30853173,-0.06917194,0.5824362,0.1986923,0.3837439
14,-0.09563927,0.5552868,"('antisocial', 'social')",0.9209974,1.5124502,-0.25203907,0.12579587,0.1911063,0.7311776,-0.5400713
38,0.094136134,0.22853003,"('untruthful', 'truthful')",0.5700863,0.6407032,0.044162303,0.31480485,0.2361283,0.3946794,-0.1585511
87,-0.085952245,0.31892738,"('unsuccessful', 'successful')",1.2459091,1.4043511,0.9676503,1.0429214,0.7092024,0.9220667,-0.2128643
19,0.059866145,0.020291597,"('inhospitable', 'hospitable')",-0.5536887,-0.71990657,-0.618379,-0.9214411,-0.3707339,-0.540352,0.1696181
37,0.057302378,-0.33907247,"('fake', 'genuine')",-1.3779751,-1.7394192,0.3817975,-0.0597615,-0.3129584,-0.7127511,0.3997927
44,0.057082895,0.5357844,"('prejudiced', 'unprejudiced')",-0.14804132,0.068029344,-1.3720349,-1.1498656,-0.4876645,-0.1820173,-0.3056472
59,-0.052815914,-0.22348613,"('foolish', 'wise')",0.80045354,0.71980506,0.2458642,0.171549,0.3311673,0.2226227,0.1085446
68,-0.041562,0.20355663,"('dependent', 'independent')",-1.633873,-1.5582979,-0.75081897,-1.0429581,-0.8087513,-0.7992331,-0.0095182
61,-0.039067082,0.053265803,"('illogical', 'logical')",0.78940403,0.9998992,0.43019095,0.19148986,0.3935093,0.4148849,-0.0213756
7,0.022724776,0.25271294,"('insensitive', 'sensitive')",0.33685997,0.42284876,0.63695467,0.41846734,0.3321798,0.3646763,-0.0324965
