,sempra_male,sempra_female,tuple,energy_male,energy_female,average_male,average_female,male-female
86,-2.281442,-2.0001397,"('uninfluential', 'influential')",-0.09712189,0.087219454,-1.1892819,-0.9564601,-0.2328218
9,-1.7905333,-1.4145862,"('unaffectionate', 'caring')",1.639319,1.8318086,-0.0756072,0.2086112,-0.2842184
1,-1.7344223,-1.613736,"('unfriendly', 'friendly')",1.7957549,2.144859,0.0306663,0.2655615,-0.2348952
8,-1.6926221,-1.4939162,"('unaffectionate', 'affectionate')",1.0919209,1.1335084,-0.3003506,-0.1802039,-0.1201467
10,-1.6619384,-1.6218246,"('unsympathetic', 'sympathetic')",-0.5711303,-0.639083,-1.1165344,-1.1304538,0.0139194
0,-1.5664413,-1.4084846,"('unsociable', 'sociable')",-0.26729903,-0.27040786,-0.9168702,-0.8394462,-0.077424
6,-1.4432223,-1.2458913,"('distant', 'open')",0.03190759,0.08228203,-0.7056574,-0.5818046,-0.1238528
19,-1.4384595,-1.3370045,"('inhospitable', 'hospitable')",-0.64945656,-0.42074436,-1.0439581,-0.8788744,-0.1650837
53,-1.4122373,-1.1254591,"('uncreative', 'creative')",0.5903865,0.7975186,-0.4109254,-0.1639702,-0.2469552
57,-1.3846412,-1.15963,"('unimaginative', 'imaginative')",-3.1048338,-2.9152493,-2.2447376,-2.0374396,-0.207298
12,-1.3290205,-1.1872598,"('unsupportive', 'supportive')",-1.6971447,-1.5773066,-1.5130826,-1.3822832,-0.1307994
51,-1.3175862,-1.3164781,"('uneducated', 'educated')",-0.15169045,-0.28416064,-0.7346383,-0.8003194,0.0656811
45,-1.2703279,-1.1624467,"('incompetent', 'competent')",-0.19376111,-0.2480101,-0.7320445,-0.7052284,-0.0268161
5,-1.2233391,-0.92325777,"('distant', 'outgoing')",-0.014815308,0.20846966,-0.6190772,-0.357394,-0.2616832
11,-1.2210488,-1.1158401,"('unhelpful', 'helpful')",1.5299938,1.7413787,0.1544725,0.3127693,-0.1582968
44,1.216596,1.0639042,"('prejudiced', 'unprejudiced')",-0.9615603,-1.2356898,0.1275178,-0.0858928,0.2134106
23,-1.163512,-1.1483992,"('insincere', 'sincere')",6.422919,6.4339986,2.6297035,2.6427996,-0.0130961
28,-1.1335007,-0.9268028,"('disloyal', 'loyal')",1.1246914,1.0678613,-0.0044047,0.0705293,-0.074934
46,-1.0937989,-1.0746962,"('uncompetitive', 'competitive')",-0.97733366,-0.9623382,-1.0355663,-1.0185173,-0.017049
43,-1.0070114,-0.8873707,"('irresponsible', 'responsible')",0.5581478,0.7000273,-0.2244318,-0.0936717,-0.1307601
82,-0.99491054,-1.1231952,"('poor', 'rich')",6.286255,6.1466475,2.6456721,2.5117261,0.133946
54,-0.9571221,-0.9521923,"('incapable', 'capable')",1.0083154,1.1513588,0.0255967,0.0995833,-0.0739866
73,0.9546603,1.0307318,"('helpless', 'self-reliant')",-3.246448,-3.1880794,-1.1458938,-1.0786738,-0.06722
77,-0.9374477,-0.79896694,"('unmotivated', 'motivated')",-1.086164,-0.88088113,-1.0118059,-0.839924,-0.1718819
78,-0.90236706,-1.0849528,"('nonresilient', 'resilient')",0.13197611,0.2264441,-0.3851955,-0.4292544,0.0440589
63,-0.8377363,-0.7824977,"('unperceptive', 'insightful')",0.20191152,0.35733646,-0.3179124,-0.2125806,-0.1053318
61,-0.8239245,-0.6444162,"('illogical', 'logical')",0.52581346,0.6631977,-0.1490555,0.0093907,-0.1584462
13,-0.81363857,-0.79174936,"('impolite', 'polite')",-0.45797682,-0.5537639,-0.6358077,-0.6727567,0.036949
76,0.7979828,0.6501603,"('anxious', 'daring')",-0.17578642,-0.39352277,0.3110982,0.1283188,0.1827794
38,-0.78442687,-0.8146639,"('untruthful', 'truthful')",0.2940762,0.57512957,-0.2451753,-0.1197672,-0.1254081
69,0.7745016,0.7868592,"('lazy', 'industrious')",-0.49695385,-0.3458386,0.1387739,0.2205103,-0.0817364
66,-0.75639546,-0.5757179,"('inactive', 'active')",-0.15604323,-0.15069233,-0.4562193,-0.3632051,-0.0930142
7,-0.7541972,-0.66558504,"('insensitive', 'sensitive')",0.59879804,0.7296794,-0.0776996,0.0320472,-0.1097468
39,0.7487295,0.8857053,"('exploitative', 'cooperative')",-0.0922622,-0.094991565,0.3282337,0.3953569,-0.0671232
70,-0.7429,-0.61547554,"('lethargic', 'energetic')",-0.020841569,-0.10711515,-0.3818708,-0.3612953,-0.0205755
58,-0.73999095,-0.6229916,"('undiscriminating', 'discriminating')",0.09123711,0.17848381,-0.3243769,-0.2222539,-0.102123
79,-0.7182305,-0.83533055,"('wavering', 'unwavering')",-0.019299563,0.06883648,-0.368765,-0.383247,0.014482
29,-0.697454,-0.67119426,"('unfair', 'fair')",-0.5953959,-0.65974635,-0.6464249,-0.6654703,0.0190454
71,-0.6737726,-0.45386666,"('diffident', 'self-confident')",0.96366286,1.1351773,0.1449451,0.3406553,-0.1957102
24,-0.66516554,-0.36326468,"('dishonest', 'honest')",0.97677916,1.1002882,0.1558068,0.3685117,-0.2127049
36,-0.6609243,-0.7666789,"('hostile', 'amicable')",-0.22907081,-0.21899907,-0.4449975,-0.492839,0.0478415
35,0.6477982,0.68985164,"('corrupt', 'incorrupt')",-0.43790177,-0.39541546,0.1049482,0.1472181,-0.0422699
74,-0.6128071,-0.5158607,"('undedicated', 'dedicated')",-0.3420696,-0.34035987,-0.4774383,-0.4281103,-0.049328
48,-0.59657484,-0.7410718,"('unintelligent', 'intelligent')",0.9547879,1.0001029,0.1791065,0.1295155,0.049591
55,-0.58091986,-0.62876326,"('incompetent', 'clever')",0.0584866,-0.15808898,-0.2612166,-0.3934261,0.1322095
2,0.57860583,0.50249016,"('unlikable', 'likable')",0.73029935,0.74182886,0.6544526,0.6221595,0.0322931
56,-0.57271975,-0.6604672,"('impractical', 'practical')",0.05768212,-0.09459682,-0.2575188,-0.377532,0.1200132
18,-0.5670974,-0.6189836,"('disagreeable', 'welcoming')",-0.32245904,-0.40854275,-0.4447782,-0.5137632,0.068985
52,-0.5658472,-0.4552412,"('irrational', 'rational')",0.12453659,0.1831241,-0.2206553,-0.1360586,-0.0845967
88,-0.5612685,-0.48882344,"('low', 'eminent')",0.17894258,0.16880852,-0.191163,-0.1600075,-0.0311555
68,-0.546435,-0.5633008,"('dependent', 'independent')",-0.8007653,-0.82830477,-0.6736001,-0.6958028,0.0222027
34,-0.5254534,-0.55294096,"('mean', 'honorable')",5.3370423,5.416821,2.4057944,2.4319401,-0.0261457
31,-0.49872774,-0.4313604,"('evil', 'good')",-1.2641802,-0.9630241,-0.881454,-0.6971923,-0.1842617
3,-0.42252058,-0.42691004,"('repellent', 'pleasant')",0.05964399,0.008103602,-0.1814383,-0.2094032,0.0279649
21,-0.35932636,-0.6845939,"('immoral', 'moral')",-0.43597838,-0.47998855,-0.3976524,-0.5822912,0.1846388
62,-0.34868184,-0.20912278,"('incompetent', 'brilliant')",0.39034298,0.37889925,0.0208306,0.0848882,-0.0640576
