,disney_male,disney_female,tuple,walt_male,walt_female,co_male,co_female,average_male,average_female,male-female
9,1.9840647,1.8365967,"('unaffectionate', 'caring')",1.9130411,1.799148,0.5590653,0.16412318,1.4853903,1.2666225,0.2187678
53,1.9032037,1.8773853,"('uncreative', 'creative')",1.4437704,1.4510062,1.2034773,0.97807926,1.5168171,1.4354903,0.0813268
22,-1.5179619,-1.7012665,"('untrustworthy', 'trustworthy')",-1.8396006,-2.0504062,-0.7296632,-0.79191315,-1.3624086,-1.5145286,0.15212
81,-1.4546801,-1.4852834,"('submissive', 'aggressive')",-2.2478547,-2.39269,-0.42346612,-0.12043846,-1.3753336,-1.3328039,-0.0425297
8,1.3356589,1.4599866,"('unaffectionate', 'affectionate')",1.9804158,2.174957,-0.24422011,-0.5067797,1.0239516,1.0427213,-0.0187697
3,-1.302788,-1.4983314,"('repellent', 'pleasant')",-1.3721242,-1.6879784,0.73520344,0.8697973,-0.6465696,-0.7721709,0.1256013
71,1.3010312,1.2069768,"('diffident', 'self-confident')",2.3215854,2.2249897,0.3596701,0.08380706,1.327429,1.1719244,0.1555046
15,1.283027,1.3331126,"('boring', 'funny')",1.6369872,1.8401234,0.954993,1.0548701,1.2916691,1.4093687,-0.1176996
23,1.2601776,0.96425164,"('insincere', 'sincere')",0.23243806,-0.009849884,5.390219,5.4303126,2.2942783,2.128238,0.1660403
32,1.2550342,1.2102715,"('unkind', 'kind')",0.60553753,0.58099425,0.7651783,0.7310173,0.87525,0.840761,0.034489
85,1.2449083,1.3801526,"('insignificant', 'prestigious')",2.3935223,2.602795,-0.5847508,-0.67432326,1.0178933,1.1028747,-0.0849814
77,-1.2163315,-1.3525815,"('unmotivated', 'motivated')",-1.0480568,-1.1531757,-0.5201319,-0.51107705,-0.9281734,-1.0056114,0.077438
88,1.2106123,1.1464337,"('low', 'eminent')",0.36998436,0.42190978,-0.30527812,-0.03569466,0.4251062,0.5108829,-0.0857767
59,1.1874822,1.3623372,"('foolish', 'wise')",1.6280214,1.7445908,-0.14145482,-0.32550743,0.8913496,0.9271402,-0.0357906
64,-1.1857096,-1.172995,"('shy', 'confident')",-1.202988,-1.2944645,-5.0644464,-5.1911354,-2.4843814,-2.552865,0.0684836
14,-1.0813334,-1.020431,"('antisocial', 'social')",-1.219679,-1.1520212,-0.47194576,-0.26584232,-0.9243194,-0.8127648,-0.1115546
1,1.0805418,0.74310666,"('unfriendly', 'friendly')",1.3720927,1.2032763,1.1276555,0.7448195,1.19343,0.8970675,0.2963625
11,1.0234159,1.0624484,"('unhelpful', 'helpful')",-0.2589211,-0.405966,2.5127509,2.8130653,1.0924153,1.1565159,-0.0641006
45,-1.0082321,-1.1517411,"('incompetent', 'competent')",-1.7876467,-1.9815998,-0.6757583,-0.90273523,-1.1572124,-1.3453587,0.1881463
50,0.99685174,0.9385461,"('clumsy', 'skillful')",-0.08081673,-0.1296019,-0.19736154,-0.2112272,0.2395578,0.199239,0.0403188
41,-0.9796897,-1.0156934,"('unforgiving', 'forgiving')",-1.2591056,-1.2365651,0.050785277,0.13297701,-0.7293367,-0.7064272,-0.0229095
31,-0.9595707,-1.0471644,"('evil', 'good')",0.19934905,0.10984586,-1.3214406,-1.5477881,-0.6938874,-0.8283689,0.1344815
72,0.93119854,0.9095823,"('unambitious', 'ambitious')",0.923994,0.8749319,-1.329475,-1.3855307,0.1752392,0.1329945,0.0422447
56,0.908004,0.9394827,"('impractical', 'practical')",0.00951691,0.052903432,0.17754367,0.4752573,0.3650215,0.4892145,-0.124193
26,0.8844615,0.90029,"('hardhearted', 'benevolent')",2.2184823,2.2963564,0.96519446,0.728296,1.356046,1.3083142,0.0477318
84,0.8049479,0.9333955,"('inferior', 'superior')",1.0580842,1.0933707,0.8768837,0.7402249,0.9133053,0.9223304,-0.0090251
12,0.79689413,0.74246395,"('unsupportive', 'supportive')",0.83176446,0.6761737,-1.6136849,-1.9471667,0.0049912,-0.1761763,0.1811675
80,-0.7936841,-0.8415863,"('dominated', 'dominating')",-2.0186827,-2.0810797,-0.6636474,-0.6272131,-1.1586715,-1.183293,0.0246215
68,-0.7739354,-0.8622044,"('dependent', 'independent')",-1.225667,-1.3466027,-1.4724735,-1.5094379,-1.1573586,-1.239415,0.0820564
75,-0.76007515,-0.54940486,"('meek', 'impulsive')",-0.24492013,-0.14497277,-0.34727892,-0.06599651,-0.4507581,-0.2534581,-0.1973
37,-0.75431246,-1.196049,"('fake', 'genuine')",-1.8836004,-2.217449,-0.023485959,-0.33781096,-0.8871329,-1.2504363,0.3633034
44,-0.7402173,-0.6001727,"('prejudiced', 'unprejudiced')",-1.4705969,-1.4555758,-1.3208982,-1.2515976,-1.1772375,-1.1024487,-0.0747888
5,0.738037,0.9474728,"('distant', 'outgoing')",0.9856267,1.1378975,-0.9839927,-1.0445887,0.246557,0.3469272,-0.1003702
13,-0.7333563,-0.81030416,"('impolite', 'polite')",-1.1400408,-0.9931275,-0.1294637,0.20724225,-0.6676203,-0.5320632,-0.1355571
21,-0.72528994,-0.807485,"('immoral', 'moral')",-1.3460627,-1.4527471,-0.7662545,-0.48029375,-0.945869,-0.9135086,-0.0323604
82,0.72458136,0.716729,"('poor', 'rich')",0.034385964,0.12372273,5.4395227,5.758367,2.0661634,2.1996063,-0.1334429
16,0.7221378,1.0666918,"('unpopular', 'popular')",1.3297619,1.669811,0.09672673,0.22334202,0.7162088,0.9866149,-0.2704061
2,-0.6517702,-0.63090014,"('unlikable', 'likable')",-0.62510794,-0.61283016,0.6496059,0.76440865,-0.2090907,-0.1597739,-0.0493168
69,-0.6372458,-0.572091,"('lazy', 'industrious')",0.41545948,0.32407326,-1.0327469,-1.1183372,-0.4181777,-0.4554516,0.0372739
70,-0.6303578,-0.8631937,"('lethargic', 'energetic')",-1.9806372,-2.329038,0.41123813,0.408566,-0.7332523,-0.9278886,0.1946363
61,0.628913,0.58937633,"('illogical', 'logical')",0.46186993,0.36257043,-0.21075809,-0.49502406,0.2933416,0.1523076,0.141034
4,-0.6260969,-0.37025398,"('disliked', 'liked')",-0.02924665,0.28475296,-6.195147,-6.3181024,-2.2834969,-2.1345345,-0.1489624
52,-0.61878693,-0.42559057,"('irrational', 'rational')",0.7182069,0.9550071,-0.6708563,-1.0395586,-0.1904788,-0.1700474,-0.0204314
46,-0.59406465,-0.7971224,"('uncompetitive', 'competitive')",-1.6612713,-1.968813,-0.09937917,-0.0764429,-0.784905,-0.9474595,0.1625545
63,0.57946837,0.28439376,"('unperceptive', 'insightful')",-0.004161965,-0.2445047,1.2182335,1.0987873,0.5978466,0.3795588,0.2182878
40,-0.5711858,-0.52451164,"('stingy', 'generous')",-0.5221278,-0.56066674,-2.1295133,-2.4882877,-1.0742757,-1.1911554,0.1168797
48,0.5326993,0.5057499,"('unintelligent', 'intelligent')",-0.015545253,-0.071490586,0.0056185257,-0.006968256,0.1742575,0.1424303,0.0318272
74,0.47434044,0.2871366,"('undedicated', 'dedicated')",0.072466835,-0.050838158,0.41972858,0.27669108,0.3221786,0.1709965,0.1511821
87,0.45861977,0.43560374,"('unsuccessful', 'successful')",0.37291613,0.41813934,0.6693009,0.58609074,0.5002789,0.4799446,0.0203343
33,0.43633705,0.2994638,"('wrong', 'right')",1.119643,0.931746,-0.9011818,-1.1899163,0.2182661,0.0137645,0.2045016
10,-0.42835793,-0.6891939,"('unsympathetic', 'sympathetic')",-1.4488876,-1.7452599,-0.34112895,-0.5091272,-0.7394582,-0.9811936,0.2417354
36,-0.4098971,-0.34931353,"('hostile', 'amicable')",0.7164682,0.92837346,-0.6830155,-0.6825992,-0.1254815,-0.0345131,-0.0909684
54,0.39826196,0.2734255,"('incapable', 'capable')",0.8058187,0.73993665,0.50936425,0.39329904,0.5711483,0.4688871,0.1022612
42,0.39443803,0.48663193,"('unreliable', 'reliable')",-0.12387887,-0.14719124,-2.3041127,-2.591905,-0.6778512,-0.7508214,0.0729702
67,-0.37230706,-0.1972864,"('doubtful', 'determined')",-0.47290444,-0.27688634,-0.21454793,0.0004196912,-0.3532531,-0.1579177,-0.1953354
49,0.36978498,0.41443807,"('unable', 'able')",-0.12239033,-0.016042272,-0.83825976,-0.74895805,-0.196955,-0.1168541,-0.0801009
78,0.34291628,0.06428078,"('nonresilient', 'resilient')",-0.31333098,-0.51706886,0.44984168,0.24941967,0.159809,-0.0677895,0.2275985
62,0.33151144,0.19283782,"('incompetent', 'brilliant')",-0.8412984,-1.0421839,0.08776572,0.18810754,-0.1406737,-0.2204128,0.0797391
28,0.3313424,0.27107865,"('disloyal', 'loyal')",-0.5817219,-0.3467522,0.42229187,0.3465241,0.0573041,0.0902835,-0.0329794
0,-0.3304492,-0.46217695,"('unsociable', 'sociable')",-0.503574,-0.6496884,0.06317904,-0.100912765,-0.2569481,-0.4042594,0.1473113
7,0.32567576,0.040171046,"('insensitive', 'sensitive')",-0.56486917,-0.77290404,0.22391942,-0.037409708,-0.0050913,-0.2567142,0.2516229
35,-0.3133831,-0.010129222,"('corrupt', 'incorrupt')",0.23092309,0.60274625,-1.3947009,-1.2104572,-0.492387,-0.2059467,-0.2864403
66,-0.3041715,-0.4072344,"('inactive', 'active')",0.1989465,0.15918683,0.34202042,0.00916628,0.0789318,-0.0796271,0.1585589
20,-0.29595688,-0.4974594,"('rough', 'thoughtful')",-0.42122364,-0.68315125,0.21578163,0.18849565,-0.167133,-0.330705,0.163572
24,-0.28642166,-0.42378217,"('dishonest', 'honest')",-0.9217495,-1.0828898,0.16158238,0.029530102,-0.3488629,-0.4923806,0.1435177
79,-0.2613403,-0.061352666,"('wavering', 'unwavering')",-0.020159673,0.25952604,-0.9546292,-0.8411317,-0.4120431,-0.2143194,-0.1977237
73,-0.25629795,-0.032589637,"('helpless', 'self-reliant')",0.023019958,0.07489976,-3.4320285,-3.4717195,-1.2217689,-1.1431364,-0.0786325
65,-0.2545846,-0.27396604,"('insecure', 'secure')",-0.63378096,-0.79243416,0.17494217,0.21863201,-0.2378078,-0.2825894,0.0447816
6,0.24290505,0.32518482,"('distant', 'open')",1.1560521,1.328592,-0.93261814,-1.1116576,0.1554463,0.1807064,-0.0252601
43,0.24290217,0.26335227,"('irresponsible', 'responsible')",-1.0606664,-1.2370154,0.47198924,0.39550433,-0.1152583,-0.1927196,0.0774613
86,-0.23852044,-0.5474829,"('uninfluential', 'influential')",-0.4908759,-0.800014,-0.34416497,-0.46582794,-0.3578538,-0.6044416,0.2465878
39,0.232014,0.22512877,"('exploitative', 'cooperative')",0.23420751,0.18834601,0.5212469,0.59060454,0.3291561,0.3346931,-0.005537
38,0.22478014,0.2275343,"('untruthful', 'truthful')",-0.4092374,-0.45380372,-0.16050023,0.052316852,-0.1149858,-0.0579842,-0.0570016
34,-0.22025523,-0.36324143,"('mean', 'honorable')",0.067635186,-0.04146733,4.9943085,5.2263794,1.6138962,1.6072235,0.0066727
51,0.20493864,0.0552225,"('uneducated', 'educated')",0.061818097,0.011272743,1.3494445,1.2696639,0.5387338,0.4453864,0.0933474
27,0.16773972,-0.015776224,"('hardhearted', 'softhearted')",-0.12145086,-0.3928357,0.5488619,0.093924426,0.1983836,-0.1048958,0.3032794
25,0.16122931,0.15447396,"('egoistic', 'altruistic')",0.18993077,0.31645477,1.0096278,0.8897758,0.453596,0.4535682,2.78e-05
76,0.13378267,0.16456437,"('anxious', 'daring')",-1.2700446,-1.2625312,0.2219345,0.49746975,-0.3047758,-0.2001657,-0.1046101
58,-0.11193398,-0.34688836,"('undiscriminating', 'discriminating')",-0.11365766,-0.44026208,0.42140347,0.14021023,0.0652706,-0.2156467,0.2809173
60,-0.09162006,-0.3237048,"('inefficient', 'efficient')",-1.2457445,-1.6287631,0.2644049,0.35904744,-0.3576532,-0.5311402,0.173487
19,0.0912709,0.050903477,"('inhospitable', 'hospitable')",0.46318036,0.46422428,-0.18824607,-0.16851294,0.1220684,0.1155383,0.0065301
30,-0.08106367,-0.052871015,"('intolerant', 'tolerant')",-0.78647596,-0.8173184,0.30258146,0.58504504,-0.1883194,-0.0950481,-0.0932713
57,-0.06943223,-0.31378257,"('unimaginative', 'imaginative')",-0.96888614,-1.2137038,-2.526782,-2.821278,-1.1883668,-1.4495881,0.2612213
29,-0.051317602,0.03735078,"('unfair', 'fair')",-0.69380283,-0.7137586,-0.784143,-1.1092948,-0.5097545,-0.5952342,0.0854797
18,-0.050885506,0.039308712,"('disagreeable', 'welcoming')",0.57584333,0.64296806,-1.5518368,-1.496587,-0.342293,-0.2714368,-0.0708562
55,0.034532674,-0.0012932085,"('incompetent', 'clever')",-0.7753591,-0.98651993,0.47239769,0.45308918,-0.0894762,-0.1782413,0.0887651
17,0.032006465,0.13867036,"('nasty', 'nice')",0.0336535,0.1779982,-0.22276515,-0.054522708,-0.0523684,0.087382,-0.1397504
47,-0.019103717,-0.110257596,"('stupid', 'smart')",0.39505458,0.30535963,4.3376675,4.3185196,1.5712061,1.5045406,0.0666655
83,0.00966911,0.18188214,"('powerless', 'powerful')",0.13897783,0.21086496,-1.0799696,-0.9553467,-0.3104409,-0.1875332,-0.1229077
