,fifth_male,fifth_female,tuple,third_male,third_female,bancorp_male,bancorp_female,average_male,average_female,male-female
0,2.9837465,3.0611954,"('unsociable', 'sociable')",0.48567227,0.37835634,-0.46797282,-0.5180073,1.000482,0.9738482,0.0266338
76,2.8905528,3.1154401,"('anxious', 'daring')",1.4904306,1.3816139,-0.42705697,-0.39099073,1.3179754,1.3686878,-0.0507124
45,2.8443,2.9496753,"('incompetent', 'competent')",1.0727313,0.92047256,-1.3319464,-1.3458668,0.861695,0.841427,0.020268
63,2.7763615,2.8077536,"('unperceptive', 'insightful')",0.9258054,0.8118895,0.533134,0.51575434,1.411767,1.3784658,0.0333012
12,2.6272142,2.6329904,"('unsupportive', 'supportive')",1.7556915,1.6101923,-1.0258994,-1.0417374,1.1190022,1.0671484,0.0518538
4,-2.545783,-2.5592873,"('disliked', 'liked')",-0.26938507,-0.2779561,-2.9477117,-2.9375763,-1.9209599,-1.9249398,0.0039799
74,2.5387564,2.5145266,"('undedicated', 'dedicated')",2.0803003,1.9985821,0.13976236,0.09621638,1.586273,1.5364416,0.0498314
52,-2.5351036,-2.6588988,"('irrational', 'rational')",-0.6220966,-0.7290539,0.61256135,0.4904349,-0.8482129,-0.9658393,0.1176264
16,-2.4997432,-2.5526376,"('unpopular', 'popular')",-1.453306,-1.5156082,0.5025226,0.4919328,-1.1501756,-1.1921043,0.0419287
30,2.4297018,2.4983869,"('intolerant', 'tolerant')",1.1841418,1.050748,-0.8023907,-0.87435806,0.937151,0.8915922,0.0455588
59,-2.3958266,-2.5284488,"('foolish', 'wise')",-0.1798963,-0.22393368,0.4615028,0.4006059,-0.70474,-0.7839255,0.0791855
86,2.2820964,2.317604,"('uninfluential', 'influential')",0.47861513,0.37295824,-0.95299464,-0.9877988,0.6025723,0.5675878,0.0349845
57,2.2770162,2.3111389,"('unimaginative', 'imaginative')",-0.14578438,-0.25405377,-1.9531745,-1.9862505,0.0593524,0.0236115,0.0357409
51,2.2545848,2.3356454,"('uneducated', 'educated')",1.0649368,0.9571971,-1.1514227,-1.1976262,0.7226996,0.6984054,0.0242942
32,2.2481105,2.3558097,"('unkind', 'kind')",1.2751594,1.1596916,0.7062517,0.61462796,1.4098406,1.3767098,0.0331308
58,2.19547,2.1551292,"('undiscriminating', 'discriminating')",0.3246674,0.2900868,0.32027063,0.31624648,0.9468027,0.9204875,0.0263152
77,2.1363106,2.2122755,"('unmotivated', 'motivated')",1.141066,1.2030747,-0.28064454,-0.12683807,0.9989107,1.0961707,-0.09726
25,-2.133626,-2.1936812,"('egoistic', 'altruistic')",-0.73632157,-0.7077109,1.3449197,1.3341752,-0.5083426,-0.5224057,0.0140631
48,2.107784,2.1267476,"('unintelligent', 'intelligent')",0.5374075,0.42289698,-0.8528859,-0.9219692,0.5974352,0.5425584,0.0548768
8,-2.084168,-2.2564387,"('unaffectionate', 'affectionate')",-0.37382892,-0.57411146,0.63385755,0.5072735,-0.6080465,-0.7744256,0.1663791
44,-2.0041878,-1.9360279,"('prejudiced', 'unprejudiced')",-0.8255474,-0.78454936,-1.3609519,-1.2631538,-1.3968957,-1.3279103,-0.0689854
39,1.9992998,1.9132533,"('exploitative', 'cooperative')",1.8940926,1.9012222,0.44846323,0.51551646,1.4472852,1.4433306,0.0039546
3,1.9757553,2.0614774,"('repellent', 'pleasant')",0.054353766,0.15504824,-0.66832936,-0.5919584,0.4539266,0.5415224,-0.0875958
37,1.90659,1.9294468,"('fake', 'genuine')",1.5334066,1.3142048,-0.5365754,-0.65919304,0.9678071,0.8614862,0.1063209
1,-1.8236015,-1.970659,"('unfriendly', 'friendly')",-0.9671738,-0.9544762,1.5857689,1.4813707,-0.4016688,-0.4812548,0.079586
75,-1.7902285,-1.892276,"('meek', 'impulsive')",-1.3557485,-1.3591301,-0.24963322,-0.19734809,-1.1318701,-1.1495848,0.0177147
26,-1.7704657,-1.9633934,"('hardhearted', 'benevolent')",-0.14913246,-0.2341427,1.3807755,1.2393289,-0.1796076,-0.3194025,0.1397949
22,1.704627,1.7882417,"('untrustworthy', 'trustworthy')",0.2100905,0.23629592,-1.1994325,-1.1138774,0.2384284,0.3035534,-0.065125
41,1.6211439,1.538942,"('unforgiving', 'forgiving')",1.2624953,1.1138208,0.19697306,0.10150184,1.0268708,0.9180883,0.1087825
24,1.6090187,1.6474935,"('dishonest', 'honest')",1.3623359,1.294044,-0.48362178,-0.5196872,0.8292442,0.8072834,0.0219608
28,1.5841237,1.5372471,"('disloyal', 'loyal')",1.4050184,1.2094237,0.06662902,-0.079059124,1.0185904,0.8892039,0.1293865
61,1.5305048,1.3956109,"('illogical', 'logical')",-0.116322465,-0.2826179,0.09110087,0.06811171,0.501761,0.3937016,0.1080594
84,1.3820707,1.3459156,"('inferior', 'superior')",0.4443822,0.4093816,-0.26611227,-0.28835216,0.5201135,0.4889817,0.0311318
42,1.2828802,1.3691607,"('unreliable', 'reliable')",1.0581627,0.8939222,-1.3116695,-1.353019,0.3431245,0.3033547,0.0397698
72,1.2801775,1.2804123,"('unambitious', 'ambitious')",0.92896634,0.8953771,-1.090388,-1.0636878,0.3729186,0.3707005,0.0022181
17,-1.2105979,-1.248137,"('nasty', 'nice')",-0.36236292,-0.4745615,0.21801756,0.18123147,-0.4516478,-0.5138223,0.0621745
19,-1.2100611,-1.3316145,"('inhospitable', 'hospitable')",-0.06502985,-0.039073788,-0.15690622,-0.16019681,-0.4773324,-0.510295,0.0329626
87,1.1384383,1.1629027,"('unsuccessful', 'successful')",0.77303314,0.63246214,0.8214461,0.83995855,0.9109725,0.8784412,0.0325313
66,-1.1165538,-1.1241817,"('inactive', 'active')",-0.16556032,-0.14380974,1.2432456,1.2873694,-0.0129562,0.0064593,-0.0194155
27,1.092649,1.0376065,"('hardhearted', 'softhearted')",0.41897932,0.40426478,0.1267096,0.14185965,0.5461126,0.5279103,0.0182023
20,1.0554059,1.0297029,"('rough', 'thoughtful')",0.3797938,0.39099243,-0.3355679,-0.31072754,0.3665439,0.3699892,-0.0034453
68,1.0388839,1.0669031,"('dependent', 'independent')",0.0042152703,0.058823317,-1.5628334,-1.4871151,-0.1732448,-0.1204629,-0.0527819
40,1.0114646,1.0520644,"('stingy', 'generous')",1.6444819,1.5443952,-0.47691938,-0.4604721,0.7263424,0.7119958,0.0143466
64,0.95103765,1.0352176,"('shy', 'confident')",0.46687654,0.4433007,-4.1366334,-4.0800333,-0.9062397,-0.8671716,-0.0390681
50,-0.92503846,-0.99844486,"('clumsy', 'skillful')",-0.24404556,-0.383999,0.53408283,0.46734342,-0.2116671,-0.3050335,0.0933664
88,-0.888945,-0.8135361,"('low', 'eminent')",-1.3113307,-1.3345784,-0.47166753,-0.5415452,-0.8906477,-0.8965532,0.0059055
83,0.7366909,0.74084437,"('powerless', 'powerful')",0.29859406,0.26343676,0.14998317,0.14454682,0.3950894,0.3829427,0.0121467
47,0.710673,0.6885422,"('stupid', 'smart')",0.107322246,0.033857074,2.237029,2.1502626,1.0183414,0.9575539,0.0607875
54,-0.70141804,-0.69239485,"('incapable', 'capable')",-0.038970895,-0.056160856,1.3832344,1.4112049,0.2142818,0.2208831,-0.0066013
38,0.66676754,0.6413777,"('untruthful', 'truthful')",0.7905385,0.68700737,0.55244577,0.49897093,0.6699173,0.6091187,0.0607986
67,0.588495,0.537814,"('doubtful', 'determined')",1.0265688,0.85000694,-0.28726074,-0.36878967,0.442601,0.3396771,0.1029239
29,-0.5262327,-0.5811719,"('unfair', 'fair')",-0.10049851,-0.12441896,-0.22671743,-0.2657274,-0.2844829,-0.3237727,0.0392898
71,0.4579358,0.4455984,"('diffident', 'self-confident')",0.7722655,0.8745795,0.5806316,0.6153454,0.603611,0.6451744,-0.0415634
49,0.42960936,0.5524126,"('unable', 'able')",-0.88046056,-0.86592126,-0.8911391,-0.83226013,-0.4473301,-0.3819229,-0.0654072
73,-0.41030866,-0.5602973,"('helpless', 'self-reliant')",0.9775459,0.94165623,-1.2742046,-1.265195,-0.2356558,-0.294612,0.0589562
82,0.40112838,0.45395765,"('poor', 'rich')",-1.279154,-1.2581456,2.1199038,2.0976732,0.4139594,0.4311618,-0.0172024
34,0.328169,0.3764645,"('mean', 'honorable')",0.35011724,0.4013628,3.0788183,3.0672474,1.2523681,1.2816916,-0.0293235
15,-0.31683096,-0.36282885,"('boring', 'funny')",0.049622238,0.030323058,1.2280141,1.2131126,0.3202685,0.2935356,0.0267329
33,-0.2556831,-0.369477,"('wrong', 'right')",0.491683,0.41979176,1.0142562,1.0615556,0.4167521,0.3706235,0.0461286
9,0.22203934,0.15598473,"('unaffectionate', 'caring')",0.09437675,-0.01653529,1.3563848,1.3216869,0.5576003,0.4870454,0.0705549
53,0.1846647,0.10590684,"('uncreative', 'creative')",-0.8733485,-0.94435555,0.973563,0.94695985,0.0949598,0.0361704,0.0587894
18,-0.1201047,-0.04959594,"('disagreeable', 'welcoming')",0.15080883,0.09909284,-0.40921947,-0.383488,-0.1261718,-0.1113304,-0.0148414
78,-0.03143325,-0.0010896623,"('nonresilient', 'resilient')",-0.31080055,-0.28643346,1.2477982,1.2753131,0.3018548,0.3292633,-0.0274085
2,-0.02270506,-0.033451367,"('unlikable', 'likable')",0.86775774,0.84109193,0.78807956,0.84342706,0.5443774,0.5503559,-0.0059785
