,csx_male,csx_female,tuple,corp_male,corp_female,average_male,average_female,male-female
36,-1.3093417,-1.297667,"('hostile', 'amicable')",-0.7718967,-0.6948473,-1.0406191,-0.9962572,-0.0443619
8,-1.247332,-1.1681396,"('unaffectionate', 'affectionate')",-0.49151963,-0.23081557,-0.8694258,-0.6994776,-0.1699482
19,-1.2335254,-1.0871813,"('inhospitable', 'hospitable')",-0.91814744,-0.5442988,-1.0758364,-0.8157401,-0.2600963
1,-1.2173223,-1.3004804,"('unfriendly', 'friendly')",0.2972588,0.37291405,-0.4600318,-0.4637831,0.0037513
38,-1.1936004,-1.139245,"('untruthful', 'truthful')",0.04195062,0.18444534,-0.5758249,-0.4773999,-0.098425
57,-1.1683152,-1.3645294,"('unimaginative', 'imaginative')",-2.6977305,-2.8335972,-1.9330229,-2.0990634,0.1660405
27,-1.1036456,-1.0922643,"('hardhearted', 'softhearted')",0.1857236,0.2960411,-0.458961,-0.3981116,-0.0608494
84,1.102895,1.0297253,"('inferior', 'superior')",1.3485616,1.323394,1.2257283,1.1765597,0.0491686
39,1.0883183,0.9524847,"('exploitative', 'cooperative')",-0.32472348,-0.24907196,0.3817974,0.3517064,0.030091
18,-1.0673727,-1.2136053,"('disagreeable', 'welcoming')",-0.8304564,-0.9224854,-0.9489145,-1.0680454,0.1191309
13,-1.0365237,-0.98042095,"('impolite', 'polite')",-0.6327585,-0.55140567,-0.8346411,-0.7659133,-0.0687278
43,-0.9738121,-0.9103963,"('irresponsible', 'responsible')",0.02552906,0.16424224,-0.4741415,-0.373077,-0.1010645
79,-0.9494439,-0.7914734,"('wavering', 'unwavering')",-0.5857608,-0.4291781,-0.7676023,-0.6103258,-0.1572765
35,-0.8676951,-0.867871,"('corrupt', 'incorrupt')",-1.0838435,-0.83123696,-0.9757693,-0.8495539,-0.1262154
80,0.8611229,0.72762156,"('dominated', 'dominating')",-0.22875158,-0.2869372,0.3161857,0.2203422,0.0958435
10,-0.8476629,-0.92357385,"('unsympathetic', 'sympathetic')",-0.61559755,-0.6778037,-0.7316302,-0.8006887,0.0690585
31,-0.8416763,-0.7880884,"('evil', 'good')",-1.1060354,-1.072917,-0.9738559,-0.9305027,-0.0433532
71,0.83608854,0.7313016,"('diffident', 'self-confident')",0.23139852,0.23791373,0.5337435,0.4846077,0.0491358
6,-0.8017084,-0.6589296,"('distant', 'open')",-1.2678053,-1.0593656,-1.0347569,-0.8591476,-0.1756093
67,0.77462214,0.8605296,"('doubtful', 'determined')",-0.53161407,-0.29245833,0.121504,0.2840356,-0.1625316
0,-0.7640346,-0.824694,"('unsociable', 'sociable')",0.08258573,-0.07219775,-0.3407244,-0.4484459,0.1077215
41,-0.7439362,-0.8285281,"('unforgiving', 'forgiving')",-0.25573865,-0.41321608,-0.4998374,-0.6208721,0.1210347
86,-0.71594155,-0.98385704,"('uninfluential', 'influential')",-0.25347906,-0.34987175,-0.4847103,-0.6668644,0.1821541
9,-0.70282185,-0.7307903,"('unaffectionate', 'caring')",0.2919493,0.37694827,-0.2054363,-0.176921,-0.0285153
61,0.7023958,0.6138293,"('illogical', 'logical')",0.6058451,0.5306682,0.6541204,0.5722488,0.0818716
26,-0.67736024,-0.72396934,"('hardhearted', 'benevolent')",0.4983437,0.7714205,-0.0895083,0.0237256,-0.1132339
5,-0.6664831,-0.5243897,"('distant', 'outgoing')",-0.70790863,-0.5583645,-0.6871959,-0.5413771,-0.1458188
44,-0.66513187,-0.5196052,"('prejudiced', 'unprejudiced')",-1.4249913,-1.2310351,-1.0450616,-0.8753202,-0.1697414
70,-0.6557908,-0.65835506,"('lethargic', 'energetic')",0.3418096,0.37217328,-0.1569906,-0.1430909,-0.0138997
17,-0.6436193,-0.6170152,"('nasty', 'nice')",-0.7321302,-0.5781129,-0.6878748,-0.597564,-0.0903108
54,-0.6414165,-0.69437563,"('incapable', 'capable')",0.25153008,0.37184048,-0.1949432,-0.1612676,-0.0336756
87,0.60525644,0.6469849,"('unsuccessful', 'successful')",1.5123338,1.3499955,1.0587951,0.9984902,0.0603049
11,-0.598154,-0.60519624,"('unhelpful', 'helpful')",1.9431448,1.9614965,0.6724954,0.6781501,-0.0056547
2,0.56443757,0.34604532,"('unlikable', 'likable')",0.81690025,0.6636082,0.6906689,0.5048268,0.1858421
62,0.54809064,0.4784116,"('incompetent', 'brilliant')",1.1914681,1.0171585,0.8697793,0.7477851,0.1219942
72,-0.52781326,-0.70716935,"('unambitious', 'ambitious')",-0.56116605,-0.76456463,-0.5444896,-0.735867,0.1913774
28,-0.5145887,-0.60346836,"('disloyal', 'loyal')",0.5489797,0.47950974,0.0171955,-0.0619793,0.0791748
85,-0.5102619,-0.39256778,"('insignificant', 'prestigious')",-0.82374966,-0.5696729,-0.6670058,-0.4811203,-0.1858855
4,-0.4936933,-0.40387923,"('disliked', 'liked')",-5.181852,-5.2356644,-2.8377726,-2.8197718,-0.0180008
51,-0.49101835,-0.5921611,"('uneducated', 'educated')",1.1725236,1.1728692,0.3407526,0.290354,0.0503986
88,-0.47263873,-0.4868945,"('low', 'eminent')",-0.6260903,-0.5629941,-0.5493645,-0.5249443,-0.0244202
45,-0.46768337,-0.51300454,"('incompetent', 'competent')",0.15808408,0.038992763,-0.1547996,-0.2370059,0.0822063
37,-0.45725033,-0.49524844,"('fake', 'genuine')",-0.020442646,-0.051931277,-0.2388465,-0.2735898,0.0347433
22,-0.44185814,-0.67830014,"('untrustworthy', 'trustworthy')",-0.8195305,-1.1555625,-0.6306943,-0.9169313,0.286237
69,0.4241127,0.48540908,"('lazy', 'industrious')",-0.6564094,-0.4913337,-0.1161483,-0.0029623,-0.113186
76,0.41888893,0.45359173,"('anxious', 'daring')",0.20977804,0.087632224,0.3143335,0.270612,0.0437215
83,0.40874383,0.171231,"('powerless', 'powerful')",-0.5963462,-0.9576867,-0.0938012,-0.3932279,0.2994267
34,-0.39297193,-0.44732144,"('mean', 'honorable')",5.178103,5.145237,2.3925655,2.3489578,0.0436077
23,-0.38016605,-0.49543625,"('insincere', 'sincere')",4.9663386,4.8473406,2.2930863,2.1759522,0.1171341
66,-0.37926435,-0.25872284,"('inactive', 'active')",0.14442609,0.3752589,-0.1174191,0.058268,-0.1756871
75,-0.36029956,-0.21997441,"('meek', 'impulsive')",-0.23316184,-0.16444023,-0.2967307,-0.1922073,-0.1045234
15,0.35875455,0.27208441,"('boring', 'funny')",-0.058713265,-0.15127425,0.1500206,0.0604051,0.0896155
60,0.3521405,0.12524334,"('inefficient', 'efficient')",0.42663422,0.25914428,0.3893874,0.1921938,0.1971936
32,-0.35052773,-0.3350547,"('unkind', 'kind')",0.21636726,0.330999,-0.0670802,-0.0020279,-0.0650523
82,-0.31315237,-0.1485644,"('poor', 'rich')",5.7712073,5.939843,2.7290275,2.8956394,-0.1666119
40,0.29907393,0.0666485,"('stingy', 'generous')",-1.1777275,-1.6133684,-0.4393268,-0.77336,0.3340332
68,-0.28176874,-0.51728135,"('dependent', 'independent')",-0.0018869434,-0.2167388,-0.1418278,-0.3670101,0.2251823
7,-0.2721058,-0.36605158,"('insensitive', 'sensitive')",0.2795061,0.059147373,0.0037001,-0.1534521,0.1571522
47,-0.26281145,-0.41404697,"('stupid', 'smart')",4.46318,4.3725395,2.1001842,1.9792463,0.1209379
56,0.25915524,0.186488,"('impractical', 'practical')",0.03264328,-0.093866915,0.1458993,0.0463105,0.0995888
20,0.24948315,-0.003294427,"('rough', 'thoughtful')",0.7741958,0.63174796,0.5118394,0.3142268,0.1976126
46,0.23089442,0.11823314,"('uncompetitive', 'competitive')",-0.25248557,-0.54680395,-0.0107956,-0.2142854,0.2034898
12,-0.21153757,-0.22420639,"('unsupportive', 'supportive')",-1.631342,-1.5879495,-0.9214398,-0.906078,-0.0153618
