,parker_male,parker_female,tuple,hannifin_male,hannifin_female,corp_male,corp_female,average_male,average_female,male-female
31,-5.005585,-5.072067,"('evil', 'good')",-0.98733014,-0.95124006,-1.5673331,-2.051514,-2.5200828,-2.6916068,0.171524
85,-4.5859394,-4.8517394,"('insignificant', 'prestigious')",-1.0399979,-1.2001328,-0.92676085,-1.5016745,-2.1842327,-2.517849,0.3336163
35,-4.582762,-5.0039124,"('corrupt', 'incorrupt')",0.21254589,-0.011394253,-0.87013507,-1.5788151,-1.7467836,-2.1980405,0.4512569
36,-4.3904414,-4.725633,"('hostile', 'amicable')",-0.86408377,-0.901292,-0.65657645,-1.1905787,-1.9703673,-2.2725013,0.302134
60,4.2394176,4.5210743,"('inefficient', 'efficient')",-0.4684468,-0.36526123,0.5225954,1.0289663,1.4311887,1.7282599,-0.2970712
55,4.141863,4.4651904,"('incompetent', 'clever')",0.23683065,0.36993563,0.2531361,0.97116804,1.5439432,1.9354313,-0.3914881
62,3.9482467,4.277101,"('incompetent', 'brilliant')",0.25057617,0.4368716,0.76697016,1.1682872,1.6552644,1.9607533,-0.3054889
81,3.881836,4.3623004,"('submissive', 'aggressive')",0.78930473,1.0126492,0.095996305,0.37109175,1.5890457,1.9153471,-0.3263014
69,-3.7361465,-4.121347,"('lazy', 'industrious')",0.68923473,0.5857042,-0.7753862,-1.394933,-1.2740993,-1.6435251,0.3694258
46,3.556742,4.005469,"('uncompetitive', 'competitive')",-0.91747445,-0.6686102,-0.31577873,0.19949144,0.7744962,1.1787834,-0.4042872
6,-3.4811277,-3.7582433,"('distant', 'open')",-1.0509657,-1.2436154,-1.0654914,-1.4101516,-1.8658616,-2.1373367,0.2714751
5,-3.4375308,-3.616642,"('distant', 'outgoing')",-0.75329113,-0.89735997,-0.71601486,-1.1619451,-1.6356122,-1.8919824,0.2563702
10,3.3603356,3.8321445,"('unsympathetic', 'sympathetic')",-1.7503449,-1.5654907,0.04401117,0.7856421,0.5513339,1.017432,-0.4660981
76,3.2739706,3.4176896,"('anxious', 'daring')",0.53480214,0.5697458,0.24038517,0.743701,1.3497194,1.5770454,-0.227326
79,-3.2083294,-3.2674048,"('wavering', 'unwavering')",-0.786655,-0.8297236,-0.45331547,-0.6630551,-1.4827666,-1.5867278,0.1039612
23,3.1963768,3.3428671,"('insincere', 'sincere')",-1.2665399,-1.1562121,5.725532,6.4560614,2.5517896,2.8809055,-0.3291159
52,-3.1917062,-3.2438738,"('irrational', 'rational')",-0.5358001,-0.6668346,-0.60105354,-0.8612619,-1.4428533,-1.5906568,0.1478035
56,3.1008184,3.3182404,"('impractical', 'practical')",-0.23528692,-0.135556,-0.3932107,0.03049894,0.8241069,1.0710611,-0.2469542
80,3.0321379,3.1569355,"('dominated', 'dominating')",0.040519286,0.21126795,-0.6958323,-0.3580308,0.792275,1.0033909,-0.2111159
75,-2.9794946,-2.9947424,"('meek', 'impulsive')",0.7074944,0.6800553,-0.9315793,-1.220938,-1.0678599,-1.1785417,0.1106818
21,2.975843,3.2642953,"('immoral', 'moral')",-0.32206216,-0.2794531,-0.16053529,0.40802494,0.8310818,1.1309558,-0.299874
0,2.9156506,3.159691,"('unsociable', 'sociable')",-0.9628698,-0.8304125,-0.36048543,0.21686858,0.5307651,0.8487157,-0.3179506
8,-2.7082257,-2.8517857,"('unaffectionate', 'affectionate')",-1.7398225,-1.8740143,0.0101131555,-0.21516752,-1.4793116,-1.6469892,0.1676776
4,-2.7035882,-2.7229605,"('disliked', 'liked')",-0.23087983,-0.092250034,-6.926909,-7.746047,-3.2871256,-3.5204191,0.2332935
13,2.5629182,2.6467662,"('impolite', 'polite')",-0.45683953,-0.11910325,-0.18165104,0.26060128,0.6414759,0.9294214,-0.2879455
70,2.5240252,2.9729226,"('lethargic', 'energetic')",-0.36563122,-0.20490457,0.25841868,0.90639365,0.8056041,1.2248039,-0.4191998
65,2.4899201,2.753801,"('insecure', 'secure')",0.12658302,0.21587035,0.0082750935,0.59708595,0.8749261,1.1889191,-0.313993
59,-2.4343724,-2.6378183,"('foolish', 'wise')",0.46098155,0.32290626,-0.29871827,-0.6259244,-0.7573697,-0.9802788,0.2229091
44,-2.3249094,-2.4582405,"('prejudiced', 'unprejudiced')",0.61331695,0.43504366,-1.6514633,-1.840678,-1.1210186,-1.2879583,0.1669397
51,2.3097444,2.4831874,"('uneducated', 'educated')",-0.1880005,-0.23901175,0.38401526,0.62191796,0.8352531,0.9553645,-0.1201114
14,2.2219582,2.6302044,"('antisocial', 'social')",0.14412732,0.56563234,-0.15283853,0.22671762,0.737749,1.1408515,-0.4031025
16,-2.2148092,-2.2439585,"('unpopular', 'popular')",-0.2522227,-0.384674,0.17466964,-0.05869951,-0.7641207,-0.8957774,0.1316567
19,-2.2014737,-2.2446332,"('inhospitable', 'hospitable')",-0.5590518,-0.7527323,-0.80424416,-0.8435464,-1.1882566,-1.280304,0.0920474
30,1.9685475,2.2258947,"('intolerant', 'tolerant')",0.09665586,0.28832278,1.0851191,1.2830116,1.0501075,1.2657429,-0.2156354
33,-1.9332007,-2.2279742,"('wrong', 'right')",0.542215,0.38811508,-0.80177337,-1.1408501,-0.7309197,-0.9935697,0.26265
48,1.8581944,1.7928181,"('unintelligent', 'intelligent')",-0.43266332,-0.52816343,1.2320468,1.439104,0.8858593,0.9012529,-0.0153936
86,1.7786071,1.905843,"('uninfluential', 'influential')",-1.8547093,-1.7372882,-0.7209526,-0.29657567,-0.2656849,-0.0426736,-0.2230113
7,1.7263724,2.0821023,"('insensitive', 'sensitive')",-0.9438113,-0.7430047,0.28618282,0.78777087,0.356248,0.7089562,-0.3527082
63,1.5371588,1.5610371,"('unperceptive', 'insightful')",-1.8047357,-1.7600043,0.95257145,1.3024695,0.2283315,0.3678341,-0.1395026
11,1.4338835,1.5557547,"('unhelpful', 'helpful')",-0.7408703,-0.6649729,2.0717332,2.4027398,0.9215821,1.0978405,-0.1762584
66,-1.416194,-1.5006541,"('inactive', 'active')",-0.025681805,-0.14445657,0.44406617,0.28830674,-0.3326032,-0.452268,0.1196648
43,1.4023006,1.6049777,"('irresponsible', 'responsible')",-0.930891,-0.8824165,0.23225552,0.7588276,0.234555,0.4937963,-0.2592413
28,1.3818731,1.5785444,"('disloyal', 'loyal')",-0.7286218,-0.59493047,0.8427037,1.122674,0.4986517,0.702096,-0.2034443
3,1.375155,1.7780665,"('repellent', 'pleasant')",-0.5396127,-0.46391106,0.7776807,1.1646419,0.537741,0.8262658,-0.2885248
45,1.3614823,1.6941152,"('incompetent', 'competent')",-0.85511696,-0.47917238,-0.30902553,0.22215416,0.0657799,0.4790323,-0.4132524
37,1.3430233,1.2147443,"('fake', 'genuine')",0.2216591,0.18609536,0.27314892,0.26136288,0.6126104,0.5540675,0.0585429
72,1.3195626,1.0771998,"('unambitious', 'ambitious')",-0.381014,-0.66920364,-0.31464484,-0.36532384,0.2079679,0.0142241,0.1937438
1,-1.3052553,-1.4731232,"('unfriendly', 'friendly')",-2.1984754,-2.3644736,0.64142185,0.33999968,-0.954103,-1.1658657,0.2117627
18,-1.2970406,-1.1821842,"('disagreeable', 'welcoming')",0.15763521,0.06694566,-0.7723279,-0.7916684,-0.6372444,-0.6356357,-0.0016087
73,-1.2587105,-1.2996516,"('helpless', 'self-reliant')",0.90973085,0.7914589,-3.1525142,-3.56221,-1.1671646,-1.3568009,0.1896363
25,-1.2579317,-1.5297521,"('egoistic', 'altruistic')",-0.44500777,-0.6734541,0.34382612,0.21754885,-0.4530378,-0.6618858,0.208848
29,-1.2530713,-1.3548884,"('unfair', 'fair')",-0.3441111,-0.5237475,-0.5609917,-0.6875677,-0.7193913,-0.8554012,0.1360099
24,1.2423507,1.2722461,"('dishonest', 'honest')",-0.85603327,-0.80123085,0.72857565,0.92126733,0.371631,0.4640942,-0.0924632
82,1.2375435,1.2992566,"('poor', 'rich')",-0.04335246,-0.095762424,5.9178514,6.712638,2.3706808,2.6387107,-0.2680299
74,1.2142357,1.3215376,"('undedicated', 'dedicated')",-0.9783217,-0.8896096,-0.748534,-0.47230306,-0.1708733,-0.0134583,-0.157415
77,1.2001568,1.3568733,"('unmotivated', 'motivated')",-0.6902996,-0.78624976,-0.5271301,-0.21752799,-0.0057576,0.1176985,-0.1234561
32,1.1913141,1.2890848,"('unkind', 'kind')",-1.4393964,-1.3918356,0.70161426,0.7544007,0.1511773,0.2172166,-0.0660393
22,1.1704012,1.3887038,"('untrustworthy', 'trustworthy')",-0.18767509,-0.010752309,-0.96121246,-0.53644025,0.0071712,0.2805037,-0.2733325
26,-1.1686732,-1.0900697,"('hardhearted', 'benevolent')",-0.49764106,-0.32786393,0.7893333,0.5911784,-0.292327,-0.2755851,-0.0167419
78,1.1415515,1.2938685,"('nonresilient', 'resilient')",-0.7980919,-0.86454475,0.8667309,1.0586507,0.4033968,0.4959915,-0.0925947
39,1.0610313,1.3367693,"('exploitative', 'cooperative')",0.35859647,0.52458876,-0.017118577,0.11629903,0.4675031,0.6592191,-0.191716
17,-1.0459309,-0.8475784,"('nasty', 'nice')",-0.19848067,0.014090987,-0.9924307,-0.94148195,-0.7456141,-0.5916564,-0.1539577
12,1.0072342,1.1648926,"('unsupportive', 'supportive')",-0.7815682,-0.7533123,-1.8424366,-1.8549324,-0.5389235,-0.4811174,-0.0578061
87,0.98425376,1.1761577,"('unsuccessful', 'successful')",-0.022927191,0.13627598,0.86418027,1.0825795,0.6085023,0.7983378,-0.1898355
84,0.9396367,0.72922283,"('inferior', 'superior')",0.33874628,0.31241238,1.2459515,1.215968,0.8414448,0.7525344,0.0889104
57,0.9346118,1.2148777,"('unimaginative', 'imaginative')",-1.0689557,-0.7712546,-3.2549274,-2.9595754,-1.1297571,-0.8386508,-0.2911063
42,0.9057409,1.1651495,"('unreliable', 'reliable')",0.5411296,0.5477637,-3.0802803,-2.8364863,-0.5444699,-0.3745244,-0.1699455
49,0.85516846,1.017776,"('unable', 'able')",0.4859141,0.3959562,0.08679254,0.28266186,0.4759584,0.5654647,-0.0895063
67,0.8448367,0.7733511,"('doubtful', 'determined')",0.14820284,0.010802731,-0.3958404,-0.4986002,0.1990664,0.0951845,0.1038819
50,-0.8353137,-0.85631627,"('clumsy', 'skillful')",0.50545913,0.3538738,0.33612332,0.3960916,0.0020896,-0.0354503,0.0375399
27,-0.82112455,-0.65562326,"('hardhearted', 'softhearted')",-0.28529656,-0.39918545,0.84715086,0.85427684,-0.0864234,-0.066844,-0.0195794
68,0.81762064,0.88325864,"('dependent', 'independent')",0.1824717,0.05534663,-0.1803406,-0.12049271,0.2732506,0.2727042,0.0005464
71,-0.78487223,-0.8267981,"('diffident', 'self-confident')",-0.4629593,-0.50298804,0.014316443,-0.08577557,-0.4111717,-0.4718539,0.0606822
2,0.7691723,0.78916836,"('unlikable', 'likable')",0.2677224,0.28450072,0.38481337,0.36832792,0.4739027,0.4806657,-0.006763
53,0.6477554,0.4886738,"('uncreative', 'creative')",-1.7573199,-1.9739856,0.0900388,0.24116768,-0.3398419,-0.4147147,0.0748728
9,-0.6140066,-0.66371256,"('unaffectionate', 'caring')",-2.006356,-2.1139312,0.92758095,0.92962986,-0.5642605,-0.6160046,0.0517441
83,0.59700966,0.9014667,"('powerless', 'powerful')",-0.24585682,-0.23053809,-0.7151778,-0.69503826,-0.1213416,-0.0080365,-0.1133051
38,-0.57856905,-0.7766458,"('untruthful', 'truthful')",-0.7410428,-0.90884066,0.40439862,-0.0066638784,-0.3050711,-0.5640501,0.258979
15,-0.5440804,-0.6144799,"('boring', 'funny')",0.12951879,0.12499554,-0.61097187,-0.79085237,-0.3418445,-0.4267789,0.0849344
20,0.49482137,0.5830969,"('rough', 'thoughtful')",0.009312019,-0.032570347,0.77620095,1.0181757,0.4267781,0.5229007,-0.0961226
41,0.40288746,0.4662201,"('unforgiving', 'forgiving')",-1.0319086,-0.7920006,-0.3495147,-0.43959343,-0.3261786,-0.2551246,-0.071054
54,0.3764801,0.39335737,"('incapable', 'capable')",0.053279445,-0.34085658,0.79224724,0.7053963,0.4073356,0.2526324,0.1547032
34,0.33442554,0.29725805,"('mean', 'honorable')",-0.05304295,-0.13465777,5.771155,6.1265574,2.0175125,2.096386,-0.0788735
40,-0.3098043,-0.21411589,"('stingy', 'generous')",-0.14909968,-0.09159204,-2.0773425,-2.176354,-0.8454155,-0.827354,-0.0180615
88,0.29055402,0.31160867,"('low', 'eminent')",-1.0786579,-1.1082847,-0.33820087,-0.31552047,-0.3754349,-0.3707321,-0.0047028
58,-0.2428857,-0.125315,"('undiscriminating', 'discriminating')",-0.99799436,-1.0292841,0.17740595,0.09574663,-0.3544914,-0.3529508,-0.0015406
61,-0.15686506,0.026914615,"('illogical', 'logical')",-1.3495736,-1.280883,0.13932478,0.43162096,-0.4557046,-0.2741158,-0.1815888
64,0.040352818,0.15589133,"('shy', 'confident')",-0.016475178,0.08868707,-5.578959,-5.92235,-1.8516938,-1.8925905,0.0408967
47,0.018118821,0.12070011,"('stupid', 'smart')",0.1339919,0.2945605,4.8750997,5.525837,1.6757367,1.9803659,-0.3046292
