,sigma_male,sigma_female,tuple,aldrich_male,aldrich_female,corp_male,corp_female,average_male,average_female,male-female
24,-0.37682015,-0.12568311,"('dishonest', 'honest')",-1.6620191,-1.7012614,0.00378754,0.4007073,-0.6783506,-0.4754124,-0.2029382
49,0.3678863,0.35154307,"('unable', 'able')",0.30569384,0.22565074,-0.027789678,0.23032033,0.2152635,0.2691714,-0.0539079
64,-0.3672844,0.103322804,"('shy', 'confident')",-0.30649376,-0.17728688,-5.533078,-5.7809978,-2.0689521,-1.951654,-0.1172981
50,0.35776466,0.12949553,"('clumsy', 'skillful')",0.5472871,0.67713624,0.4711296,0.4451486,0.4587271,0.4172601,0.041467
17,-0.34537923,-0.48503667,"('nasty', 'nice')",-0.7512463,-0.7947475,-0.773736,-0.9624916,-0.6234539,-0.7474252,0.1239713
27,0.33400705,0.30708405,"('hardhearted', 'softhearted')",-0.89693385,-1.1324323,0.5425518,0.4853849,-0.0067917,-0.1133211,0.1065294
13,-0.33282113,0.4212687,"('impolite', 'polite')",-1.726505,-1.5561857,-0.9828696,-0.1146929,-1.0140653,-0.4165366,-0.5975287
26,0.32724598,-0.39310434,"('hardhearted', 'benevolent')",-0.032421414,-0.4105278,1.1132483,0.55673903,0.4693576,-0.0822977,0.5516553
87,0.32259083,0.3910612,"('unsuccessful', 'successful')",-0.2733143,0.00034160912,1.1588674,1.5552413,0.4027146,0.6488814,-0.2461668
45,-0.31715456,0.015922975,"('incompetent', 'competent')",-1.3874611,-1.1765859,-0.39171782,-0.01843886,-0.6987778,-0.3930339,-0.3057439
61,0.31060693,0.24473877,"('illogical', 'logical')",-1.5436113,-1.5558589,-0.095780455,0.19986275,-0.4429283,-0.3704191,-0.0725092
85,-0.3021197,-2.1534398,"('insignificant', 'prestigious')",1.0755513,0.5372538,-0.4103867,-1.7933307,0.1210149,-1.1365055,1.2575204
68,-0.2922417,0.023771849,"('dependent', 'independent')",0.2838078,0.48865467,-0.6249129,-0.49987325,-0.2111156,0.0041844,-0.2153
63,0.26878458,0.43363178,"('unperceptive', 'insightful')",-1.6476803,-1.6119533,0.39275357,0.73991567,-0.3287141,-0.1461353,-0.1825788
53,-0.25268388,-0.13287905,"('uncreative', 'creative')",-2.0005436,-2.0229585,0.24516113,0.2853805,-0.6693555,-0.6234857,-0.0458698
54,0.24936306,0.16290033,"('incapable', 'capable')",-0.34936592,-0.22967482,0.6310768,0.7219369,0.1770246,0.2183875,-0.0413629
32,0.23949608,0.50796187,"('unkind', 'kind')",-1.9358308,-1.8740029,0.051422574,0.41454795,-0.548304,-0.3171644,-0.2311396
25,-0.23773864,-0.781885,"('egoistic', 'altruistic')",0.03579935,-0.18974581,0.9251511,0.35208774,0.2410706,-0.2065144,0.447585
51,0.23298317,0.74634755,"('uneducated', 'educated')",-0.35638478,-0.19579694,0.1972402,0.55381995,0.0246129,0.3681235,-0.3435106
22,-0.2247915,0.27094537,"('untrustworthy', 'trustworthy')",-0.8126397,-0.6431473,-0.80857605,-0.3738054,-0.6153358,-0.2486691,-0.3666667
66,-0.22457066,-0.4009927,"('inactive', 'active')",-0.037387367,0.01706995,0.61762893,0.6360214,0.118557,0.0840329,0.0345241
42,0.20947228,0.59322405,"('unreliable', 'reliable')",0.091381416,0.5017968,-2.7982259,-2.604412,-0.8324574,-0.5031304,-0.329327
11,0.2034054,0.8380238,"('unhelpful', 'helpful')",-1.4038379,-1.2614512,1.6384158,2.3033252,0.1459944,0.6266326,-0.4806382
86,0.20308423,0.4903973,"('uninfluential', 'influential')",-2.0715616,-2.172638,-0.8865235,-0.49473277,-0.9183336,-0.7256578,-0.1926758
41,-0.19807947,-0.8057647,"('unforgiving', 'forgiving')",-0.55898184,-1.1701766,-0.36898497,-0.5834271,-0.3753488,-0.8531228,0.477774
3,0.1486679,0.67293006,"('repellent', 'pleasant')",-1.601972,-1.3410324,0.7061135,0.8438491,-0.2490635,0.0585823,-0.3076458
29,-0.14019826,-0.47444403,"('unfair', 'fair')",-0.12785272,-0.17230454,-0.5213614,-0.7239098,-0.2631375,-0.4568861,0.1937486
1,-0.13611129,-0.8734248,"('unfriendly', 'friendly')",-1.7901937,-2.2338715,0.48464295,0.014609837,-0.480554,-1.0308955,0.5503415
33,0.0971788,-0.8028809,"('wrong', 'right')",1.6232917,1.3081205,-0.53757906,-1.0129741,0.3942972,-0.1692448,0.563542
88,-0.0960482,0.05449892,"('low', 'eminent')",-0.9704393,-0.985172,-0.7708784,-0.6144699,-0.6124553,-0.5150476,-0.0974077
77,0.08497022,0.7452713,"('unmotivated', 'motivated')",-1.2836947,-1.0710682,-0.4423958,-0.069210276,-0.5470401,-0.131669,-0.4153711
15,-0.08319095,-0.5011587,"('boring', 'funny')",0.68524295,0.28711188,-0.2520166,-0.22875424,0.1166785,-0.1476004,0.2642789
8,0.08216725,-0.7809656,"('unaffectionate', 'affectionate')",-0.6537878,-1.1708462,0.3421198,0.034608636,-0.0765002,-0.6390677,0.5625675
58,0.059940718,-0.31194216,"('undiscriminating', 'discriminating')",-0.17130093,-0.46792653,0.2554967,0.012152964,0.0480455,-0.2559053,0.3039508
80,0.058722496,1.1792313,"('dominated', 'dominating')",-0.08608362,0.41115642,-0.38580483,0.3564369,-0.137722,0.6489415,-0.7866635
28,-0.049979307,0.23889601,"('disloyal', 'loyal')",-1.5055462,-1.4929218,0.636732,1.0425112,-0.3062645,-0.0705049,-0.2357596
30,-0.014587391,0.32207465,"('intolerant', 'tolerant')",-0.8223262,-0.8621696,0.52144545,0.63898546,-0.105156,0.0329635,-0.1381195
