,sigma_male,sigma_female,tuple,aldrich_male,aldrich_female,corp_male,corp_female,average_male,average_female,male-female
20,1.8649071,1.8467126,"('rough', 'thoughtful')",-0.028736964,-0.04821351,1.1921166,1.0218381,1.009429,0.9401124,0.0693166
31,-1.55405,-2.6258757,"('evil', 'good')",0.34699327,-0.21947233,-1.1184542,-1.9512728,-0.7751703,-1.5988736,0.8237033
4,-1.5277632,-2.332499,"('disliked', 'liked')",0.60720426,0.5028793,-6.353204,-7.5389485,-2.4245876,-3.1228561,0.6982685
9,1.5266593,0.98230886,"('unaffectionate', 'caring')",-0.93778306,-1.2637953,0.9819617,1.0068916,0.5236127,0.2418017,0.281811
55,1.5249596,2.6076407,"('incompetent', 'clever')",-0.9071861,-0.71088415,0.3694514,1.0839208,0.329075,0.9935592,-0.6644842
62,1.4972699,2.430045,"('incompetent', 'brilliant')",-0.85690045,-0.5110029,0.39176726,1.0640243,0.3440456,0.9943554,-0.6503098
79,-1.4519256,-2.2938652,"('wavering', 'unwavering')",0.30821416,0.09661183,-0.3278727,-0.5525938,-0.490528,-0.9166158,0.4260878
57,-1.3882519,-1.066936,"('unimaginative', 'imaginative')",-1.7029264,-1.5880634,-3.2442312,-3.2453353,-2.1118032,-1.9667781,-0.1450251
12,1.3642132,1.80185,"('unsupportive', 'supportive')",-0.6337533,-0.582001,-1.9775088,-1.9019816,-0.415683,-0.2273775,-0.1883055
6,-1.3567332,-2.3880796,"('distant', 'open')",0.5668588,0.27535814,-0.83323145,-1.3686604,-0.5410353,-1.1604606,0.6194253
35,-1.3158906,-2.1177855,"('corrupt', 'incorrupt')",1.5632944,1.2808008,-0.49616495,-1.229479,-0.0829204,-0.6888212,0.6059008
72,1.2713386,1.5267721,"('unambitious', 'ambitious')",-1.0060339,-1.0756755,-0.39478692,-0.18616028,-0.0431607,0.0883121,-0.1314728
60,1.2496223,2.403927,"('inefficient', 'efficient')",-1.4872549,-1.137528,-0.19405381,0.62874067,-0.1438954,0.6317133,-0.7756087
23,1.1911405,1.7691563,"('insincere', 'sincere')",-2.247556,-2.1018705,4.6654286,5.813971,1.2030044,1.8270857,-0.6240813
36,-1.1187377,-2.3851466,"('hostile', 'amicable')",0.8532285,0.3303862,-0.19555175,-0.9461063,-0.153687,-1.000289,0.846602
84,1.0798818,0.89964974,"('inferior', 'superior')",0.66619915,0.5151381,1.256556,1.0576365,1.000879,0.8241414,0.1767376
0,1.0460099,1.6210873,"('unsociable', 'sociable')",-1.8788503,-1.8086283,-0.47772616,0.069263205,-0.4368556,-0.0394259,-0.3974297
44,-1.0438954,-0.9332472,"('prejudiced', 'unprejudiced')",0.739976,1.0223993,-1.2342654,-1.3946629,-0.5127283,-0.4351703,-0.077558
71,1.0412779,0.82676727,"('diffident', 'self-confident')",-0.048052162,-0.039682135,0.23725848,0.14706175,0.4101614,0.3113823,0.0987791
78,1.0322424,1.5178665,"('nonresilient', 'resilient')",-0.55322444,-0.37506273,0.8867364,1.269446,0.4552515,0.8040833,-0.3488318
75,-1.0276659,-1.4566972,"('meek', 'impulsive')",1.1432871,1.0426383,-0.33424243,-0.8316356,-0.0728737,-0.4152315,0.3423578
52,-0.90030706,-2.0405643,"('irrational', 'rational')",0.16070887,-0.40677464,-0.16305819,-0.7651438,-0.3008854,-1.0708276,0.7699422
67,0.8881313,0.91620266,"('doubtful', 'determined')",0.34732246,0.52493125,-0.42011142,-0.4910333,0.2717808,0.3167002,-0.0449194
65,0.8765102,1.8002927,"('insecure', 'secure')",-1.415695,-1.0937396,-0.15952575,0.61774826,-0.2329035,0.4414338,-0.6743373
43,0.8743361,1.3161465,"('irresponsible', 'responsible')",-1.7697954,-1.614109,-0.056492396,0.7385054,-0.3173172,0.1468476,-0.4641648
16,-0.8722374,-1.5850576,"('unpopular', 'popular')",-0.015208302,-0.07286519,0.37647638,0.016997658,-0.1703231,-0.546975,0.3766519
69,-0.83937156,-1.7530322,"('lazy', 'industrious')",2.018649,1.9867381,-0.23644386,-1.128983,0.3142779,-0.2984257,0.6127036
14,0.8264626,1.500973,"('antisocial', 'social')",-0.9621413,-0.61589706,-0.14356333,0.21342516,-0.0930807,0.366167,-0.4592477
37,0.8165416,1.3438275,"('fake', 'genuine')",-0.17330813,-0.031710725,-0.060169432,0.14446577,0.1943547,0.4855275,-0.2911728
19,-0.7932416,-1.2940352,"('inhospitable', 'hospitable')",0.2723127,0.2985526,-0.6675183,-0.824813,-0.3961491,-0.6067652,0.2106161
5,-0.77472454,-1.74705,"('distant', 'outgoing')",0.5307919,0.21887216,-0.7197236,-1.16798,-0.3212187,-0.8987193,0.5775006
2,0.74220294,0.58831817,"('unlikable', 'likable')",0.011586346,-0.17933771,0.46211234,0.2662521,0.4053005,0.2250775,0.180223
7,0.7381041,1.3259059,"('insensitive', 'sensitive')",-1.370762,-1.0555528,0.03695241,0.5821156,-0.1985685,0.2841562,-0.4827247
48,0.73371655,1.1055343,"('unintelligent', 'intelligent')",-1.3396299,-1.4874469,0.8394692,1.1834481,0.077852,0.2671785,-0.1893265
40,0.73105216,0.6326343,"('stingy', 'generous')",0.56887454,0.2692965,-1.4094383,-2.1536028,-0.0365038,-0.417224,0.3807202
76,0.7118596,1.6750199,"('anxious', 'daring')",-1.1055459,-0.72400206,-0.08382858,0.6565401,-0.1591716,0.5358526,-0.6950242
74,0.70652026,0.7568013,"('undedicated', 'dedicated')",-0.9430071,-1.0353503,-0.5946635,-0.52389765,-0.2770501,-0.2674822,-0.0095679
10,0.6695592,1.7525054,"('unsympathetic', 'sympathetic')",-3.0118995,-2.5997028,-0.5141154,0.32811612,-0.9521519,-0.1730271,-0.7791248
83,0.6655466,0.63414913,"('powerless', 'powerful')",0.14606743,-0.0389944,-0.46950915,-0.4381178,0.114035,0.0523457,0.0616893
21,0.6535355,1.2681062,"('immoral', 'moral')",-1.5278138,-1.2885821,-0.5346901,0.17208573,-0.4696561,0.0505366,-0.5201927
70,0.65033174,1.6063228,"('lethargic', 'energetic')",-1.1471558,-0.75806695,-0.030520275,0.78268784,-0.1757814,0.5436479,-0.7194293
39,0.6458124,0.7044498,"('exploitative', 'cooperative')",-0.48526105,-0.48930606,-0.17354082,0.019863866,-0.0043298,0.0783359,-0.0826657
46,-0.5742965,0.4854082,"('uncompetitive', 'competitive')",-2.033139,-1.4799665,-0.90326256,-0.18441093,-1.1702327,-0.3929898,-0.7772429
56,0.51683646,1.2607477,"('impractical', 'practical')",-1.1673174,-0.76699114,-0.9353485,-0.02311759,-0.5286098,0.1568796,-0.6854894
73,0.51539963,0.10030158,"('helpless', 'self-reliant')",1.3723617,1.3734732,-2.6163843,-3.0769298,-0.2428743,-0.534385,0.2915107
82,-0.5071305,0.15178992,"('poor', 'rich')",-1.2873456,-0.7390287,5.387607,6.3867364,1.1977104,1.9331659,-0.7354555
81,0.50074005,1.6208069,"('submissive', 'aggressive')",-0.8428665,-0.4717576,-0.43201956,0.22205573,-0.2580487,0.457035,-0.7150837
18,0.49614447,0.19587493,"('disagreeable', 'welcoming')",0.6255102,0.37839797,-0.5483243,-0.908858,0.1911102,-0.1115284,0.3026386
34,0.4956883,0.67125475,"('mean', 'honorable')",-0.49253735,-0.4425256,5.070894,5.525211,1.6913482,1.91798,-0.2266318
59,-0.458354,-1.4770292,"('foolish', 'wise')",1.2297248,0.79854894,0.14037913,-0.46371192,0.3039166,-0.3807307,0.6846473
47,-0.451301,-0.5050314,"('stupid', 'smart')",-0.6865019,-0.76999813,4.6825004,5.2905664,1.1815658,1.3385123,-0.1569465
38,-0.38505554,-0.60897374,"('untruthful', 'truthful')",-0.5738284,-0.6138202,-0.3958713,-0.40475792,-0.4515851,-0.5425173,0.0909322
