,public_male,public_female,tuple,service_male,service_female,enterprise_male,enterprise_female,gp_male,gp_female,inc_male,inc_female,average_male,average_female,male-female
56,3.418742,3.125316,"('impractical', 'practical')",2.9896271,2.792273,1.5816656,1.439342,2.8499928,2.6188288,0.0010863245,-0.19177221,2.1682226,1.9567974,0.2114252
14,2.5847166,2.5280128,"('antisocial', 'social')",1.4321971,1.3325682,1.9001809,1.8279889,1.9776258,1.9037287,-0.5948786,-0.7689575,1.4599683,1.3646682,0.0953001
21,2.4586334,2.293324,"('immoral', 'moral')",1.9273039,1.9761049,1.3929893,1.4232787,1.7323804,1.7560604,-0.27620646,-0.35692605,1.4470201,1.4183683,0.0286518
36,-2.3152945,-1.8423306,"('hostile', 'amicable')",-2.2604342,-1.7784698,-1.4536936,-1.2703135,-2.7430599,-2.5519142,0.18094495,0.6676653,-1.7183073,-1.3550726,-0.3632347
31,-2.2090008,-2.0936406,"('evil', 'good')",-1.7681041,-1.5391716,-1.8258052,-1.9307898,-2.6035163,-2.462038,-1.0396509,-0.91158074,-1.8892155,-1.7874443,-0.1017712
23,2.2057154,1.9850034,"('insincere', 'sincere')",1.3327839,1.2041833,0.8642108,0.6299928,2.2529435,2.0140026,6.378061,6.2089734,2.6067429,2.4084311,0.1983118
70,2.059599,2.0794494,"('lethargic', 'energetic')",1.6323085,1.4046128,2.603101,2.6121254,2.2818992,2.2986932,1.3489965,1.0921758,1.9851809,1.8974112,0.0877697
35,-2.0133755,-1.634828,"('corrupt', 'incorrupt')",-0.66934884,-0.331724,-1.9898762,-1.6124198,-2.7743163,-2.5802052,-0.39609843,-0.11868277,-1.5686031,-1.2555719,-0.3130312
30,1.9679652,1.9896638,"('intolerant', 'tolerant')",0.32135278,0.38210636,1.5904001,1.5181482,2.002104,2.0916042,1.1629508,1.2837766,1.4089546,1.4530599,-0.0441053
16,-1.9202403,-1.7749666,"('unpopular', 'popular')",-1.882431,-1.735964,-1.0403682,-0.9128782,-0.92606175,-0.7632229,0.6991489,0.9850514,-1.0139904,-0.8403959,-0.1735945
