,raytheon_male,raytheon_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,male-female
10,-3.4630249,-3.7945745,"('unsympathetic', 'sympathetic')",-0.64139795,-1.0753572,-0.1485357,-0.53201056,-1.4176528,-1.8006474,0.3829946
43,-3.0316849,-3.1615865,"('irresponsible', 'responsible')",-1.4689215,-1.5716664,-0.062990114,-0.26264623,-1.5211989,-1.6652997,0.1441008
45,-2.8079488,-2.9767814,"('incompetent', 'competent')",-0.9253468,-1.2367179,-0.28928077,-0.50751525,-1.3408588,-1.5736715,0.2328127
69,2.8026454,3.0350883,"('lazy', 'industrious')",0.7028226,1.0395384,-1.0743363,-0.82996297,0.8103773,1.0815547,-0.2711774
85,2.6277456,2.5978353,"('insignificant', 'prestigious')",0.89610565,0.83339226,-0.3057777,-0.0964226,1.0726912,1.1116017,-0.0389105
70,-2.1674278,-2.3764625,"('lethargic', 'energetic')",-0.42019212,-0.5892791,0.35887298,0.14076574,-0.7429156,-0.9416587,0.1987431
60,-2.0593796,-2.1964836,"('inefficient', 'efficient')",0.63318455,0.45283213,-0.026726699,-0.26979786,-0.4843072,-0.6711498,0.1868426
13,-2.0441077,-2.2088654,"('impolite', 'polite')",-0.44316596,-0.62407684,-0.43757394,-0.70073223,-0.9749492,-1.1778915,0.2029423
35,1.9910377,2.2387497,"('corrupt', 'incorrupt')",-0.47662884,-0.20274945,-0.820044,-0.5079471,0.2314549,0.5093511,-0.2778962
0,-1.989988,-2.2925835,"('unsociable', 'sociable')",-0.39835787,-0.7049897,-0.07229106,-0.40976948,-0.8202123,-1.1357809,0.3155686
11,-1.988798,-2.1188633,"('unhelpful', 'helpful')",0.6978021,0.6077271,1.9950975,1.9582083,0.2347006,0.149024,0.0856766
23,-1.9814789,-2.1837924,"('insincere', 'sincere')",-0.14181247,-0.4576184,5.8442144,5.788243,1.2403076,1.048944,0.1913636
55,-1.977497,-2.1584363,"('incompetent', 'clever')",0.7749489,0.47816864,0.4800817,0.109406784,-0.2408221,-0.5236203,0.2827982
56,-1.9297942,-1.9297258,"('impractical', 'practical')",-0.6449111,-0.66465974,-0.86698127,-0.8904649,-1.1472289,-1.1616168,0.0143879
24,-1.8936268,-1.8621037,"('dishonest', 'honest')",-1.200431,-1.2755965,0.59477735,0.5855585,-0.8330935,-0.8507139,0.0176204
30,-1.780842,-1.83609,"('intolerant', 'tolerant')",1.1858996,1.0672102,0.5404103,0.4399691,-0.0181774,-0.1096369,0.0914595
36,1.7616678,1.7182218,"('hostile', 'amicable')",-0.42243403,-0.5641642,-0.00832529,0.013349304,0.4436362,0.3891356,0.0545006
63,-1.7324036,-1.9868747,"('unperceptive', 'insightful')",-0.059969533,-0.22398326,0.7740164,0.5682961,-0.3394523,-0.5475206,0.2080683
46,-1.7322235,-2.1040063,"('uncompetitive', 'competitive')",0.21833172,-0.058284268,-0.8386247,-1.2332343,-0.7841722,-1.1318417,0.3476695
38,-1.6956663,-1.5822254,"('untruthful', 'truthful')",-0.9007472,-0.8778392,-0.07351341,0.1176541,-0.8899757,-0.7808035,-0.1091722
28,-1.6738747,-1.6824111,"('disloyal', 'loyal')",0.27975792,0.11558958,1.2082571,1.1676643,-0.0619533,-0.1330524,0.0710991
25,1.5972726,1.6841862,"('egoistic', 'altruistic')",1.3040895,1.2540673,1.1085742,1.2173493,1.3366454,1.3852008,-0.0485554
86,-1.5474545,-1.7687876,"('uninfluential', 'influential')",0.29542953,0.028234202,-0.105212785,-0.3712085,-0.4524126,-0.7039206,0.251508
31,1.521256,1.701412,"('evil', 'good')",-0.34616458,-0.37281853,-0.9905235,-0.8588543,0.0615226,0.1565797,-0.0950571
57,-1.517912,-1.7697487,"('unimaginative', 'imaginative')",0.1893023,-0.14983222,-2.7369967,-3.0594294,-1.355202,-1.6596702,0.3044682
75,1.4450127,1.5831535,"('meek', 'impulsive')",-0.17571115,-0.07514588,-0.87693423,-0.61659706,0.1307891,0.2971369,-0.1663478
22,-1.4053797,-1.6106093,"('untrustworthy', 'trustworthy')",-0.46381056,-0.7668562,-0.63070333,-0.9336963,-0.8332979,-1.1037206,0.2704227
81,-1.3598201,-1.3788515,"('submissive', 'aggressive')",0.77541685,0.73687947,-0.81759065,-0.96259665,-0.4673313,-0.5348562,0.0675249
21,-1.3560092,-1.6084152,"('immoral', 'moral')",0.49183574,0.2097048,-0.5906814,-0.9224316,-0.4849517,-0.7737141,0.2887624
65,-1.3558635,-1.5449704,"('insecure', 'secure')",-0.403209,-0.6559064,-0.028574709,-0.3046444,-0.5958824,-0.8351737,0.2392913
14,-1.3281746,-1.4722996,"('antisocial', 'social')",0.82863027,0.72564423,0.031153403,-0.34355217,-0.1561303,-0.3634025,0.2072722
76,-1.3249035,-1.4930799,"('anxious', 'daring')",-0.5228126,-0.6114425,-0.4576999,-0.7001383,-0.768472,-0.9348869,0.1664149
