,raytheon_male,raytheon_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,male-female
62,-1.2934366,-1.2953842,"('incompetent', 'brilliant')",0.5840977,0.4235922,0.07011733,0.10332176,-0.2130739,-0.2561567,0.0430828
7,-1.2237064,-1.2870281,"('insensitive', 'sensitive')",0.43037835,0.35920203,0.7802017,0.63156915,-0.0043755,-0.0987523,0.0943768
73,1.1388398,1.3423963,"('helpless', 'self-reliant')",0.25145155,0.50566304,-3.4841323,-3.2435958,-0.6979469,-0.4651788,-0.2327681
3,-1.1120781,-1.2068189,"('repellent', 'pleasant')",0.20853642,-0.015565181,0.8505423,0.6145817,-0.0176665,-0.2026008,0.1849343
51,-1.1060597,-1.3720717,"('uneducated', 'educated')",0.33127794,0.18015727,0.922291,0.6539775,0.0491698,-0.1793123,0.2284821
41,-1.0964618,-1.186595,"('unforgiving', 'forgiving')",-0.32561922,-0.49946904,0.4733017,0.11775376,-0.3162598,-0.5227701,0.2065103
33,1.0904453,1.1288439,"('wrong', 'right')",0.47782072,0.5474766,-0.6194236,-0.4640314,0.3162808,0.4040964,-0.0878156
74,-1.010684,-1.1961527,"('undedicated', 'dedicated')",-0.17953695,-0.25563517,-0.13709068,-0.40358198,-0.4424372,-0.6184566,0.1760194
32,-0.98412615,-1.1318274,"('unkind', 'kind')",-0.24818543,-0.38211522,1.1963834,0.9585113,-0.0119761,-0.1851438,0.1731677
27,-0.96834904,-1.0396397,"('hardhearted', 'softhearted')",0.048258714,0.003220616,1.2139467,1.2162606,0.0979521,0.0599471,0.038005
4,0.9036452,0.9124921,"('disliked', 'liked')",-0.67116815,-0.49543422,-6.576872,-6.6032968,-2.1147982,-2.0620796,-0.0527186
82,-0.90364087,-1.0070709,"('poor', 'rich')",0.23637044,0.10250038,6.093067,6.2813654,1.8085988,1.7922649,0.0163339
79,0.89639425,0.81437397,"('wavering', 'unwavering')",-1.3063916,-1.3781796,-0.6045848,-0.38473484,-0.3381941,-0.3161801,-0.022014
42,-0.81205225,-0.77644295,"('unreliable', 'reliable')",-1.8007272,-1.5750592,-3.287631,-3.3155575,-1.9668036,-1.88902,-0.0777836
34,-0.8082518,-0.77072287,"('mean', 'honorable')",0.061471753,0.06087642,5.7011724,5.830813,1.6514641,1.7069888,-0.0555247
59,0.7917853,0.86718976,"('foolish', 'wise')",-0.029857729,-0.015705882,-0.22851402,-0.037119202,0.1778045,0.2714549,-0.0936504
2,0.7407213,0.7335987,"('unlikable', 'likable')",0.43889993,0.3633314,0.5063294,0.4730013,0.5619835,0.5233105,0.038673
72,-0.7232873,-0.5736968,"('unambitious', 'ambitious')",-0.6840866,-0.6340872,-0.27579945,-0.25096342,-0.5610578,-0.4862491,-0.0748087
47,-0.7142196,-0.8160072,"('stupid', 'smart')",0.45406705,0.27194253,5.102046,5.084459,1.6139644,1.5134648,0.1004996
16,0.7085531,0.7804387,"('unpopular', 'popular')",-0.1702989,-0.14899498,0.09383904,0.11143294,0.2106977,0.2476255,-0.0369278
37,-0.69708514,-0.65110195,"('fake', 'genuine')",0.19254395,0.04972463,0.3080995,0.34520245,-0.0654806,-0.0853916,0.019911
26,0.6823942,0.5746608,"('hardhearted', 'benevolent')",0.7318905,0.6736158,1.8649248,1.6929122,1.0930699,0.9803963,0.1126736
9,-0.673988,-0.65713644,"('unaffectionate', 'caring')",0.49541903,0.3737021,1.3764058,1.4813102,0.399279,0.399292,-1.3e-05
52,0.66095275,0.65207726,"('irrational', 'rational')",-0.10906205,-0.33391142,0.104643,0.14705805,0.2188446,0.1550746,0.06377
80,-0.6571016,-0.7479768,"('dominated', 'dominating')",0.7036597,0.7214532,-0.23130797,-0.37073603,-0.0615833,-0.1324199,0.0708366
48,-0.60921746,-0.67485124,"('unintelligent', 'intelligent')",1.7988715,1.5958077,0.9555625,0.731192,0.7150722,0.5507162,0.164356
68,-0.6036322,-0.6334398,"('dependent', 'independent')",-0.18616578,-0.1080728,-0.8485115,-0.83661675,-0.5461032,-0.5260431,-0.0200601
71,0.5927066,0.73401475,"('diffident', 'self-confident')",0.571181,0.7583831,0.15156795,0.3171133,0.4384852,0.6031704,-0.1646852
50,0.59062624,0.5702923,"('clumsy', 'skillful')",0.14217512,0.1500245,0.2569821,0.21815304,0.3299278,0.3128233,0.0171045
29,-0.5683459,-0.51397234,"('unfair', 'fair')",-0.65548587,-0.614468,-0.39686424,-0.45877331,-0.540232,-0.5290713,-0.0111607
12,-0.54834884,-0.671097,"('unsupportive', 'supportive')",0.6808684,0.5935089,-1.6120814,-1.6714406,-0.4931873,-0.5830096,0.0898223
61,-0.52271295,-0.5941529,"('illogical', 'logical')",0.6464409,0.3740657,0.5947837,0.3871966,0.2395039,0.0557031,0.1838008
39,-0.46299982,-0.5335773,"('exploitative', 'cooperative')",0.5880706,0.55604035,0.41463915,0.28543004,0.1799033,0.102631,0.0772723
5,0.44169742,0.5564913,"('distant', 'outgoing')",-0.952037,-0.7454712,-1.0449353,-0.51341057,-0.518425,-0.2341301,-0.2842949
66,0.4130475,0.43019947,"('inactive', 'active')",-0.56818753,-0.43137437,0.7997753,0.7748993,0.2148784,0.2579081,-0.0430297
49,-0.41028035,-0.3922259,"('unable', 'able')",0.77143335,0.75678474,-0.19040865,-0.1274204,0.0569148,0.0790462,-0.0221314
77,-0.40794957,-0.45016864,"('unmotivated', 'motivated')",0.7845788,0.6635123,-1.4083211,-1.4595017,-0.3438973,-0.415386,0.0714887
88,0.3944099,0.31753275,"('low', 'eminent')",0.37529445,0.28076887,-0.49045703,-0.5453906,0.0930824,0.017637,0.0754454
53,-0.3932166,-0.50288725,"('uncreative', 'creative')",0.8638235,0.7825376,0.6436633,0.6756563,0.3714234,0.3184355,0.0529879
15,0.3032589,0.3293372,"('boring', 'funny')",-0.0077816565,-0.061541207,0.09495207,0.09948759,0.1301431,0.1224279,0.0077152
20,-0.2699654,-0.19918835,"('rough', 'thoughtful')",1.1512418,1.0794309,0.7224725,0.65875703,0.5345829,0.5129999,0.021583
19,0.25621897,0.15292852,"('inhospitable', 'hospitable')",-0.49215567,-0.60291165,-0.4327488,-0.2232614,-0.2228952,-0.2244148,0.0015196
1,-0.2504533,-0.31265447,"('unfriendly', 'friendly')",0.23025513,0.021542553,1.3381155,1.4863439,0.4393058,0.3984106,0.0408952
64,-0.22477219,-0.25535032,"('shy', 'confident')",-0.5745156,-0.5006578,-6.2394905,-6.543358,-2.3462594,-2.433122,0.0868626
78,-0.21996835,-0.34400177,"('nonresilient', 'resilient')",1.5186775,1.4322417,0.39116776,0.3589385,0.5632923,0.4823928,0.0808995
54,-0.21287063,-0.20407511,"('incapable', 'capable')",0.05233273,-0.07124946,0.70600766,0.7911676,0.1818233,0.1719477,0.0098756
58,-0.18574536,-0.38416582,"('undiscriminating', 'discriminating')",0.3259044,0.12582608,0.07840563,-0.07791379,0.0728549,-0.1120845,0.1849394
6,0.17742468,0.3052261,"('distant', 'open')",-1.3893604,-1.2284955,-1.0150502,-0.55144715,-0.7423286,-0.4915722,-0.2507564
44,0.17051843,0.30963472,"('prejudiced', 'unprejudiced')",-0.6768736,-0.47853488,-1.6573296,-1.6953229,-0.7212283,-0.6214077,-0.0998206
17,0.16235346,0.05935608,"('nasty', 'nice')",-0.69507325,-0.82957155,-0.63135123,-0.64220107,-0.3880237,-0.4708055,0.0827818
84,0.13294566,0.1744619,"('inferior', 'superior')",0.28072542,0.49437395,0.9444068,1.1421036,0.4526926,0.6036465,-0.1509539
8,-0.11945665,-0.17038494,"('unaffectionate', 'affectionate')",0.4040234,0.14115494,0.7483852,0.8179283,0.3443173,0.2628994,0.0814179
40,0.10803661,0.16393663,"('stingy', 'generous')",0.3154591,0.43356484,-1.477621,-1.5331441,-0.3513751,-0.3118809,-0.0394942
83,0.08126828,0.13050702,"('powerless', 'powerful')",0.05782838,0.22536571,-0.9722947,-1.024643,-0.2777327,-0.2229234,-0.0548093
18,0.06523043,0.07628445,"('disagreeable', 'welcoming')",0.35906816,0.4097346,-0.50067806,-0.52153873,-0.0254598,-0.0118399,-0.0136199
67,-0.056108974,0.044010773,"('doubtful', 'determined')",-0.4863312,-0.13825847,-0.848097,-0.69184965,-0.4635124,-0.2620324,-0.20148
87,-0.03384018,-0.2264417,"('unsuccessful', 'successful')",0.4147448,0.25681245,1.0612607,0.90659153,0.4807218,0.3123208,0.168401
