,grainger_male,grainger_female,tuple,w_male,w_female,inc_male,inc_female,average_male,average_female,male-female
6,-2.6870167,-2.5618603,"('distant', 'open')",-1.2070163,-1.5000231,-0.17230205,-0.38779828,-1.3554451,-1.4832273,0.1277822
60,2.5704155,2.552962,"('inefficient', 'efficient')",1.4154626,1.8866405,0.29464325,0.70794153,1.4268405,1.7158481,-0.2890076
55,2.4202316,2.5252662,"('incompetent', 'clever')",1.4905434,1.7954308,0.38343093,0.81567687,1.4314019,1.7121245,-0.2807226
85,-2.3965855,-2.460915,"('insignificant', 'prestigious')",-1.0741119,-1.5026126,0.09169436,-0.08029805,-1.1263343,-1.3479419,0.2216076
36,-2.3697057,-2.5309184,"('hostile', 'amicable')",-1.6097726,-2.1941466,-0.19776249,-0.39997,-1.3924136,-1.7083451,0.3159315
45,2.3178008,1.8974563,"('incompetent', 'competent')",2.61514,2.4953492,0.8685954,0.7643346,1.9338454,1.7190468,0.2147986
56,2.2745733,2.1713753,"('impractical', 'practical')",1.0637832,1.3214438,-0.18112257,-0.05487769,1.0524113,1.1459804,-0.0935691
46,2.212141,1.9355971,"('uncompetitive', 'competitive')",1.6470917,1.7997497,0.7377419,0.8358182,1.5323249,1.5237217,0.0086032
14,2.1889951,2.0755205,"('antisocial', 'social')",2.1694689,2.3049104,-0.2783029,-0.45652524,1.3600537,1.3079686,0.0520851
52,-2.1444523,-2.190985,"('irrational', 'rational')",-0.36661214,-0.54269916,-0.04596277,-0.12259905,-0.8523424,-0.9520944,0.099752
5,-2.14285,-2.0199146,"('distant', 'outgoing')",-1.1637324,-1.3674004,-0.68748856,-0.998315,-1.331357,-1.4618767,0.1305197
80,2.1404004,2.0146499,"('dominated', 'dominating')",1.1782019,1.288445,-0.8876281,-0.8783702,0.8103247,0.8082415,0.0020832
31,-2.0753982,-1.9505965,"('evil', 'good')",-0.552264,-0.8668304,-1.246824,-1.50048,-1.2914954,-1.4393023,0.1478069
35,-1.9199204,-1.718088,"('corrupt', 'incorrupt')",-1.8880379,-2.1942706,-1.112064,-1.3357291,-1.6400075,-1.7493626,0.1093551
