,grainger_male,grainger_female,tuple,w_male,w_female,inc_male,inc_female,average_male,average_female,male-female
81,1.8401965,1.9651195,"('submissive', 'aggressive')",0.47676262,0.8298441,-0.93782735,-0.6382631,0.4597106,0.7189002,-0.2591896
1,-1.694069,-2.159682,"('unfriendly', 'friendly')",-0.69117004,-1.1223063,1.0948098,1.116059,-0.4301431,-0.7219764,0.2918333
74,1.6924263,1.4025873,"('undedicated', 'dedicated')",1.9038886,1.7620524,0.08570306,0.17581955,1.2273393,1.1134864,0.1138529
87,1.6319685,1.6696255,"('unsuccessful', 'successful')",2.3333254,2.2922575,1.0067147,1.1593243,1.6573362,1.7070691,-0.0497329
62,1.6238267,1.7096616,"('incompetent', 'brilliant')",1.6649885,1.9300339,0.8229784,1.0475672,1.3705978,1.562421,-0.1918232
27,-1.548015,-1.4890752,"('hardhearted', 'softhearted')",-0.48635986,-0.73129964,1.3834714,1.3350679,-0.2169679,-0.2951023,0.0781344
79,-1.5275159,-1.7199945,"('wavering', 'unwavering')",0.22534065,-0.31544438,-0.00945179,-0.1881816,-0.437209,-0.7412069,0.3039979
16,-1.5223515,-1.5130522,"('unpopular', 'popular')",-0.5144552,-0.67165774,0.16822256,0.28159627,-0.6228613,-0.6343712,0.0115099
8,-1.500134,-1.6709092,"('unaffectionate', 'affectionate')",-1.1152115,-1.4581089,0.47189516,0.2581679,-0.7144834,-0.95695,0.2424666
7,1.443417,1.3012835,"('insensitive', 'sensitive')",0.87730545,0.9586949,0.9537054,1.0257423,1.0914759,1.0952402,-0.0037643
70,1.4062978,1.3953296,"('lethargic', 'energetic')",1.5792321,1.6345162,1.4888842,1.5874671,1.4914713,1.5391043,-0.047633
18,-1.3815039,-1.1346455,"('disagreeable', 'welcoming')",-0.88575506,-0.76123565,-0.8417147,-0.6800433,-1.0363246,-0.8586415,-0.1776831
0,1.3750243,1.1747539,"('unsociable', 'sociable')",0.86830175,0.82370996,0.10190171,0.2595148,0.7817427,0.7526596,0.0290831
65,1.3631715,1.3621497,"('insecure', 'secure')",1.0395895,1.1713464,-0.022347324,0.21707833,0.7934713,0.9168582,-0.1233869
10,1.347761,1.4142097,"('unsympathetic', 'sympathetic')",1.6388757,1.7160008,0.69975656,1.1137094,1.2287978,1.4146399,-0.1858421
21,1.2791183,1.3750575,"('immoral', 'moral')",2.127693,2.6689281,-0.32363367,0.16030633,1.0277259,1.4014306,-0.3737047
13,1.2029936,1.4859114,"('impolite', 'polite')",0.6310652,0.9081737,0.52102846,0.707028,0.7850291,1.0337043,-0.2486752
67,1.1548512,1.1411319,"('doubtful', 'determined')",0.29694155,0.3262884,-0.53404564,-0.6378427,0.3059157,0.2765259,0.0293898
22,1.0734024,1.0606772,"('untrustworthy', 'trustworthy')",0.86695516,0.9270189,-0.3990873,-0.34766626,0.5137568,0.5466766,-0.0329198
58,1.0506645,0.5800145,"('undiscriminating', 'discriminating')",1.3121278,0.97860897,0.19529611,-0.005623063,0.8526962,0.5176668,0.3350294
42,1.0425363,1.0854388,"('unreliable', 'reliable')",0.74255514,0.7290408,-2.8791747,-2.9449735,-0.3646944,-0.3768313,0.0121369
44,-0.9659627,-0.7478354,"('prejudiced', 'unprejudiced')",-1.5714152,-1.2858852,-1.9459723,-1.9605438,-1.4944501,-1.3314214,-0.1630287
43,0.96131617,0.74486744,"('irresponsible', 'responsible')",0.63525134,0.7724213,1.0972675,1.0528696,0.897945,0.8567194,0.0412256
4,-0.918893,-0.90263987,"('disliked', 'liked')",-0.91225016,-1.3461171,-6.174424,-6.724024,-2.6685225,-2.9909267,0.3224042
37,0.90316993,0.9164022,"('fake', 'genuine')",1.1155324,1.0423999,0.53924733,0.48410606,0.8526498,0.8143028,0.038347
53,-0.8730624,-0.82616043,"('uncreative', 'creative')",0.4443043,0.26749218,0.58665293,0.7870845,0.0526316,0.0761388,-0.0235072
19,-0.8706558,-0.5004878,"('inhospitable', 'hospitable')",0.120179914,0.22336219,-0.4459373,-0.22917762,-0.3988044,-0.1687677,-0.2300367
30,0.86364937,1.155899,"('intolerant', 'tolerant')",-0.12815766,0.31999633,0.78875774,1.0395497,0.5080831,0.8384817,-0.3303986
12,0.85951656,0.7890865,"('unsupportive', 'supportive')",0.9844995,0.87409073,-1.4875033,-1.589094,0.1188376,0.0246944,0.0941432
76,0.8244261,1.0186716,"('anxious', 'daring')",0.93275285,1.2428006,0.36880195,0.70045316,0.7086603,0.9873085,-0.2786482
66,-0.7890379,-0.8791663,"('inactive', 'active')",0.6292834,0.38251597,0.9807853,0.86727387,0.273677,0.1235412,0.1501358
25,-0.77704155,-0.8416459,"('egoistic', 'altruistic')",-0.42596787,-0.5514057,0.6715122,0.8940588,-0.1771657,-0.1663309,-0.0108348
17,-0.76118374,-0.38165283,"('nasty', 'nice')",-0.52474475,-0.5565387,-0.762063,-0.7269811,-0.6826638,-0.5550575,-0.1276063
51,0.7405016,0.83453554,"('uneducated', 'educated')",2.1542575,2.2048717,0.50282,0.74721974,1.1325264,1.262209,-0.1296826
88,-0.73621213,-0.7615753,"('low', 'eminent')",-1.5565156,-1.7455591,-0.5128053,-0.5333312,-0.9351776,-1.0134885,0.0783109
75,-0.72179574,-0.7885583,"('meek', 'impulsive')",-0.15104178,-0.43568134,-0.2785879,-0.5039209,-0.3838085,-0.5760535,0.192245
54,-0.68851656,-0.8153072,"('incapable', 'capable')",0.29156047,0.17454757,0.78460336,1.1116687,0.1292158,0.1569697,-0.0277539
32,0.6818722,0.6190363,"('unkind', 'kind')",1.1943823,1.0999948,0.81334406,0.8147149,0.8965329,0.844582,0.0519509
71,0.6774093,0.62334937,"('diffident', 'self-confident')",-0.16288504,-0.15859352,-0.18718934,-0.2936542,0.1091116,0.0570339,0.0520777
9,-0.6678692,-0.80344313,"('unaffectionate', 'caring')",0.23411217,0.035889,1.5239768,1.563477,0.3634066,0.2653076,0.098099
39,0.6659865,0.8904159,"('exploitative', 'cooperative')",-0.096190825,0.3767914,-0.12950265,-0.09245744,0.1467643,0.3915833,-0.244819
63,0.661098,0.51331717,"('unperceptive', 'insightful')",1.3443937,1.1661825,1.3583591,1.4151213,1.1212836,1.0315403,0.0897433
59,-0.65466005,-0.60592973,"('foolish', 'wise')",0.43586266,0.1770754,-0.024623826,-0.0885912,-0.0811404,-0.1724819,0.0913415
2,0.64129686,0.71807045,"('unlikable', 'likable')",1.2844253,1.264281,0.34741148,0.5036649,0.7577112,0.8286722,-0.070961
86,0.6223743,0.2752421,"('uninfluential', 'influential')",0.9811761,0.92961484,0.45616877,0.6722967,0.686573,0.6257179,0.0608551
47,0.61023766,0.73123217,"('stupid', 'smart')",0.32792047,0.2782653,4.596051,4.780309,1.8447364,1.9299355,-0.0851991
64,0.5460317,0.7384438,"('shy', 'confident')",0.28474233,0.5306958,-6.080214,-6.118556,-1.7498134,-1.6164722,-0.1333412
23,0.5433475,0.26154023,"('insincere', 'sincere')",1.1318862,1.2278941,5.8994393,6.2061462,2.5248911,2.5651935,-0.0403024
68,-0.5253241,-0.3765244,"('dependent', 'independent')",-0.036451958,-0.07676019,-0.7604945,-0.70940185,-0.4407568,-0.3875621,-0.0531947
33,-0.47706547,-0.544023,"('wrong', 'right')",-0.4327578,-0.44168425,-0.73707145,-0.8422131,-0.5489649,-0.6093068,0.0603419
28,0.44520444,0.16787283,"('disloyal', 'loyal')",-0.079631045,-0.2686078,1.167033,1.0849882,0.5108688,0.3280844,0.1827844
57,0.4366595,0.13084713,"('unimaginative', 'imaginative')",1.2136527,1.0635468,-1.9508328,-2.1194744,-0.1001736,-0.3083602,0.2081866
40,-0.38500267,-0.40304944,"('stingy', 'generous')",-0.44728166,-0.5983325,-1.7851443,-1.7983786,-0.8724763,-0.9332535,0.0607772
78,0.3789303,0.111607864,"('nonresilient', 'resilient')",1.2897451,1.2702457,1.2596214,1.4724096,0.9760989,0.9514211,0.0246778
77,0.37523097,0.21689302,"('unmotivated', 'motivated')",0.6982486,0.9919533,-0.12335676,0.31589177,0.3167076,0.508246,-0.1915384
41,0.3747623,0.14205295,"('unforgiving', 'forgiving')",0.20607646,-0.01637937,0.40129307,0.2112836,0.3273773,0.1123191,0.2150582
49,-0.36518764,-0.30767965,"('unable', 'able')",0.0041082385,0.2529055,-0.18993104,0.112405986,-0.1836701,0.0192106,-0.2028807
83,0.34353545,0.33879763,"('powerless', 'powerful')",-0.51043093,-0.48426038,-1.0140997,-0.9463215,-0.3936651,-0.3639281,-0.029737
20,0.34116042,0.31471005,"('rough', 'thoughtful')",0.10560016,0.05606833,0.5988754,0.7038831,0.3485453,0.3582205,-0.0096752
72,-0.34115127,-0.36012164,"('unambitious', 'ambitious')",0.8653442,0.69311297,-0.7840633,-0.79225826,-0.0866235,-0.153089,0.0664655
34,-0.29944336,-0.310023,"('mean', 'honorable')",0.3050744,0.272955,5.672845,5.889244,1.8928253,1.9507254,-0.0579001
3,0.25524098,0.35524732,"('repellent', 'pleasant')",1.2112979,1.2516469,0.8409826,1.0950154,0.7691739,0.9006365,-0.1314626
48,-0.23548919,-0.34945613,"('unintelligent', 'intelligent')",-0.3324462,-0.22774905,0.13365427,0.29760888,-0.1447604,-0.0931988,-0.0515616
11,0.22866577,0.18150133,"('unhelpful', 'helpful')",0.65891063,0.61390746,2.2205887,2.2408683,1.036055,1.0120924,0.0239626
26,0.21827284,-0.06665987,"('hardhearted', 'benevolent')",0.5335787,0.5147946,1.0930855,0.7801293,0.614979,0.4094214,0.2055576
61,0.20910558,0.11432325,"('illogical', 'logical')",1.2660686,1.2369064,0.33694136,0.24736676,0.6040385,0.5328655,0.071173
38,-0.20583464,-0.29660368,"('untruthful', 'truthful')",-0.370502,-0.70551723,0.20228907,0.119845934,-0.1246825,-0.2940917,0.1694092
69,-0.2030817,-0.20937635,"('lazy', 'industrious')",-0.7513469,-0.9473075,-1.0335612,-1.2676158,-0.6626633,-0.8080999,0.1454366
84,0.18458687,0.19279914,"('inferior', 'superior')",-0.09589432,0.09538509,-0.007948,0.08161635,0.0269148,0.1232669,-0.0963521
50,0.17102492,0.08690265,"('clumsy', 'skillful')",1.3277375,0.92618287,0.60745347,0.60430527,0.702072,0.5391303,0.1629417
29,-0.14261727,-0.16711774,"('unfair', 'fair')",0.8582274,0.8921791,-0.121236525,-0.23167886,0.1981245,0.1644608,0.0336637
15,-0.13797356,-0.37622523,"('boring', 'funny')",0.19213715,0.13727741,0.33078995,0.096934125,0.1283179,-0.0473379,0.1756558
24,-0.059854478,0.044950843,"('dishonest', 'honest')",-0.88140565,-0.68125945,0.7157652,0.7996669,-0.075165,0.0544528,-0.1296178
73,-0.025253085,0.23540576,"('helpless', 'self-reliant')",-0.23990268,-0.07172832,-3.762863,-3.8285313,-1.3426728,-1.2216179,-0.1210549
82,-0.006893888,-0.08174048,"('poor', 'rich')",0.49495104,0.46150327,5.9752636,6.240127,2.1544402,2.2066299,-0.0521897
