,schering_male,schering_female,tuple,plough_male,plough_female,corp_male,corp_female,average_male,average_female,male-female
88,-1.1785266,-1.0169641,"('low', 'eminent')",-1.96988,-1.8828285,-0.4443909,-0.28955305,-1.1975991,-1.0631153,-0.1344838
17,-1.1559378,-1.0964305,"('nasty', 'nice')",-0.29797792,-0.30068955,-0.70453227,-0.5813012,-0.7194827,-0.6594738,-0.0600089
77,-1.1468111,-1.1505445,"('unmotivated', 'motivated')",-1.2157413,-1.2773526,-1.0127795,-1.2929041,-1.1251106,-1.240267,0.1151564
22,-1.0950699,-1.0698649,"('untrustworthy', 'trustworthy')",-1.0725201,-1.1949333,-0.6583649,-0.7705717,-0.941985,-1.01179,0.069805
24,-1.0637996,-1.018883,"('dishonest', 'honest')",-1.1536747,-1.2766626,0.26879215,0.31560874,-0.6495608,-0.6599789,0.0104181
65,-1.0454409,-0.89503455,"('insecure', 'secure')",-1.2853664,-1.329594,0.24459325,-0.13725089,-0.6954047,-0.7872931,0.0918884
12,-1.0240777,-1.0975024,"('unsupportive', 'supportive')",-0.92522824,-0.8314418,-2.2352812,-2.2072186,-1.3948623,-1.3787209,-0.0161414
43,-0.9439647,-0.78140104,"('irresponsible', 'responsible')",-1.4367602,-1.3710991,0.525969,0.4326126,-0.618252,-0.5732958,-0.0449562
59,0.93100667,0.79382443,"('foolish', 'wise')",1.0319861,1.1128479,-0.12078315,0.23649172,0.6140699,0.7143881,-0.1003182
61,-0.9301635,-0.8477683,"('illogical', 'logical')",-0.93441623,-0.96557873,0.4520913,0.33863828,-0.4708294,-0.4915696,0.0207402
33,0.9041561,0.9222433,"('wrong', 'right')",1.1582929,1.2578993,-0.9205743,-0.7369641,0.3806249,0.4810595,-0.1004346
18,-0.8513039,-0.8176838,"('disagreeable', 'welcoming')",-1.2140551,-1.2727937,-0.7203253,-0.5357223,-0.9285614,-0.8753999,-0.0531615
7,-0.8320627,-0.8022267,"('insensitive', 'sensitive')",-0.9622634,-0.903437,0.6761417,0.6599265,-0.3727281,-0.3485791,-0.024149
58,-0.8267311,-0.964806,"('undiscriminating', 'discriminating')",-0.8957696,-0.92974395,-0.3492284,-0.23009598,-0.6905764,-0.7082153,0.0176389
67,0.80602056,0.91416717,"('doubtful', 'determined')",1.0805671,1.1891121,-0.5928366,-0.45363683,0.4312503,0.5498807,-0.1186304
81,-0.8046237,-0.5376525,"('submissive', 'aggressive')",-1.5941172,-1.4492083,-0.4889794,-0.8619773,-0.9625734,-0.9496127,-0.0129607
85,0.80386466,0.78003895,"('insignificant', 'prestigious')",0.52544737,0.7298343,-0.6491958,0.09035114,0.2267054,0.5334081,-0.3067027
54,-0.7955682,-0.5705173,"('incapable', 'capable')",-0.81219065,-0.6359622,0.89448696,0.9316963,-0.2377573,-0.0915944,-0.1461629
60,-0.7841757,-0.61494714,"('inefficient', 'efficient')",-1.2757993,-1.2788875,0.14531036,-0.18405893,-0.6382215,-0.6926312,0.0544097
40,-0.76645327,-0.72524846,"('stingy', 'generous')",-0.32174698,-0.37671193,-2.4912672,-2.1276426,-1.1931558,-1.0765344,-0.1166214
42,0.7402442,0.6069205,"('unreliable', 'reliable')",0.15276164,0.084672354,-3.0878034,-3.320741,-0.7315992,-0.8763827,0.1447835
9,-0.7380281,-0.7640625,"('unaffectionate', 'caring')",-0.9007448,-0.72783107,1.0340784,1.2971582,-0.2015649,-0.0649118,-0.1366531
69,0.7274542,1.022306,"('lazy', 'industrious')",2.167513,2.4030123,-1.3476678,-0.82949674,0.5157664,0.8652738,-0.3495074
38,-0.7060389,-0.7086059,"('untruthful', 'truthful')",-0.59739876,-0.5034063,-0.79842114,-0.666139,-0.7006196,-0.6260504,-0.0745692
13,-0.661207,-0.46678373,"('impolite', 'polite')",-0.5113398,-0.3341783,-0.63273233,-0.7541187,-0.6017598,-0.5183602,-0.0833996
30,-0.64275026,-0.75497764,"('intolerant', 'tolerant')",-0.9597287,-1.0251896,0.2977123,0.45355663,-0.4349222,-0.4422036,0.0072814
19,-0.61653507,-0.5405968,"('inhospitable', 'hospitable')",-0.5609449,-0.3912499,-0.59773624,-0.44116145,-0.5917387,-0.4576694,-0.1340693
70,-0.607528,-0.52051175,"('lethargic', 'energetic')",-1.145489,-1.1891246,0.7040244,0.42741606,-0.3496642,-0.4274067,0.0777425
39,0.59504265,0.68839276,"('exploitative', 'cooperative')",0.48110637,0.53990763,0.06172469,0.10625083,0.3792912,0.4448504,-0.0655592
15,0.56731695,0.4845433,"('boring', 'funny')",0.61170155,0.6102399,-0.48657453,-0.26465818,0.2308147,0.2767083,-0.0458936
78,-0.56293446,-0.67097306,"('nonresilient', 'resilient')",-0.22326571,-0.3363633,0.67857224,0.29134983,-0.035876,-0.2386622,0.2027862
16,-0.54299897,-0.6391384,"('unpopular', 'popular')",-0.66214424,-0.63832426,0.09067066,0.3620792,-0.3714908,-0.3051278,-0.066363
75,0.53968066,0.60457677,"('meek', 'impulsive')",0.6593833,0.5209945,-0.8899487,-0.74332106,0.1030384,0.1274167,-0.0243783
29,-0.5395784,-0.73674136,"('unfair', 'fair')",0.114197105,0.033295915,-0.65869534,-0.53642726,-0.3613589,-0.4132909,0.051932
8,-0.5312459,-0.5507795,"('unaffectionate', 'affectionate')",-0.34135634,-0.25901368,0.5329503,0.91453475,-0.1132173,0.0349138,-0.1481311
68,-0.51417184,-0.5923685,"('dependent', 'independent')",-0.77971023,-0.8316551,-0.86277366,-0.9834948,-0.7188853,-0.8025061,0.0836208
76,-0.50526464,-0.34263372,"('anxious', 'daring')",-0.9263932,-0.9661649,0.1556539,-0.18946019,-0.4253346,-0.4994196,0.074085
2,-0.49539772,-0.05609884,"('unlikable', 'likable')",-0.6716546,-0.41347829,0.100311205,0.4853048,-0.3555804,0.0052426,-0.360823
14,-0.46943775,-0.29478216,"('antisocial', 'social')",-0.8086671,-0.7441017,0.02359194,-0.11737659,-0.418171,-0.3854202,-0.0327508
51,-0.44096312,-0.3822697,"('uneducated', 'educated')",-1.6075602,-1.4793022,0.51001096,0.26771358,-0.5128374,-0.5312861,0.0184487
4,-0.43014467,-0.3771439,"('disliked', 'liked')",0.60124314,0.690037,-8.111023,-7.492569,-2.6466414,-2.3932254,-0.253416
55,-0.4204418,-0.42596406,"('incompetent', 'clever')",-1.4118813,-1.42048,0.4615994,0.21407878,-0.4569079,-0.5441218,0.0872139
66,-0.36965686,-0.106207415,"('inactive', 'active')",0.15814528,0.38935813,0.4909763,0.56540596,0.0931549,0.2828522,-0.1896973
79,-0.33456728,-0.20686923,"('wavering', 'unwavering')",-0.03081776,0.05559346,-0.46180668,-0.3894659,-0.2757306,-0.1802472,-0.0954834
47,-0.30461648,-0.18867368,"('stupid', 'smart')",-0.15549822,0.027651452,6.096377,6.0663524,1.878754,1.9684434,-0.0896894
6,-0.28774577,-0.15509023,"('distant', 'open')",0.044723026,0.07584545,-0.65688545,-0.34334916,-0.2999694,-0.1408647,-0.1591047
44,0.28410715,0.4401494,"('prejudiced', 'unprejudiced')",0.5779258,0.5077535,-1.2288766,-1.1931056,-0.1222812,-0.0817342,-0.040547
52,0.27404842,0.291941,"('irrational', 'rational')",0.08493981,0.051007643,-0.19002023,0.20737737,0.0563227,0.183442,-0.1271193
37,-0.24583992,-0.3514601,"('fake', 'genuine')",-0.20514983,-0.26875025,0.077023394,0.067660026,-0.1246555,-0.1841834,0.0595279
56,-0.22998211,-0.09212885,"('impractical', 'practical')",-0.31875712,-0.2100457,-0.59628284,-0.8174017,-0.381674,-0.3731921,-0.0084819
50,0.21832816,0.20510125,"('clumsy', 'skillful')",0.34480065,0.40657425,0.33315727,0.25358778,0.298762,0.2884211,0.0103409
84,0.20024978,-0.13785355,"('inferior', 'superior')",0.6009553,0.44125557,0.78296584,0.7945264,0.528057,0.3659761,0.1620809
80,0.16894281,0.30944675,"('dominated', 'dominating')",-0.15203083,-0.105614394,-0.65376264,-1.053466,-0.2122836,-0.2832112,0.0709276
36,-0.11758976,-0.016212754,"('hostile', 'amicable')",0.6047156,0.62618905,-0.24657921,0.1790351,0.0801822,0.2630038,-0.1828216
20,-0.10038113,-0.1355926,"('rough', 'thoughtful')",-0.2842473,-0.34264922,0.96923894,1.0659429,0.1948702,0.1959004,-0.0010302
26,-0.09482049,-0.49186042,"('hardhearted', 'benevolent')",0.1608181,0.04229124,1.0322936,1.4129018,0.3660971,0.3211109,0.0449862
5,-0.089987665,0.057785764,"('distant', 'outgoing')",0.23000579,0.292927,-1.0461963,-0.67677003,-0.3020594,-0.1086858,-0.1933736
27,-0.08680867,-0.6108521,"('hardhearted', 'softhearted')",-0.34722066,-0.61711603,1.0987879,1.2422489,0.2215862,0.0047602,0.216826
87,0.070360914,0.55539685,"('unsuccessful', 'successful')",0.2535478,0.5197864,0.88516325,1.0029018,0.403024,0.692695,-0.289671
83,-0.06536677,-0.2353078,"('powerless', 'powerful')",-0.5041278,-0.5397916,-0.9853276,-1.3259414,-0.5182741,-0.7003469,0.1820728
64,0.055584606,0.14021772,"('shy', 'confident')",0.052520648,0.1396691,-6.7311783,-6.7403216,-2.207691,-2.1534783,-0.0542127
74,0.03721693,0.17827424,"('undedicated', 'dedicated')",-0.10281898,0.07801242,-0.22436139,-0.205153,-0.0966545,0.0170446,-0.1136991
25,0.020178795,-0.1052165,"('egoistic', 'altruistic')",0.8892633,0.87012285,1.2136428,1.3816112,0.707695,0.7155058,-0.0078108
71,0.012793105,-0.05370645,"('diffident', 'self-confident')",0.8516642,0.9478657,0.5005153,0.5082,0.4549909,0.4674531,-0.0124622
31,0.006385589,-0.16735385,"('evil', 'good')",0.51863647,0.390346,-1.4584514,-0.97828925,-0.3111431,-0.2517657,-0.0593774
