,schering_male,schering_female,tuple,plough_male,plough_female,corp_male,corp_female,average_male,average_female,male-female
10,-2.3573935,-2.2399917,"('unsympathetic', 'sympathetic')",-2.7594125,-2.734513,0.20963961,-0.15037967,-1.6357222,-1.7082947,0.0725725
1,-1.9297212,-2.156183,"('unfriendly', 'friendly')",-1.4385538,-1.5267286,0.9429153,1.4226741,-0.8084532,-0.7534126,-0.0550406
3,-1.9114692,-1.7538315,"('repellent', 'pleasant')",-1.3581605,-1.4349784,0.96551126,0.7569553,-0.7680395,-0.8106182,0.0425787
46,-1.8931184,-1.9024649,"('uncompetitive', 'competitive')",-1.9344708,-2.0218017,-0.77111936,-1.1254828,-1.5329027,-1.6832498,0.1503471
23,-1.7902142,-1.4909421,"('insincere', 'sincere')",-1.7507727,-1.5930536,6.3109107,6.1223803,0.9233079,1.0127948,-0.0894869
86,-1.7387563,-1.8166292,"('uninfluential', 'influential')",-2.0208566,-1.9628389,-0.26198554,-0.56340545,-1.3405329,-1.4476245,0.1070916
35,1.5992367,1.4090396,"('corrupt', 'incorrupt')",1.9112617,1.7949833,-0.6249951,-0.40234917,0.9618344,0.9338912,0.0279432
48,-1.4996979,-1.7797109,"('unintelligent', 'intelligent')",-1.8122594,-1.9528689,0.30684534,0.31285688,-1.001704,-1.1399076,0.1382036
28,-1.4754181,-1.501813,"('disloyal', 'loyal')",-0.9896224,-0.9725671,1.1996603,1.0222445,-0.4217934,-0.4840452,0.0622518
63,-1.4565332,-1.4163445,"('unperceptive', 'insightful')",-1.4155025,-1.4006636,0.4666331,0.3712716,-0.8018009,-0.8152455,0.0134446
11,-1.4473507,-1.4094067,"('unhelpful', 'helpful')",-1.8721551,-1.8815323,1.4938713,1.4107655,-0.6085448,-0.6267244,0.0181796
72,-1.4464153,-1.3893603,"('unambitious', 'ambitious')",-1.4193403,-1.4127162,-0.17719477,-0.29582024,-1.0143168,-1.0326322,0.0183154
41,-1.4379807,-1.5457681,"('unforgiving', 'forgiving')",-1.0350198,-1.1053932,-0.5805144,-0.26409072,-1.0178383,-0.9717507,-0.0460876
73,1.4226762,1.3640116,"('helpless', 'self-reliant')",1.2824963,1.3943491,-3.5699966,-3.3839417,-0.2882747,-0.2085269,-0.0797478
0,-1.3699765,-1.2880428,"('unsociable', 'sociable')",-1.2363579,-1.1290996,0.2972222,0.06349253,-0.7697041,-0.78455,0.0148459
57,-1.3326328,-1.3848622,"('unimaginative', 'imaginative')",-1.3898321,-1.4215412,-3.361793,-3.374623,-2.028086,-2.0603422,0.0322562
45,-1.3165921,-1.0983529,"('incompetent', 'competent')",-0.8871093,-0.9413425,-0.07960049,-0.0012690872,-0.7611007,-0.6803215,-0.0807792
62,-1.3115847,-0.8925173,"('incompetent', 'brilliant')",-1.69897,-1.6252885,0.09710677,0.008314641,-0.9711494,-0.8364971,-0.1346523
32,-1.2778407,-1.1318896,"('unkind', 'kind')",-1.6601863,-1.5747818,0.6864558,0.7201005,-0.7505237,-0.6621902,-0.0883335
34,-1.2740326,-1.0474905,"('mean', 'honorable')",-1.042806,-0.955428,6.018928,5.8166466,1.2340298,1.2712427,-0.0372129
53,-1.2595147,-1.3707033,"('uncreative', 'creative')",-1.1757944,-1.1637056,0.3011991,0.36438698,-0.7113699,-0.7233407,0.0119708
49,-1.2491595,-1.1203377,"('unable', 'able')",-0.72105014,-0.56603795,-0.05679368,-0.22720791,-0.6756678,-0.6378612,-0.0378066
21,-1.2416657,-1.0424473,"('immoral', 'moral')",-1.4515631,-1.3130113,-0.11176878,-0.43929943,-0.9349991,-0.931586,-0.0034131
82,-1.2190049,-0.9186281,"('poor', 'rich')",-1.528937,-1.4655501,6.9800644,6.8881755,1.4107075,1.5013324,-0.0906249
