,prologis_male,prologis_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.0976288,-2.337298,"('unfriendly', 'friendly')",2.1840382,2.0359113,0.0432047,-0.1506933,0.193898
53,-1.883298,-1.9336976,"('uncreative', 'creative')",0.9677728,0.8997375,-0.4577626,-0.5169801,0.0592175
9,-1.7063558,-1.6540968,"('unaffectionate', 'caring')",1.1511359,1.2073879,-0.2776099,-0.2233545,-0.0542554
19,-1.6816205,-1.5856464,"('inhospitable', 'hospitable')",0.0051673017,0.09665874,-0.8382266,-0.7444938,-0.0937328
86,-1.5873787,-1.5267863,"('uninfluential', 'influential')",-0.3633372,-0.27763578,-0.9753579,-0.9022111,-0.0731468
36,-1.4984587,-1.8465635,"('hostile', 'amicable')",0.74084866,0.43720183,-0.378805,-0.7046808,0.3258758
10,-1.4151359,-1.1390682,"('unsympathetic', 'sympathetic')",-0.8487584,-0.70298946,-1.1319472,-0.9210289,-0.2109183
6,-1.3633399,-1.4942259,"('distant', 'open')",0.6533124,0.52638584,-0.3550138,-0.48392,0.1289062
54,-1.3025318,-1.3000214,"('incapable', 'capable')",1.2237087,1.3613435,-0.0394115,0.030661,-0.0700725
8,-1.2835501,-1.5005109,"('unaffectionate', 'affectionate')",1.1444637,1.0662929,-0.0695432,-0.217109,0.1475658
44,1.2617043,1.0957477,"('prejudiced', 'unprejudiced')",-1.0122116,-1.1214648,0.1247464,-0.0128586,0.137605
5,-1.0965853,-1.0968076,"('distant', 'outgoing')",-0.046703838,-0.030254189,-0.5716445,-0.5635309,-0.0081136
0,-1.0773728,-1.0022835,"('unsociable', 'sociable')",-0.5748355,-0.59839594,-0.8261042,-0.8003397,-0.0257645
13,-1.0421274,-0.67446095,"('impolite', 'polite')",-1.2108796,-0.9629121,-1.1265035,-0.8186865,-0.307817
24,-1.0402815,-0.92783296,"('dishonest', 'honest')",0.08130762,0.37952018,-0.4794869,-0.2741564,-0.2053305
38,-1.0222696,-0.91836864,"('untruthful', 'truthful')",-0.6894638,-0.36129314,-0.8558667,-0.6398309,-0.2160358
28,-1.018615,-1.0119189,"('disloyal', 'loyal')",0.60397136,0.6662923,-0.2073218,-0.1728133,-0.0345085
31,-0.9459672,-1.2794167,"('evil', 'good')",-0.21888827,-0.39518562,-0.5824277,-0.8373011,0.2548734
66,-0.9030697,-1.0973012,"('inactive', 'active')",0.9231039,0.6248225,0.0100171,-0.2362394,0.2462565
16,-0.9024272,-0.96926606,"('unpopular', 'popular')",0.61727977,0.51485944,-0.1425737,-0.2272033,0.0846296
23,-0.86983126,-0.72111124,"('insincere', 'sincere')",4.6391253,4.8660927,1.884647,2.0724907,-0.1878437
73,0.86758643,0.8546143,"('helpless', 'self-reliant')",-2.6036544,-2.4406178,-0.868034,-0.7930018,-0.0750322
45,-0.8303491,-0.6477801,"('incompetent', 'competent')",-0.4742593,-0.30428287,-0.6523042,-0.4760315,-0.1762727
57,-0.826362,-0.9259365,"('unimaginative', 'imaginative')",-2.1716244,-2.1750448,-1.4989932,-1.5504906,0.0514974
82,-0.8252241,-0.55038714,"('poor', 'rich')",5.571325,5.73819,2.3730505,2.5939016,-0.2208511
79,-0.8247809,-0.8903052,"('wavering', 'unwavering')",0.12556201,0.09009535,-0.3496094,-0.4001049,0.0504955
80,0.81472826,0.95208156,"('dominated', 'dominating')",-1.7922068,-1.6779972,-0.4887393,-0.3629578,-0.1257815
71,-0.8123199,-0.94543326,"('diffident', 'self-confident')",0.79536664,0.7055509,-0.0084766,-0.1199412,0.1114646
61,-0.7991545,-0.7267049,"('illogical', 'logical')",0.04672666,-0.025767004,-0.3762139,-0.376236,2.21e-05
