,prologis_male,prologis_female,tuple,inc_male,inc_female,average_male,average_female,male-female
67,0.7835521,0.8148042,"('doubtful', 'determined')",-0.78009284,-0.5149667,0.0017296,0.1499187,-0.1481891
46,-0.768759,-0.56265557,"('uncompetitive', 'competitive')",-1.0397081,-0.88616425,-0.9042336,-0.7244099,-0.1798237
58,-0.76608336,-0.97502744,"('undiscriminating', 'discriminating')",0.042295538,-0.08455522,-0.3618939,-0.5297914,0.1678975
64,0.75891864,0.81928396,"('shy', 'confident')",-6.4435015,-6.2901535,-2.8422914,-2.7354348,-0.1068566
7,-0.72374195,-0.60978645,"('insensitive', 'sensitive')",0.3292412,0.46202016,-0.1972504,-0.0738831,-0.1233673
12,-0.7175765,-0.6350519,"('unsupportive', 'supportive')",-1.7398126,-1.6502742,-1.2286946,-1.142663,-0.0860316
17,-0.68021166,-0.6684793,"('nasty', 'nice')",-0.5096703,-0.5619889,-0.594941,-0.6152341,0.0202931
39,0.64787215,0.5207325,"('exploitative', 'cooperative')",0.16567707,0.2921125,0.4067746,0.4064225,0.0003521
41,-0.64348704,-0.6250534,"('unforgiving', 'forgiving')",-0.00616768,-0.060771093,-0.3248274,-0.3429123,0.0180849
33,-0.63207203,-0.7257653,"('wrong', 'right')",-0.27981627,-0.25486514,-0.4559442,-0.4903152,0.034371
42,0.6262536,0.68096143,"('unreliable', 'reliable')",-2.989119,-2.775731,-1.1814327,-1.0473849,-0.1340478
27,-0.60728383,-0.6307352,"('hardhearted', 'softhearted')",1.7656372,1.4865522,0.5791767,0.4279085,0.1512682
84,0.5875037,0.64149505,"('inferior', 'superior')",1.2420325,1.3318139,0.9147681,0.9866545,-0.0718864
78,-0.58471847,-0.45221952,"('nonresilient', 'resilient')",0.4261402,0.32476935,-0.0792891,-0.0637251,-0.015564
20,0.5552552,0.48650178,"('rough', 'thoughtful')",1.3342799,1.3952981,0.9447675,0.9409,0.0038675
72,-0.5356701,-0.3867572,"('unambitious', 'ambitious')",-1.0939016,-0.780174,-0.8147858,-0.5834656,-0.2313202
51,-0.5280259,-0.25369486,"('uneducated', 'educated')",-0.030248627,0.036660932,-0.2791373,-0.108517,-0.1706203
34,-0.5260929,-0.37611023,"('mean', 'honorable')",5.5810986,5.691581,2.5275028,2.6577353,-0.1302325
63,-0.5214538,-0.501089,"('unperceptive', 'insightful')",0.6173375,0.7250752,0.0479419,0.1119931,-0.0640512
18,-0.5076703,-0.579285,"('disagreeable', 'welcoming')",-0.0572826,-0.11016306,-0.2824765,-0.3447241,0.0622476
11,-0.5056777,-0.31140465,"('unhelpful', 'helpful')",0.9009005,1.1501071,0.1976114,0.4193512,-0.2217398
32,-0.494313,-0.32976976,"('unkind', 'kind')",0.5066237,0.64712566,0.0061553,0.158678,-0.1525227
4,-0.4941862,-0.5822437,"('disliked', 'liked')",-5.92021,-5.966034,-3.2071981,-3.2741389,0.0669408
76,0.48251167,0.6529476,"('anxious', 'daring')",-0.19967183,0.010644451,0.1414199,0.331796,-0.1903761
25,-0.4768678,-0.49983013,"('egoistic', 'altruistic')",1.9171345,1.9576494,0.7201334,0.7289096,-0.0087762
81,0.4611117,0.8029786,"('submissive', 'aggressive')",-1.1567858,-0.88423467,-0.3478371,-0.040628,-0.3072091
69,0.45559755,0.22403753,"('lazy', 'industrious')",0.13942987,0.08938187,0.2975137,0.1567097,0.140804
43,-0.45205122,-0.31593174,"('irresponsible', 'responsible')",0.020931091,0.18635565,-0.2155601,-0.064788,-0.1507721
60,0.44078556,0.87518,"('inefficient', 'efficient')",-0.5705679,-0.10314595,-0.0648912,0.386017,-0.4509082
85,-0.37969574,-0.7649847,"('insignificant', 'prestigious')",1.489321,1.224574,0.5548126,0.2297946,0.325018
29,-0.37089375,-0.33332998,"('unfair', 'fair')",-0.45610192,-0.5871878,-0.4134978,-0.4602589,0.0467611
49,-0.3590885,-0.07885338,"('unable', 'able')",-0.12292235,0.062439766,-0.2410054,-0.0082068,-0.2327986
52,-0.3477866,-0.62277836,"('irrational', 'rational')",0.71285474,0.54703146,0.1825341,-0.0378734,0.2204075
50,0.32252443,0.32085595,"('clumsy', 'skillful')",0.3502647,0.5532314,0.3363945,0.4370437,-0.1006492
14,0.30707854,0.46036756,"('antisocial', 'social')",-0.9726753,-0.8067998,-0.3327984,-0.1732161,-0.1595823
3,-0.29413822,-0.28061742,"('repellent', 'pleasant')",-0.18057765,-0.14503178,-0.2373579,-0.2128246,-0.0245333
74,-0.29262057,-0.25781882,"('undedicated', 'dedicated')",0.30227688,0.3058486,0.0048282,0.0240149,-0.0191867
56,0.26849616,0.6152004,"('impractical', 'practical')",-0.7070203,-0.37228474,-0.2192621,0.1214578,-0.3407199
77,-0.24177887,-0.094894156,"('unmotivated', 'motivated')",-1.4277315,-1.2152107,-0.8347552,-0.6550524,-0.1797028
37,0.1986155,0.17614287,"('fake', 'genuine')",0.37368006,0.45160687,0.2861478,0.3138749,-0.0277271
21,0.16753949,0.43265653,"('immoral', 'moral')",-1.0763865,-0.7915553,-0.4544235,-0.1794494,-0.2749741
15,-0.165569,-0.23035403,"('boring', 'funny')",0.5369353,0.52918583,0.1856832,0.1494159,0.0362673
88,-0.1563677,-0.30867255,"('low', 'eminent')",0.22697952,0.23903814,0.0353059,-0.0348172,0.0701231
47,-0.1534029,-0.04342205,"('stupid', 'smart')",5.076923,5.2818947,2.46176,2.6192362,-0.1574762
59,0.15291364,0.023312807,"('foolish', 'wise')",0.5631703,0.7035004,0.358042,0.3634066,-0.0053646
2,-0.1496478,-0.0668906,"('unlikable', 'likable')",0.35860977,0.62087226,0.104481,0.2769908,-0.1725098
68,-0.11943145,0.041037284,"('dependent', 'independent')",-0.5058044,-0.46636617,-0.3126179,-0.2126644,-0.0999535
30,0.117469236,0.35976538,"('intolerant', 'tolerant')",0.8912618,1.14438,0.5043655,0.7520727,-0.2477072
26,-0.08669825,-0.3105578,"('hardhearted', 'benevolent')",2.2697453,2.1929326,1.0915235,0.9411874,0.1503361
35,-0.06859315,-0.25747162,"('corrupt', 'incorrupt')",0.35242695,0.20396827,0.1419169,-0.0267517,0.1686686
65,0.06440522,0.27493057,"('insecure', 'secure')",-0.78280556,-0.43001488,-0.3592002,-0.0775422,-0.281658
55,-0.061568532,0.1692508,"('incompetent', 'clever')",-0.13788599,0.05119191,-0.0997273,0.1102214,-0.2099487
40,0.056592427,0.019876223,"('stingy', 'generous')",-0.97390014,-0.98142606,-0.4586539,-0.4807749,0.022121
75,0.056574132,0.08322389,"('meek', 'impulsive')",-0.44340497,-0.3670354,-0.1934154,-0.1419058,-0.0515096
87,-0.056484204,-0.008965891,"('unsuccessful', 'successful')",0.7334949,0.68166625,0.3385053,0.3363502,0.0021551
48,-0.0444642,0.1706981,"('unintelligent', 'intelligent')",0.66569453,0.831964,0.3106152,0.5013311,-0.1907159
83,0.029854473,0.096738115,"('powerless', 'powerful')",-1.2205311,-1.0167999,-0.5953383,-0.4600309,-0.1353074
62,0.024957009,0.5103171,"('incompetent', 'brilliant')",-0.59106725,-0.06578035,-0.2830551,0.2222684,-0.5053235
70,-0.0226148,0.19210117,"('lethargic', 'energetic')",0.20780177,0.43049753,0.0925935,0.3112994,-0.2187059
22,0.021757368,0.06998661,"('untrustworthy', 'trustworthy')",-1.1598005,-0.8879191,-0.5690216,-0.4089662,-0.1600554
