,family_male,family_female,tuple,dollar_male,dollar_female,stores_male,stores_female,inc_male,inc_female,average_male,average_female,male-female
76,2.5049047,3.0209982,"('anxious', 'daring')",0.45021737,1.2190834,1.2518622,1.2875648,0.51749057,0.4769704,1.1811186,1.5011542,-0.3200356
13,2.3163338,2.6211925,"('impolite', 'polite')",1.436031,2.004385,1.6682537,1.4318482,0.022349767,-0.019091193,1.360742,1.5095836,-0.1488416
39,2.306822,2.3762424,"('exploitative', 'cooperative')",2.060693,2.3572402,1.6171465,1.6966773,0.4326449,0.5737433,1.6043266,1.7509757,-0.1466491
7,2.2966845,2.7352936,"('insensitive', 'sensitive')",0.9245951,1.7223159,1.4036661,1.4786828,0.90078264,0.9332593,1.3814321,1.717388,-0.3359559
52,-2.2707496,-3.0274773,"('irrational', 'rational')",-0.73020107,-1.6095628,-1.9658328,-1.977582,-0.35485685,-0.3942296,-1.3304101,-1.7522129,0.4218028
87,2.1651223,2.1145332,"('unsuccessful', 'successful')",0.7923373,1.1205745,1.5974839,1.4226264,0.85728997,0.48249948,1.3530582,1.2850584,0.0679998
63,2.082523,2.1557944,"('unperceptive', 'insightful')",0.6494135,1.0490385,1.6808805,1.5659418,1.1914124,0.9600517,1.4010574,1.4327066,-0.0316492
30,2.0101142,2.335663,"('intolerant', 'tolerant')",0.4079987,1.0618731,1.0099621,1.0605459,0.6919732,0.7962201,1.0300121,1.3135756,-0.2835635
45,1.8239585,2.3052962,"('incompetent', 'competent')",0.5898194,1.2634441,1.7930948,1.8124275,0.20171832,0.1597395,1.1021477,1.3852268,-0.2830791
16,-1.792952,-2.2429068,"('unpopular', 'popular')",-0.8191288,-1.2345891,-0.44963586,-0.51431626,0.8999331,0.7205044,-0.5404459,-0.817827,0.2773811
22,1.7825692,2.1430764,"('untrustworthy', 'trustworthy')",0.23744193,0.8482891,0.6129948,0.5653482,-0.8508627,-0.658383,0.4455358,0.7245827,-0.2790469
78,1.7660787,1.9588104,"('nonresilient', 'resilient')",-0.27717954,0.1541005,0.7405463,0.8179523,0.37813577,0.064342916,0.6518953,0.7488016,-0.0969063
86,1.7294465,2.4720564,"('uninfluential', 'influential')",-0.5633749,0.18209973,0.28987333,0.26358798,0.133443,0.1530803,0.397347,0.7677061,-0.3703591
3,1.6963153,2.2283132,"('repellent', 'pleasant')",-0.6797927,0.09076228,0.314829,0.55821806,0.5841581,0.7033243,0.4788774,0.8951545,-0.4162771
79,-1.6588244,-2.317093,"('wavering', 'unwavering')",-0.17964867,-1.0680376,-1.0689434,-1.1650436,-0.19202891,-0.25104618,-0.7748613,-1.200305,0.4254437
11,1.6274133,2.1077611,"('unhelpful', 'helpful')",0.92723,1.3867475,0.70008284,0.5356834,1.9960806,1.8764775,1.3127017,1.4766674,-0.1639657
4,-1.6044513,-2.3429558,"('disliked', 'liked')",-0.12459789,-0.76619273,-0.17363209,-0.32592177,-6.4337497,-6.888288,-2.0841079,-2.5808396,0.4967317
42,1.5325812,1.6578093,"('unreliable', 'reliable')",1.2118001,1.5274414,1.1904653,1.2310402,-2.3397098,-2.3767836,0.3987843,0.5098769,-0.1110926
29,-1.5297632,-1.5402836,"('unfair', 'fair')",-0.16793129,-0.5251401,-0.5171219,-0.54991984,-0.78687114,-0.68641144,-0.7504219,-0.8254387,0.0750168
25,-1.5245477,-1.8739448,"('egoistic', 'altruistic')",-0.32353356,-0.72878754,-0.09274107,-0.1523484,1.296285,1.2150744,-0.1611343,-0.3850016,0.2238673
75,-1.5155475,-2.1229947,"('meek', 'impulsive')",-0.89332706,-1.412013,-1.722649,-1.6829835,-0.79085046,-0.75593096,-1.2305936,-1.4934806,0.262887
83,1.4126045,1.4701945,"('powerless', 'powerful')",0.6055056,0.7387177,-0.030440003,-0.10073567,-1.1180203,-1.1652117,0.2174124,0.2357412,-0.0183288
57,1.3683882,2.2169714,"('unimaginative', 'imaginative')",-0.42570084,0.38011885,-0.21052313,-0.06303866,-2.5917256,-2.6377506,-0.4648904,-0.0259247,-0.4389657
37,1.3581789,1.63401,"('fake', 'genuine')",0.6235421,0.721249,0.25856325,0.17238343,0.56440884,0.5816603,0.7011732,0.7773256,-0.0761524
28,1.3456433,1.8464744,"('disloyal', 'loyal')",0.7432301,0.89004856,0.51209944,0.3647629,1.1674114,1.1607033,0.9420961,1.0654973,-0.1234012
59,-1.2744323,-1.9095006,"('foolish', 'wise')",0.4135136,-0.3971974,-0.34828275,-0.4555588,0.18339306,0.16656843,-0.2564521,-0.6489221,0.39247
44,-1.1703706,-1.6246839,"('prejudiced', 'unprejudiced')",-1.1988678,-1.4177971,-0.8619785,-0.8198931,-1.2225296,-1.2400196,-1.1134367,-1.2755984,0.1621617
64,1.1633409,1.3369954,"('shy', 'confident')",0.5736176,0.9848233,0.12097213,0.03846349,-6.3446817,-6.4945498,-1.1216878,-1.033567,-0.0881208
24,1.1313114,1.6251167,"('dishonest', 'honest')",1.075685,1.2893102,0.07158317,-0.009778222,0.67385876,0.8373573,0.7381096,0.9355015,-0.1973919
1,-1.1017349,-1.1984584,"('unfriendly', 'friendly')",0.4720979,-0.14017299,0.27651998,-0.05836896,1.81923,1.6804641,0.3665282,0.070866,0.2956622
82,1.1008219,1.1196163,"('poor', 'rich')",-0.76381963,-0.31503406,0.54688144,0.5762776,6.70202,6.662881,1.8964759,2.0109353,-0.1144594
77,0.9892028,1.271186,"('unmotivated', 'motivated')",0.13036592,0.80049986,0.20747223,0.16685772,-1.0367885,-1.0823683,0.0725631,0.2890438,-0.2164807
9,0.9781213,0.8574507,"('unaffectionate', 'caring')",1.4544636,0.82025844,0.61171395,0.36287475,1.41451,1.3900319,1.1147022,0.857654,0.2570482
72,0.9185332,1.0993955,"('unambitious', 'ambitious')",0.55608815,0.7727916,-0.64645416,-0.68522954,-0.85206723,-0.57928956,-0.005975,0.151917,-0.157892
88,-0.8876733,-0.7429146,"('low', 'eminent')",-0.6495475,-0.72684234,-0.3979865,-0.43340087,-0.01609519,-0.23593818,-0.4878256,-0.534774,0.0469484
41,0.87284094,0.6876853,"('unforgiving', 'forgiving')",1.6779386,1.4496106,0.84449494,0.6372101,0.21326134,0.13043734,0.902134,0.7262359,0.1758981
48,0.7983564,1.2713372,"('unintelligent', 'intelligent')",-0.84222555,-0.30727515,-0.118479624,-0.12254786,-0.016225316,-0.009633035,-0.0446435,0.2079703,-0.2526138
61,0.78632945,0.9746288,"('illogical', 'logical')",0.3438408,0.64136684,0.2827477,0.23082536,0.47576582,0.4115856,0.4721709,0.5646017,-0.0924308
68,-0.78590864,-0.6129577,"('dependent', 'independent')",-1.770669,-1.5854609,-0.9918592,-0.9135203,-0.6967851,-0.709614,-1.0613055,-0.9553882,-0.1059173
2,0.7693366,0.35851452,"('unlikable', 'likable')",1.1232197,0.8778309,0.72216594,0.44827306,0.67101246,0.4368216,0.8214337,0.53036,0.2910737
19,-0.68748856,-1.1236227,"('inhospitable', 'hospitable')",0.23036927,-0.22112578,-0.65847313,-0.76277566,-0.13188316,-0.20407987,-0.3118689,-0.577901,0.2660321
33,-0.6728687,-0.9342072,"('wrong', 'right')",0.859011,0.3347289,-0.61484265,-0.74358195,-0.70936656,-0.6692788,-0.2845168,-0.5030848,0.218568
66,-0.66221315,-0.7684484,"('inactive', 'active')",-0.85146636,-1.1552298,-0.8176684,-0.98291594,0.81434447,0.6919687,-0.3792509,-0.5536563,0.1744054
27,-0.65198994,-0.20979434,"('hardhearted', 'softhearted')",0.35625288,0.27705723,0.9646173,1.0283502,1.4236058,1.5248601,0.5231215,0.6551183,-0.1319968
17,-0.6461395,-0.78885895,"('nasty', 'nice')",-0.06399698,-0.19369097,-0.5897845,-0.601737,-0.77853006,-0.5969492,-0.5196128,-0.5453091,0.0256963
58,-0.5751134,-0.67940456,"('undiscriminating', 'discriminating')",-0.25438896,-0.13226686,0.15250231,0.27360722,-0.055354264,-0.18896936,-0.1830886,-0.1817584,-0.0013302
38,0.5475613,0.4842849,"('untruthful', 'truthful')",1.0494683,0.7459296,0.28533226,-0.0008388534,0.08030307,-0.06797043,0.4906662,0.2903513,0.2003149
53,-0.5096617,-0.36371705,"('uncreative', 'creative')",-0.14401624,0.048435763,0.3448975,0.43157864,0.9592075,1.0311699,0.1626068,0.2868668,-0.12426
8,-0.5066738,-0.9075814,"('unaffectionate', 'affectionate')",0.55061466,-0.090184234,-0.25964153,-0.38806316,0.7798364,0.77654505,0.1410339,-0.1523209,0.2933548
26,-0.5065444,-0.48467034,"('hardhearted', 'benevolent')",0.9517615,0.86478305,0.74571913,0.8556267,1.1787528,1.1577272,0.5924222,0.5983667,-0.0059445
67,0.4896815,0.4232658,"('doubtful', 'determined')",0.933786,0.95927274,-0.0839512,-0.1175072,-0.76171947,-0.6752783,0.1444492,0.1474383,-0.0029891
73,0.38951865,-0.14023572,"('helpless', 'self-reliant')",1.2562171,0.88292265,0.18409513,0.14291689,-3.4991062,-3.6148238,-0.4173188,-0.682305,0.2649862
20,0.37613156,0.6728836,"('rough', 'thoughtful')",0.34124723,0.7416816,-0.15922765,0.016610725,1.1466615,1.0305569,0.4262032,0.6154332,-0.18923
40,0.36538386,0.48156056,"('stingy', 'generous')",0.45438227,0.56669146,0.19374645,0.30401954,-1.6290594,-1.6930554,-0.1538867,-0.085196,-0.0686907
54,-0.28662446,-0.18145943,"('incapable', 'capable')",0.9229447,0.6639991,0.005689591,-0.24365833,1.0484171,1.0146068,0.4226067,0.313372,0.1092347
34,-0.2321063,-0.21492344,"('mean', 'honorable')",-0.76422304,-0.6752242,0.055426456,0.094135955,5.9656086,6.0527725,1.2561765,1.3141901,-0.0580136
84,0.16214462,0.048928402,"('inferior', 'superior')",0.9190599,0.9411895,-0.73017746,-0.6687049,0.10842314,0.026567947,0.1148626,0.0869952,0.0278674
15,-0.15674172,-0.4691327,"('boring', 'funny')",0.64696056,0.37124506,0.1638637,-0.006388304,0.062436126,-0.010532483,0.1791297,-0.0287021,0.2078318
47,0.14255,0.20192696,"('stupid', 'smart')",0.09840652,0.48037717,0.8212582,0.9608188,5.657314,5.9089236,1.6798822,1.8880117,-0.2081295
49,0.08637358,0.29702008,"('unable', 'able')",-0.07858751,0.23935004,-0.15978032,-0.06325413,-0.33967116,-0.22331065,-0.1229164,0.0624513,-0.1853677
50,0.06798282,-0.46125692,"('clumsy', 'skillful')",0.24184075,-0.14875525,0.1322262,-0.03319027,0.3530699,0.06945637,0.1987799,-0.1434365,0.3422164
71,0.034583554,-0.1568719,"('diffident', 'self-confident')",0.98381084,0.6594845,1.7404171,1.486945,0.5321802,0.47275364,0.8227479,0.6155778,0.2071701
18,-0.0051232427,-0.13316318,"('disagreeable', 'welcoming')",-0.171348,-0.39255995,-0.41509,-0.43589497,-0.35547593,-0.34636223,-0.2367593,-0.3269951,0.0902358
