,prudential_male,prudential_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
21,-0.5682525,-0.51252,"('immoral', 'moral')",0.71633214,0.69147897,-0.63047355,-0.4715062,-0.160798,-0.0975158,-0.0632822
37,-0.56101674,-0.57704836,"('fake', 'genuine')",-0.85062355,-0.8591508,0.32568347,0.30681378,-0.3619856,-0.3764618,0.0144762
31,0.5077455,0.47781053,"('evil', 'good')",-0.64751047,-0.62239945,-1.2016405,-1.2174087,-0.4471351,-0.4539992,0.0068641
61,-0.4976429,-0.48704416,"('illogical', 'logical')",1.2108147,1.173678,0.27155393,0.35466173,0.3282419,0.3470985,-0.0188566
49,-0.49688032,-0.47135216,"('unable', 'able')",-0.97899294,-0.92550766,-0.041486025,-0.03938529,-0.5057864,-0.4787484,-0.027038
52,0.48861802,0.42445534,"('irrational', 'rational')",-0.0035104286,-0.013052873,-0.10115463,-0.18192458,0.1279843,0.0764926,0.0514917
4,0.47719255,0.41219836,"('disliked', 'liked')",-0.0180481,-0.031134631,-6.344928,-6.358495,-1.9619277,-1.9924771,0.0305494
56,-0.43842408,-0.35125935,"('impractical', 'practical')",0.32705402,0.29300055,-0.2815401,-0.15901554,-0.1309701,-0.0724248,-0.0585453
30,-0.43131328,-0.4974953,"('intolerant', 'tolerant')",0.24351843,0.15742204,0.7313543,0.7571936,0.1811865,0.1390401,0.0421464
88,-0.4057813,-0.4135061,"('low', 'eminent')",-0.94574,-0.9017437,0.24481568,0.34731677,-0.3689018,-0.3226444,-0.0462574
15,0.40246332,0.44269982,"('boring', 'funny')",-0.07063239,0.027082354,0.13752739,0.1782411,0.1564528,0.2160077,-0.0595549
74,-0.33696163,-0.38789767,"('undedicated', 'dedicated')",0.6817,0.6300962,0.35834342,0.45855317,0.2343606,0.2335839,0.0007767
67,-0.33174124,-0.1842859,"('doubtful', 'determined')",-0.36339995,-0.21507883,-1.019612,-0.9163826,-0.5715844,-0.4385824,-0.133002
27,0.33076105,0.24551679,"('hardhearted', 'softhearted')",-0.41416228,-0.46626186,1.6420468,1.4567981,0.5195485,0.4120177,0.1075308
32,-0.32398814,-0.3938946,"('unkind', 'kind')",0.4540248,0.41554368,1.1841215,1.2482893,0.4380527,0.4233128,0.0147399
78,0.3148666,0.28655925,"('nonresilient', 'resilient')",1.5606405,1.3984305,0.8652974,0.76989865,0.9136015,0.8182961,0.0953054
8,-0.3139781,-0.43425703,"('unaffectionate', 'affectionate')",0.19428712,0.15871641,0.72599214,0.6427563,0.2021004,0.1224052,0.0796952
20,-0.29807916,-0.25385192,"('rough', 'thoughtful')",-0.024459444,-0.01815132,0.8771859,0.94538844,0.1848824,0.2244617,-0.0395793
18,-0.26102135,-0.28115264,"('disagreeable', 'welcoming')",-0.2862684,-0.29764134,-0.25137866,-0.22697997,-0.2662228,-0.2685913,0.0023685
47,-0.23882595,-0.21443294,"('stupid', 'smart')",0.5623988,0.5632597,5.3661532,5.3061004,1.8965753,1.8849758,0.0115995
40,0.23389006,0.07181035,"('stingy', 'generous')",1.3105162,1.2265985,-1.6551946,-1.6471945,-0.0369294,-0.1162619,0.0793325
58,0.21642584,0.10950013,"('undiscriminating', 'discriminating')",1.7681391,1.7477834,0.374507,0.37099954,0.7863573,0.7427611,0.0435962
9,0.18765536,-0.040148024,"('unaffectionate', 'caring')",1.564523,1.4857686,1.4238399,1.3531146,1.0586727,0.9329117,0.125761
12,0.16278447,-0.0014102589,"('unsupportive', 'supportive')",1.4628263,1.4039943,-1.4307553,-1.3570764,0.0649518,0.0151692,0.0497826
38,0.11443767,-0.023872936,"('untruthful', 'truthful')",0.76590455,0.68967617,0.3444365,0.3323371,0.4082596,0.3327134,0.0755462
68,-0.109237075,-0.11693386,"('dependent', 'independent')",-1.7026048,-1.6735736,-0.3571465,-0.3080462,-0.7229961,-0.6995179,-0.0234782
53,-0.08065958,-0.24367598,"('uncreative', 'creative')",1.4169017,1.3343357,0.84260315,0.8312111,0.7262817,0.6406236,0.0856581
1,0.06809912,-0.14092961,"('unfriendly', 'friendly')",1.6099014,1.562119,2.3159628,2.3287432,1.3313211,1.2499776,0.0813435
29,-0.042466454,-0.03946052,"('unfair', 'fair')",-0.21911052,-0.21153128,-0.5034214,-0.42267174,-0.2549995,-0.2245545,-0.030445
64,-0.02324588,-0.022608485,"('shy', 'confident')",0.6538568,0.6742501,-6.5394883,-6.356663,-1.9696258,-1.9016738,-0.067952
19,-0.014175506,0.028530648,"('inhospitable', 'hospitable')",-0.25001985,-0.15054682,0.21386504,0.21339393,-0.0167768,0.0304593,-0.0472361
16,-0.00026516616,-0.043383334,"('unpopular', 'popular')",-0.2169747,-0.17907032,0.36814505,0.32021904,0.0503017,0.0325885,0.0177132
