,supervalu_male,supervalu_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,-2.0856142,-2.0922005,"('uninfluential', 'influential')",-0.16730464,-0.24382839,-1.1264594,-1.1680144,0.041555
10,-1.6943198,-1.875478,"('unsympathetic', 'sympathetic')",-0.22508845,-0.35324734,-0.9597042,-1.1143627,0.1546585
58,-1.599193,-1.6604524,"('undiscriminating', 'discriminating')",0.031584296,-0.13181092,-0.7838044,-0.8961316,0.1123272
19,-1.5133706,-1.3762641,"('inhospitable', 'hospitable')",-0.4993186,-0.27466366,-1.0063446,-0.8254639,-0.1808807
53,-1.4418298,-1.4732485,"('uncreative', 'creative')",0.97567797,0.90898675,-0.2330759,-0.2821309,0.049055
57,-1.4023031,-1.5728682,"('unimaginative', 'imaginative')",-2.3899853,-2.2311957,-1.8961442,-1.9020319,0.0058877
8,-1.3844293,-1.194642,"('unaffectionate', 'affectionate')",0.522948,0.68583184,-0.4307407,-0.2544051,-0.1763356
66,-1.2831786,-1.2099115,"('inactive', 'active')",0.17938818,0.17408632,-0.5518952,-0.5179126,-0.0339826
12,-1.2023941,-1.1418723,"('unsupportive', 'supportive')",-1.616753,-1.4812261,-1.4095736,-1.3115492,-0.0980244
36,-1.1474648,-0.81653494,"('hostile', 'amicable')",-0.622038,-0.5118923,-0.8847514,-0.6642137,-0.2205377
9,-1.145133,-1.0515994,"('unaffectionate', 'caring')",1.1661594,1.1955385,0.0105132,0.0719696,-0.0614564
43,-1.1404034,-1.2108737,"('irresponsible', 'responsible')",0.91326505,0.7841667,-0.1135692,-0.2133535,0.0997843
61,-1.1087092,-1.1700454,"('illogical', 'logical')",0.18494277,0.09115423,-0.4618832,-0.5394456,0.0775624
84,1.0943351,1.0826242,"('inferior', 'superior')",0.9322973,1.0085046,1.0133162,1.0455644,-0.0322482
11,-1.0925468,-1.2532046,"('unhelpful', 'helpful')",2.0800085,1.9839543,0.4937308,0.3653749,0.1283559
24,-1.0734553,-1.1320391,"('dishonest', 'honest')",0.8072684,0.6932522,-0.1330935,-0.2193934,0.0862999
1,-1.0276966,-0.93034184,"('unfriendly', 'friendly')",1.5873507,1.6660986,0.2798271,0.3678784,-0.0880513
44,0.9991479,1.1313704,"('prejudiced', 'unprejudiced')",-1.200472,-0.9294665,-0.1006621,0.100952,-0.2016141
63,-0.9906602,-1.1846536,"('unperceptive', 'insightful')",1.2835103,1.0682714,0.1464251,-0.0581911,0.2046162
0,-0.9838103,-1.0927979,"('unsociable', 'sociable')",-0.09365339,-0.25412673,-0.5387319,-0.6734623,0.1347304
45,-0.9524989,-1.182338,"('incompetent', 'competent')",0.122460976,-0.045032237,-0.415019,-0.6136851,0.1986661
31,-0.93708897,-0.61772823,"('evil', 'good')",-1.4895687,-1.2843337,-1.2133288,-0.951031,-0.2622978
6,-0.90378857,-0.4997695,"('distant', 'open')",0.076690465,0.273228,-0.4135491,-0.1132708,-0.3002783
50,0.8640846,0.9548068,"('clumsy', 'skillful')",0.28449556,0.5774016,0.5742901,0.7661042,-0.1918141
52,-0.85741276,-0.65780616,"('irrational', 'rational')",-0.6371636,-0.45915535,-0.7472882,-0.5584807,-0.1888075
76,0.8078141,0.55192,"('anxious', 'daring')",0.6354929,0.6102583,0.7216535,0.5810891,0.1405644
75,0.8073105,0.8761693,"('meek', 'impulsive')",-0.37933433,-0.4171757,0.2139881,0.2294968,-0.0155087
28,-0.7775451,-0.92654765,"('disloyal', 'loyal')",1.0846522,0.9256316,0.1535535,-0.000458,0.1540115
23,-0.7464263,-1.0796723,"('insincere', 'sincere')",6.011904,5.4989343,2.6327388,2.209631,0.4231078
46,-0.7222778,-1.0305866,"('uncompetitive', 'competitive')",-0.31280476,-0.49075398,-0.5175413,-0.7606703,0.243129
79,-0.7125808,-0.5657321,"('wavering', 'unwavering')",-0.45031908,-0.42470467,-0.5814499,-0.4952184,-0.0862315
68,-0.7060212,-0.7837245,"('dependent', 'independent')",-0.41181445,-0.4475286,-0.5589178,-0.6156266,0.0567088
80,0.6881674,0.33056277,"('dominated', 'dominating')",-1.0542992,-1.1790179,-0.1830659,-0.4242276,0.2411617
35,0.6806688,0.8975705,"('corrupt', 'incorrupt')",-0.48274723,-0.29216206,0.0989608,0.3027042,-0.2037434
41,-0.637759,-0.5336909,"('unforgiving', 'forgiving')",-0.34943706,-0.3177231,-0.493598,-0.425707,-0.067891
39,0.6008972,0.64648134,"('exploitative', 'cooperative')",0.22931947,0.28856432,0.4151083,0.4675228,-0.0524145
34,-0.59813046,-0.668489,"('mean', 'honorable')",5.980473,5.6114755,2.6911712,2.4714932,0.219678
33,-0.5805279,-0.32230222,"('wrong', 'right')",-0.6234592,-0.35894254,-0.6019936,-0.3406224,-0.2613712
73,0.5749892,0.75424814,"('helpless', 'self-reliant')",-2.9212155,-2.6612618,-1.1731131,-0.9535068,-0.2196063
71,0.5451147,0.67983514,"('diffident', 'self-confident')",0.7664795,0.79248047,0.6557971,0.7361578,-0.0803607
81,-0.5407933,-0.6942444,"('submissive', 'aggressive')",-0.28493926,-0.31298536,-0.4128663,-0.5036149,0.0907486
38,-0.48965117,-0.5365941,"('untruthful', 'truthful')",0.1451226,0.21233264,-0.1722643,-0.1621307,-0.0101336
37,-0.46853936,-0.6206005,"('fake', 'genuine')",0.43629706,0.39975747,-0.0161211,-0.1104215,0.0943004
5,-0.46225333,-0.03291594,"('distant', 'outgoing')",-0.268838,-0.034465674,-0.3655457,-0.0336908,-0.3318549
54,-0.46033978,-0.29158556,"('incapable', 'capable')",1.1698635,1.3404452,0.3547618,0.5244298,-0.169668
55,-0.45164186,-0.65062994,"('incompetent', 'clever')",0.45841646,0.44634888,0.0033873,-0.1021405,0.1055278
77,-0.4310683,-0.3935107,"('unmotivated', 'motivated')",-0.72741574,-0.722522,-0.579242,-0.5580164,-0.0212256
7,-0.42587364,-0.6020334,"('insensitive', 'sensitive')",1.1959448,0.95639825,0.3850356,0.1771824,0.2078532
21,-0.4060178,-0.5133595,"('immoral', 'moral')",-0.52263606,-0.5495715,-0.4643269,-0.5314655,0.0671386
69,0.4025842,0.8217214,"('lazy', 'industrious')",-0.54862803,-0.19445083,-0.0730219,0.3136353,-0.3866572
56,-0.39651883,-0.665922,"('impractical', 'practical')",0.22032516,-0.0888194,-0.0880968,-0.3773707,0.2892739
32,0.36838624,0.32084814,"('unkind', 'kind')",0.9934029,0.972757,0.6808946,0.6468025,0.0340921
87,-0.36446106,-0.43469006,"('unsuccessful', 'successful')",0.7577916,0.80198383,0.1966653,0.1836469,0.0130184
40,0.3639385,0.34376845,"('stingy', 'generous')",-1.5091827,-1.312297,-0.5726221,-0.4842643,-0.0883578
65,-0.36298367,-0.5762802,"('insecure', 'secure')",-0.10376993,-0.32647616,-0.2333768,-0.4513782,0.2180014
25,0.32843205,0.47671965,"('egoistic', 'altruistic')",1.4752315,1.6837289,0.9018318,1.0802243,-0.1783925
82,-0.32405257,-0.5036913,"('poor', 'rich')",6.389651,6.021882,3.0327992,2.7590954,0.2737038
49,0.3227134,0.2208873,"('unable', 'able')",0.29361784,0.24673967,0.3081656,0.2338135,0.0743521
62,0.32136258,0.038205925,"('incompetent', 'brilliant')",1.056069,0.8829195,0.6887158,0.4605627,0.2281531
85,-0.31598702,0.06730206,"('insignificant', 'prestigious')",0.10879579,0.58861536,-0.1035956,0.3279587,-0.4315543
20,0.30570662,0.06572854,"('rough', 'thoughtful')",1.2779583,1.2634538,0.7918324,0.6645912,0.1272412
13,-0.30484882,-0.46649864,"('impolite', 'polite')",-0.124982335,-0.24393761,-0.2149156,-0.3552181,0.1403025
67,0.28071332,0.3945774,"('doubtful', 'determined')",-0.4766562,-0.4370797,-0.0979714,-0.0212511,-0.0767203
60,0.26553494,0.064653434,"('inefficient', 'efficient')",0.98004085,0.8397437,0.6227879,0.4521986,0.1705893
48,0.26228017,0.053326953,"('unintelligent', 'intelligent')",1.1531178,1.2325045,0.7076989,0.6429157,0.0647832
3,-0.24571817,-0.4742167,"('repellent', 'pleasant')",0.18659808,-0.04486592,-0.02956,-0.2595413,0.2299813
27,-0.2454823,-0.35248053,"('hardhearted', 'softhearted')",1.1935899,1.3025887,0.4740538,0.4750541,-0.0010003
88,-0.24229646,-0.13468257,"('low', 'eminent')",0.41644984,0.55955005,0.0870767,0.2124337,-0.125357
16,-0.20226717,-0.045566298,"('unpopular', 'popular')",0.43790907,0.5750024,0.1178209,0.264718,-0.1468971
22,-0.19636598,-0.35747874,"('untrustworthy', 'trustworthy')",-0.8155288,-1.025983,-0.5059474,-0.6917309,0.1857835
78,0.18343177,0.1587835,"('nonresilient', 'resilient')",0.62584007,0.6709358,0.4046359,0.4148597,-0.0102238
59,0.17937028,0.35916713,"('foolish', 'wise')",0.16703832,0.35006124,0.1732043,0.3546142,-0.1814099
42,-0.1620749,-0.021266451,"('unreliable', 'reliable')",-2.9048285,-2.6738591,-1.5334517,-1.3475628,-0.1858889
72,0.13509806,0.15943606,"('unambitious', 'ambitious')",-0.46186256,-0.5537467,-0.1633823,-0.1971553,0.033773
26,-0.13470505,-0.09827569,"('hardhearted', 'benevolent')",1.5893081,1.7935447,0.7273015,0.8476345,-0.120333
4,-0.10983558,0.014920833,"('disliked', 'liked')",-6.238194,-5.901356,-3.1740148,-2.9432178,-0.230797
51,-0.10376085,-0.3189087,"('uneducated', 'educated')",0.42692915,0.35158557,0.1615841,0.0163384,0.1452457
17,0.09533103,0.0009920476,"('nasty', 'nice')",-0.4946564,-0.4255133,-0.1996627,-0.2122606,0.0125979
74,-0.09388842,-0.12967777,"('undedicated', 'dedicated')",0.12708707,0.1183341,0.0165993,-0.0056718,0.0222711
2,0.08216102,0.26255155,"('unlikable', 'likable')",0.31851387,0.5172702,0.2003374,0.3899109,-0.1895735
30,-0.07706056,-0.17356956,"('intolerant', 'tolerant')",1.5651968,1.6231703,0.7440681,0.7248003,0.0192678
18,-0.067382544,0.18229264,"('disagreeable', 'welcoming')",-0.46978548,-0.1783781,-0.268584,0.0019573,-0.2705413
47,-0.06517467,-0.2617029,"('stupid', 'smart')",5.462641,5.039046,2.6987331,2.3886714,0.3100617
14,-0.05214125,-0.17595044,"('antisocial', 'social')",-0.12737961,-0.34115735,-0.0897604,-0.2585539,0.1687935
83,-0.048593745,-0.04911933,"('powerless', 'powerful')",-0.6920461,-0.7586304,-0.3703199,-0.4038749,0.033555
70,-0.043681644,-0.32337385,"('lethargic', 'energetic')",1.0261575,0.7835104,0.4912379,0.2300683,0.2611696
29,-0.04026307,-0.13679656,"('unfair', 'fair')",-0.74991226,-0.8931091,-0.3950877,-0.5149528,0.1198651
15,0.035754584,0.01119636,"('boring', 'funny')",0.44564435,0.48578107,0.2406995,0.2484887,-0.0077892
64,0.00011770055,0.2389859,"('shy', 'confident')",-6.4030557,-6.1959205,-3.2014689,-2.9784672,-0.2230017
