,coca_male,coca_female,tuple,cola_male,cola_female,europacific_male,europacific_female,partners_male,partners_female,average_male,average_female,male-female
73,2.364034,2.1703756,"('helpless', 'self-reliant')",0.30552107,0.26838735,0.5932561,0.51036674,-3.9037285,-3.7135425,-0.1602293,-0.1911032,0.0308739
85,1.8538704,1.9174074,"('insignificant', 'prestigious')",-0.34992817,-0.16356404,-0.079537965,0.16576056,0.059202045,0.23697305,0.3709016,0.5391442,-0.1682426
3,-1.5774336,-1.2897801,"('repellent', 'pleasant')",-0.68137205,-0.6354076,0.20603433,0.17373453,0.7539716,0.7499891,-0.3246999,-0.250366,-0.0743339
45,-1.5667776,-1.5806878,"('incompetent', 'competent')",-0.36347148,-0.41238078,-0.6151516,-0.4054289,0.14668629,0.05793754,-0.5996786,-0.58514,-0.0145386
82,-1.5628995,-0.96289384,"('poor', 'rich')",-0.74359417,-0.5065427,-0.98649615,-0.53166765,5.534879,5.638149,0.5604723,0.9092612,-0.3487889
65,-1.3572528,-1.2073041,"('insecure', 'secure')",0.74507976,0.6278875,0.40067112,0.47993833,1.1404966,1.1138524,0.2322487,0.2535935,-0.0213448
56,1.3447405,1.8604987,"('impractical', 'practical')",1.7492249,1.8853627,0.16230336,0.57144004,0.39927465,0.5906186,0.9138859,1.2269801,-0.3130942
71,1.2999378,1.259855,"('diffident', 'self-confident')",1.1710038,1.1766835,-1.0060745,-0.98927194,0.9463912,0.88789535,0.6028146,0.5837905,0.0190241
74,1.2901827,1.3905985,"('undedicated', 'dedicated')",0.6112453,0.69154024,-0.16132937,-0.055090718,0.99141693,1.0924432,0.6828789,0.7798728,-0.0969939
77,-1.2826027,-1.2212669,"('unmotivated', 'motivated')",-0.39484987,-0.42135957,-0.35434234,-0.28288326,-0.16711219,-0.121517435,-0.5497268,-0.5117568,-0.03797
69,1.2689707,0.77732015,"('lazy', 'industrious')",0.5328553,0.4385453,1.4458158,0.9922632,-1.2665434,-1.3310542,0.4952746,0.2192686,0.276006
58,1.2037286,0.8822112,"('undiscriminating', 'discriminating')",0.2916858,0.24361575,-1.4337943,-1.3754117,-0.31672123,-0.39272052,-0.0637753,-0.1605763,0.096801
39,1.1947815,1.4245211,"('exploitative', 'cooperative')",1.6564544,1.4206693,1.3138442,1.2576363,1.5550853,1.502306,1.4300413,1.4012833,0.028758
51,-1.1639767,-0.8765106,"('uneducated', 'educated')",-0.3822864,-0.16948885,-0.61825085,-0.42333925,0.59601486,0.6205135,-0.3921248,-0.2122063,-0.1799185
5,1.1217669,0.78102267,"('distant', 'outgoing')",-0.123390645,-0.2548286,-0.9087994,-1.0794649,-0.37495476,-0.48172286,-0.0713445,-0.2587484,0.1874039
18,-1.053072,-0.835526,"('disagreeable', 'welcoming')",-0.78582704,-0.80624413,-0.76225895,-0.56197673,-0.4418287,-0.41299158,-0.7607467,-0.6541846,-0.1065621
33,1.0330812,0.8566243,"('wrong', 'right')",-0.06339218,-0.13273993,0.46748772,0.47307658,-0.3550738,-0.45744827,0.2705257,0.1848782,0.0856475
28,-1.0267605,-0.8359071,"('disloyal', 'loyal')",-0.1036808,-0.056393407,-0.707317,-0.544207,1.3612589,1.5537016,-0.1191249,0.0292985,-0.1484234
83,0.9983076,1.2780277,"('powerless', 'powerful')",0.613305,0.8273122,0.29196417,0.34716633,-0.47077993,-0.23224908,0.3581992,0.5550643,-0.1968651
13,-0.9898436,-0.5354992,"('impolite', 'polite')",0.39628825,0.44439346,0.12962395,0.37583384,0.8109175,0.8183367,0.0867465,0.2757662,-0.1890197
81,-0.9381523,-0.6131312,"('submissive', 'aggressive')",-0.16388589,-0.19246216,0.5129623,0.6519597,0.43042463,0.38423246,-0.0396628,0.0576497,-0.0973125
54,0.8779469,0.87212425,"('incapable', 'capable')",0.69378483,0.6856133,-0.1228306,-0.12875898,1.2155777,1.2413685,0.6661197,0.6675868,-0.0014671
84,0.8119528,0.7148771,"('inferior', 'superior')",1.07574,1.0777785,0.26530206,0.06952037,0.4607772,0.3053707,0.653443,0.5418867,0.1115563
17,-0.78447837,-0.83733064,"('nasty', 'nice')",-0.4094688,-0.53034204,-0.052129395,-0.020702116,-0.7967304,-0.66585946,-0.5107018,-0.5135586,0.0028568
40,-0.777251,-1.025378,"('stingy', 'generous')",-0.41140044,-0.74485195,-0.06350689,-0.13913956,-1.8871746,-2.0815969,-0.7848332,-0.9977416,0.2129084
27,-0.7574069,-0.9718795,"('hardhearted', 'softhearted')",-0.4206227,-0.7373342,-0.5712111,-0.8477479,0.48808447,0.29671952,-0.3152891,-0.5650605,0.2497714
67,0.7319411,0.95755386,"('doubtful', 'determined')",1.0705017,1.128891,1.2799485,1.2872308,0.011558488,0.16599332,0.7734874,0.8849173,-0.1114299
53,0.72882026,0.7253063,"('uncreative', 'creative')",-0.7195157,-0.67596745,-1.7427604,-1.4992965,0.7793801,0.8415038,-0.238519,-0.1521135,-0.0864055
70,-0.706893,-0.76780736,"('lethargic', 'energetic')",-0.29848552,-0.49056965,-0.18536049,-0.29961455,1.5644277,1.3258854,0.0934222,-0.0580266,0.1514488
34,-0.69981736,-0.23199204,"('mean', 'honorable')",0.018036772,0.15807337,0.092271805,0.28080878,5.246369,5.2534575,1.1642151,1.3650869,-0.2008718
87,0.6818443,0.61485416,"('unsuccessful', 'successful')",0.6240443,0.69142514,0.8422148,0.8251022,0.60892624,0.6442369,0.6892574,0.6939046,-0.0046472
41,-0.6788923,-0.40483654,"('unforgiving', 'forgiving')",0.655854,0.71373135,-0.70404524,-0.35402116,0.7579321,0.7073208,0.0077121,0.1655486,-0.1578365
64,-0.6406232,-1.132862,"('shy', 'confident')",-0.30174762,-0.5667061,0.8533726,0.46034518,-4.7387986,-4.8952594,-1.2069492,-1.5336206,0.3266714
26,0.6282164,0.87396544,"('hardhearted', 'benevolent')",0.15023118,0.09550753,-0.12626529,0.104231946,1.0601707,1.0531898,0.4280882,0.5317237,-0.1036355
21,-0.62217337,-0.047407113,"('immoral', 'moral')",0.38493308,0.44148147,-0.0012550186,0.2457716,-0.025054641,0.12013603,-0.0658875,0.1899955,-0.255883
80,0.61684746,0.2774211,"('dominated', 'dominating')",0.37913826,0.31484765,1.1398962,0.86100096,-0.47147197,-0.5691129,0.4161025,0.2210392,0.1950633
78,-0.6070673,-0.44851777,"('nonresilient', 'resilient')",-0.1959149,0.022162989,-1.0430578,-0.90158415,0.31368285,0.17357956,-0.3830893,-0.2885898,-0.0944995
36,-0.60303235,-0.77120256,"('hostile', 'amicable')",-1.0645251,-0.9235469,-0.60763437,-0.5879946,-0.33718017,-0.18151133,-0.653093,-0.6160638,-0.0370292
14,-0.593535,-0.29352283,"('antisocial', 'social')",0.39977628,0.41530913,0.5275628,0.64274454,0.38458812,0.2706659,0.179598,0.2587992,-0.0792012
42,0.58737487,0.6230463,"('unreliable', 'reliable')",0.7232829,0.5497101,0.8853841,0.8770921,-2.4623725,-2.3662345,-0.0665827,-0.0790965,0.0125138
0,-0.577179,-0.35214895,"('unsociable', 'sociable')",1.2141378,1.2034323,-1.0596598,-0.9990644,1.0820829,0.9863354,0.1648455,0.2096386,-0.0447931
6,0.5767466,0.28676206,"('distant', 'open')",-0.4387169,-0.5913688,-1.1709424,-1.3047903,-0.10837099,-0.24403617,-0.2853209,-0.4633583,0.1780374
10,-0.5699962,-0.32596487,"('unsympathetic', 'sympathetic')",-0.16544162,-0.24408534,-1.5669563,-1.3616884,0.6960316,0.5997441,-0.4015906,-0.3329986,-0.068592
88,0.5596155,0.6754231,"('low', 'eminent')",-0.21173498,-0.28881234,-0.30060685,-0.29354206,0.31819716,0.47476065,0.0913677,0.1419573,-0.0505896
37,0.5317119,0.15973493,"('fake', 'genuine')",-0.24981569,-0.6060525,-0.3584505,-0.6843807,0.0655628,-0.1234467,-0.0027479,-0.3135363,0.3107884
49,0.53082794,0.6881027,"('unable', 'able')",0.53267527,0.64778084,-0.081125855,0.0069873817,-0.42795667,-0.21430142,0.1386052,0.2821424,-0.1435372
7,-0.51912284,-0.4423862,"('insensitive', 'sensitive')",-0.09509309,-0.3035471,-0.411429,-0.51683646,0.7298627,0.45954165,-0.0739456,-0.200807,0.1268614
