,tegna_male,tegna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-2.260046,-0.55704325,"('hostile', 'amicable')",-0.172436,0.671341,-1.216241,0.0571489,-1.2733899
6,-2.2404678,-1.1642767,"('distant', 'open')",-0.2538343,0.32771495,-1.247151,-0.4182809,-0.8288701
5,-1.9594586,-0.83756834,"('distant', 'outgoing')",-0.7746895,-0.18682021,-1.367074,-0.5121943,-0.8548797
1,-1.9182096,-1.0061063,"('unfriendly', 'friendly')",1.1614565,1.7955906,-0.3783765,0.3947422,-0.7731187
8,-1.8939247,-0.90515006,"('unaffectionate', 'affectionate')",0.43326634,0.8247356,-0.7303292,-0.0402072,-0.690122
31,-1.8207364,-0.80974823,"('evil', 'good')",-1.3550493,-0.62403417,-1.5878928,-0.7168912,-0.8710016
60,1.7552229,0.55182546,"('inefficient', 'efficient')",0.41658053,-0.3843944,1.0859017,0.0837155,1.0021862
19,-1.5765203,-0.8058564,"('inhospitable', 'hospitable')",-0.6113439,-0.15559585,-1.0939322,-0.4807261,-0.6132061
79,-1.5442789,-0.71567625,"('wavering', 'unwavering')",-0.44458184,-0.14781977,-0.9944304,-0.431748,-0.5626824
53,-1.5194154,-1.0235177,"('uncreative', 'creative')",0.53302354,0.70620054,-0.4931959,-0.1586586,-0.3345373
9,-1.4114463,-0.6779178,"('unaffectionate', 'caring')",0.7941422,0.9864589,-0.3086521,0.1542706,-0.4629227
35,-1.3834159,-0.22689691,"('corrupt', 'incorrupt')",-0.6264349,0.054203644,-1.0049255,-0.0863466,-0.9185789
62,1.2988359,0.51045066,"('incompetent', 'brilliant')",0.5614726,-0.097079895,0.9301542,0.2066854,0.7234688
65,1.244454,0.24174586,"('insecure', 'secure')",-0.05809218,-0.6669434,0.5931809,-0.2125988,0.8057797
30,1.2196167,0.48870346,"('intolerant', 'tolerant')",1.3836701,1.0716558,1.3016434,0.7801796,0.5214638
85,-1.1617473,0.15026319,"('insignificant', 'prestigious')",-0.18886733,0.5747855,-0.6753073,0.3625243,-1.0378316
76,1.1347715,0.6086901,"('anxious', 'daring')",0.46510655,0.011411134,0.799939,0.3100506,0.4898884
66,-1.1074022,-0.54965603,"('inactive', 'active')",0.25184456,0.5028044,-0.4277788,-0.0234258,-0.404353
81,1.084194,-0.116882406,"('submissive', 'aggressive')",-0.5442369,-1.3636279,0.2699785,-0.7402552,1.0102337
39,1.0668559,0.6399684,"('exploitative', 'cooperative')",0.07247828,0.07149273,0.5696671,0.3557306,0.2139365
44,1.0657544,0.7206722,"('prejudiced', 'unprejudiced')",-1.1106381,-1.311604,-0.0224419,-0.2954659,0.273024
21,1.0606934,0.5869936,"('immoral', 'moral')",-0.33495697,-0.6400367,0.3628682,-0.0265216,0.3893898
86,-1.0524013,-1.1342903,"('uninfluential', 'influential')",-0.393865,-0.59253013,-0.7231331,-0.8634102,0.1402771
56,1.0337741,0.18414353,"('impractical', 'practical')",0.2725122,-0.252859,0.6531432,-0.0343577,0.6875009
25,-0.9761837,-0.16753325,"('egoistic', 'altruistic')",1.1742717,1.6315765,0.099044,0.7320216,-0.6329776
42,0.9667171,0.63981926,"('unreliable', 'reliable')",-2.6862164,-3.1743326,-0.8597496,-1.2672567,0.4075071
80,0.93885475,0.52220124,"('dominated', 'dominating')",-1.27456,-1.7904173,-0.1678526,-0.6341081,0.4662555
51,-0.93412274,-1.2359383,"('uneducated', 'educated')",0.01553249,-0.14532928,-0.4592951,-0.6906338,0.2313387
55,0.92301553,0.04994499,"('incompetent', 'clever')",0.35844156,-0.004978694,0.6407285,0.0224831,0.6182454
57,-0.89816606,-0.8433765,"('unimaginative', 'imaginative')",-2.4208066,-2.4453735,-1.6594863,-1.6443751,-0.0151112
84,0.8944982,1.3022513,"('inferior', 'superior')",0.88734144,1.3595656,0.8909198,1.3309085,-0.4399887
14,0.8222061,0.24332196,"('antisocial', 'social')",-0.34025526,-0.5599933,0.2409754,-0.1583357,0.3993111
43,0.8149043,0.36752355,"('irresponsible', 'responsible')",0.7837827,0.6517449,0.7993435,0.5096343,0.2897092
70,0.7527045,0.31750867,"('lethargic', 'energetic')",0.8684998,0.28157645,0.8106022,0.2995425,0.5110597
4,-0.7457557,-0.13189405,"('disliked', 'liked')",-6.859553,-6.5928345,-3.8026543,-3.3623643,-0.44029
54,-0.745642,-0.40367433,"('incapable', 'capable')",0.976699,1.097768,0.1155285,0.3470468,-0.2315183
78,-0.7429557,-0.6580883,"('nonresilient', 'resilient')",0.02316946,0.23088339,-0.3598931,-0.2136025,-0.1462906
73,0.7204533,0.7890972,"('helpless', 'self-reliant')",-2.7213435,-2.8334708,-1.0004451,-1.0221868,0.0217417
46,0.7020104,0.16899928,"('uncompetitive', 'competitive')",-0.4902843,-0.6691935,0.105863,-0.2500971,0.3559601
52,-0.69718,0.15638101,"('irrational', 'rational')",-0.13641274,0.3207927,-0.4167964,0.2385869,-0.6553833
37,0.66583955,0.6730879,"('fake', 'genuine')",0.56993586,0.53043723,0.6178877,0.6017625,0.0161252
2,0.6515276,0.8430705,"('unlikable', 'likable')",0.37568402,0.43016455,0.5136058,0.6366175,-0.1230117
71,-0.64705825,-0.3250106,"('diffident', 'self-confident')",0.19121373,0.21353254,-0.2279223,-0.055739,-0.1721833
64,0.6390961,0.35687098,"('shy', 'confident')",-6.4788094,-6.5908375,-2.9198565,-3.1169832,0.1971267
38,-0.6353574,-0.5797455,"('untruthful', 'truthful')",-0.36044323,-0.30782747,-0.4979003,-0.4437865,-0.0541138
67,0.61285967,0.58811533,"('doubtful', 'determined')",-0.3894153,-0.2217584,0.1117222,0.1831785,-0.0714563
15,-0.5884732,0.2808236,"('boring', 'funny')",0.08164284,0.5023114,-0.2534152,0.3915675,-0.6449827
22,0.5849968,0.15406787,"('untrustworthy', 'trustworthy')",-0.8662206,-1.2193187,-0.1406119,-0.5326254,0.3920135
88,-0.5647954,0.032389604,"('low', 'eminent')",0.13224559,0.3306603,-0.2162749,0.181525,-0.3977999
16,-0.5595386,-0.36363634,"('unpopular', 'popular')",0.35765395,0.6191356,-0.1009423,0.1277496,-0.2286919
17,-0.5270844,-0.24757345,"('nasty', 'nice')",-0.64252853,-0.48468265,-0.5848064,-0.3661281,-0.2186783
24,0.5144836,0.37495568,"('dishonest', 'honest')",0.55618185,0.5206177,0.5353327,0.4477867,0.087546
61,-0.48963955,-0.5421791,"('illogical', 'logical')",0.1144553,0.09699814,-0.1875921,-0.2225905,0.0349984
0,-0.4704603,-0.93004537,"('unsociable', 'sociable')",-0.42957866,-0.60834664,-0.4500195,-0.769196,0.3191765
68,-0.46904063,-0.95373046,"('dependent', 'independent')",-0.60320145,-0.63702786,-0.536121,-0.7953792,0.2592582
40,0.44876462,0.6760655,"('stingy', 'generous')",-1.8162564,-1.5689486,-0.6837459,-0.4464416,-0.2373043
58,-0.43093115,0.050709542,"('undiscriminating', 'discriminating')",0.008022815,0.1056921,-0.2114542,0.0782008,-0.289655
26,-0.422843,0.49986872,"('hardhearted', 'benevolent')",1.6427244,2.0696673,0.6099407,1.284768,-0.6748273
27,-0.41779903,-0.22850537,"('hardhearted', 'softhearted')",1.3111964,1.4233826,0.4466987,0.5974386,-0.1507399
20,0.37509882,0.5481043,"('rough', 'thoughtful')",1.3616369,1.5316286,0.8683679,1.0398664,-0.1714985
47,0.37311572,0.056191124,"('stupid', 'smart')",5.4054933,5.0473585,2.8893044,2.5517747,0.3375297
63,-0.35118282,-0.74632007,"('unperceptive', 'insightful')",0.7506397,0.4366754,0.1997284,-0.1548223,0.3545507
77,-0.34004226,-0.45297557,"('unmotivated', 'motivated')",-1.1386685,-1.1636276,-0.7393554,-0.8083016,0.0689462
28,-0.33719748,0.008572001,"('disloyal', 'loyal')",0.7219058,0.92498547,0.1923542,0.4667787,-0.2744245
75,-0.3224525,0.2224215,"('meek', 'impulsive')",-0.55627143,-0.44495648,-0.439362,-0.1112675,-0.3280945
7,0.29575226,-0.39643055,"('insensitive', 'sensitive')",0.6575031,0.22678792,0.4766277,-0.0848213,0.561449
45,0.27952662,-0.29647538,"('incompetent', 'competent')",0.09798473,-0.288976,0.1887557,-0.2927257,0.4814814
59,0.2443393,0.6265818,"('foolish', 'wise')",0.29271787,0.6969463,0.2685286,0.661764,-0.3932354
74,0.24318883,0.2891394,"('undedicated', 'dedicated')",0.002915605,-0.01970271,0.1230522,0.1347183,-0.0116661
50,0.23049392,0.5391608,"('clumsy', 'skillful')",0.2859819,0.3316592,0.2582379,0.43541,-0.1771721
13,0.22769792,-0.49569136,"('impolite', 'polite')",-0.6379783,-1.1336683,-0.2051402,-0.8146799,0.6095397
10,0.22389406,-0.27884176,"('unsympathetic', 'sympathetic')",-0.088950686,-0.4596661,0.0674717,-0.3692539,0.4367256
32,0.21151713,0.13188478,"('unkind', 'kind')",0.783792,0.77036846,0.4976546,0.4511266,0.046528
3,0.1701639,-0.20281644,"('repellent', 'pleasant')",0.47212252,0.36929426,0.3211432,0.0832389,0.2379043
29,-0.14241812,-0.43236458,"('unfair', 'fair')",-0.42362404,-0.31032568,-0.2830211,-0.3713451,0.088324
33,-0.10335229,0.29978395,"('wrong', 'right')",-0.6719336,-0.27073133,-0.3876429,0.0145263,-0.4021692
18,-0.10306682,-0.10260603,"('disagreeable', 'welcoming')",-0.6468482,-0.58677596,-0.3749575,-0.344691,-0.0302665
49,0.10071333,-0.35450813,"('unable', 'able')",-0.107041836,-0.4238505,-0.0031643,-0.3891793,0.386015
82,-0.08294627,-0.28068027,"('poor', 'rich')",6.1731596,5.9214406,3.0451066,2.8203802,0.2247264
87,0.073737755,0.069407254,"('unsuccessful', 'successful')",0.6141475,0.52584636,0.3439426,0.2976268,0.0463158
69,0.07273428,0.51211095,"('lazy', 'industrious')",-0.6679695,-0.3449846,-0.2976176,0.0835632,-0.3811808
34,0.071529835,-0.098950036,"('mean', 'honorable')",5.8273654,5.531807,2.9494476,2.7164285,0.2330191
11,0.0706013,-0.43830556,"('unhelpful', 'helpful')",1.5828819,1.2123632,0.8267416,0.3870288,0.4397128
48,0.05047781,-0.5720732,"('unintelligent', 'intelligent')",0.76864475,0.5199018,0.4095613,-0.0260857,0.435647
83,0.031316012,0.40706858,"('powerless', 'powerful')",-0.6840445,-0.6952179,-0.3263642,-0.1440747,-0.1822895
23,0.015752234,-0.3597998,"('insincere', 'sincere')",5.585652,5.1878967,2.8007021,2.4140484,0.3866537
41,0.0052995086,-0.024111114,"('unforgiving', 'forgiving')",-0.19117072,-0.2233299,-0.0929356,-0.1237205,0.0307849
12,-0.0026988275,0.032389633,"('unsupportive', 'supportive')",-1.8748053,-1.8730396,-0.9387521,-0.920325,-0.0184271
