,mbia_male,mbia_female,tuple,inc_male,inc_female,average_male,average_female,male-female
60,2.252496,2.1711764,"('inefficient', 'efficient')",0.26618344,0.2857953,1.2593397,1.2284858,0.0308539
30,1.7839389,1.704872,"('intolerant', 'tolerant')",1.5002391,1.5816369,1.642089,1.6432545,-0.0011655
39,1.7338448,1.6377444,"('exploitative', 'cooperative')",0.0746565,0.2181713,0.9042506,0.9279579,-0.0237073
6,-1.62407,-1.9323962,"('distant', 'open')",0.15533172,0.15022549,-0.7343692,-0.8910853,0.1567161
79,-1.5974866,-1.7374635,"('wavering', 'unwavering')",-0.2539984,-0.23782255,-0.9257425,-0.987643,0.0619005
31,-1.5669532,-1.7159107,"('evil', 'good')",-1.0467126,-0.971355,-1.3068329,-1.3436328,0.0367999
36,-1.501163,-1.7614266,"('hostile', 'amicable')",0.09331937,0.13970093,-0.7039218,-0.8108628,0.106941
5,-1.3848983,-1.653343,"('distant', 'outgoing')",-0.27227077,-0.17583267,-0.8285846,-0.9145878,0.0860032
19,-1.3668956,-1.552759,"('inhospitable', 'hospitable')",-0.25337103,-0.23996365,-0.8101333,-0.8963614,0.0862281
66,-1.3346514,-1.3264731,"('inactive', 'active')",0.28426847,0.14730759,-0.5251914,-0.5895827,0.0643913
14,1.3023168,1.4509901,"('antisocial', 'social')",-0.577536,-0.4505404,0.3623904,0.5002248,-0.1378344
62,1.2744191,1.3044469,"('incompetent', 'brilliant')",0.35118136,0.40087447,0.8128002,0.8526607,-0.0398605
53,-1.2711064,-1.5815642,"('uncreative', 'creative')",0.8998023,0.79507834,-0.185652,-0.3932429,0.2075909
8,-1.211106,-1.4146879,"('unaffectionate', 'affectionate')",0.5516952,0.5944286,-0.3297054,-0.4101296,0.0804242
75,-1.1831156,-1.09618,"('meek', 'impulsive')",-0.5997097,-0.60075104,-0.8914126,-0.8484655,-0.0429471
25,-1.109058,-1.2995511,"('egoistic', 'altruistic')",1.3734045,1.4820162,0.1321732,0.0912325,0.0409407
81,1.0338123,1.0898263,"('submissive', 'aggressive')",-0.75318676,-0.66286695,0.1403128,0.2134797,-0.0731669
32,1.0192162,1.0136061,"('unkind', 'kind')",0.98028195,0.9198988,0.9997491,0.9667524,0.0329967
56,0.9853825,0.8360042,"('impractical', 'practical')",0.055960506,0.09057846,0.5206715,0.4632913,0.0573802
65,0.98143595,1.1101766,"('insecure', 'secure')",-0.44256806,-0.422869,0.2694339,0.3436538,-0.0742199
21,0.9764952,0.84942967,"('immoral', 'moral')",-0.4597516,-0.5099703,0.2583718,0.1697297,0.0886421
35,-0.9604297,-0.940462,"('corrupt', 'incorrupt')",-0.19433023,-0.081828475,-0.57738,-0.5111452,-0.0662348
71,0.9466225,0.87101907,"('diffident', 'self-confident')",0.51488274,0.513115,0.7307526,0.692067,0.0386856
76,0.8562119,0.92604697,"('anxious', 'daring')",0.14863957,0.3069195,0.5024257,0.6164832,-0.1140575
67,0.850792,0.92386615,"('doubtful', 'determined')",-0.4894127,-0.36582154,0.1806896,0.2790223,-0.0983327
57,-0.83612347,-0.96330065,"('unimaginative', 'imaginative')",-2.4466233,-2.4610565,-1.6413734,-1.7121786,0.0708052
55,0.8264336,0.9019641,"('incompetent', 'clever')",0.1957924,0.2236098,0.511113,0.5627869,-0.0516739
1,-0.8160776,-1.1671463,"('unfriendly', 'friendly')",1.7766964,1.7983791,0.4803094,0.3156164,0.164693
63,0.7947884,0.6839489,"('unperceptive', 'insightful')",1.0449634,1.0753175,0.9198759,0.8796332,0.0402427
72,-0.78762174,-0.8057453,"('unambitious', 'ambitious')",-1.1694925,-1.0285857,-0.9785571,-0.9171655,-0.0613916
70,0.7760251,0.88509643,"('lethargic', 'energetic')",0.66521704,0.66323584,0.7206211,0.7741661,-0.053545
16,-0.7553779,-0.73812133,"('unpopular', 'popular')",0.48087642,0.41958007,-0.1372507,-0.1592706,0.0220199
13,0.749855,0.5476527,"('impolite', 'polite')",-0.19859542,-0.338552,0.2756298,0.1045504,0.1710794
26,0.7296768,0.5951464,"('hardhearted', 'benevolent')",1.8399192,1.8521625,1.284798,1.2236545,0.0611435
74,0.69746476,0.5197644,"('undedicated', 'dedicated')",0.07744561,0.009111056,0.3874552,0.2644377,0.1230175
0,0.69449556,0.5674029,"('unsociable', 'sociable')",-0.20938054,-0.26139206,0.2425575,0.1530054,0.0895521
42,0.6829744,0.7811457,"('unreliable', 'reliable')",-2.9841259,-3.0808995,-1.1505758,-1.1498768,-0.000699
64,0.6784916,0.63336,"('shy', 'confident')",-6.298363,-6.554947,-2.8099358,-2.9607935,0.1508577
61,0.6542218,0.3461212,"('illogical', 'logical')",0.27560535,0.20221308,0.4649135,0.2741671,0.1907464
20,0.64330214,0.7317868,"('rough', 'thoughtful')",1.2881494,1.3550044,0.9657258,1.0433956,-0.0776698
10,0.6239134,0.41439897,"('unsympathetic', 'sympathetic')",-0.43358192,-0.6177169,0.0951657,-0.101659,0.1968247
43,0.6233398,0.47803524,"('irresponsible', 'responsible')",0.5372647,0.38341337,0.5803022,0.4307243,0.1495779
49,-0.60405713,-0.4035222,"('unable', 'able')",-0.25523868,-0.05006249,-0.4296479,-0.2267923,-0.2028556
48,0.54407096,0.72828674,"('unintelligent', 'intelligent')",1.0432068,1.1155874,0.7936389,0.921937,-0.1282981
86,-0.53968817,-0.97800374,"('uninfluential', 'influential')",-0.16085206,-0.34054562,-0.3502701,-0.6592747,0.3090046
47,0.5337471,0.5920801,"('stupid', 'smart')",5.28423,5.500617,2.9089887,3.0463486,-0.1373599
27,-0.51062274,-0.49977186,"('hardhearted', 'softhearted')",1.239801,1.2509774,0.3645892,0.3756028,-0.0110136
4,-0.49892518,-0.4739183,"('disliked', 'liked')",-6.2230806,-6.305225,-3.3610029,-3.3895717,0.0285688
73,0.4809667,0.39192778,"('helpless', 'self-reliant')",-3.004906,-2.9456413,-1.2619696,-1.2768568,0.0148872
52,-0.4722422,-0.7189571,"('irrational', 'rational')",0.04356292,0.12244208,-0.2143396,-0.2982575,0.0839179
9,-0.46881866,-0.7984422,"('unaffectionate', 'caring')",1.1228749,1.0727345,0.3270281,0.1371461,0.189882
7,0.46292344,0.33420536,"('insensitive', 'sensitive')",0.5020613,0.47119734,0.4824924,0.4027013,0.0797911
85,-0.4569331,-0.65536374,"('insignificant', 'prestigious')",0.4524691,0.5192108,-0.002232,-0.0680765,0.0658445
59,0.44600153,0.45721316,"('foolish', 'wise')",0.5411158,0.60356706,0.4935587,0.5303901,-0.0368314
24,0.4405863,0.18520632,"('dishonest', 'honest')",0.6723302,0.6607997,0.5564582,0.423003,0.1334552
58,-0.43480873,-0.5453499,"('undiscriminating', 'discriminating')",-0.035754688,-0.02884975,-0.2352817,-0.2870998,0.0518181
