,family_male,family_female,tuple,dollar_male,dollar_female,stores_male,stores_female,inc_male,inc_female,average_male,average_female,male-female
3,1.6702769,1.9543808,"('repellent', 'pleasant')",-0.16216587,0.038909517,0.28417498,0.4208302,0.3664238,0.5208304,0.5396774,0.7337377,-0.1940603
78,1.6599908,1.7179366,"('nonresilient', 'resilient')",0.19577111,0.3340215,0.84540176,1.0266837,0.34426823,0.36536652,0.761358,0.8610021,-0.0996441
59,-1.6213229,-1.7267946,"('foolish', 'wise')",-0.14377293,-0.5065835,-0.4186511,-0.5799456,0.31473523,0.105161585,-0.4672529,-0.6770405,0.2097876
24,1.511925,1.8835946,"('dishonest', 'honest')",1.0257963,1.1723398,-0.054915894,-0.012295073,0.8554065,0.859103,0.8345529,0.9756856,-0.1411327
33,-1.4426743,-1.159318,"('wrong', 'right')",0.37591052,0.23758164,-0.73706216,-0.76069957,-0.7466878,-0.8421707,-0.6376284,-0.6311517,-0.0064767
48,1.423173,1.5132178,"('unintelligent', 'intelligent')",-0.380787,-0.26417017,0.0931419,0.059663508,0.31866822,0.37949693,0.363549,0.422052,-0.058503
25,-1.3998054,-1.4846146,"('egoistic', 'altruistic')",-0.5435917,-0.47250885,0.19145335,0.10627569,1.0204048,1.2723695,-0.1828847,-0.1446196,-0.0382651
44,-1.3916734,-1.4878988,"('prejudiced', 'unprejudiced')",-1.0605105,-1.2229524,-0.6717386,-0.664204,-1.5304928,-1.4854261,-1.1636038,-1.2151203,0.0515165
37,1.3381755,1.5623517,"('fake', 'genuine')",0.4801283,0.5446706,-0.13838159,-0.08226217,0.45879203,0.34236807,0.5346786,0.591782,-0.0571034
1,-1.3106908,-1.0741363,"('unfriendly', 'friendly')",-0.016638054,0.054586362,0.30289575,0.3339446,1.8599507,1.8374667,0.2088794,0.2879654,-0.079086
42,1.275346,1.3211809,"('unreliable', 'reliable')",1.3575159,1.3068932,0.9400703,0.99741143,-2.1803744,-2.4701548,0.3481395,0.2888327,0.0593068
83,1.2702999,1.4702832,"('powerless', 'powerful')",0.5926866,0.8766367,-0.26109946,-0.13963208,-1.5076716,-1.3420395,0.0235539,0.2163121,-0.1927582
66,-1.203735,-1.0095323,"('inactive', 'active')",-1.2937039,-1.1826489,-1.3315489,-1.0637988,0.0014649853,0.45413357,-0.9568807,-0.7004616,-0.2564191
19,-1.0911013,-1.2463645,"('inhospitable', 'hospitable')",-0.029286707,-0.3071089,-0.7340057,-0.84061307,0.03793236,-0.14797412,-0.4541153,-0.6355151,0.1813998
77,1.0350256,1.0523472,"('unmotivated', 'motivated')",0.8071277,0.8413123,0.027036436,0.24030718,-1.0970916,-0.7912113,0.1930245,0.3356888,-0.1426643
9,1.0192562,1.2617892,"('unaffectionate', 'caring')",1.0828311,1.0170922,0.65123427,0.540887,1.6410929,1.569378,1.0986036,1.0972866,0.001317
17,-0.9668727,-0.90603137,"('nasty', 'nice')",-0.1373648,-0.12093363,-0.66148597,-0.5397392,-0.59171784,-0.5658162,-0.5893604,-0.5331301,-0.0562303
26,-0.8799773,-0.48543453,"('hardhearted', 'benevolent')",0.53375334,0.6761157,0.5491121,0.5930491,0.7647368,0.9888706,0.2419062,0.4431502,-0.201244
72,0.8764421,1.0167456,"('unambitious', 'ambitious')",0.5668048,0.85197806,-0.47783026,-0.61240137,-0.78994066,-0.78474736,0.043869,0.1178937,-0.0740247
41,0.8428552,0.8935055,"('unforgiving', 'forgiving')",1.2221003,1.3270823,0.6257012,0.60379,-0.14710681,-0.130976,0.6358874,0.6733505,-0.0374631
88,-0.8365982,-0.75398254,"('low', 'eminent')",-0.57421154,-0.76644784,-0.40196782,-0.4603852,0.11677584,-0.03137468,-0.4240004,-0.5030475,0.0790471
8,-0.8013132,-0.6125905,"('unaffectionate', 'affectionate')",-0.21451369,-0.09791066,-0.35311276,-0.39872912,0.79109305,0.7819237,-0.1444616,-0.0818266,-0.062635
61,0.77123123,0.91179174,"('illogical', 'logical')",0.4818741,0.46454522,0.1123454,0.14967237,0.11914827,0.21612954,0.3711498,0.4355347,-0.0643849
49,0.76083815,0.63115734,"('unable', 'able')",0.6200565,0.42939007,0.27751833,0.11674889,0.2763285,0.15195875,0.4836854,0.3323137,0.1513717
64,0.75831497,0.917644,"('shy', 'confident')",0.5158472,0.7423314,-0.47328374,-0.17292845,-6.574829,-6.5915856,-1.4434876,-1.2761347,-0.1673529
58,-0.6957719,-0.74118435,"('undiscriminating', 'discriminating')",-0.5009295,-0.2455188,0.017483324,0.2143686,-0.22945435,-0.23229952,-0.3521681,-0.2511585,-0.1010096
27,-0.66607285,-0.30668065,"('hardhearted', 'softhearted')",0.0027981577,0.03884392,0.81040984,0.8727175,1.2562922,1.2891895,0.3508568,0.4735176,-0.1226608
2,0.6630456,0.6381313,"('unlikable', 'likable')",0.9581622,0.8920376,0.5555164,0.54183805,0.63238686,0.68792105,0.7022778,0.689982,0.0122958
38,0.60548633,0.5580161,"('untruthful', 'truthful')",1.1357332,1.0609615,0.44517106,0.39902353,0.51074994,0.26441738,0.6742852,0.5706046,0.1036806
68,-0.58763045,-0.43929818,"('dependent', 'independent')",-1.5051471,-1.5526085,-0.8397415,-0.87979454,-0.58224106,-0.56407857,-0.87869,-0.858945,-0.019745
50,-0.50609225,-0.76106095,"('clumsy', 'skillful')",0.09951804,-0.17028302,-0.036817666,-0.0131638795,0.4895091,0.133915,0.0115293,-0.2026482,0.2141775
18,-0.44835773,-0.38222423,"('disagreeable', 'welcoming')",-0.4664479,-0.6948488,-0.46143472,-0.49876356,-0.47438574,-0.559957,-0.4626565,-0.5339484,0.0712919
53,-0.44451067,-0.42808598,"('uncreative', 'creative')",-0.24420315,-0.058641165,0.41657215,0.553106,0.99029243,0.996563,0.1795377,0.2657355,-0.0861978
20,0.38498998,0.44649276,"('rough', 'thoughtful')",0.3977152,0.5672776,-0.11222089,-0.06785832,0.601401,0.9129968,0.3179713,0.4647272,-0.1467559
47,0.36356127,0.5138803,"('stupid', 'smart')",0.31465733,0.6562938,0.9368201,0.94504607,5.5138416,5.847085,1.7822201,1.9905763,-0.2083562
67,0.35234672,0.35452247,"('doubtful', 'determined')",1.0923074,0.9518248,-0.19202366,-0.21728316,-0.6308918,-0.67344797,0.1554347,0.103904,0.0515307
71,-0.31876802,-0.21657895,"('diffident', 'self-confident')",1.0895823,1.0417056,1.6730869,1.6249667,0.59368527,0.48585665,0.7593966,0.7339875,0.0254091
84,0.21644749,0.25409564,"('inferior', 'superior')",0.81914294,0.7746089,-0.86116284,-0.812671,-0.070424214,-0.00037776306,0.0260008,0.0539139,-0.0279131
54,-0.1994736,-0.21465567,"('incapable', 'capable')",1.0408636,0.73847854,-0.050098542,-0.25662726,1.1824471,1.0239534,0.4934346,0.3227873,0.1706473
15,-0.16811854,-0.2010926,"('boring', 'funny')",0.49904937,0.40463474,0.143213,0.10105452,0.3786968,0.28711382,0.2132102,0.1479276,0.0652826
73,-0.15166122,-0.18811256,"('helpless', 'self-reliant')",0.9506585,0.84273523,0.20957166,0.18295062,-3.1869454,-3.4909797,-0.5445941,-0.6633516,0.1187575
40,0.13939539,0.36348587,"('stingy', 'generous')",0.108553156,0.47050396,0.24005213,0.4480084,-1.702506,-1.5882761,-0.3036263,-0.0765695,-0.2270568
34,0.07965597,-0.014064364,"('mean', 'honorable')",-0.34135383,-0.40876943,0.45422322,0.23802727,5.9999723,6.2479105,1.5481244,1.515776,0.0323484
