,family_male,family_female,tuple,dollar_male,dollar_female,stores_male,stores_female,inc_male,inc_female,average_male,average_female,male-female
31,-5.487527,-5.485443,"('evil', 'good')",-1.7117984,-1.8227266,-1.5840361,-1.6086096,-1.2279125,-1.1706922,-2.5028186,-2.521868,0.0190494
85,-4.920962,-4.9484963,"('insignificant', 'prestigious')",-2.404397,-2.8908086,-1.5274484,-1.5275881,-0.15616721,-0.13095203,-2.2522435,-2.3744612,0.1222177
56,4.6412196,4.5828624,"('impractical', 'practical')",3.24422,3.329021,2.0219858,1.8934144,0.5710905,0.3319017,2.6196291,2.5342999,0.0853292
36,-4.5873275,-4.85179,"('hostile', 'amicable')",-2.2820318,-2.391622,-2.0922618,-2.2306728,-0.5663766,-0.46481174,-2.3819993,-2.484724,0.1027247
60,4.307023,4.4834895,"('inefficient', 'efficient')",2.0739954,2.3932114,2.8327823,2.9601758,0.670088,0.87127906,2.4709721,2.6770389,-0.2060668
55,4.302497,4.5288615,"('incompetent', 'clever')",1.5295033,1.9760233,1.1509494,1.2966965,0.09057514,0.44141132,1.7683812,2.0607481,-0.2923669
35,-4.2473516,-4.251449,"('corrupt', 'incorrupt')",-1.7415885,-1.8533314,-1.9434757,-1.9013572,-0.7739842,-0.80619,-2.1766,-2.2030821,0.0264821
46,4.1838074,4.3586426,"('uncompetitive', 'competitive')",1.8789839,2.3329387,2.280823,2.6567457,-0.35636696,-0.15822229,1.9968119,2.2975261,-0.3007142
21,4.173006,4.3828382,"('immoral', 'moral')",0.57020843,0.7606659,0.9489947,1.148687,-0.5115559,-0.41898465,1.2951634,1.4683015,-0.1731381
81,4.05076,4.211012,"('submissive', 'aggressive')",1.3469552,1.5468556,0.52539134,0.5747222,-0.39500818,-0.30000305,1.3820245,1.5081466,-0.1261221
10,3.9581604,4.404098,"('unsympathetic', 'sympathetic')",0.9427201,1.4474769,0.5767668,0.97725296,-0.04061618,0.20293446,1.3592578,1.7579405,-0.3986827
62,3.800595,3.6300943,"('incompetent', 'brilliant')",2.1964538,2.1067102,1.8661759,1.792427,0.81458867,0.63117,2.1694534,2.0401003,0.1293531
43,3.6502504,3.7613873,"('irresponsible', 'responsible')",1.8202661,2.1871157,1.9960986,2.2114084,0.8429992,0.77793974,2.0774035,2.2344627,-0.1570592
69,-3.6047275,-3.7442403,"('lazy', 'industrious')",-1.0409411,-1.3787768,-0.27051163,-0.4159295,-0.6709685,-0.60453564,-1.3967872,-1.5358706,0.1390834
14,3.466728,3.8469033,"('antisocial', 'social')",1.249695,1.6235415,0.8069487,0.9344236,-0.75722176,-0.5508548,1.1915375,1.4635034,-0.2719659
23,3.4545164,3.4872599,"('insincere', 'sincere')",1.9443086,1.9249334,1.437658,1.2129658,6.333411,6.1779633,3.2924736,3.2007806,0.091693
6,-3.3288856,-3.180544,"('distant', 'open')",-1.043494,-1.2411513,-0.553615,-0.53703576,0.62792146,0.59486955,-1.0745182,-1.0909654,0.0164472
5,-3.254772,-2.9994988,"('distant', 'outgoing')",-0.67399156,-0.9043383,-0.46003056,-0.45847028,0.17844664,0.08299546,-1.0525868,-1.069828,0.0172412
70,3.2521272,3.4524484,"('lethargic', 'energetic')",1.4507855,1.6249032,0.65704656,0.8650088,0.89634913,0.9176991,1.5640771,1.7150149,-0.1509378
80,3.1445897,3.256196,"('dominated', 'dominating')",1.2403157,1.3651029,0.8121509,0.9155447,-1.2690486,-1.1530943,0.9820019,1.0959373,-0.1139354
74,3.1136158,3.293782,"('undedicated', 'dedicated')",1.0712698,1.2447402,0.9922434,1.1437473,0.14096092,0.1426032,1.3295224,1.4562182,-0.1266958
0,3.079875,3.2535133,"('unsociable', 'sociable')",1.2021176,1.4955935,1.3774985,1.5284933,-0.26197782,0.016486794,1.3493783,1.5735217,-0.2241434
65,3.063658,3.1099658,"('insecure', 'secure')",0.36571813,0.65818965,0.64264596,0.6592915,0.18127671,0.23715888,1.0633247,1.1661515,-0.1028268
32,2.77631,3.000429,"('unkind', 'kind')",0.96251786,1.032756,1.323437,1.2921331,1.4249914,1.4476488,1.621814,1.6932418,-0.0714278
51,2.7586257,2.6121812,"('uneducated', 'educated')",1.1607292,1.0250891,-0.07990785,-0.11004498,0.31586647,0.1509252,1.0388284,0.9195377,0.1192907
52,-2.6898494,-2.9097877,"('irrational', 'rational')",-1.3427805,-1.7033799,-1.7488157,-2.082301,-0.5985049,-0.6530855,-1.5949876,-1.8371387,0.2421511
12,2.5204787,2.7375348,"('unsupportive', 'supportive')",1.2086023,1.3207184,1.0031188,1.1342038,-1.5416987,-1.6786667,0.7976252,0.8784477,-0.0808225
30,2.5038214,2.3739462,"('intolerant', 'tolerant')",0.84164256,0.9871518,1.1468695,1.018184,1.0001296,0.86082065,1.3731158,1.3100257,0.0630901
76,2.4981728,2.6999567,"('anxious', 'daring')",0.67873776,1.0419986,0.90707636,1.2441913,0.4130187,0.6095644,1.1242514,1.3989277,-0.2746763
13,2.4974263,2.6160874,"('impolite', 'polite')",1.924338,2.2100224,1.3554791,1.6077573,0.2975248,0.285496,1.5186921,1.6798408,-0.1611487
79,-2.4305954,-2.4023993,"('wavering', 'unwavering')",-0.884735,-1.0371889,-1.2499118,-1.2100927,-0.056247286,-0.2142169,-1.1553724,-1.2159743,0.0606019
11,2.3901937,2.3615162,"('unhelpful', 'helpful')",1.796049,1.5749148,0.906149,0.79156053,2.549577,2.3942552,1.9104922,1.7805617,0.1299305
7,2.3735096,2.4564419,"('insensitive', 'sensitive')",1.2727237,1.438529,1.1647391,1.2167654,0.779806,0.72500587,1.3976946,1.4591856,-0.061491
45,2.356404,2.3183196,"('incompetent', 'competent')",1.1413883,1.2737808,1.7214061,1.770209,0.008776858,0.16500273,1.3069937,1.3818281,-0.0748344
75,-2.095767,-2.187041,"('meek', 'impulsive')",-1.2356867,-1.3579962,-1.6767857,-1.5727142,-0.6465693,-0.6004004,-1.4137022,-1.429538,0.0158358
4,-2.0603287,-2.3998008,"('disliked', 'liked')",-0.4078661,-0.75626767,0.08928328,0.032521572,-6.0345044,-6.311555,-2.103354,-2.3587754,0.2554214
16,-2.0571895,-2.4455597,"('unpopular', 'popular')",-0.8984058,-1.2693696,-0.46394345,-0.46430296,0.6333914,0.7619223,-0.6965368,-0.8543274,0.1577906
39,2.010802,2.175838,"('exploitative', 'cooperative')",2.229126,2.150701,1.5143375,1.4981384,0.4429407,0.41294688,1.5493016,1.559406,-0.0101044
63,2.0030832,1.9994807,"('unperceptive', 'insightful')",1.0464579,1.1971707,1.6192108,1.7224762,1.5093955,1.4610499,1.5445368,1.5950444,-0.0505076
82,1.9762032,1.6147596,"('poor', 'rich')",-0.061238423,-0.2834444,0.97569937,0.7469899,6.9021263,6.80707,2.4481976,2.2213438,0.2268538
87,1.9655463,1.8709054,"('unsuccessful', 'successful')",1.231395,1.115539,1.3175443,1.2983668,0.6728175,0.86875015,1.2968259,1.2883903,0.0084356
22,1.9355384,2.1443555,"('untrustworthy', 'trustworthy')",0.43430275,0.644016,0.35125414,0.5239166,-0.8657915,-0.8251065,0.4638259,0.6217954,-0.1579695
86,1.9213817,2.2060678,"('uninfluential', 'influential')",-0.19989729,0.07017112,0.0834752,0.24072902,-0.07591467,0.10661739,0.4322613,0.6558964,-0.2236351
57,1.7805004,2.0093682,"('unimaginative', 'imaginative')",-0.09641515,0.27131554,-0.33942652,-0.04145437,-2.5896976,-2.569501,-0.3112597,-0.0825679,-0.2286918
28,1.7150612,1.9715488,"('disloyal', 'loyal')",0.72774667,0.9522692,0.41914392,0.39407456,1.0498823,1.0025194,0.9779586,1.0801029,-0.1021443
29,-1.7047796,-1.4403672,"('unfair', 'fair')",-0.63791597,-0.6755016,-0.68731076,-0.6085663,-1.046835,-1.0413853,-1.0192103,-0.9414551,-0.0777552
