,murphy_male,murphy_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
74,1.6648345,2.0444698,"('undedicated', 'dedicated')",0.031126149,0.105815426,-0.0061321817,-0.12675557,0.5632762,0.6745099,-0.1112337
46,-1.6113666,-1.0624421,"('uncompetitive', 'competitive')",0.33613092,0.48780417,-0.34836346,-0.4273662,-0.5411997,-0.3340014,-0.2071983
25,1.6098487,1.5631381,"('egoistic', 'altruistic')",1.2743583,1.0783974,1.3022944,1.0578326,1.3955005,1.2331227,0.1623778
9,1.5738451,1.3163519,"('unaffectionate', 'caring')",0.84457123,0.69733363,1.063133,0.8164661,1.1605165,0.9433839,0.2171326
1,1.4681057,1.1365032,"('unfriendly', 'friendly')",1.165786,0.9148052,1.2614291,0.7313988,1.2984402,0.9275691,0.3708711
71,1.374073,1.2543415,"('diffident', 'self-confident')",1.5866932,1.7135603,0.63287926,0.490713,1.1978819,1.1528716,0.0450103
30,-1.3612578,-0.778111,"('intolerant', 'tolerant')",-0.08365272,-0.053651877,0.19883183,0.2640403,-0.4153596,-0.1892409,-0.2261187
79,1.3521748,1.2254462,"('wavering', 'unwavering')",-0.6867879,-0.6253888,-0.40351844,-0.2375606,0.0872895,0.1208323,-0.0335428
47,-1.2904588,-0.8521977,"('stupid', 'smart')",0.58660376,0.5450412,4.435826,5.154028,1.2439903,1.6156238,-0.3716335
33,1.2374974,0.8385331,"('wrong', 'right')",1.4195585,1.2106115,-0.6131767,-1.0048345,0.681293,0.3481033,0.3331897
19,1.187802,0.8389414,"('inhospitable', 'hospitable')",-1.1387384,-1.1824318,-0.72703695,-0.7133985,-0.2259911,-0.3522963,0.1263052
82,-1.1788063,-0.50286716,"('poor', 'rich')",-0.4481235,-0.14484262,5.7220597,6.404634,1.3650433,1.9189747,-0.5539314
16,-1.1357063,-1.2204096,"('unpopular', 'popular')",-0.24117239,0.033776492,0.0169245,0.2925734,-0.4533181,-0.2980199,-0.1552982
73,1.1198843,0.96945244,"('helpless', 'self-reliant')",0.821426,0.83708334,-3.0095174,-3.4364195,-0.3560691,-0.5432946,0.1872255
45,-1.0999889,-0.73690885,"('incompetent', 'competent')",0.069727466,0.27408764,-0.14059502,-0.10240911,-0.3902855,-0.1884101,-0.2018754
49,-1.0790844,-0.8650395,"('unable', 'able')",-0.40049517,-0.3064622,-0.6489072,-0.41481507,-0.7094955,-0.5287723,-0.1807232
44,-1.0719699,-1.0703092,"('prejudiced', 'unprejudiced')",-0.9563238,-0.98490936,-1.3135301,-1.3206158,-1.1139412,-1.1252781,0.0113369
36,1.008914,0.63205874,"('hostile', 'amicable')",-0.76409423,-0.8493528,-0.96189606,-1.085516,-0.2390254,-0.43427,0.1952446
12,1.0078192,1.3270974,"('unsupportive', 'supportive')",1.0336114,1.2807392,-1.2724776,-1.5052327,0.2563176,0.3675347,-0.1112171
43,-0.95620155,-0.40358216,"('irresponsible', 'responsible')",0.01307895,5.2124262e-05,0.28018627,0.51227623,-0.2209788,0.0362487,-0.2572275
26,0.9437987,0.71949166,"('hardhearted', 'benevolent')",1.0614661,0.94601446,1.6503009,1.2050765,1.2185219,0.9568609,0.261661
17,-0.88814497,-0.8508351,"('nasty', 'nice')",-1.3310497,-1.3179775,-0.7390424,-0.5398307,-0.9860791,-0.9028811,-0.083198
85,0.8552525,0.3159163,"('insignificant', 'prestigious')",0.19613914,0.04899054,-0.46710795,-0.85336965,0.1947612,-0.1628209,0.3575821
28,0.8525515,0.9400601,"('disloyal', 'loyal')",0.32070714,0.26047966,1.0848721,1.082612,0.7527103,0.7610505,-0.0083402
10,-0.83496857,-0.2918688,"('unsympathetic', 'sympathetic')",-0.49059084,-0.399346,-0.4457528,-0.36168483,-0.5904374,-0.3509665,-0.2394709
32,0.7794285,0.9628967,"('unkind', 'kind')",0.045459084,-0.06668274,1.1155374,1.120691,0.6468083,0.6723016,-0.0254933
23,0.72988355,1.0662031,"('insincere', 'sincere')",0.17376341,0.25531003,5.5639176,6.01776,2.1558549,2.4464243,-0.2905694
53,0.7267877,0.58876014,"('uncreative', 'creative')",0.4377008,0.2375149,0.43301845,0.07177899,0.5325023,0.2993514,0.2331509
65,-0.72559965,-0.26264784,"('insecure', 'secure')",-0.03026712,0.027210973,-0.033770055,0.2454308,-0.2632123,0.0033313,-0.2665436
56,0.7239626,1.1087056,"('impractical', 'practical')",0.9919013,1.0956899,-0.013110191,0.14090909,0.5675846,0.7817682,-0.2141836
8,0.697899,0.52886057,"('unaffectionate', 'affectionate')",0.09005603,-0.099122286,0.27435955,-0.047688644,0.3541049,0.1273499,0.226755
22,-0.68935364,-0.28834626,"('untrustworthy', 'trustworthy')",-0.45260787,-0.47125313,-1.0699234,-0.92749685,-0.737295,-0.5623654,-0.1749296
70,-0.68288726,-0.3052434,"('lethargic', 'energetic')",-0.14984497,-0.116953745,0.4809389,0.59844935,-0.1172644,0.0587507,-0.1760151
3,-0.6811436,-0.47665167,"('repellent', 'pleasant')",-0.5232919,-0.5240376,0.5797318,0.6408007,-0.2082345,-0.1199629,-0.0882716
