,murphy_male,murphy_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
83,-0.67440784,-0.383851,"('powerless', 'powerful')",0.7593289,0.80583996,-0.88922304,-0.7922234,-0.2681007,-0.1234115,-0.1446892
69,0.6727379,0.13753796,"('lazy', 'industrious')",1.2171862,1.2230405,-0.67761487,-0.8576323,0.404103,0.1676487,0.2364543
55,-0.6691795,-0.03680276,"('incompetent', 'clever')",0.50075734,0.7238018,0.32899785,0.4364328,0.0535252,0.3744773,-0.3209521
50,0.6567681,0.6526935,"('clumsy', 'skillful')",-0.21589324,-0.24951714,0.47451377,0.42137417,0.3051295,0.2748502,0.0302793
2,0.6510561,0.786105,"('unlikable', 'likable')",1.6004375,1.6270287,0.7490956,0.64957356,1.0001965,1.0209024,-0.0207059
38,0.6412826,0.9233005,"('untruthful', 'truthful')",0.47703692,0.5826761,0.21513076,0.23737822,0.4444834,0.5811183,-0.1366349
48,-0.63283277,-0.45609045,"('unintelligent', 'intelligent')",0.7505715,0.7914079,0.49317652,0.37392572,0.2036384,0.2364144,-0.032776
62,-0.60127014,-0.16850635,"('incompetent', 'brilliant')",0.9215651,1.1844411,0.6411775,0.6285786,0.3204908,0.5481711,-0.2276803
84,0.6008424,0.57926404,"('inferior', 'superior')",0.6313191,0.64392096,0.96432245,0.8316971,0.7321614,0.6849607,0.0472007
66,0.58751094,0.44677782,"('inactive', 'active')",-0.4017645,-0.32554948,0.6285758,0.6174449,0.2714407,0.2462244,0.0252163
39,0.5769379,0.70097476,"('exploitative', 'cooperative')",-0.40766037,-0.68047154,-0.17283061,-0.19813314,-0.0011844,-0.05921,0.0580256
81,-0.57010627,-0.17632672,"('submissive', 'aggressive')",0.7951033,0.88618755,-0.12115386,-0.05505255,0.0346144,0.2182694,-0.183655
54,0.5607525,0.7027071,"('incapable', 'capable')",-0.14064667,-0.119078085,0.6744779,0.6548859,0.3648612,0.4128383,-0.0479771
21,-0.55163604,-0.15166236,"('immoral', 'moral')",0.56269854,0.6912998,-0.6218159,-0.20658359,-0.2035845,0.111018,-0.3146025
20,-0.5349507,-0.29173973,"('rough', 'thoughtful')",-0.8366174,-0.82702315,-0.02094621,0.04248575,-0.4641714,-0.358759,-0.1054124
29,-0.52465844,-0.41444314,"('unfair', 'fair')",-0.64516366,-0.6162942,-0.59623086,-0.37673914,-0.5886843,-0.4691588,-0.1195255
64,-0.5169352,-0.5147462,"('shy', 'confident')",0.67063224,0.7486253,-5.0634117,-5.486686,-1.6365716,-1.7509357,0.1143641
72,0.5152865,0.86751086,"('unambitious', 'ambitious')",0.34637305,0.4425761,-0.65076596,-0.64696443,0.0702979,0.2210408,-0.1507429
15,0.48032764,0.20591195,"('boring', 'funny')",0.5751969,0.58271444,-0.30408144,-0.36542028,0.250481,0.1410687,0.1094123
88,-0.47444436,-0.3112124,"('low', 'eminent')",-0.3367338,-0.2544231,-0.055142958,-0.06636189,-0.2887737,-0.2106658,-0.0781079
68,-0.47266492,-0.57620335,"('dependent', 'independent')",-0.9677062,-1.0842624,-1.2616833,-1.1152949,-0.9006848,-0.9252536,0.0245688
40,-0.46395102,-0.50489783,"('stingy', 'generous')",-0.064617336,-0.11839789,-1.9248294,-2.5052848,-0.8177993,-1.0428602,0.2250609
80,-0.43156943,-0.18779872,"('dominated', 'dominating')",0.07509151,0.17460005,-0.19905019,-0.039033093,-0.185176,-0.0174106,-0.1677654
75,-0.42762756,-0.4813957,"('meek', 'impulsive')",-0.8098701,-0.6951884,-0.4976489,-0.5058193,-0.5783822,-0.5608011,-0.0175811
13,-0.41716227,-0.2001884,"('impolite', 'polite')",0.39400083,0.31392682,-0.47261906,-0.46826226,-0.1652602,-0.1181746,-0.0470856
34,-0.3624217,-0.22889131,"('mean', 'honorable')",0.17235461,0.22377798,4.6363153,5.242051,1.4820827,1.745646,-0.2635633
59,0.34807205,0.25197,"('foolish', 'wise')",0.4955557,0.5847115,-0.30577335,-0.29558718,0.1792848,0.1803648,-0.00108
18,-0.33126867,-0.15071306,"('disagreeable', 'welcoming')",-0.40535745,-0.37761837,-1.2026887,-1.0922666,-0.6464383,-0.5401993,-0.106239
78,0.32240674,0.44687074,"('nonresilient', 'resilient')",0.7743441,1.1234131,0.26753765,0.38428652,0.4547629,0.6515235,-0.1967606
5,0.31591398,-0.016657043,"('distant', 'outgoing')",-0.14306113,-0.20984764,-0.779168,-0.906847,-0.202105,-0.3777839,0.1756789
77,-0.31274495,0.15049614,"('unmotivated', 'motivated')",0.37867314,0.66881794,-1.2319342,-1.0709984,-0.3886687,-0.0838948,-0.3047739
27,0.27471837,0.26842907,"('hardhearted', 'softhearted')",0.05122809,-0.016216472,0.39518675,0.22645687,0.2403777,0.1595565,0.0808212
61,-0.26431337,-0.08091793,"('illogical', 'logical')",0.38143787,0.24004607,0.27090394,0.2516588,0.1293428,0.136929,-0.0075862
41,0.23547143,0.42564785,"('unforgiving', 'forgiving')",-0.065898195,-0.09329184,-0.34943694,-0.35753042,-0.0599546,-0.0083915,-0.0515631
14,-0.20893566,0.29251885,"('antisocial', 'social')",0.6599573,0.7932673,-0.29052863,-0.022145268,0.0534977,0.3545469,-0.3010492
60,-0.19742814,0.63862455,"('inefficient', 'efficient')",1.3313918,1.4434596,0.3325427,0.49849308,0.4888355,0.8601925,-0.371357
67,-0.19684368,-0.07384798,"('doubtful', 'determined')",-0.07918458,0.022437034,-0.58070534,-0.25055945,-0.2855779,-0.1006568,-0.1849211
51,-0.18906666,0.10446069,"('uneducated', 'educated')",-0.034396097,-0.088282034,0.8317218,0.9051639,0.202753,0.3071142,-0.1043612
42,0.16544002,0.22633815,"('unreliable', 'reliable')",0.4333166,0.48765785,-2.3193045,-2.510857,-0.573516,-0.5989537,0.0254377
57,-0.15541571,0.12570584,"('unimaginative', 'imaginative')",0.17751934,0.37899485,-2.549865,-2.8536918,-0.8425872,-0.7829971,-0.0595901
6,0.15029213,-0.24160796,"('distant', 'open')",-0.0109322,-0.1263836,-0.8791981,-1.064691,-0.2466127,-0.4775608,0.2309481
0,-0.1422081,0.37261778,"('unsociable', 'sociable')",0.5143924,0.623493,-0.32651815,-0.22679812,0.015222,0.2564376,-0.2412156
4,0.13842,-0.058439553,"('disliked', 'liked')",0.172947,0.34579998,-5.613978,-6.3203683,-1.767537,-2.0110025,0.2434655
35,0.13829789,-0.3867411,"('corrupt', 'incorrupt')",-1.551236,-1.7644486,-1.2342551,-1.4365126,-0.8823977,-1.1959008,0.3135031
76,-0.13344818,0.46109635,"('anxious', 'daring')",-0.5044859,-0.40705165,-0.018616423,0.22710794,-0.2188502,0.0937175,-0.3125677
58,0.127978,0.26265973,"('undiscriminating', 'discriminating')",0.45430756,0.53594095,0.24934319,0.12140109,0.2772096,0.3066672,-0.0294576
24,-0.12068332,0.009750061,"('dishonest', 'honest')",0.794762,0.626538,0.17416283,0.2695902,0.2827472,0.3019594,-0.0192122
86,0.09206447,0.30422044,"('uninfluential', 'influential')",0.82837236,0.8413236,-0.25404623,-0.23199622,0.2221302,0.3045159,-0.0823857
31,0.08927109,-0.5578587,"('evil', 'good')",-0.66048616,-0.819842,-1.3723414,-1.7204098,-0.6478522,-1.0327035,0.3848513
63,-0.06545261,0.11236699,"('unperceptive', 'insightful')",0.99378955,1.1007804,0.715766,0.7286006,0.5480343,0.6472493,-0.099215
52,0.0643435,-0.084478386,"('irrational', 'rational')",-0.85124546,-0.9131826,-0.46074596,-0.6497974,-0.4158826,-0.5491528,0.1332702
11,-0.059063755,0.25866863,"('unhelpful', 'helpful')",0.41641417,0.69643104,2.1999257,2.4935994,0.8524253,1.1495663,-0.297141
7,0.048570767,0.34257036,"('insensitive', 'sensitive')",0.59562474,0.7935288,0.50414366,0.5633532,0.3827797,0.5664841,-0.1837044
37,0.045383386,0.07115559,"('fake', 'genuine')",-0.33188587,-0.5003889,0.078303084,-0.016879957,-0.0693998,-0.1487044,0.0793046
87,-0.031553008,0.17049205,"('unsuccessful', 'successful')",0.87051666,1.1131731,1.0643847,1.2519968,0.6344494,0.8452206,-0.2107712
