,bank_male,bank_female,tuple,of_male,of_female,america_male,america_female,corp_male,corp_female,average_male,average_female,male-female
45,-0.65462196,-0.53199095,"('incompetent', 'competent')",-1.9453238,-1.9827255,-1.590315,-1.184655,-0.38671443,-0.51449645,-1.1442438,-1.0534669,-0.0907769
33,0.6544432,0.51833004,"('wrong', 'right')",0.13692482,0.13734096,0.79436755,0.7013914,-0.6500526,-0.51756525,0.2339207,0.2098743,0.0240464
44,-0.64413804,-0.6972142,"('prejudiced', 'unprejudiced')",0.7770248,0.6945049,-0.66719455,-0.73402643,-1.186248,-1.1963583,-0.4301389,-0.4832735,0.0531346
0,0.62290996,0.48289362,"('unsociable', 'sociable')",-1.2931781,-1.5470467,-1.4042416,-1.2234647,-0.52523994,-0.77962005,-0.6499374,-0.7668095,0.1168721
24,0.59201163,0.6298145,"('dishonest', 'honest')",-0.9494567,-0.9138429,-0.119067125,0.19983484,0.86603343,0.91589016,0.0973803,0.2079241,-0.1105438
4,-0.5551083,-0.5316409,"('disliked', 'liked')",0.89828694,0.94671667,0.47929522,0.33765793,-7.1125565,-6.9966717,-1.5725206,-1.5609845,-0.0115361
5,0.5409683,0.5160215,"('distant', 'outgoing')",-0.14489147,-0.014442632,0.417499,0.33428836,-0.75116384,-0.63057554,0.015603,0.0513229,-0.0357199
88,-0.5031967,-0.53516,"('low', 'eminent')",0.03349986,0.29165438,0.48870414,0.44584855,-0.03035758,0.14674298,-0.0028376,0.0872715,-0.0901091
20,-0.49009466,-0.31732044,"('rough', 'thoughtful')",-0.8722484,-0.40174642,-0.5654012,-0.29474235,0.73496723,0.77410114,-0.2981943,-0.059927,-0.2382673
82,-0.4900539,-0.3465785,"('poor', 'rich')",-1.2518326,-1.0446206,0.16002613,0.48705158,6.575325,6.647886,1.2483661,1.4359345,-0.1875684
64,-0.4889322,-0.55941916,"('shy', 'confident')",0.5687057,0.6094761,0.15417269,0.30006734,-6.5117435,-6.5928135,-1.5694493,-1.5606723,-0.008777
57,-0.48376352,-0.439166,"('unimaginative', 'imaginative')",-1.5388781,-1.5259035,-0.7808943,-0.62007654,-3.2423985,-3.154162,-1.5114837,-1.434827,-0.0766567
22,-0.46871465,-0.44234213,"('untrustworthy', 'trustworthy')",-0.8706225,-0.8704203,-0.7017014,-0.43266538,-0.78424454,-0.8011889,-0.7063208,-0.6366541,-0.0696667
85,0.46276683,0.45943198,"('insignificant', 'prestigious')",0.9927064,0.9110244,1.4320419,1.0264136,-0.22756243,0.024377672,0.6649882,0.6053119,0.0596763
65,0.44802278,0.2952605,"('insecure', 'secure')",-0.23589897,-0.57879806,-0.40466315,-0.30875868,0.116393425,-0.019719617,-0.0190365,-0.153004,0.1339675
25,0.44400984,0.47226214,"('egoistic', 'altruistic')",0.7598102,0.72391415,1.2007066,1.070977,1.3594259,1.4271884,0.9409882,0.9235854,0.0174028
46,0.42036337,0.5430088,"('uncompetitive', 'competitive')",-1.4218745,-1.4766879,-1.2465127,-1.0550345,-1.3245846,-1.2736739,-0.8931521,-0.8155969,-0.0775552
48,-0.41939417,-0.29456216,"('unintelligent', 'intelligent')",-1.1225098,-0.63866985,-0.109233625,0.44236577,0.50369155,0.61008275,-0.2868615,0.0298041,-0.3166656
11,0.4150324,0.3483255,"('unhelpful', 'helpful')",-1.194659,-1.2637312,-0.03777369,0.18414365,2.2371771,2.3237789,0.3549442,0.3981292,-0.043185
80,0.38689372,0.3610647,"('dominated', 'dominating')",-0.065425746,-0.08529179,-0.44832343,-0.5858166,-0.5573249,-0.53432405,-0.1710451,-0.2110919,0.0400468
16,-0.37547672,-0.37807524,"('unpopular', 'popular')",-0.26744366,-0.33209258,-0.3312864,-0.45779815,0.09072871,0.060946822,-0.2208695,-0.2767548,0.0558853
60,0.3722345,0.60119987,"('inefficient', 'efficient')",-1.4033959,-1.26784,-0.6372369,-0.11946322,-0.12782016,-0.06427995,-0.4490546,-0.2125958,-0.2364588
66,0.31677207,0.33337614,"('inactive', 'active')",0.105060555,-0.12820768,0.6555642,0.27783918,0.2738843,0.20110504,0.3378203,0.1710282,0.1667921
55,0.3132508,0.31060413,"('incompetent', 'clever')",-0.7405111,-0.717525,-1.0201278,-0.5031475,0.37150392,0.2965612,-0.268971,-0.1533768,-0.1155942
70,-0.28964484,-0.09949753,"('lethargic', 'energetic')",-0.07861059,-0.06313497,-0.6851583,-0.4766357,0.5842869,0.75862616,-0.1172817,0.0298395,-0.1471212
6,0.28768623,0.3554418,"('distant', 'open')",-0.5191799,-0.37957454,0.7874294,0.63251,-0.49560103,-0.37211552,0.0150837,0.0590654,-0.0439817
3,-0.28481588,-0.17925146,"('repellent', 'pleasant')",-0.9432689,-1.176463,-0.66613,-0.6567179,0.80928254,0.6757504,-0.2712331,-0.3341705,0.0629374
19,-0.2606166,-0.21343079,"('inhospitable', 'hospitable')",-0.79030824,-0.51193166,0.46836323,0.6950992,-0.38718894,-0.21841015,-0.2424376,-0.0621683,-0.1802693
69,0.26045656,0.23472661,"('lazy', 'industrious')",0.64995426,0.78296113,0.7201241,0.6284954,-0.91820693,-0.9373022,0.178082,0.1772203,0.0008617
74,0.25857463,0.41451278,"('undedicated', 'dedicated')",0.27967077,0.030292302,0.57828426,0.5238323,0.03932119,0.140974,0.2889627,0.2774028,0.0115599
86,-0.25336108,-0.2865584,"('uninfluential', 'influential')",-1.9355432,-1.8359276,-0.13208196,0.0977806,-0.29198694,-0.27013916,-0.6532433,-0.5737112,-0.0795321
17,-0.24628589,-0.3223657,"('nasty', 'nice')",-0.32764146,-0.5040206,-0.3792358,-0.18151209,-0.5645285,-0.5894389,-0.3794229,-0.3993343,0.0199114
49,-0.24597828,-0.01171801,"('unable', 'able')",-1.4678916,-1.0986465,-0.6533494,-0.22628237,-0.43463945,-0.30195633,-0.7004647,-0.4096508,-0.2908139
72,-0.21948041,-0.043248005,"('unambitious', 'ambitious')",-0.67197156,-0.14901932,0.33460227,0.70947343,-0.42642015,-0.20295087,-0.2458175,0.0785638,-0.3243813
79,-0.21746424,-0.2541105,"('wavering', 'unwavering')",0.300697,-0.027613018,1.1878763,0.72115517,-0.3665322,-0.29633993,0.2261442,0.0357729,0.1903713
58,0.21628547,0.32760134,"('undiscriminating', 'discriminating')",-0.032152202,0.28990522,-0.42233893,-0.2129534,-0.13748118,0.047392707,-0.0939217,0.1129865,-0.2069082
67,-0.16954938,-0.3254187,"('doubtful', 'determined')",0.44848707,0.33918458,0.082485326,-0.0027593002,-0.42465782,-0.5603069,-0.0158087,-0.1373251,0.1215164
10,-0.16635525,-0.18589003,"('unsympathetic', 'sympathetic')",-1.8714035,-2.0783942,-1.0093944,-0.7869653,-0.30014202,-0.39619723,-0.8368238,-0.8618617,0.0250379
27,0.14184289,0.45593783,"('hardhearted', 'softhearted')",-0.5218663,-0.34082115,0.26597413,0.46524116,0.9727141,0.96959484,0.2146662,0.3874882,-0.172822
77,0.13418111,0.1860519,"('unmotivated', 'motivated')",-1.7344427,-1.900305,-0.8662744,-0.88105524,-1.5429691,-1.6094831,-1.0023763,-1.0511979,0.0488216
36,0.09802498,-0.048904195,"('hostile', 'amicable')",-0.34331065,-0.52728295,0.360688,0.09277159,-0.4355574,-0.42951572,-0.0800388,-0.2282328,0.148194
76,0.080329105,0.12173591,"('anxious', 'daring')",0.29048175,0.17276013,-0.073798455,-0.12787694,-0.08230218,-0.08155978,0.0536776,0.0212648,0.0324128
52,0.079695806,-0.25673914,"('irrational', 'rational')",-0.83019906,-1.1223279,0.2251654,-0.27018923,-0.00055121444,-0.062197916,-0.1314723,-0.4278635,0.2963912
51,-0.06787564,-0.04534457,"('uneducated', 'educated')",-0.046020225,0.05954837,0.7265922,0.83375734,0.5957341,0.67546064,0.3021076,0.3808554,-0.0787478
29,0.057640508,-0.103598446,"('unfair', 'fair')",-0.88143253,-0.975121,-1.2669452,-1.2362089,-0.56443477,-0.8123393,-0.663793,-0.781817,0.118024
59,0.048559606,0.02289834,"('foolish', 'wise')",0.2248773,0.15235966,0.5719491,0.5709394,-0.072356045,0.10406595,0.1932575,0.2125659,-0.0193084
84,0.038541324,-0.12624809,"('inferior', 'superior')",-0.5507118,-0.5803856,-0.19438085,-0.28056344,0.67263997,0.5874623,-0.0084778,-0.0999337,0.0914559
18,-0.033805136,0.01341017,"('disagreeable', 'welcoming')",1.0614367,1.1588651,1.1906954,1.4052161,-0.7074332,-0.54807746,0.3777235,0.5073534,-0.1296299
53,0.021687638,0.17937756,"('uncreative', 'creative')",-1.629135,-1.2519879,-0.05856942,0.19731174,0.21058048,0.42394486,-0.3638591,-0.1128384,-0.2510207
