,costco_male,costco_female,tuple,wholesale_male,wholesale_female,corp_male,corp_female,average_male,average_female,male-female
82,-1.6205523,-1.3473412,"('poor', 'rich')",-1.0821242,-0.94838697,6.733464,6.531743,1.3435958,1.4120049,-0.0684091
18,-1.4428717,-1.1661156,"('disagreeable', 'welcoming')",-0.7238652,-0.66060007,-0.6880931,-0.83351594,-0.95161,-0.8867439,-0.0648661
6,-1.4176402,-1.1267616,"('distant', 'open')",-0.4524631,-0.22609586,-1.0656415,-1.1249359,-0.9785816,-0.8259311,-0.1526505
8,-1.3935459,-1.13658,"('unaffectionate', 'affectionate')",-0.36228505,-0.1423988,-0.008128863,0.035329282,-0.5879866,-0.4145498,-0.1734368
1,-1.3897015,-1.3036032,"('unfriendly', 'friendly')",0.61023104,0.70261073,1.1194317,1.1110809,0.1133204,0.1700295,-0.0567091
16,-1.3702825,-1.0490618,"('unpopular', 'popular')",-1.6254053,-1.4149647,-0.13627002,-0.26329362,-1.043986,-0.9091067,-0.1348793
88,-1.1096135,-1.1629181,"('low', 'eminent')",-1.0522693,-0.8457529,-0.32397965,-0.2920274,-0.8286208,-0.7668995,-0.0617213
80,1.054281,0.47116262,"('dominated', 'dominating')",1.0935024,0.794612,-0.13185495,-0.23210442,0.6719761,0.3445567,0.3274194
19,-1.0257001,-0.78660184,"('inhospitable', 'hospitable')",-0.7012676,-0.4117021,-0.6367651,-0.58157104,-0.7879109,-0.5932917,-0.1946192
53,-1.004716,-0.9022753,"('uncreative', 'creative')",-0.22487114,-0.23409177,0.44722575,0.36926666,-0.2607871,-0.2557002,-0.0050869
85,-1.0039116,-0.5910857,"('insignificant', 'prestigious')",-0.91950816,-0.7388032,-1.0052661,-0.9807156,-0.9762286,-0.7702014,-0.2060272
35,-0.98586756,-0.56092846,"('corrupt', 'incorrupt')",-2.021062,-1.8927869,-1.3784542,-1.2911271,-1.4617945,-1.2482808,-0.2135137
5,-0.96499324,-0.74237466,"('distant', 'outgoing')",-0.812906,-0.6195208,-1.0472895,-1.0186155,-0.9417295,-0.7935036,-0.1482259
68,-0.94964135,-1.153297,"('dependent', 'independent')",-1.5549524,-1.827078,-0.90273666,-1.0263171,-1.1357768,-1.335564,0.1997872
39,0.9466514,0.7305545,"('exploitative', 'cooperative')",1.6690662,1.5483583,0.36499152,0.25062534,0.9935697,0.8431794,0.1503903
