,pulte_male,pulte_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.240191,-2.1239936,"('uninfluential', 'influential')",0.036004677,-0.1355502,-0.3453704,-0.43437585,-0.8498522,-0.8979732,0.048121
9,-2.142814,-1.879813,"('unaffectionate', 'caring')",-0.24680433,-0.10597237,0.93572235,0.90125746,-0.4846319,-0.3615093,-0.1231226
10,-1.8024881,-1.7848167,"('unsympathetic', 'sympathetic')",0.23730336,-0.059805833,-0.04971824,-0.095913984,-0.538301,-0.6468455,0.1085445
57,-1.7974446,-1.7246445,"('unimaginative', 'imaginative')",-0.31846082,-0.5277169,-2.4040565,-2.5681167,-1.5066539,-1.606826,0.1001721
1,-1.7180268,-1.5353113,"('unfriendly', 'friendly')",-0.3843706,-0.14404108,1.240419,1.2755226,-0.2873261,-0.1346099,-0.1527162
0,-1.6030777,-1.4130404,"('unsociable', 'sociable')",0.6316392,0.38985556,-0.65860575,-0.6511218,-0.5433481,-0.5581022,0.0147541
45,-1.5895923,-1.5141575,"('incompetent', 'competent')",0.593449,0.48798633,-0.3968291,-0.3757034,-0.4643242,-0.4672915,0.0029673
53,-1.4822917,-1.1950015,"('uncreative', 'creative')",-0.41824114,-0.2451622,0.8387587,1.0155387,-0.3539247,-0.1415417,-0.212383
28,-1.4276099,-1.1668967,"('disloyal', 'loyal')",0.21016788,0.3568646,1.030735,1.2098955,-0.0622357,0.1332878,-0.1955235
8,-1.4141887,-1.2926762,"('unaffectionate', 'affectionate')",-0.27508384,-0.019021153,0.27834374,0.43878528,-0.4703097,-0.2909707,-0.179339
12,-1.3114465,-1.2587402,"('unsupportive', 'supportive')",0.81759,0.6669463,-1.498725,-1.5748973,-0.6641939,-0.7222304,0.0580365
3,-1.2650521,-1.233246,"('repellent', 'pleasant')",0.5385765,0.4339714,0.09906071,0.091878325,-0.2091383,-0.2357988,0.0266605
73,1.197619,1.1643579,"('helpless', 'self-reliant')",0.19209042,0.37970963,-3.3464704,-3.3529344,-0.6522537,-0.6029556,-0.0492981
48,-1.1855376,-1.4838605,"('unintelligent', 'intelligent')",0.31527054,-0.050040863,0.58094144,0.4115272,-0.0964419,-0.3741247,0.2776828
35,1.1120629,1.1254507,"('corrupt', 'incorrupt')",-2.1913235,-1.8687022,-0.76450765,-0.5249974,-0.6145894,-0.4227496,-0.1918398
61,-1.0888474,-0.93752307,"('illogical', 'logical')",-0.22683713,-0.29443032,0.002609916,0.04255396,-0.4376915,-0.3964665,-0.041225
69,1.0649788,1.0075256,"('lazy', 'industrious')",-0.3875913,-0.45124447,-0.968884,-0.92857856,-0.0971655,-0.1240992,0.0269337
26,-1.0081824,-0.94914955,"('hardhearted', 'benevolent')",1.1014758,1.2684116,1.203001,1.4794837,0.4320982,0.599582,-0.1674838
23,-0.98570013,-0.8790316,"('insincere', 'sincere')",0.7666512,0.6087996,6.289073,6.1155076,2.0233413,1.9484251,0.0749162
11,-0.9367678,-0.95753264,"('unhelpful', 'helpful')",0.24487594,0.2099322,2.627542,2.5013397,0.6452167,0.5845797,0.060637
