,patterson_male,patterson_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
44,-2.1443875,-2.3637145,"('prejudiced', 'unprejudiced')",-1.141585,-1.1020641,-1.6005453,-1.5700912,-1.6288393,-1.6786232,0.0497839
7,2.067325,2.7768068,"('insensitive', 'sensitive')",0.78410786,0.8816541,1.0832397,1.211169,1.3115576,1.62321,-0.3116524
75,-2.057433,-2.3793638,"('meek', 'impulsive')",-1.013627,-0.9850995,-0.42457575,-0.45330542,-1.1652119,-1.2725896,0.1073777
63,2.034424,2.4404736,"('unperceptive', 'insightful')",1.8405937,1.8384025,1.6648142,1.6766577,1.8466107,1.985178,-0.1385673
25,-2.0308025,-2.3907611,"('egoistic', 'altruistic')",-0.12218633,-0.25000536,0.85375,0.8246493,-0.4330796,-0.6053724,0.1722928
23,1.9152267,2.732919,"('insincere', 'sincere')",0.7223787,0.84825355,5.7853165,6.1898785,2.8076407,3.2570171,-0.4493764
72,1.8565576,2.0519912,"('unambitious', 'ambitious')",0.11843091,0.54509306,-0.8321555,-0.29764053,0.3809443,0.7664812,-0.3855369
74,1.828908,1.8604678,"('undedicated', 'dedicated')",1.082304,0.9640702,0.48334548,0.18798122,1.1315192,1.004173,0.1273462
87,1.7669723,1.8316314,"('unsuccessful', 'successful')",2.206867,2.1258237,1.1518307,1.1404325,1.7085567,1.6992958,0.0092609
65,1.7642982,2.503461,"('insecure', 'secure')",0.5470799,0.3138262,-0.012905575,0.27950624,0.7661575,1.0322644,-0.2661069
13,1.7485399,2.2744515,"('impolite', 'polite')",1.2620969,1.2091273,0.44047603,0.59173024,1.1503709,1.3584363,-0.2080654
67,1.7483317,1.561201,"('doubtful', 'determined')",-0.05676834,-0.3544465,-0.16935644,-0.44182333,0.5074023,0.254977,0.2524253
29,-1.7288698,-1.8857985,"('unfair', 'fair')",-1.9560575,-1.7768364,-0.9826341,-1.1474615,-1.5558538,-1.6033654,0.0475116
8,-1.6919334,-2.2213724,"('unaffectionate', 'affectionate')",-0.7576173,-0.8058659,0.19868018,0.26526532,-0.7502902,-0.9206577,0.1703675
77,1.6459483,2.1883678,"('unmotivated', 'motivated')",0.5295288,0.4090279,-0.93238175,-0.91027486,0.4143651,0.5623736,-0.1480085
11,1.604493,2.1850245,"('unhelpful', 'helpful')",1.3354112,1.3644191,2.4658132,2.656289,1.8019058,2.0685776,-0.2666718
45,1.524524,2.1267152,"('incompetent', 'competent')",1.2474998,1.0579625,-0.017872965,-0.031133411,0.9180502,1.0511814,-0.1331312
20,1.4623774,1.2878864,"('rough', 'thoughtful')",-0.11046503,-0.23131017,0.8833997,0.78827083,0.745104,0.614949,0.130155
19,-1.4414878,-2.237747,"('inhospitable', 'hospitable')",-1.1343063,-1.1671389,-0.17686722,-0.31491336,-0.9175538,-1.239933,0.3223792
39,1.3736074,1.100263,"('exploitative', 'cooperative')",0.93854296,0.9708693,0.20352612,0.21913227,0.8385588,0.7634215,0.0751373
1,-1.3296038,-1.5997609,"('unfriendly', 'friendly')",-0.7387453,-0.78434795,1.4727348,1.4204541,-0.1985381,-0.3212182,0.1226801
17,-1.326213,-1.5991784,"('nasty', 'nice')",-0.9264305,-1.0775765,-0.4274681,-0.6256739,-0.8933705,-1.1008096,0.2074391
57,1.2923645,2.0055907,"('unimaginative', 'imaginative')",0.24799624,0.022438511,-2.2161841,-2.3627608,-0.2252745,-0.1115772,-0.1136973
30,1.2608391,1.9719608,"('intolerant', 'tolerant')",2.2532818,2.193129,1.2299439,1.3225228,1.5813549,1.8292041,-0.2478492
73,-1.2524797,-1.4478737,"('helpless', 'self-reliant')",-0.051213585,0.20746818,-3.2774131,-3.0738804,-1.5270354,-1.4380954,-0.08894
32,1.2045242,1.5029162,"('unkind', 'kind')",0.7325131,0.67294526,1.1987565,1.346306,1.0452646,1.1740557,-0.1287911
24,1.1675832,1.5099303,"('dishonest', 'honest')",-0.20208564,-0.11782824,1.0364703,1.3217088,0.6673226,0.9046036,-0.237281
15,-1.1021343,-1.0538079,"('boring', 'funny')",-0.9684922,-1.155508,0.29036453,0.14579332,-0.5934207,-0.6878408,0.0944201
66,-1.0953337,-1.3405792,"('inactive', 'active')",-0.3328033,-0.48355094,1.2819036,0.8809326,-0.0487445,-0.3143991,0.2656546
37,1.0783403,1.4779408,"('fake', 'genuine')",-0.04844722,-0.1795378,0.4711477,0.5035765,0.5003469,0.6006598,-0.1003129
82,1.074818,1.5146847,"('poor', 'rich')",0.20367664,0.42177603,6.023913,6.5058794,2.4341358,2.8141133,-0.3799775
22,1.0081964,1.2703772,"('untrustworthy', 'trustworthy')",0.35461888,0.37750414,-1.1255118,-0.9628797,0.0791012,0.2283339,-0.1492327
84,0.982515,1.0808283,"('inferior', 'superior')",-0.48213595,-0.43254268,0.4744274,0.28561187,0.3249355,0.3112992,0.0136363
3,0.96203387,1.3564012,"('repellent', 'pleasant')",0.7673672,0.7403739,0.12946756,0.3063804,0.6196229,0.8010518,-0.1814289
54,-0.85423523,-0.74988073,"('incapable', 'capable')",-0.6041555,-0.5008255,0.72323614,1.142309,-0.2450515,-0.0361324,-0.2089191
18,-0.8408192,-0.87846684,"('disagreeable', 'welcoming')",-0.4595704,-0.22381085,-0.55739003,-0.48812214,-0.6192598,-0.5301333,-0.0891265
50,-0.8396859,-1.0225874,"('clumsy', 'skillful')",-0.7263377,-0.962392,0.18480223,0.015432477,-0.4604071,-0.6565156,0.1961085
48,0.8275725,1.5187854,"('unintelligent', 'intelligent')",-0.030010812,-0.053368144,0.251233,0.33023882,0.3495982,0.598552,-0.2489538
49,-0.7270528,-0.16200562,"('unable', 'able')",-0.33898333,-0.21993457,-0.38597432,-0.07376678,-0.4840035,-0.1519023,-0.3321012
78,0.71628964,0.8233454,"('nonresilient', 'resilient')",1.0235907,1.1032178,0.5484778,0.42435303,0.7627861,0.7836388,-0.0208527
61,0.6586989,0.6992631,"('illogical', 'logical')",-0.26334876,-0.2250767,0.2062604,0.21233933,0.2005368,0.2288419,-0.0283051
47,0.6480353,0.753762,"('stupid', 'smart')",0.32679302,0.3035797,5.151057,5.343492,2.0419617,2.1336112,-0.0916495
28,0.61561817,0.9008803,"('disloyal', 'loyal')",-0.046865486,-0.075333685,0.8657067,0.8819233,0.4781531,0.5691566,-0.0910035
88,0.6152611,1.1015747,"('low', 'eminent')",0.18292202,0.03198392,0.3083407,0.3219388,0.3688413,0.4851658,-0.1163245
41,0.49333566,0.15094998,"('unforgiving', 'forgiving')",0.18887123,0.06879247,0.25978023,0.05519932,0.3139957,0.0916473,0.2223484
42,0.46915877,1.0349476,"('unreliable', 'reliable')",0.5559368,0.48485482,-1.9771607,-1.9944931,-0.317355,-0.1582302,-0.1591248
53,0.4623025,0.6062426,"('uncreative', 'creative')",0.16080464,0.25900072,0.9575884,1.072489,0.5268985,0.6459108,-0.1190123
9,-0.45804986,-0.6679751,"('unaffectionate', 'caring')",0.13408956,0.15389712,1.119824,1.3431016,0.2652879,0.2763412,-0.0110533
71,0.39490324,-0.031285577,"('diffident', 'self-confident')",0.059082158,0.2026176,0.578612,0.40369904,0.3441991,0.191677,0.1525221
33,-0.36808622,-0.909353,"('wrong', 'right')",-0.00419458,-0.22244632,-0.41804504,-0.6958235,-0.263442,-0.6092076,0.3457656
38,0.24789804,0.291056,"('untruthful', 'truthful')",0.06303776,0.2717051,0.38366175,0.48307064,0.2315325,0.3486106,-0.1170781
2,-0.17263922,-0.2567251,"('unlikable', 'likable')",0.9085456,1.0167562,0.5951479,0.6577803,0.4436847,0.4726038,-0.0289191
27,0.1689054,-0.019543856,"('hardhearted', 'softhearted')",0.18925817,0.03678091,1.3671175,1.2839676,0.5750937,0.4337349,0.1413588
34,-0.13956046,-0.09998736,"('mean', 'honorable')",0.42626995,0.5209482,6.0709834,6.1248493,2.1192309,2.1819367,-0.0627058
58,0.11044949,-0.08954232,"('undiscriminating', 'discriminating')",0.4875351,0.3658405,0.033766955,-0.10203148,0.2105838,0.0580889,0.1524949
64,0.1034221,0.4049496,"('shy', 'confident')",1.2766579,1.2900369,-5.8036494,-5.932915,-1.4745232,-1.4126428,-0.0618804
83,0.10019571,0.19793105,"('powerless', 'powerful')",-0.25251567,-0.24801308,-0.7786063,-0.73714304,-0.3103088,-0.2624084,-0.0479004
40,0.0753327,0.2325306,"('stingy', 'generous')",0.7538584,0.75162476,-0.881015,-1.076495,-0.0172746,-0.0307799,0.0135053
26,-0.053068675,-0.2877811,"('hardhearted', 'benevolent')",1.3813238,1.057498,1.3477285,1.1774782,0.8919946,0.649065,0.2429296
68,-0.008676715,0.16122407,"('dependent', 'independent')",-0.72863925,-0.33491778,-0.62718546,-0.496679,-0.4548338,-0.2234576,-0.2313762
