,patterson_male,patterson_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
36,-4.349432,-5.6200886,"('hostile', 'amicable')",-3.1107695,-3.3149629,-0.5059664,-0.83424264,-2.6553891,-3.2564313,0.6010422
60,4.231562,5.2337856,"('inefficient', 'efficient')",2.4831924,2.6914103,0.43874347,0.8571721,2.3844994,2.9274559,-0.5429565
56,3.9685025,4.440793,"('impractical', 'practical')",1.825443,1.9711149,0.438785,0.6598053,2.0775768,2.3572378,-0.279661
31,-3.8090498,-5.021689,"('evil', 'good')",-1.5449471,-1.6193771,-1.414336,-1.760419,-2.2561111,-2.8004951,0.544384
10,3.6053305,4.614498,"('unsympathetic', 'sympathetic')",1.2800428,1.1930844,0.3313042,0.44444263,1.7388924,2.0840084,-0.345116
81,3.576247,4.858831,"('submissive', 'aggressive')",2.0249732,1.8774389,0.14641762,0.3750907,1.9158792,2.3704535,-0.4545743
52,-3.5390456,-4.1392417,"('irrational', 'rational')",-1.6460856,-1.9102837,-0.6055799,-0.9342618,-1.930237,-2.327929,0.397692
14,3.5189118,3.907927,"('antisocial', 'social')",1.8127434,1.8294551,-0.5944772,-0.44032347,1.5790594,1.7656862,-0.1866268
85,-3.4802074,-4.590573,"('insignificant', 'prestigious')",-0.7538422,-1.0053627,0.4060322,-0.26421684,-1.2760059,-1.9533842,0.6773783
35,-3.3229828,-4.300294,"('corrupt', 'incorrupt')",-2.8785343,-2.834764,-0.95890605,-1.2645901,-2.3868078,-2.7998826,0.4130748
55,3.279842,4.4218073,"('incompetent', 'clever')",1.767774,1.7896222,0.21204309,0.38183987,1.7532198,2.1977564,-0.4445366
16,-3.149455,-3.3310301,"('unpopular', 'popular')",-1.1483375,-1.1770654,0.6623195,0.47856453,-1.2118243,-1.343177,0.1313527
46,3.0997918,4.045456,"('uncompetitive', 'competitive')",2.484387,2.3830292,-0.22237454,-0.18656586,1.7872682,2.0806397,-0.2933715
59,-2.863255,-3.2921522,"('foolish', 'wise')",-1.0914675,-1.0590782,-0.08451681,-0.22585349,-1.3464131,-1.5256947,0.1792816
70,2.829708,3.6590862,"('lethargic', 'energetic')",1.3996793,1.2840773,1.0481762,1.2032372,1.7591879,2.0488002,-0.2896123
80,2.806538,3.483556,"('dominated', 'dominating')",1.3883344,1.1846504,-0.7621206,-0.6589659,1.1442506,1.3364134,-0.1921628
51,2.7385714,3.2774734,"('uneducated', 'educated')",0.9046244,0.85083294,0.5559365,0.66034216,1.3997108,1.5962162,-0.1965054
6,-2.7376378,-3.1182055,"('distant', 'open')",-2.1693635,-1.9527595,0.27522242,0.16970837,-1.5439264,-1.6337522,0.0898258
21,2.7213058,3.19479,"('immoral', 'moral')",1.3421298,1.393431,-0.6476605,-0.45331424,1.1385917,1.3783021,-0.2397104
76,2.6989138,3.7050495,"('anxious', 'daring')",1.5763776,1.5826867,0.6200284,0.7944465,1.6317733,2.0273941,-0.3956208
86,2.635529,2.9665272,"('uninfluential', 'influential')",0.6332921,0.33571854,0.28983566,0.28651822,1.186219,1.1962547,-0.0100357
4,-2.6282463,-3.0371644,"('disliked', 'liked')",-0.38058457,-0.29456556,-5.7347517,-6.0114555,-2.9145276,-3.1143951,0.1998675
5,-2.5464265,-2.7604628,"('distant', 'outgoing')",-1.5318273,-1.3478421,-0.25616908,-0.18043225,-1.4448077,-1.4295791,-0.0152286
12,2.3946517,2.6225486,"('unsupportive', 'supportive')",1.6199479,1.7520707,-1.0232422,-1.0301005,0.9971192,1.1148397,-0.1177205
62,2.3726437,3.5553038,"('incompetent', 'brilliant')",2.148722,2.569674,0.5094265,1.1763253,1.6769307,2.4337678,-0.7568371
69,-2.3304317,-3.4377987,"('lazy', 'industrious')",-0.3165524,-0.46867248,-0.42645603,-0.8638197,-1.02448,-1.590097,0.565617
0,2.2387369,2.4404006,"('unsociable', 'sociable')",0.58134496,0.59206206,-0.48674583,-0.3978966,0.7777786,0.8781887,-0.1004101
43,2.1936922,2.7020962,"('irresponsible', 'responsible')",1.2272521,1.292698,0.79735893,0.9984651,1.4061011,1.6644198,-0.2583187
79,-2.1506636,-2.9446146,"('wavering', 'unwavering')",-1.6263372,-1.7806724,0.01598624,-0.18724307,-1.2536716,-1.63751,0.3838384
