,boeing_male,boeing_female,tuple,co_male,co_female,average_male,average_female,male-female
26,2.1179028,2.0945954,"('hardhearted', 'benevolent')",1.846253,1.8926275,1.9820778,1.9936115,-0.0115337
44,-2.1157026,-1.9595704,"('prejudiced', 'unprejudiced')",-1.7269745,-1.5919545,-1.9213386,-1.7757624,-0.1455762
71,1.8834174,1.7966565,"('diffident', 'self-confident')",0.17914622,0.30591044,1.0312818,1.0512835,-0.0200017
74,1.593719,1.6905401,"('undedicated', 'dedicated')",0.34032542,0.51484656,0.9670222,1.1026933,-0.1356711
39,1.5392044,1.697444,"('exploitative', 'cooperative')",0.55349064,0.60396683,1.0463475,1.1507053,-0.1043578
33,1.4995148,1.4159694,"('wrong', 'right')",-0.51476365,-0.44604424,0.4923756,0.4849626,0.007413
86,1.3929693,1.3946728,"('uninfluential', 'influential')",-0.078746796,-0.07806595,0.6571112,0.6583034,-0.0011922
61,1.2807941,1.1233406,"('illogical', 'logical')",0.13474134,0.05738735,0.7077677,0.590364,0.1174037
23,1.2617894,1.4435215,"('insincere', 'sincere')",6.404809,6.48907,3.8332992,3.9662957,-0.1329965
25,1.2391315,1.2330621,"('egoistic', 'altruistic')",1.1756591,1.1096805,1.2073953,1.1713713,0.036024
42,-1.17503,-1.0029362,"('unreliable', 'reliable')",-3.4885268,-3.2467768,-2.3317785,-2.1248565,-0.206922
62,1.1587543,1.291348,"('incompetent', 'brilliant')",-0.108435795,0.018258333,0.5251593,0.6548032,-0.1296439
1,1.1502097,1.0047799,"('unfriendly', 'friendly')",1.5582819,1.6866324,1.3542458,1.3457062,0.0085396
75,-1.1079569,-1.2879779,"('meek', 'impulsive')",-0.43257946,-0.37626207,-0.7702682,-0.83212,0.0618518
12,1.0739319,1.0874826,"('unsupportive', 'supportive')",-1.8223896,-1.7360919,-0.3742288,-0.3243046,-0.0499242
72,1.0693942,1.1011499,"('unambitious', 'ambitious')",-0.38569102,-0.3078298,0.3418516,0.3966601,-0.0548085
9,1.0594788,1.0828664,"('unaffectionate', 'caring')",1.1229676,1.1182568,1.0912232,1.1005616,-0.0093384
63,1.0472363,1.0789827,"('unperceptive', 'insightful')",0.19589058,0.40060243,0.6215634,0.7397926,-0.1182292
56,1.0347061,1.3005872,"('impractical', 'practical')",-0.7472628,-0.64335483,0.1437217,0.3286162,-0.1848945
28,1.0204109,0.7991616,"('disloyal', 'loyal')",1.4251027,1.2432513,1.2227569,1.0212065,0.2015504
16,-1.0009097,-1.3072597,"('unpopular', 'popular')",0.13596722,-0.031418458,-0.4324712,-0.6693391,0.2368679
51,0.975886,0.9920082,"('uneducated', 'educated')",1.0842842,1.0014051,1.0300851,0.9967067,0.0333784
68,-0.9698277,-1.1557894,"('dependent', 'independent')",-1.6647964,-1.6701423,-1.317312,-1.4129658,0.0956538
54,0.9256317,1.0454746,"('incapable', 'capable')",0.90871537,1.0046006,0.9171735,1.0250376,-0.1078641
53,0.9243995,0.66892004,"('uncreative', 'creative')",0.72529817,0.7006525,0.8248488,0.6847863,0.1400625
66,-0.8804736,-1.0371103,"('inactive', 'active')",0.56430095,0.4757648,-0.1580863,-0.2806728,0.1225865
36,-0.82371247,-0.9558845,"('hostile', 'amicable')",-0.35882595,-0.41418618,-0.5912692,-0.6850353,0.0937661
79,-0.7987913,-0.9213973,"('wavering', 'unwavering')",-0.37041998,-0.29926977,-0.5846056,-0.6103336,0.025728
17,-0.77685994,-0.94481975,"('nasty', 'nice')",-0.23446354,-0.29606393,-0.5056617,-0.6204419,0.1147802
29,-0.745479,-0.62269276,"('unfair', 'fair')",-0.8592462,-0.77107006,-0.8023626,-0.6968814,-0.1054812
83,0.7114221,0.7694371,"('powerless', 'powerful')",-1.5145046,-1.5404925,-0.4015412,-0.3855277,-0.0160135
21,0.709145,0.7011786,"('immoral', 'moral')",-1.1398373,-1.0787928,-0.2153461,-0.1888071,-0.026539
47,0.70647997,0.7244476,"('stupid', 'smart')",4.7821765,4.882555,2.7443283,2.8035014,-0.0591731
84,0.69609636,0.6564981,"('inferior', 'superior')",0.51581556,0.4645368,0.605956,0.5605174,0.0454386
7,0.6946598,0.9233486,"('insensitive', 'sensitive')",0.6023487,0.7129603,0.6485043,0.8181545,-0.1696502
6,-0.6713407,-0.8864917,"('distant', 'open')",-0.5711497,-0.40821916,-0.6212452,-0.6473554,0.0261102
60,0.6532164,1.0280246,"('inefficient', 'efficient')",-0.37130955,-0.22557028,0.1409534,0.4012271,-0.2602737
87,0.6470201,0.68523645,"('unsuccessful', 'successful')",0.6770857,0.63381225,0.6620529,0.6595243,0.0025286
48,0.63041353,0.67714095,"('unintelligent', 'intelligent')",-0.4428587,-0.45684734,0.0937774,0.1101468,-0.0163694
50,-0.61578506,-0.74778706,"('clumsy', 'skillful')",-0.117328,-0.1261108,-0.3665565,-0.4369489,0.0703924
35,-0.57559747,-0.77774936,"('corrupt', 'incorrupt')",-0.7837728,-0.75948566,-0.6796851,-0.7686175,0.0889324
31,-0.5735973,-0.6835113,"('evil', 'good')",-1.1796496,-0.9778474,-0.8766235,-0.8306794,-0.0459441
58,0.5604125,0.66619503,"('undiscriminating', 'discriminating')",0.52077985,0.7537136,0.5405962,0.7099543,-0.1693581
14,0.53333205,0.7182515,"('antisocial', 'social')",-0.26503965,-0.16709466,0.1341462,0.2755784,-0.1414322
37,-0.53095126,-0.29989806,"('fake', 'genuine')",0.032254633,0.20845118,-0.2493483,-0.0457234,-0.2036249
30,0.52143514,0.6305903,"('intolerant', 'tolerant')",0.023587372,0.15395693,0.2725112,0.3922736,-0.1197624
55,0.51925254,0.6661191,"('incompetent', 'clever')",0.20179185,0.20732239,0.3605222,0.4367207,-0.0761985
24,0.44800308,0.6944925,"('dishonest', 'honest')",1.068333,1.1120963,0.758168,0.9032944,-0.1451264
77,0.43372554,0.44756055,"('unmotivated', 'motivated')",-1.3154923,-1.241463,-0.4408834,-0.3969512,-0.0439322
80,0.43311015,0.53841215,"('dominated', 'dominating')",-0.4283733,-0.51056534,0.0023684,0.0139234,-0.011555
78,0.4184135,0.25517678,"('nonresilient', 'resilient')",-0.030122474,-0.136234,0.1941455,0.0594714,0.1346741
8,0.41653797,0.48727816,"('unaffectionate', 'affectionate')",0.48395804,0.50588906,0.450248,0.4965836,-0.0463356
27,-0.40909946,-0.36889103,"('hardhearted', 'softhearted')",0.96581745,1.0131263,0.278359,0.3221176,-0.0437586
32,0.39411485,0.46853232,"('unkind', 'kind')",1.1498778,1.1389765,0.7719963,0.8037544,-0.0317581
3,-0.39087746,-0.49414718,"('repellent', 'pleasant')",0.7013137,0.67837745,0.1552181,0.0921151,0.063103
2,0.376633,0.47067824,"('unlikable', 'likable')",0.5902848,0.7392101,0.4834589,0.6049442,-0.1214853
5,-0.36163348,-0.6635854,"('distant', 'outgoing')",-0.90628004,-0.6978384,-0.6339568,-0.6807119,0.0467551
76,-0.33566734,-0.07747254,"('anxious', 'daring')",-0.044934392,0.022135645,-0.1903009,-0.0276684,-0.1626325
40,-0.3275521,-0.45538634,"('stingy', 'generous')",-2.177698,-2.1080027,-1.252625,-1.2816945,0.0290695
38,0.32665762,0.36924377,"('untruthful', 'truthful')",0.057916276,0.14669392,0.192287,0.2579688,-0.0656818
52,-0.32184684,-0.56621975,"('irrational', 'rational')",-0.59829354,-0.58799386,-0.4600702,-0.5771068,0.1170366
4,-0.3215184,-0.493075,"('disliked', 'liked')",-7.12204,-7.1504993,-3.7217791,-3.8217871,0.100008
10,0.3179459,0.3569218,"('unsympathetic', 'sympathetic')",0.25346574,0.18918818,0.2857058,0.273055,0.0126508
59,-0.30593994,-0.39922008,"('foolish', 'wise')",-0.45940757,-0.22309127,-0.3826737,-0.3111557,-0.071518
65,0.2713486,0.49405846,"('insecure', 'secure')",0.12404624,0.13182741,0.1976974,0.3129429,-0.1152455
15,0.24557632,0.13384098,"('boring', 'funny')",0.3210544,0.43110526,0.2833154,0.2824731,0.0008423
82,-0.24216542,-0.1715282,"('poor', 'rich')",6.31131,6.3235273,3.0345721,3.0759995,-0.0414274
45,-0.23717633,-0.12855911,"('incompetent', 'competent')",-0.11072193,0.031056276,-0.1739491,-0.0487514,-0.1251977
18,-0.23545006,-0.2462557,"('disagreeable', 'welcoming')",-0.7112903,-0.6576301,-0.4733702,-0.4519429,-0.0214273
64,-0.22112301,-0.19681051,"('shy', 'confident')",-6.5198555,-6.4245453,-3.3704894,-3.310678,-0.0598114
22,0.21807761,0.36957318,"('untrustworthy', 'trustworthy')",-0.695391,-0.48947483,-0.2386567,-0.0599508,-0.1787059
34,-0.19746074,-0.010471292,"('mean', 'honorable')",5.1577115,5.2881103,2.4801254,2.6388195,-0.1586941
43,-0.19698063,0.011151224,"('irresponsible', 'responsible')",0.5796074,0.77320397,0.1913134,0.3921776,-0.2008642
49,-0.18622778,-0.17673102,"('unable', 'able')",-0.8221933,-0.83342886,-0.5042105,-0.5050799,0.0008694
20,0.18177395,0.19336474,"('rough', 'thoughtful')",0.5073063,0.5323215,0.3445401,0.3628431,-0.018303
73,0.1810296,0.015862465,"('helpless', 'self-reliant')",-4.006351,-3.861675,-1.9126607,-1.9229063,0.0102456
85,0.1696985,-0.094740495,"('insignificant', 'prestigious')",-0.56178254,-0.5427721,-0.196042,-0.3187563,0.1227143
67,0.15039302,0.11388303,"('doubtful', 'determined')",-0.5253362,-0.5441106,-0.1874716,-0.2151138,0.0276422
0,0.13498026,0.1574565,"('unsociable', 'sociable')",-0.42335236,-0.4923454,-0.144186,-0.1674444,0.0232584
19,0.1328831,0.043665502,"('inhospitable', 'hospitable')",-0.115228795,0.03712763,0.0088272,0.0403966,-0.0315694
46,0.12465064,0.22194988,"('uncompetitive', 'competitive')",-0.48906365,-0.5199114,-0.1822065,-0.1489808,-0.0332257
11,0.11163234,0.29010445,"('unhelpful', 'helpful')",2.1276565,2.2903082,1.1196444,1.2902063,-0.1705619
70,-0.09916486,0.06445194,"('lethargic', 'energetic')",0.59512174,0.7873382,0.2479784,0.4258951,-0.1779167
41,0.09606301,0.11203937,"('unforgiving', 'forgiving')",0.61341745,0.64938724,0.3547402,0.3807133,-0.0259731
81,0.0790056,0.12620807,"('submissive', 'aggressive')",-0.90890485,-0.9525325,-0.4149496,-0.4131622,-0.0017874
13,0.032457072,0.0035777688,"('impolite', 'polite')",-0.08900987,-0.1770039,-0.0282764,-0.0867131,0.0584367
69,-0.012379773,0.009903379,"('lazy', 'industrious')",-1.1992874,-1.1546696,-0.6058336,-0.5723831,-0.0334505
88,-0.008524764,-0.06791654,"('low', 'eminent')",-0.30308655,-0.3680119,-0.1558057,-0.2179642,0.0621585
57,0.008376022,-0.123834535,"('unimaginative', 'imaginative')",-2.9757805,-2.8898783,-1.4837022,-1.5068564,0.0231542
