,vornado_male,vornado_female,tuple,realty_male,realty_female,trust_male,trust_female,average_male,average_female,male-female
1,-2.4030774,-1.5443838,"('unfriendly', 'friendly')",-0.055655446,0.015999308,1.4650735,1.6105481,-0.3312198,0.0273879,-0.3586077
86,-1.9998355,-2.2448463,"('uninfluential', 'influential')",-2.720527,-2.6240945,0.22322598,0.1931015,-1.4990455,-1.5586131,0.0595676
8,-1.6679964,-1.3050898,"('unaffectionate', 'affectionate')",0.19630387,0.17718801,0.68254393,0.6309393,-0.2630495,-0.1656542,-0.0973953
9,-1.6341125,-1.2810307,"('unaffectionate', 'caring')",0.34244293,0.30216393,1.9322599,1.928063,0.2135301,0.3163988,-0.1028687
88,-1.6082885,-1.6836916,"('low', 'eminent')",-1.0668132,-1.103689,-0.26938683,-0.22624862,-0.9814962,-1.0045431,0.0230469
53,-1.5912726,-1.2075493,"('uncreative', 'creative')",0.15004191,0.049483754,-0.31632105,-0.20382679,-0.5858506,-0.4539641,-0.1318865
28,-1.5887215,-1.4019734,"('disloyal', 'loyal')",-0.8292182,-0.7419807,1.0500445,1.1100081,-0.455965,-0.3446486,-0.1113164
58,-1.3747636,-1.3388364,"('undiscriminating', 'discriminating')",-0.5467206,-0.5520202,-0.43734664,-0.40922785,-0.786277,-0.7666949,-0.0195821
26,-1.3366625,-1.1555926,"('hardhearted', 'benevolent')",1.5145544,1.3072463,1.7527162,1.6409749,0.643536,0.5975429,0.0459931
44,1.3319936,1.16835,"('prejudiced', 'unprejudiced')",0.55534655,0.3151785,-1.2158015,-1.2372361,0.2238462,0.0820975,0.1417487
83,-1.3310426,-1.4114436,"('powerless', 'powerful')",0.29675817,0.12214853,-0.10271888,-0.15525371,-0.3790011,-0.4815163,0.1025152
6,-1.294781,-0.8503874,"('distant', 'open')",1.0293759,1.0715133,-0.44588208,-0.45507994,-0.2370957,-0.0779847,-0.159111
5,-1.2814363,-0.89734155,"('distant', 'outgoing')",0.83298534,0.9749932,-1.1234784,-1.0355514,-0.5239765,-0.3192999,-0.2046766
19,-1.2461723,-1.0295608,"('inhospitable', 'hospitable')",-0.36406606,-0.36553976,-1.1629193,-1.2326005,-0.9243859,-0.8759003,-0.0484856
85,-1.239792,-0.6922477,"('insignificant', 'prestigious')",2.4884665,1.9860369,-0.9442705,-1.2963809,0.101468,-0.0008639,0.1023319
36,-1.2051841,-0.8453616,"('hostile', 'amicable')",1.659298,1.350799,-0.6844435,-0.9148734,-0.0767765,-0.1364787,0.0597022
57,-1.2049289,-1.0897212,"('unimaginative', 'imaginative')",-0.5858079,-0.54201674,-2.5256925,-2.2003655,-1.4388097,-1.2773678,-0.1614419
0,-1.1294093,-1.3509213,"('unsociable', 'sociable')",-1.0820279,-0.9853489,0.9345398,0.97413266,-0.4256325,-0.4540458,0.0284133
76,1.082779,0.90851194,"('anxious', 'daring')",-0.086831965,-0.10274394,0.71619827,0.8842844,0.5707151,0.5633508,0.0073643
31,-1.0304654,-0.47073826,"('evil', 'good')",0.64093435,0.6425988,-1.9294617,-1.8415766,-0.7729975,-0.556572,-0.2164255
74,-1.0268713,-1.1201103,"('undedicated', 'dedicated')",-1.7568277,-1.6489993,-0.268737,-0.26266998,-1.0174787,-1.0105933,-0.0068854
45,-0.8848049,-0.9879223,"('incompetent', 'competent')",-1.9160976,-1.5865328,0.8978014,1.0968568,-0.6343671,-0.4925328,-0.1418343
79,-0.87655383,-0.50669074,"('wavering', 'unwavering')",1.248552,1.3046845,-0.581345,-0.5306003,-0.0697823,0.0891312,-0.1589135
38,-0.8682482,-0.5161692,"('untruthful', 'truthful')",0.11600443,0.41977465,1.1466472,1.3100393,0.1314678,0.4045482,-0.2730804
10,-0.8473155,-1.2854133,"('unsympathetic', 'sympathetic')",-2.3016834,-2.3827734,1.2120439,1.1877784,-0.6456517,-0.8268027,0.181151
63,-0.8274102,-0.7654624,"('unperceptive', 'insightful')",-0.45742682,-0.33508176,1.7201867,1.7440611,0.1451166,0.2145056,-0.069389
49,-0.82465434,-0.77185786,"('unable', 'able')",-1.3430753,-1.454103,-0.24085237,-0.33187434,-0.8028607,-0.8526117,0.049751
71,-0.80033886,-0.5852518,"('diffident', 'self-confident')",1.5151201,1.3931414,0.75500286,0.70240885,0.489928,0.5034328,-0.0135048
72,-0.78985065,-0.84528774,"('unambitious', 'ambitious')",0.1319396,0.17825803,0.8717782,1.0997227,0.071289,0.144231,-0.072942
