,vornado_male,vornado_female,tuple,realty_male,realty_female,trust_male,trust_female,average_male,average_female,male-female
77,-0.7896393,-0.88510734,"('unmotivated', 'motivated')",-0.114673674,-0.25769326,0.07428965,0.044875644,-0.2766744,-0.365975,0.0893006
12,-0.7791068,-0.73908466,"('unsupportive', 'supportive')",0.4285384,0.2951316,-1.0213839,-0.8974778,-0.4573174,-0.4471436,-0.0101738
61,-0.746516,-0.7703406,"('illogical', 'logical')",-0.63947064,-0.8104583,0.9828089,0.9607037,-0.1343926,-0.2066984,0.0723058
43,-0.7425052,-1.1072121,"('irresponsible', 'responsible')",-1.4588101,-1.444312,1.8026907,1.8916545,-0.1328749,-0.2199566,0.0870817
64,0.7364091,0.3250823,"('shy', 'confident')",-0.05932898,-0.3384837,-5.5054884,-5.3610044,-1.6094694,-1.7914686,0.1819992
78,-0.73262084,-0.45740756,"('nonresilient', 'resilient')",0.80273515,0.68626106,0.81015575,0.8630556,0.2934234,0.3639697,-0.0705463
34,-0.6539302,-0.77092975,"('mean', 'honorable')",-0.23413908,-0.2915468,5.71926,5.4253035,1.610397,1.4542756,0.1561214
48,-0.65107715,-0.6083944,"('unintelligent', 'intelligent')",-1.0048436,-1.0710267,0.83111066,0.8700858,-0.2749367,-0.2697784,-0.0051583
67,0.6488014,0.066116884,"('doubtful', 'determined')",0.9581167,0.9819104,0.10831019,0.13993156,0.5717428,0.3959863,0.1757565
11,-0.6390699,-0.6152182,"('unhelpful', 'helpful')",-0.9639147,-0.69717646,2.7962413,2.9558396,0.3977522,0.547815,-0.1500628
2,0.6370547,0.43053913,"('unlikable', 'likable')",1.0214798,0.79979736,1.1337041,1.1359624,0.9307462,0.7887662,0.14198
52,-0.62781024,-0.27427253,"('irrational', 'rational')",1.1676334,0.9955013,-0.5829797,-0.7245968,-0.0143855,-0.0011227,-0.0132628
46,-0.61938316,-0.8368984,"('uncompetitive', 'competitive')",-1.7959962,-1.8763468,0.114391044,0.22536401,-0.7669961,-0.8292937,0.0622976
20,-0.5865876,-0.7513916,"('rough', 'thoughtful')",-0.4305419,-0.48295096,0.63249284,0.5410359,-0.1282122,-0.2311022,0.10289
23,-0.58530384,-0.5739706,"('insincere', 'sincere')",-0.8471666,-0.6410586,7.5830755,7.5168877,2.0502017,2.1006195,-0.0504178
42,0.5277232,0.42108715,"('unreliable', 'reliable')",0.3287206,0.26362225,-2.4788144,-2.2191365,-0.5407902,-0.5114757,-0.0293145
54,-0.49696094,-0.4076777,"('incapable', 'capable')",1.0777749,0.78524864,1.2504805,1.1927365,0.6104315,0.5234358,0.0869957
16,-0.49220955,-0.14318132,"('unpopular', 'popular')",0.78824204,0.67133427,0.094073616,-0.011274975,0.1300354,0.1722926,-0.0422572
41,-0.49082708,-0.3896956,"('unforgiving', 'forgiving')",-0.46411592,-0.48459402,0.78898996,0.7415927,-0.0553177,-0.0442323,-0.0110854
22,0.46718183,0.4155764,"('untrustworthy', 'trustworthy')",-1.3095344,-1.2070619,0.2500473,0.44339532,-0.1974351,-0.1160301,-0.081405
33,0.4598165,0.59785676,"('wrong', 'right')",1.7621144,1.5799063,-0.3336066,-0.321431,0.6294415,0.6187773,0.0106642
27,-0.42946962,-0.51520795,"('hardhearted', 'softhearted')",-0.46212077,-0.6430238,1.3633775,1.1915183,0.1572624,0.0110955,0.1461669
29,0.42905796,0.39628717,"('unfair', 'fair')",-0.49073806,-0.44861886,-0.56586665,-0.47209272,-0.2091823,-0.1748081,-0.0343742
73,0.40443867,0.50167346,"('helpless', 'self-reliant')",1.2398717,1.2490511,-4.2962613,-4.0483065,-0.8839836,-0.7658606,-0.118123
56,-0.40261674,-0.43281704,"('impractical', 'practical')",-1.2818431,-0.689391,0.6232221,0.95334035,-0.3537459,-0.0562893,-0.2974566
81,0.37981588,-0.10555963,"('submissive', 'aggressive')",-1.51382,-1.4385397,0.6911207,0.9077198,-0.1476278,-0.2121265,0.0644987
82,-0.37832317,-0.28961548,"('poor', 'rich')",-1.3191587,-1.0742427,6.035859,6.0319667,1.4461257,1.5560362,-0.1099105
32,-0.3748147,-0.44371915,"('unkind', 'kind')",-0.89676106,-0.85926557,1.583259,1.6892703,0.1038944,0.1287618,-0.0248674
69,0.3645969,0.16749552,"('lazy', 'industrious')",2.6203,2.3671932,-1.8798935,-1.9276395,0.3683345,0.2023497,0.1659848
4,-0.35337806,0.15637079,"('disliked', 'liked')",1.0954893,1.2785913,-7.3842683,-7.002685,-2.2140524,-1.8559078,-0.3581446
15,-0.34936282,0.029592928,"('boring', 'funny')",1.0099702,1.2794229,-0.07714908,0.26887828,0.1944861,0.5259647,-0.3314786
35,0.33133003,0.7039516,"('corrupt', 'incorrupt')",1.5530928,1.492467,-1.7655853,-1.9194722,0.0396125,0.0923155,-0.052703
25,-0.3150616,-0.012748472,"('egoistic', 'altruistic')",0.75944746,0.67801076,0.25811642,0.2620504,0.2341674,0.3091042,-0.0749368
13,0.2561034,0.28544742,"('impolite', 'polite')",-0.9450031,-0.8594108,1.1281079,1.1812395,0.1464027,0.2024254,-0.0560227
65,0.2513994,0.011313461,"('insecure', 'secure')",-2.1688695,-2.0971735,1.2289144,1.4163033,-0.2295186,-0.2231856,-0.006333
87,-0.2377789,-0.5223414,"('unsuccessful', 'successful')",0.829713,0.7312462,0.98113596,1.0134923,0.5243567,0.4074657,0.116891
80,0.2078749,-0.1507758,"('dominated', 'dominating')",-1.5177606,-1.4862403,-0.117422566,-0.1280348,-0.4757694,-0.5883503,0.1125809
3,0.19217429,-0.13635474,"('repellent', 'pleasant')",-1.0616158,-1.2205166,1.0557839,0.9380991,0.0621141,-0.1395908,0.2017049
51,-0.17710863,-0.26370305,"('uneducated', 'educated')",-1.5295987,-1.4557002,0.19267884,0.04220874,-0.5046762,-0.5590648,0.0543886
50,-0.1682704,-0.25934234,"('clumsy', 'skillful')",1.0332143,0.7822726,-0.19630554,-0.30289635,0.2228794,0.0733446,0.1495348
59,-0.16707842,-0.05408103,"('foolish', 'wise')",1.4016352,1.2749655,-0.02949534,-0.058237925,0.4016871,0.3875488,0.0141383
70,0.16522276,-0.18431917,"('lethargic', 'energetic')",-1.4445236,-1.3259828,1.4440212,1.5380113,0.0549068,0.0092365,0.0456703
40,0.16131535,0.32366273,"('stingy', 'generous')",0.21399969,0.0749011,-2.6129007,-2.5009441,-0.7458619,-0.7007934,-0.0450685
60,-0.14731193,-0.50944597,"('inefficient', 'efficient')",-2.1364388,-1.8326575,1.4841764,1.6902552,-0.2665248,-0.2172828,-0.049242
68,-0.14481872,-0.38973606,"('dependent', 'independent')",-1.9886845,-2.083218,-1.4117389,-1.5565704,-1.1817474,-1.3431749,0.1614275
17,0.14291836,0.18310612,"('nasty', 'nice')",0.84218204,0.9093171,0.087854825,0.20375721,0.3576518,0.4320601,-0.0744083
30,0.1396263,-0.037412383,"('intolerant', 'tolerant')",-0.8739137,-0.85454017,1.5080199,1.4705055,0.2579108,0.192851,0.0650598
21,0.1285379,-0.310811,"('immoral', 'moral')",-0.81567097,-0.9722541,0.7256479,0.7353715,0.0128383,-0.1825645,0.1954028
37,0.12176283,-0.22363812,"('fake', 'genuine')",-0.99828434,-1.0852488,0.27015585,0.1736449,-0.2021219,-0.378414,0.1762921
24,-0.1208034,-0.29908997,"('dishonest', 'honest')",-1.2030907,-1.2087436,1.728111,1.8237674,0.134739,0.1053113,0.0294277
18,0.120137766,0.23710947,"('disagreeable', 'welcoming')",0.5409463,0.19166873,-0.88702005,-1.0418811,-0.075312,-0.2043676,0.1290556
66,-0.1117315,-0.3207189,"('inactive', 'active')",1.3549573,0.9994012,0.9052645,0.6350324,0.7161635,0.4379049,0.2782586
47,0.103187315,-0.2223379,"('stupid', 'smart')",0.020740611,0.032832325,6.3414125,6.1185913,2.1551135,1.9763619,0.1787516
84,-0.09876758,-0.146341,"('inferior', 'superior')",-1.1374253,-1.2115084,0.3106838,0.2604208,-0.3085031,-0.3658095,0.0573064
7,-0.086761415,-0.3315245,"('insensitive', 'sensitive')",-0.7174333,-0.8565862,1.7522829,1.8050541,0.3160294,0.2056478,0.1103816
55,0.07186574,-0.40296015,"('incompetent', 'clever')",-2.1666086,-2.1751125,0.8355723,0.8699826,-0.4197235,-0.5693633,0.1496398
75,-0.058497585,0.27881575,"('meek', 'impulsive')",0.78503054,0.9552602,-0.9443612,-0.84789234,-0.0726094,0.1287279,-0.2013373
39,0.040019576,-0.17705485,"('exploitative', 'cooperative')",0.03306119,-0.22768673,0.61855406,0.55099,0.2305449,0.0487495,0.1817954
14,0.034954995,-0.4712403,"('antisocial', 'social')",-0.49197504,-0.5169747,0.786803,0.7750297,0.1099277,-0.0710618,0.1809895
62,-0.031142648,0.00796134,"('incompetent', 'brilliant')",-0.9882318,-0.6802671,1.3828434,1.6704516,0.1211563,0.3327153,-0.211559
