,time_male,time_female,tuple,warner_male,warner_female,inc_male,inc_female,average_male,average_female,male-female
50,-0.44708684,-0.522593,"('clumsy', 'skillful')",0.122752056,0.15330791,0.2993415,0.2637752,-0.0083311,-0.03517,0.0268389
87,0.4448738,0.37555203,"('unsuccessful', 'successful')",-0.22335067,-0.13371779,1.0939255,1.1690459,0.4384829,0.4702934,-0.0318105
16,-0.40492937,-0.47506538,"('unpopular', 'popular')",-0.2099084,-0.08590097,0.66162074,0.69664747,0.0155943,0.045227,-0.0296327
23,-0.3976713,-0.39632055,"('insincere', 'sincere')",-0.51042014,-0.50978345,5.5225854,5.388522,1.5381646,1.4941394,0.0440252
4,-0.3925328,-0.25840664,"('disliked', 'liked')",-0.1300179,-0.02182823,-6.0349708,-5.706456,-2.1858404,-1.9955637,-0.1902767
26,0.3789804,0.511475,"('hardhearted', 'benevolent')",1.2336761,1.3818743,0.915963,1.3444377,0.8428732,1.0792624,-0.2363892
32,0.3534656,0.47183043,"('unkind', 'kind')",-0.1422913,-0.060286224,0.77870035,0.8110391,0.3299582,0.4075278,-0.0775696
54,0.33572784,0.22911814,"('incapable', 'capable')",0.26691604,0.08883533,1.1578054,1.2058265,0.5868164,0.5079267,0.0788897
24,0.32532346,0.34083107,"('dishonest', 'honest')",-0.5160337,-0.53509325,0.69308776,0.68675745,0.1674592,0.1641651,0.0032941
74,-0.322609,-0.048145123,"('undedicated', 'dedicated')",-0.0865213,-0.18004782,-0.2878959,-0.022224177,-0.2323421,-0.0834724,-0.1488697
78,0.2937524,0.072256476,"('nonresilient', 'resilient')",0.6360554,0.37893766,1.192735,0.96542805,0.7075143,0.4722074,0.2353069
5,-0.26903754,-0.25081083,"('distant', 'outgoing')",0.48958808,0.48478588,-0.37365705,-0.08015399,-0.0510355,0.0512737,-0.1023092
62,0.25525844,0.26844782,"('incompetent', 'brilliant')",-0.6258511,-0.959815,0.59591544,0.33575532,0.0751076,-0.1185373,0.1936449
51,-0.22535846,-0.3232695,"('uneducated', 'educated')",-1.3105695,-1.3048786,1.3395282,1.2460488,-0.0654666,-0.1273664,0.0618998
13,0.1960299,0.1937325,"('impolite', 'polite')",-1.6915126,-1.6547016,0.21536991,0.102638364,-0.4267042,-0.4527769,0.0260727
8,0.1938985,0.13651012,"('unaffectionate', 'affectionate')",0.77229047,0.7410765,-0.2431601,0.044509456,0.2410096,0.3073654,-0.0663558
76,-0.18274887,-0.16899268,"('anxious', 'daring')",-0.6090133,-0.70608354,0.82182276,0.60734844,0.0100202,-0.0892426,0.0992628
6,-0.17241083,-0.2189879,"('distant', 'open')",0.9098821,0.8126537,0.033443492,0.2986444,0.2569716,0.2974368,-0.0404652
17,-0.16957256,-0.2485953,"('nasty', 'nice')",-0.4860666,-0.36592358,-0.52437997,-0.5757813,-0.3933397,-0.3967667,0.003427
20,0.1570476,0.07950416,"('rough', 'thoughtful')",-0.649604,-0.7525894,1.4478878,1.4017107,0.3184438,0.2428752,0.0755686
52,0.1539338,0.19706997,"('irrational', 'rational')",0.80487543,0.90100473,-0.88572985,-0.58999836,0.0243598,0.1693588,-0.144999
38,-0.15251112,-0.16245985,"('untruthful', 'truthful')",-0.35993984,-0.51637197,0.39022607,0.33801007,-0.0407416,-0.1136072,0.0728656
29,0.15177843,0.17856789,"('unfair', 'fair')",0.45791748,0.3991691,-0.5067005,-0.4338134,0.0343318,0.0479745,-0.0136427
30,-0.13318162,-0.07830028,"('intolerant', 'tolerant')",0.15046066,0.12369737,1.3048153,1.3515778,0.4406981,0.4656583,-0.0249602
12,-0.11307362,0.06156958,"('unsupportive', 'supportive')",0.26338646,0.15739617,-1.6097913,-1.5321305,-0.4864928,-0.4377216,-0.0487712
80,-0.10385263,-0.13476628,"('dominated', 'dominating')",-0.32795677,-0.48561564,-0.81684655,-1.1132089,-0.4162186,-0.5778636,0.161645
19,-0.08240438,-0.1937862,"('inhospitable', 'hospitable')",-0.1135999,-0.07138817,-0.15387669,0.04129996,-0.116627,-0.0746248,-0.0420022
1,-0.07382397,0.15508571,"('unfriendly', 'friendly')",1.3415698,1.4233849,1.2594957,1.6665667,0.8424139,1.0816791,-0.2392652
27,0.07196,-0.07483813,"('hardhearted', 'softhearted')",-0.041637994,-0.22122654,1.1696993,1.0824608,0.4000071,0.262132,0.1378751
58,0.06789407,0.14509545,"('undiscriminating', 'discriminating')",0.67512614,0.66839373,0.2621962,0.2518481,0.3350721,0.3551124,-0.0200403
37,0.063240856,-0.09958635,"('fake', 'genuine')",-0.4209565,-0.56012356,0.30662313,0.23543578,-0.0170308,-0.1414247,0.1243939
31,0.019859366,0.0044015944,"('evil', 'good')",1.1357576,1.087272,-1.756879,-1.4734522,-0.2004207,-0.1272595,-0.0731612
40,-0.014159409,-0.15201347,"('stingy', 'generous')",-0.18711817,-0.15823218,-1.3757749,-1.4202651,-0.5256842,-0.5768369,0.0511527
53,-0.008685999,0.043714225,"('uncreative', 'creative')",1.5838923,1.5397211,0.90956175,1.1359577,0.8282561,0.9064643,-0.0782082
