,time_male,time_female,tuple,warner_male,warner_female,inc_male,inc_female,average_male,average_female,male-female
85,1.8956934,1.80538,"('insignificant', 'prestigious')",1.5990549,1.81696,0.60233384,0.92798907,1.365694,1.5167764,-0.1510824
83,1.8056406,1.536302,"('powerless', 'powerful')",-0.14782923,-0.08401639,-0.51069874,-0.6266795,0.3823709,0.275202,0.1071689
45,-1.7732793,-1.4931175,"('incompetent', 'competent')",-1.9948432,-2.1069562,-0.6988068,-0.7672993,-1.4889765,-1.455791,-0.0331855
46,-1.6397883,-1.517336,"('uncompetitive', 'competitive')",-1.7026466,-1.6721509,0.0065773046,-0.12569013,-1.1119525,-1.1050591,-0.0068934
71,1.577009,1.4478345,"('diffident', 'self-confident')",1.3287857,1.3613112,0.3581139,0.3910365,1.0879695,1.0667274,0.0212421
57,-1.5429391,-1.39047,"('unimaginative', 'imaginative')",-1.4257272,-1.4606146,-2.5203362,-2.360687,-1.8296674,-1.7372573,-0.0924101
70,-1.4314983,-1.3203256,"('lethargic', 'energetic')",-1.7280015,-1.7621965,0.87314105,0.6165978,-0.7621195,-0.8219748,0.0598553
22,-1.2854545,-0.94702554,"('untrustworthy', 'trustworthy')",-1.1917839,-1.062413,-1.1210116,-1.0619507,-1.1994166,-1.0237964,-0.1756202
10,-1.2431153,-0.94631976,"('unsympathetic', 'sympathetic')",-1.5811839,-1.6879414,-0.03292745,-0.3059004,-0.9524089,-0.9800538,0.0276449
3,-1.2349998,-1.1136835,"('repellent', 'pleasant')",-1.4430583,-1.302222,0.15968451,0.04748239,-0.8394579,-0.7894743,-0.0499836
59,1.1599206,1.1836377,"('foolish', 'wise')",1.198298,1.2157131,0.12064104,0.44488358,0.8262866,0.9480782,-0.1217916
88,1.1532366,1.3975595,"('low', 'eminent')",-0.5717214,-0.36930707,0.40032545,0.5740174,0.3272802,0.53409,-0.2068098
36,1.1368629,1.1651797,"('hostile', 'amicable')",1.718437,1.9035158,-0.071796596,0.31441382,0.9278344,1.1277031,-0.1998687
73,1.0999519,1.0403181,"('helpless', 'self-reliant')",0.21261722,0.23027745,-3.0740895,-3.0035026,-0.5871735,-0.5776357,-0.0095378
41,-1.0707337,-0.599054,"('unforgiving', 'forgiving')",-0.09983866,0.27784944,-0.216676,-0.026044704,-0.4624161,-0.1157497,-0.3466664
15,1.0348208,1.0162499,"('boring', 'funny')",1.5678846,1.5630002,0.14289992,0.2485972,0.9152018,0.9426157,-0.0274139
48,1.0176313,0.98831606,"('unintelligent', 'intelligent')",0.44277516,0.35981044,0.95144475,0.83644205,0.8039504,0.7281895,0.0757609
18,-1.010284,-0.8294967,"('disagreeable', 'welcoming')",-0.4271611,-0.07843741,-0.4983694,-0.22148654,-0.6452715,-0.3764735,-0.268798
69,0.9935689,0.99174035,"('lazy', 'industrious')",2.3099308,2.4083714,-0.24568316,0.03533244,1.0192722,1.145148,-0.1258758
61,0.97062516,1.1739378,"('illogical', 'logical')",0.4552221,0.59759074,0.35549954,0.45873305,0.5937823,0.7434205,-0.1496382
2,0.9087704,1.033904,"('unlikable', 'likable')",1.0121335,1.0095725,0.6156037,0.8302058,0.8455025,0.9578942,-0.1123917
9,0.89976573,0.9919692,"('unaffectionate', 'caring')",1.1572385,1.1574095,0.58017296,0.7893406,0.8790591,0.9795731,-0.100514
55,-0.8944263,-0.7692878,"('incompetent', 'clever')",-1.2145821,-1.201537,-0.0381644,-0.15526092,-0.7157242,-0.7086953,-0.0070289
49,-0.8823395,-0.801408,"('unable', 'able')",0.024675585,-0.103279546,0.011853736,0.00063621625,-0.2819367,-0.3013504,0.0194137
56,0.8791939,0.95292974,"('impractical', 'practical')",-0.3057335,-0.48733556,0.19840494,0.042948786,0.2572885,0.1695143,0.0877742
43,-0.86646795,-0.68364143,"('irresponsible', 'responsible')",-0.9258791,-1.1614851,0.6180695,0.6777415,-0.3914258,-0.3891283,-0.0022975
0,-0.86054945,-0.669656,"('unsociable', 'sociable')",-0.8066974,-0.7255778,-0.544858,-0.46268347,-0.7373683,-0.6193057,-0.1180626
64,-0.8374194,-0.5658946,"('shy', 'confident')",-1.4351215,-1.3501258,-5.545241,-5.327937,-2.6059273,-2.4146525,-0.1912748
39,0.82107246,0.88709444,"('exploitative', 'cooperative')",0.32674104,0.5475397,-0.16619249,0.0056629763,0.327207,0.480099,-0.152892
33,0.8057283,0.7770458,"('wrong', 'right')",0.70761204,0.8454587,-0.78192806,-0.5341411,0.2438041,0.3627878,-0.1189837
86,-0.7966276,-0.5932449,"('uninfluential', 'influential')",-0.50662714,-0.48729378,-0.12777834,-0.05688526,-0.477011,-0.3791413,-0.0978697
75,-0.7874347,-0.83755296,"('meek', 'impulsive')",-0.4272547,-0.52960247,-0.36655194,-0.4724209,-0.5270805,-0.6131921,0.0861116
68,-0.75138426,-0.69203293,"('dependent', 'independent')",-0.64944696,-0.6656853,0.23115145,0.21959417,-0.3898933,-0.3793747,-0.0105186
65,-0.74643666,-0.55588365,"('insecure', 'secure')",-0.75087786,-0.6315169,-0.024671137,-0.17510128,-0.5073285,-0.4541673,-0.0531612
14,0.73596644,0.9577929,"('antisocial', 'social')",-1.1919267,-0.94261837,-0.62897986,-0.5382687,-0.3616467,-0.1743647,-0.187282
35,0.7339294,0.69244844,"('corrupt', 'incorrupt')",1.2341549,1.3214585,-0.3230884,-0.048007585,0.548332,0.6552998,-0.1069678
21,0.6674277,0.9027182,"('immoral', 'moral')",-1.5930992,-1.4043149,-0.6145938,-0.63487977,-0.5134218,-0.3788255,-0.1345963
25,0.66310537,0.6101824,"('egoistic', 'altruistic')",1.0139887,1.1657066,1.2919366,1.5207922,0.989677,1.0988938,-0.1092168
77,0.6160125,0.6030839,"('unmotivated', 'motivated')",-0.43689978,-0.44002703,-0.30849555,-0.43710506,-0.0431276,-0.0913494,0.0482218
11,-0.6102084,-0.68848366,"('unhelpful', 'helpful')",-1.0298073,-1.2745644,2.1467984,1.9458051,0.1689276,-0.0057476,0.1746752
84,0.604957,0.5145841,"('inferior', 'superior')",0.04824371,0.13015133,1.030761,1.0966161,0.5613205,0.5804505,-0.01913
34,0.5991248,0.4669314,"('mean', 'honorable')",0.86623544,0.7034949,6.228332,5.9087067,2.5645641,2.359711,0.2048531
47,0.59410477,0.33317357,"('stupid', 'smart')",0.03313077,-0.06905827,4.814304,4.554028,1.8138464,1.6060478,0.2077986
42,0.555514,0.7138996,"('unreliable', 'reliable')",0.084089726,0.1374963,-2.5757484,-2.4677835,-0.6453816,-0.5387959,-0.1065857
63,-0.5496631,-0.35403198,"('unperceptive', 'insightful')",-0.5161168,-0.72918355,1.4124213,1.3059673,0.1155471,0.0742506,0.0412965
28,0.5359662,0.67001915,"('disloyal', 'loyal')",0.13145508,0.3802992,0.49103272,0.6764084,0.3861513,0.5755756,-0.1894243
7,0.5295157,0.7913862,"('insensitive', 'sensitive')",-0.4157331,-0.23974723,0.80066085,0.7677526,0.3048145,0.4397972,-0.1349827
79,0.5249643,0.35221237,"('wavering', 'unwavering')",0.02474444,-0.20089772,0.28221452,0.26505527,0.2773077,0.13879,0.1385177
82,-0.51023275,-0.65097713,"('poor', 'rich')",-0.5121904,-0.5900204,5.703697,5.4808936,1.5604246,1.4132986,0.147126
60,-0.50611705,-0.15752453,"('inefficient', 'efficient')",-0.8582996,-0.79723537,0.66492873,0.5257375,-0.2331626,-0.1430075,-0.0901551
72,0.501935,0.49377146,"('unambitious', 'ambitious')",-0.27605572,-0.23359774,-1.0156779,-1.0373498,-0.2632662,-0.2590587,-0.0042075
66,0.49898654,0.16969189,"('inactive', 'active')",0.16290125,-0.08673336,1.1832883,1.1984026,0.6150587,0.4271204,0.1879383
44,-0.48888338,-0.85261375,"('prejudiced', 'unprejudiced')",-1.1144941,-1.2012019,-1.0844301,-1.1938907,-0.8959359,-1.0825688,0.1866329
67,0.47316673,0.3239365,"('doubtful', 'determined')",-0.674647,-0.8044609,-0.71208245,-0.57697487,-0.3045209,-0.3524998,0.0479789
81,-0.46859717,-0.40722924,"('submissive', 'aggressive')",-1.7393975,-1.8346084,-0.38924944,-0.7833258,-0.8657481,-1.0083879,0.1426398
