,smith_male,smith_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
16,-2.1722498,-2.4028776,"('unpopular', 'popular')",0.09711695,-0.07848327,0.6060186,0.50369203,-0.4897048,-0.659223,0.1695182
43,1.8763833,1.7771834,"('irresponsible', 'responsible')",0.601697,0.6269346,0.600341,0.52273947,1.0261405,0.9756192,0.0505213
52,-1.7601266,-1.8587356,"('irrational', 'rational')",-0.66956425,-0.6056713,0.17288761,0.32489422,-0.7522678,-0.7131709,-0.0390969
39,1.653533,1.6214986,"('exploitative', 'cooperative')",0.5913715,0.782992,0.11978479,0.15213963,0.7882298,0.85221,-0.0639802
31,-1.6461341,-1.4814633,"('evil', 'good')",-0.44282368,-0.40568775,-0.86505455,-0.6350858,-0.9846708,-0.8407456,-0.1439252
75,-1.637881,-1.6226386,"('meek', 'impulsive')",-0.036483314,-0.14109679,-0.59489703,-0.49020025,-0.7564205,-0.7513119,-0.0051086
56,1.622078,2.1700485,"('impractical', 'practical')",0.9963603,1.2502956,-0.12951437,-0.054595213,0.8296413,1.1219163,-0.292275
84,1.5988165,1.7711331,"('inferior', 'superior')",0.5129143,0.64415526,1.0477794,1.1205294,1.05317,1.178606,-0.125436
60,1.5805305,1.942765,"('inefficient', 'efficient')",0.582269,0.8261107,-0.06676754,-0.01803395,0.6986774,0.9169472,-0.2182698
65,1.375084,1.4287604,"('insecure', 'secure')",-0.034762725,0.14620972,-0.507096,-0.43789887,0.2777418,0.3790238,-0.101282
20,1.3679376,1.2213537,"('rough', 'thoughtful')",0.5210279,0.61585015,1.2389061,1.2801216,1.0426238,1.0391084,0.0035154
5,-1.3647434,-1.439888,"('distant', 'outgoing')",-0.08145919,-0.06702432,-0.14444524,0.0022366308,-0.5302159,-0.5015586,-0.0286573
74,1.346885,1.5418671,"('undedicated', 'dedicated')",0.7455151,0.7957847,0.3794145,0.41694897,0.8239382,0.9182003,-0.0942621
34,-1.3132311,-1.1688871,"('mean', 'honorable')",0.12495056,0.2784279,5.8369436,5.6506395,1.5495543,1.5867268,-0.0371725
2,1.3044416,1.0153614,"('unlikable', 'likable')",1.2651188,1.1576715,0.46288702,0.42568815,1.0108159,0.8662403,0.1445756
55,1.2555894,1.4119449,"('incompetent', 'clever')",-0.47825906,-0.67787975,-0.01680272,-0.17515485,0.2535092,0.1863034,0.0672058
36,-1.2496297,-1.7420017,"('hostile', 'amicable')",0.16423874,0.1386196,0.30437395,0.3119653,-0.260339,-0.4304723,0.1701333
72,1.21356,1.0457937,"('unambitious', 'ambitious')",-0.6170734,-0.65143585,-1.0077721,-0.93182117,-0.1370952,-0.1791545,0.0420593
76,1.2039475,1.4333603,"('anxious', 'daring')",0.79972696,0.82704604,0.32419673,0.27111408,0.7759571,0.8438402,-0.0678831
79,-1.1301947,-1.3978652,"('wavering', 'unwavering')",-0.6847146,-0.6796071,0.20990147,0.15515685,-0.5350026,-0.6407718,0.1057692
6,-1.1076807,-1.4577569,"('distant', 'open')",-0.21584278,-0.17095909,0.3376767,0.4279667,-0.3286156,-0.4002498,0.0716342
88,-1.1066358,-1.0117859,"('low', 'eminent')",-0.056963667,-0.14789139,0.2301293,0.19707873,-0.3111567,-0.3208662,0.0097095
85,-1.0763389,-1.689798,"('insignificant', 'prestigious')",-0.26412615,-0.5140931,0.81414336,0.69100165,-0.1754406,-0.5042965,0.3288559
4,-1.0601354,-0.9569212,"('disliked', 'liked')",0.07147779,-0.13546892,-6.0984774,-5.9264507,-2.3623783,-2.3396136,-0.0227647
7,1.0281614,0.99385697,"('insensitive', 'sensitive')",-0.029907376,-0.12189229,1.0419513,0.8361514,0.6800685,0.569372,0.1106965
22,1.0098113,1.2601061,"('untrustworthy', 'trustworthy')",-0.11947386,-0.109228924,-1.0608584,-0.9289946,-0.0568403,0.0739608,-0.1308011
70,1.004165,1.3257755,"('lethargic', 'energetic')",0.63162446,0.66768783,0.8691139,0.83210206,0.8349678,0.9418551,-0.1068873
48,1.0008593,0.7914237,"('unintelligent', 'intelligent')",-0.37361747,-0.52106744,0.2690757,0.18524319,0.2987725,0.1518665,0.146906
35,-0.9924977,-1.2676164,"('corrupt', 'incorrupt')",-0.38053796,-0.27212813,-0.24938187,-0.08453691,-0.5408059,-0.5414271,0.0006212
14,0.9893515,1.4550546,"('antisocial', 'social')",0.5623358,0.6861294,-0.4930396,-0.5933749,0.3528825,0.5159364,-0.1630539
18,-0.9467768,-0.95173776,"('disagreeable', 'welcoming')",0.81748754,0.7249008,-0.42351863,-0.46221787,-0.1842693,-0.2296849,0.0454156
12,0.9447028,0.91244864,"('unsupportive', 'supportive')",0.27189678,0.062067613,-1.441159,-1.5132142,-0.0748531,-0.179566,0.1047129
30,0.92999727,1.3593307,"('intolerant', 'tolerant')",0.3826595,0.5819065,1.039759,1.0734679,0.7841386,1.0049017,-0.2207631
86,0.8986415,0.770054,"('uninfluential', 'influential')",-0.46790084,-0.61358213,-0.3580419,-0.51098955,0.0242329,-0.1181726,0.1424055
62,0.85409766,0.9857111,"('incompetent', 'brilliant')",0.61638546,0.5751805,0.20527133,0.24909763,0.5585848,0.6033297,-0.0447449
21,0.8451182,0.70047426,"('immoral', 'moral')",-0.047308378,-0.09967774,-0.8378417,-0.978051,-0.013344,-0.1257515,0.1124075
