,smith_male,smith_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
11,-0.83469796,-0.6438688,"('unhelpful', 'helpful')",0.0070216283,0.06416102,1.7184929,1.6955311,0.2969388,0.3719411,-0.0750023
0,0.8139891,1.0032885,"('unsociable', 'sociable')",-0.19247915,-0.15055667,-0.4456111,-0.4698912,0.058633,0.1276135,-0.0689805
49,-0.7651591,-0.73817337,"('unable', 'able')",-0.086837694,-0.27283648,-0.24609713,-0.4104067,-0.3660313,-0.4738055,0.1077742
41,0.7516216,0.9909764,"('unforgiving', 'forgiving')",-0.020097166,-0.109730296,-0.07665917,-0.07407803,0.2182884,0.269056,-0.0507676
66,-0.7463587,-0.9826465,"('inactive', 'active')",0.87529725,0.7202084,1.1757357,1.0294038,0.4348914,0.2556552,0.1792362
51,0.6999937,1.0670002,"('uneducated', 'educated')",-0.15932122,-0.19207868,0.18759939,0.094689935,0.2427573,0.3232038,-0.0804465
8,-0.68474746,-0.852106,"('unaffectionate', 'affectionate')",-0.21097735,-0.26582873,0.77536345,0.78254396,-0.0401204,-0.1117969,0.0716765
13,0.66300285,1.16563,"('impolite', 'polite')",0.34839043,0.7098965,-0.35390466,-0.23184702,0.2191629,0.5478931,-0.3287302
73,0.63600636,0.56919396,"('helpless', 'self-reliant')",0.668454,0.60309243,-2.8401737,-2.5878043,-0.5119045,-0.4718393,-0.0400652
71,0.6245061,0.5613413,"('diffident', 'self-confident')",1.0022593,0.85956967,0.80206156,0.66013706,0.8096089,0.6936827,0.1159262
15,-0.5852657,-0.43063655,"('boring', 'funny')",0.22071493,0.19427903,0.3053684,0.36891904,-0.0197275,0.0441872,-0.0639147
77,0.5825431,0.40837342,"('unmotivated', 'motivated')",-0.3664484,-0.3356072,-1.0907983,-1.1262903,-0.2915679,-0.3511747,0.0596068
19,-0.5768319,-0.3535769,"('inhospitable', 'hospitable')",-0.90488595,-0.76884836,-0.15640184,0.004431227,-0.5460399,-0.3726647,-0.1733752
42,0.5593418,0.5649945,"('unreliable', 'reliable')",0.43381763,0.47593018,-2.77105,-2.6466522,-0.5926302,-0.5352425,-0.0573877
46,0.53929657,0.6447243,"('uncompetitive', 'competitive')",0.088312805,0.054629363,-0.4600566,-0.4908798,0.0558509,0.0694913,-0.0136404
38,-0.5199699,-0.4612429,"('untruthful', 'truthful')",-0.4787078,-0.41725826,-0.24718618,-0.13483076,-0.415288,-0.3377773,-0.0775107
64,0.51201165,0.5744092,"('shy', 'confident')",0.009860203,-0.0549765,-6.4382553,-6.151142,-1.9721278,-1.8772365,-0.0948913
82,-0.5050523,-0.33435035,"('poor', 'rich')",-1.093298,-0.99614173,5.671701,5.5364113,1.3577836,1.4019731,-0.0441895
40,-0.4999139,-0.57995504,"('stingy', 'generous')",-0.20294338,-0.29806548,-1.2710017,-1.1566668,-0.657953,-0.6782291,0.0202761
63,-0.46961704,-0.15845048,"('unperceptive', 'insightful')",0.82147986,0.74644005,1.0480928,1.050253,0.4666519,0.5460809,-0.079429
44,-0.46568727,-0.73314774,"('prejudiced', 'unprejudiced')",0.36105838,0.37235576,-1.1816821,-1.222899,-0.4287703,-0.527897,0.0991267
78,0.44570595,-0.19595452,"('nonresilient', 'resilient')",0.39083856,0.16014494,0.64179826,0.4200351,0.4927809,0.1280752,0.3647057
1,-0.43687454,-0.4188208,"('unfriendly', 'friendly')",0.10231192,0.2395815,1.8539283,2.0171082,0.5064552,0.612623,-0.1061678
24,0.41520375,0.78894705,"('dishonest', 'honest')",-0.39809975,-0.14184336,0.30653277,0.39007244,0.1078789,0.3457254,-0.2378465
47,-0.4147586,-0.17023054,"('stupid', 'smart')",-0.01633891,0.09866561,5.056843,4.9760456,1.5419151,1.6348268,-0.0929117
80,0.40917516,0.37562525,"('dominated', 'dominating')",-0.013454381,-0.14926445,-1.2115507,-1.3933895,-0.2719433,-0.3890096,0.1170663
61,0.3839308,0.38100165,"('illogical', 'logical')",-0.5781668,-0.44308734,0.15142155,0.15038636,-0.0142715,0.0294336,-0.0437051
23,0.3820222,0.492974,"('insincere', 'sincere')",0.020842869,0.06019946,5.4909115,5.297475,1.9645921,1.9502161,0.014376
3,0.37748772,0.32523704,"('repellent', 'pleasant')",-0.6162686,-0.5708451,0.096342355,0.023678124,-0.0474795,-0.0739767,0.0264972
45,0.3259904,0.79192156,"('incompetent', 'competent')",0.08925976,0.08703604,-0.14308831,-0.1560672,0.0907206,0.2409635,-0.1502429
26,0.31292623,0.37105814,"('hardhearted', 'benevolent')",1.6409831,1.8781669,1.9314656,2.0116446,1.295125,1.42029,-0.125165
53,0.3122964,0.1230445,"('uncreative', 'creative')",-0.65267146,-0.5141621,0.8772772,1.0013522,0.1789674,0.2034115,-0.0244441
50,-0.28880093,-0.5965657,"('clumsy', 'skillful')",0.05658251,-0.13931121,0.3365665,0.35469586,0.0347827,-0.1270604,0.1618431
68,-0.2518511,-0.21210542,"('dependent', 'independent')",-0.24315807,-0.20343909,-0.94081414,-0.9824091,-0.4786078,-0.4659845,-0.0126233
9,0.2433663,0.18194057,"('unaffectionate', 'caring')",0.051443867,0.12468902,1.0463208,1.0801429,0.4470437,0.4622575,-0.0152138
59,0.23441318,-0.15776601,"('foolish', 'wise')",0.49521095,0.40253094,0.5330895,0.566139,0.4209046,0.2703013,0.1506033
67,0.23144415,0.6237148,"('doubtful', 'determined')",0.2146644,0.2864732,-0.5365312,-0.51002544,-0.0301409,0.1333875,-0.1635284
17,-0.22615223,-0.07071051,"('nasty', 'nice')",-1.6053782,-1.4706323,-0.6000222,-0.56367964,-0.8105175,-0.7016741,-0.1088434
81,0.19183442,0.44154656,"('submissive', 'aggressive')",0.2643443,0.19884962,-0.72439325,-0.74907887,-0.0894048,-0.0362276,-0.0531772
69,0.16273959,-0.23009187,"('lazy', 'industrious')",1.7894782,1.6315432,-0.26073438,-0.2639702,0.5638278,0.3791604,0.1846674
25,0.14881997,-0.023228474,"('egoistic', 'altruistic')",0.24583513,0.40143582,1.462766,1.5872444,0.6191404,0.6551506,-0.0360102
57,0.14415373,0.09416954,"('unimaginative', 'imaginative')",-0.33897316,-0.38847747,-2.2644901,-2.1763055,-0.8197699,-0.8235378,0.0037679
32,0.14189094,0.40845352,"('unkind', 'kind')",-0.5954021,-0.5261673,0.6123244,0.5782325,0.0529377,0.1535063,-0.1005686
27,0.11977112,-0.42195734,"('hardhearted', 'softhearted')",-0.2342137,-0.28520265,1.2615776,1.0727396,0.3823783,0.1218599,0.2605184
10,0.11907172,0.21683022,"('unsympathetic', 'sympathetic')",-1.2112529,-1.0804098,-0.40593657,-0.50608253,-0.4993726,-0.456554,-0.0428186
54,0.11632644,-0.123318605,"('incapable', 'capable')",0.39012092,0.21915662,1.109036,1.0603237,0.5384944,0.3853873,0.1531071
37,0.110202506,0.24827905,"('fake', 'genuine')",-0.4391855,-0.3752053,0.37182236,0.4141932,0.0142798,0.0957557,-0.0814759
87,0.10319083,0.24291699,"('unsuccessful', 'successful')",1.3616757,1.1042569,1.2670664,1.1446693,0.9106443,0.8306144,0.0800299
83,-0.10069541,-0.2272543,"('powerless', 'powerful')",-0.26434365,-0.24411984,-0.90394145,-0.89875585,-0.4229935,-0.45671,0.0337165
58,-0.09573666,-0.1620555,"('undiscriminating', 'discriminating')",0.4343248,0.3263324,0.22988155,0.094415665,0.1894899,0.0862309,0.103259
33,-0.073872164,-0.119986996,"('wrong', 'right')",0.58336484,0.5744469,-0.5419752,-0.402786,-0.0108275,0.0172246,-0.0280521
29,0.028925389,0.21332276,"('unfair', 'fair')",-0.6561205,-0.55633885,-0.6088274,-0.5123973,-0.4120075,-0.2851378,-0.1268697
28,0.006016046,0.09342387,"('disloyal', 'loyal')",-0.4123803,-0.16178063,0.7293001,0.85627043,0.1076453,0.2626379,-0.1549926
