,colgate_male,colgate_female,tuple,palmolive_male,palmolive_female,co_male,co_female,average_male,average_female,male-female
53,-0.92903566,-0.78069305,"('uncreative', 'creative')",-0.8252155,-0.8795828,0.69183975,0.7512985,-0.3541372,-0.3029925,-0.0511447
77,-0.9225769,-0.7062033,"('unmotivated', 'motivated')",-1.6639068,-1.4822329,-1.4251766,-1.1305059,-1.3372202,-1.106314,-0.2309062
60,-0.9176891,-1.0223088,"('inefficient', 'efficient')",-1.0578433,-0.90703934,0.22229964,0.41171595,-0.5844109,-0.5058774,-0.0785335
32,-0.9004575,-0.79456145,"('unkind', 'kind')",-0.3696828,-0.2914455,1.2321557,1.1979715,-0.0126615,0.0373215,-0.049983
78,-0.8895749,-0.90552807,"('nonresilient', 'resilient')",-0.1999445,-0.14800231,-0.116365165,0.008337801,-0.4019615,-0.3483975,-0.053564
54,-0.86281645,-0.67480797,"('incapable', 'capable')",0.780413,0.9126628,0.41720587,0.38624966,0.1116008,0.2080348,-0.096434
65,-0.8594145,-1.0728244,"('insecure', 'secure')",-1.3734736,-1.420165,0.32052383,0.25393182,-0.6374548,-0.7463525,0.1088977
72,-0.8591768,-0.86815375,"('unambitious', 'ambitious')",-1.3036032,-1.1892586,-0.5674797,-0.57676387,-0.9100866,-0.8780588,-0.0320278
8,-0.85272473,-0.8908961,"('unaffectionate', 'affectionate')",-0.45189494,-0.5279926,0.4334631,0.31154907,-0.2903855,-0.3691132,0.0787277
81,-0.8506034,-1.0430301,"('submissive', 'aggressive')",-0.9664016,-0.99678284,-0.4898906,-0.7067142,-0.7689652,-0.9155091,0.1465439
3,-0.8308473,-0.7297257,"('repellent', 'pleasant')",-1.3098484,-1.2782906,0.5643257,0.66741896,-0.5254567,-0.4468658,-0.0785909
73,0.8289764,0.7703805,"('helpless', 'self-reliant')",0.6985456,0.6988571,-3.3445075,-3.0882077,-0.6056618,-0.5396567,-0.0660051
62,-0.8272501,-1.1156794,"('incompetent', 'brilliant')",-0.61582685,-0.6756609,-0.055341855,0.028085139,-0.4994729,-0.5877517,0.0882788
75,0.8163657,0.74363697,"('meek', 'impulsive')",0.9370033,0.8335925,-0.56445146,-0.9067547,0.3963059,0.2234916,0.1728143
7,-0.815686,-0.92735314,"('insensitive', 'sensitive')",-0.87450075,-0.92133546,0.43281052,0.29528186,-0.4191254,-0.5178022,0.0986768
56,-0.7989735,-1.1280775,"('impractical', 'practical')",-0.55008465,-0.58930314,-0.060239077,-0.34369442,-0.4697657,-0.687025,0.2172593
58,-0.7456577,-0.9772566,"('undiscriminating', 'discriminating')",-1.0090456,-1.099582,0.30347162,0.33311543,-0.4837439,-0.581241,0.0974971
30,-0.7279453,-0.9204567,"('intolerant', 'tolerant')",-0.51457834,-0.57233024,0.8246171,0.6896479,-0.1393022,-0.267713,0.1284108
80,0.7175152,0.4884449,"('dominated', 'dominating')",0.064210266,0.076955914,-0.4941299,-0.64153135,0.0958652,-0.0253768,0.121242
27,-0.6994927,-0.7043452,"('hardhearted', 'softhearted')",-0.35958445,-0.27646288,0.93954974,0.9865932,-0.0398425,0.0019283,-0.0417708
59,0.69533515,0.77684134,"('foolish', 'wise')",0.6109559,0.5186263,-0.14055243,-0.24185814,0.3885796,0.3512032,0.0373764
24,-0.679164,-0.6982768,"('dishonest', 'honest')",-1.0497233,-1.0710708,0.7512048,0.6893633,-0.3258942,-0.3599948,0.0341006
84,0.6727129,0.5159294,"('inferior', 'superior')",0.86271113,0.76538867,0.51349574,0.5149436,0.6829732,0.5987539,0.0842193
82,-0.6661957,-0.74686074,"('poor', 'rich')",-0.46115032,-0.43992117,6.289594,5.7186,1.7207494,1.510606,0.2101434
5,0.6630516,0.6950127,"('distant', 'outgoing')",0.8712847,0.8301041,-0.53280324,-0.60363364,0.3338443,0.3071611,0.0266832
37,0.6563214,0.6460387,"('fake', 'genuine')",0.42763302,0.44794315,0.3538522,0.32755947,0.4792689,0.4738471,0.0054218
55,-0.64895725,-0.91798645,"('incompetent', 'clever')",-0.4621176,-0.46447986,0.6036078,0.7118231,-0.1691557,-0.2235477,0.054392
49,-0.63111633,-0.7232155,"('unable', 'able')",-0.026437402,-0.015537754,-0.4210233,-0.5643578,-0.3595257,-0.4343704,0.0748447
39,0.61701083,0.747478,"('exploitative', 'cooperative')",-0.31472605,-0.17792092,0.48464152,0.82192636,0.2623088,0.4638278,-0.201519
47,-0.61676437,-0.6013402,"('stupid', 'smart')",-0.0053577907,0.03443024,5.527203,5.276531,1.6350269,1.5698738,0.0651531
88,-0.58495986,-0.501222,"('low', 'eminent')",-0.24492675,-0.2832822,-0.21177678,-0.33316782,-0.3472211,-0.3725573,0.0253362
42,0.5568976,0.23171285,"('unreliable', 'reliable')",0.50038356,0.44934535,-3.0029173,-2.8517075,-0.6485454,-0.7235498,0.0750044
87,0.48036164,0.30074307,"('unsuccessful', 'successful')",0.52491057,0.46561185,0.44407403,0.41589674,0.4831154,0.3940839,0.0890315
16,-0.47843733,-0.31779262,"('unpopular', 'popular')",0.7092784,0.6727451,0.20117952,-0.035878062,0.1440069,0.1063581,0.0376488
25,0.47840434,0.74279386,"('egoistic', 'altruistic')",0.90135264,0.9495042,1.2753466,1.5563388,0.8850346,1.0828789,-0.1978443
85,0.47260153,0.6746323,"('insignificant', 'prestigious')",1.3118769,1.2191705,-0.40292224,-0.41861427,0.4605187,0.4917295,-0.0312108
14,-0.47131565,-0.80644387,"('antisocial', 'social')",-0.14565793,-0.23174989,0.16132541,-0.028852277,-0.1518827,-0.355682,0.2037993
36,0.4645728,0.57188797,"('hostile', 'amicable')",0.52679604,0.391976,-0.19684865,-0.29060265,0.2648401,0.2244204,0.0404197
2,0.43746382,0.398043,"('unlikable', 'likable')",0.6337587,0.6107226,0.76727766,0.9626254,0.6128334,0.6571303,-0.0442969
6,0.432921,0.4661057,"('distant', 'open')",1.2004163,1.1034828,-0.21796863,-0.34484404,0.4717896,0.4082482,0.0635414
74,-0.42865276,-0.508698,"('undedicated', 'dedicated')",-0.32909325,-0.30457956,0.28825104,0.45122454,-0.1564983,-0.1206843,-0.035814
33,0.40260082,0.61409473,"('wrong', 'right')",1.2695438,1.3523432,-1.0486008,-0.76872635,0.207848,0.3992372,-0.1913892
71,0.36198953,0.42333555,"('diffident', 'self-confident')",0.72113883,0.64112926,0.2711646,0.22295408,0.451431,0.4291396,0.0222914
52,-0.32016096,-0.14646067,"('irrational', 'rational')",0.273461,0.15525757,-0.44130868,-0.34645924,-0.1626695,-0.1125541,-0.0501154
26,0.31810036,0.1794095,"('hardhearted', 'benevolent')",-0.11438169,-0.17388657,1.3760172,1.4979595,0.5265786,0.5011608,0.0254178
79,0.3172446,0.30627376,"('wavering', 'unwavering')",0.3950416,0.2612161,-0.70515,-1.0998476,0.0023787,-0.1774526,0.1798313
68,-0.30796495,0.00027242303,"('dependent', 'independent')",-0.98423594,-0.99174166,-1.531862,-1.4660869,-0.9413543,-0.8191854,-0.1221689
61,-0.29787967,-0.397074,"('illogical', 'logical')",-0.601652,-0.7492672,0.04370337,0.032756254,-0.2852761,-0.371195,0.0859189
83,-0.23269883,-0.33637446,"('powerless', 'powerful')",0.06575156,0.08898435,-1.3017658,-1.3184035,-0.489571,-0.5219312,0.0323602
29,0.2246724,0.20919253,"('unfair', 'fair')",0.68151456,0.61431986,-0.65780425,-0.81625026,0.0827942,0.0024207,0.0803735
50,-0.22047058,-0.27392623,"('clumsy', 'skillful')",0.93108284,1.0043726,-0.27450007,-0.27145955,0.1453707,0.1529956,-0.0076249
20,-0.19525965,-0.16249056,"('rough', 'thoughtful')",-0.06831105,0.049210336,0.54733825,0.54804444,0.0945892,0.1449214,-0.0503322
76,-0.18558508,-0.38152722,"('anxious', 'daring')",-0.06629652,-0.037513074,0.117307946,0.052333783,-0.0448579,-0.1222355,0.0773776
67,-0.12843367,-0.1473862,"('doubtful', 'determined')",0.391442,0.38230747,-0.36646396,-0.50066036,-0.0344852,-0.0885797,0.0540945
31,0.12730493,0.34547797,"('evil', 'good')",0.16477887,0.08918534,-1.1228373,-1.2558002,-0.2769178,-0.2737123,-0.0032055
64,-0.11840154,-0.21209812,"('shy', 'confident')",0.04061553,0.026026726,-6.063976,-5.709249,-2.0472539,-1.9651068,-0.0821471
15,0.11815405,-0.09550469,"('boring', 'funny')",0.7390817,0.5162288,0.50506705,0.30028212,0.4541009,0.2403354,0.2137655
18,-0.11369275,0.13046855,"('disagreeable', 'welcoming')",0.011491135,0.19031054,-0.96662104,-0.68049395,-0.3562742,-0.119905,-0.2363692
40,-0.09259658,-0.15395164,"('stingy', 'generous')",0.17961204,0.21982563,-2.1068978,-1.9907068,-0.6732941,-0.6416109,-0.0316832
34,-0.07620399,0.09426028,"('mean', 'honorable')",-0.64640844,-0.6502434,5.5915513,5.246551,1.6229796,1.5635227,0.0594569
4,0.061835594,-0.22868721,"('disliked', 'liked')",0.36887914,0.20710088,-6.813704,-6.7213745,-2.1276631,-2.2476536,0.1199905
22,-0.035380658,-0.24918915,"('untrustworthy', 'trustworthy')",-0.3735957,-0.47148684,-0.49290007,-0.71165824,-0.3006255,-0.4774447,0.1768192
17,-0.03511528,-0.10017532,"('nasty', 'nice')",0.13841072,0.12836926,-0.39423618,-0.575696,-0.0969802,-0.1825007,0.0855205
19,-0.018441983,0.12717998,"('inhospitable', 'hospitable')",-0.6396423,-0.5874915,-0.47305545,-0.47486684,-0.3770466,-0.3117261,-0.0653205
