,merck_male,merck_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
54,0.97893643,0.8581111,"('incapable', 'capable')",0.6550166,0.5834687,-0.10361982,-0.054399356,1.4913142,1.4808577,0.7554119,0.7170095,0.0384024
81,-0.96987534,-1.0656382,"('submissive', 'aggressive')",0.22055615,0.33114833,-1.2203496,-1.1586667,-1.4215523,-1.461149,-0.8478053,-0.8385764,-0.0092289
87,0.9664079,0.8632555,"('unsuccessful', 'successful')",1.9263916,1.798587,1.4317795,1.4249725,1.1794449,1.1960471,1.3760059,1.3207154,0.0552905
21,-0.9655546,-1.1977067,"('immoral', 'moral')",0.25710976,0.12750988,-2.0177014,-2.0861237,-1.1059061,-1.221694,-0.9580131,-1.0945036,0.1364905
25,0.927189,0.7639067,"('egoistic', 'altruistic')",1.1490403,0.9131874,1.1479977,1.0196179,2.0348344,2.058868,1.3147653,1.188895,0.1258703
26,0.9199114,1.0726838,"('hardhearted', 'benevolent')",2.4082632,2.5274665,1.430067,1.5262036,2.1271982,2.2278388,1.72136,1.8385482,-0.1171882
55,-0.88927615,-0.9378692,"('incompetent', 'clever')",0.37023786,0.49749038,-1.240223,-1.1009464,-0.13415408,-0.14386237,-0.4733539,-0.4212969,-0.052057
52,0.87071735,0.7792008,"('irrational', 'rational')",0.4426911,0.21093887,-0.008404635,-0.15468419,0.7788196,0.8176905,0.5209559,0.4132865,0.1076694
48,-0.8639977,-0.96080375,"('unintelligent', 'intelligent')",0.008927405,0.015051328,-2.0046017,-1.9404349,0.47921208,0.49666476,-0.595115,-0.5973806,0.0022656
31,0.8390001,0.83578414,"('evil', 'good')",0.035732258,-0.14125985,0.92392313,0.8411106,-0.4109804,-0.31882986,0.3469188,0.3042012,0.0427176
0,-0.826558,-0.8654655,"('unsociable', 'sociable')",0.26300722,0.23807845,-0.48170704,-0.48402092,-0.32949823,-0.29831916,-0.343689,-0.3524318,0.0087428
24,-0.82048106,-0.87031496,"('dishonest', 'honest')",-0.32396653,-0.3381052,-1.5916573,-1.5655782,0.6601354,0.63298035,-0.5189924,-0.5352545,0.0162621
65,-0.8000915,-0.74753684,"('insecure', 'secure')",0.18509826,0.32605898,-1.2826681,-1.0532995,-1.2265196,-1.1593843,-0.7810452,-0.6585404,-0.1225048
43,-0.7855722,-0.851062,"('irresponsible', 'responsible')",-0.21677414,-0.13692117,-1.0191463,-0.87938774,0.38551924,0.35858577,-0.4089933,-0.3771963,-0.031797
84,0.75437677,0.7882263,"('inferior', 'superior')",1.0678521,1.1076901,0.53565395,0.60442954,1.0991919,1.1008843,0.8642687,0.9003075,-0.0360388
62,-0.74281067,-0.8470173,"('incompetent', 'brilliant')",-0.5013576,-0.44321996,-1.1641881,-1.0699551,-0.036639147,-0.10115066,-0.6112489,-0.6153358,0.0040869
38,-0.65895456,-0.6445623,"('untruthful', 'truthful')",-0.9420581,-1.0126991,-0.75600797,-0.7855544,0.03962496,-0.025066506,-0.5793489,-0.6169706,0.0376217
32,-0.64663786,-0.68600535,"('unkind', 'kind')",0.17873198,0.12072502,-1.261977,-1.2032276,0.63828075,0.6230445,-0.2729005,-0.2863659,0.0134654
41,-0.6393557,-0.5772384,"('unforgiving', 'forgiving')",-0.1774072,-0.17561895,-0.33098653,-0.26859593,0.023818132,0.016839206,-0.2809828,-0.2511535,-0.0298293
7,-0.59162325,-0.7209781,"('insensitive', 'sensitive')",-0.28202653,-0.2941665,-1.4338826,-1.3729416,0.8244541,0.7555642,-0.3707696,-0.4081305,0.0373609
39,0.578901,0.53190535,"('exploitative', 'cooperative')",0.20486405,0.23476754,0.8739681,0.89883095,0.05596851,0.06811194,0.4284254,0.4334039,-0.0049785
1,0.5645214,0.5402721,"('unfriendly', 'friendly')",0.54690266,0.47047037,-0.24083422,-0.21222204,2.7489295,2.9020822,0.9048798,0.9251506,-0.0202708
14,-0.5560493,-0.45392138,"('antisocial', 'social')",1.0811044,1.2349666,-0.3222103,-0.1888142,-0.80277145,-0.73816323,-0.1499817,-0.036483,-0.1134987
56,-0.521414,-0.4904744,"('impractical', 'practical')",-0.72046584,-0.5297437,-1.172444,-1.0192995,-0.46534795,-0.4891518,-0.719918,-0.6321673,-0.0877507
79,0.50470555,0.41539314,"('wavering', 'unwavering')",-0.20420237,-0.30457947,-0.6258715,-0.7252224,0.4716283,0.4469281,0.036565,-0.0418702,0.0784352
74,0.46755165,0.42174968,"('undedicated', 'dedicated')",0.6052064,0.56013423,-0.060300034,-0.027768463,0.44509646,0.45300907,0.3643886,0.3517811,0.0126075
37,0.4633717,0.40982443,"('fake', 'genuine')",0.22669616,0.23529184,-0.32108974,-0.33815178,0.40097925,0.3884463,0.1924894,0.1738527,0.0186367
67,0.45951086,0.5496471,"('doubtful', 'determined')",0.103706256,0.19104703,-0.06712771,-0.13311046,-0.48351145,-0.39462066,0.0031445,0.0532407,-0.0500962
50,0.4589314,0.46689874,"('clumsy', 'skillful')",1.4993526,1.4534061,0.40813693,0.36521012,0.5526918,0.51139474,0.7297782,0.6992274,0.0305508
68,-0.45591384,-0.52268755,"('dependent', 'independent')",-0.7303103,-0.7622835,-1.5857904,-1.6068113,-0.34577557,-0.41958484,-0.7794476,-0.8278418,0.0483942
88,-0.441382,-0.5759998,"('low', 'eminent')",0.22931795,0.17896922,-1.088579,-1.1107818,0.36097533,0.33375883,-0.2349169,-0.2935134,0.0585965
76,-0.4262871,-0.46832567,"('anxious', 'daring')",1.0181466,1.1837521,-0.39284518,-0.28149834,-0.5236072,-0.5484779,-0.0811482,-0.0286375,-0.0525107
28,-0.4094893,-0.4591889,"('disloyal', 'loyal')",0.017106641,0.036086295,-1.0766293,-1.0576999,1.0573623,1.0708069,-0.1029124,-0.1024989,-0.0004135
42,0.40106177,0.3236857,"('unreliable', 'reliable')",0.63480777,0.6821277,-0.21474291,-0.19115317,-3.1509228,-3.1530573,-0.582449,-0.5845993,0.0021503
20,-0.37445927,-0.43013722,"('rough', 'thoughtful')",1.1437756,1.1061072,-0.003241715,-0.0014472436,0.9544234,0.9140587,0.4301245,0.3971454,0.0329791
29,0.35097045,0.34647024,"('unfair', 'fair')",-0.11735484,-0.1009471,-0.9318033,-0.9583369,-0.5119939,-0.43518263,-0.3025454,-0.2869991,-0.0155463
17,-0.33415782,-0.37292868,"('nasty', 'nice')",-0.08671997,-0.16184878,-0.15301879,-0.31307295,-0.65231174,-0.6874455,-0.3065521,-0.383824,0.0772719
4,0.3169267,0.20654464,"('disliked', 'liked')",-0.23411754,-0.41938084,-0.2543979,-0.45982596,-6.4131217,-6.4702597,-1.6461776,-1.7857305,0.1395529
34,-0.2830878,-0.3121135,"('mean', 'honorable')",0.35408157,0.29618385,-0.1063738,-0.05944117,6.1198997,6.0108933,1.52113,1.4838806,0.0372494
47,-0.2781839,-0.24245597,"('stupid', 'smart')",0.38905066,0.4749096,-0.501366,-0.42744043,5.2186985,5.1484127,1.2070498,1.2383565,-0.0313067
78,-0.26343313,-0.4320299,"('nonresilient', 'resilient')",0.53049266,0.32445928,0.69559383,0.6187961,0.9571205,0.79114014,0.4799435,0.3255914,0.1543521
49,-0.17092067,-0.27434447,"('unable', 'able')",0.07631421,-0.034177214,-0.75771236,-0.6907876,-0.38343903,-0.45630658,-0.3089395,-0.363904,0.0549645
8,0.15417628,0.16781905,"('unaffectionate', 'affectionate')",0.8538779,0.75104785,0.20984526,0.19366705,1.6131381,1.6873575,0.7077594,0.6999729,0.0077865
80,-0.15410726,-0.30120566,"('dominated', 'dominating')",-0.2271828,-0.29985029,-0.2558001,-0.33359286,-1.5373106,-1.6109079,-0.5436002,-0.6363892,0.092789
44,-0.15166804,-0.07583896,"('prejudiced', 'unprejudiced')",-1.0057611,-0.852634,-0.47776806,-0.36657575,-1.773057,-1.7091745,-0.8520635,-0.7510558,-0.1010077
53,-0.14646477,-0.13894072,"('uncreative', 'creative')",0.36135286,0.36890152,0.051308498,0.15268837,1.3742429,1.4490759,0.4101099,0.4579313,-0.0478214
30,-0.14326775,-0.15032044,"('intolerant', 'tolerant')",-0.12533829,-0.020165183,-0.8784299,-0.8422704,0.8774077,0.90301245,-0.0674071,-0.0274359,-0.0399712
83,-0.11558419,-0.32421082,"('powerless', 'powerful')",0.46088538,0.36774635,-0.085256755,-0.17730038,-0.7827182,-0.8313857,-0.1306684,-0.2412876,0.1106192
61,-0.107250005,-0.28182584,"('illogical', 'logical')",0.2672202,0.143594,-0.64887625,-0.6554209,0.3203296,0.25422955,-0.0421441,-0.1348558,0.0927117
77,0.09874436,-0.041037377,"('unmotivated', 'motivated')",0.018490164,-0.13769022,-0.072667934,-0.03795387,-0.8328986,-0.86205304,-0.197083,-0.2696836,0.0726006
16,-0.09766325,-0.03837359,"('unpopular', 'popular')",0.5601881,0.44860205,0.37981033,0.38854295,0.8388702,0.83997107,0.4203014,0.4096856,0.0106158
18,-0.0727764,-0.080760695,"('disagreeable', 'welcoming')",0.6888144,0.62947065,-0.54752666,-0.62208813,-0.078353554,-0.09521699,-0.0024605,-0.0421488,0.0396883
27,-0.06781165,-0.12352442,"('hardhearted', 'softhearted')",-0.14780714,-0.27872977,-0.4192884,-0.50461423,1.7464583,1.6536777,0.2778878,0.1867023,0.0911855
40,-0.04066618,-0.015681237,"('stingy', 'generous')",0.2572338,0.1484653,0.06429174,-0.021854874,-1.0050486,-1.0437186,-0.1810473,-0.2331973,0.05215
64,-0.02985613,-0.16064286,"('shy', 'confident')",-0.22892785,-0.30549186,0.009522531,-0.06134038,-7.099299,-7.075253,-1.8371401,-1.900682,0.0635419
12,-0.027240196,-0.21041176,"('unsupportive', 'supportive')",0.50728834,0.29149252,-0.76683104,-0.89554465,-1.4114014,-1.5419412,-0.4245461,-0.5891013,0.1645552
75,-0.022813056,0.098758005,"('meek', 'impulsive')",-0.30743143,-0.25870147,0.5748153,0.58042026,-0.38391447,-0.25223127,-0.0348359,0.0420614,-0.0768973
9,0.009734191,-0.036863852,"('unaffectionate', 'caring')",0.35388252,0.25644255,-0.15064768,-0.17792845,1.8841339,1.91019,0.5242757,0.4879601,0.0363156
58,-0.004036326,-0.13732672,"('undiscriminating', 'discriminating')",0.3015905,0.22258316,0.6363747,0.63475186,0.34471342,0.32617402,0.3196606,0.2615456,0.058115
