,franklin_male,franklin_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
33,0.8963057,1.2608687,"('wrong', 'right')",0.9618961,0.99025136,-0.7259795,-0.4319574,0.3774074,0.6063876,-0.2289802
72,0.894359,0.9791289,"('unambitious', 'ambitious')",0.68711925,0.78894067,-1.0184706,-1.0215987,0.1876692,0.2488236,-0.0611544
88,0.88976175,1.1152966,"('low', 'eminent')",0.2294501,0.34050974,0.046569385,0.3660711,0.3885938,0.6072925,-0.2186987
61,0.869881,0.97470474,"('illogical', 'logical')",0.7040675,0.734214,0.11850152,0.041935895,0.56415,0.5836182,-0.0194682
15,-0.86118853,-0.6766131,"('boring', 'funny')",-0.9938216,-1.0249044,-0.103267595,0.13863431,-0.6527592,-0.520961,-0.1317982
53,0.8556982,1.1331893,"('uncreative', 'creative')",0.5505647,0.7019396,0.7279415,0.87141055,0.7114015,0.9021798,-0.1907783
43,0.8381127,0.78236365,"('irresponsible', 'responsible')",0.024158932,0.011815846,0.21236317,0.2972517,0.3582116,0.3638104,-0.0055988
71,0.83378977,0.8567823,"('diffident', 'self-confident')",1.5909626,1.5572715,0.4267759,0.5026336,0.9505095,0.9722292,-0.0217197
87,0.831305,0.755528,"('unsuccessful', 'successful')",1.1067755,1.0198714,0.4874578,0.81121296,0.8085128,0.8622041,-0.0536913
9,0.8149776,1.2291715,"('unaffectionate', 'caring')",0.5706338,0.7567042,0.73638916,0.9534795,0.7073336,0.9797851,-0.2724515
7,0.8114209,0.9201569,"('insensitive', 'sensitive')",1.0149249,1.1257406,0.4871232,0.6861457,0.7711563,0.9106811,-0.1395248
55,0.78175783,0.69186944,"('incompetent', 'clever')",-0.02015597,0.116293825,-0.11731279,-0.085687645,0.214763,0.2408252,-0.0260622
23,0.7758664,0.72933465,"('insincere', 'sincere')",0.8947052,1.0561721,5.5838566,5.024314,2.4181426,2.2699402,0.1482024
17,-0.7611607,-0.5465607,"('nasty', 'nice')",-0.2686396,-0.05929163,-0.66340244,-0.6007481,-0.5644009,-0.4022001,-0.1622008
52,-0.7492169,-0.8256027,"('irrational', 'rational')",-0.36272618,-0.34468865,-0.18888073,-0.09289542,-0.4336079,-0.4210623,-0.0125456
37,0.6795181,0.5389967,"('fake', 'genuine')",0.31723955,0.43928567,0.3101031,0.30513313,0.4356202,0.4278051,0.0078151
44,-0.6673685,-1.168988,"('prejudiced', 'unprejudiced')",-0.6760743,-0.9836266,-0.9548894,-1.2196139,-0.7661107,-1.1240762,0.3579655
45,-0.6213226,-0.41783097,"('incompetent', 'competent')",-0.30655387,-0.2062262,-0.5823753,-0.412305,-0.5034173,-0.3454541,-0.1579632
35,-0.58872616,-0.3638251,"('corrupt', 'incorrupt')",-1.2726414,-1.3491975,-0.22945547,-0.20873506,-0.6969411,-0.6405859,-0.0563552
8,-0.5853229,-0.24407162,"('unaffectionate', 'affectionate')",-0.65125906,-0.4176237,0.32732835,0.64491874,-0.3030846,-0.0055922,-0.2974924
1,-0.5513877,-0.23314176,"('unfriendly', 'friendly')",0.4058388,0.5194027,1.1398981,1.4928198,0.3314497,0.5930269,-0.2615772
75,-0.5331334,-0.6406112,"('meek', 'impulsive')",-0.2530158,-0.46793836,-0.19826967,-0.24541564,-0.3281396,-0.4513218,0.1231822
82,-0.5265642,-0.2619655,"('poor', 'rich')",-0.10613589,-0.14174885,6.163037,5.5419474,1.8434456,1.7127444,0.1307012
32,0.5131522,0.6836332,"('unkind', 'kind')",0.44423047,0.46967512,0.77191967,0.9178824,0.5764341,0.6903969,-0.1139628
49,-0.5004051,-0.3923689,"('unable', 'able')",-0.10009289,-0.0814558,-0.32740563,-0.24667785,-0.3093012,-0.2401675,-0.0691337
48,0.4987805,0.69087285,"('unintelligent', 'intelligent')",0.9345861,1.1196826,0.2815011,0.55587894,0.5716225,0.7888114,-0.2171889
20,0.4720373,0.45250094,"('rough', 'thoughtful')",0.20426929,0.29602957,1.120082,1.1581061,0.5987962,0.6355455,-0.0367493
2,0.44374555,0.54486924,"('unlikable', 'likable')",0.93485326,0.917986,0.6329053,0.77610916,0.6705014,0.7463214,-0.07582
67,-0.409472,-0.4182225,"('doubtful', 'determined')",0.23685583,0.20460357,-0.7341726,-0.68251276,-0.3022629,-0.2987106,-0.0035523
10,0.39782792,0.5764625,"('unsympathetic', 'sympathetic')",-0.019207478,0.1263533,-0.2873155,-0.28426933,0.030435,0.1395155,-0.1090805
27,-0.3772908,-0.4678327,"('hardhearted', 'softhearted')",-0.14262174,-0.099167556,1.324705,1.3581074,0.2682642,0.2637024,0.0045618
50,-0.3569759,-0.14795938,"('clumsy', 'skillful')",0.12756763,0.25405473,0.19933337,0.26757327,-0.010025,0.1245562,-0.1345812
63,-0.35547793,-0.39315525,"('unperceptive', 'insightful')",1.0942966,1.1576048,0.6672881,0.96546084,0.4687022,0.5766368,-0.1079346
78,-0.3540381,-0.2720946,"('nonresilient', 'resilient')",0.3930625,0.38407677,0.3458942,0.37683484,0.1283062,0.162939,-0.0346328
79,0.34683937,0.3888374,"('wavering', 'unwavering')",-0.9702082,-1.0965511,0.05713041,0.04891362,-0.1887462,-0.2196,0.0308538
70,0.3462317,0.23632777,"('lethargic', 'energetic')",0.3116806,0.38732943,0.58420116,0.46902344,0.4140378,0.3642269,0.0498109
69,0.34135222,0.38665673,"('lazy', 'industrious')",0.8367403,0.6840275,-0.44575828,-0.24836473,0.2441114,0.2741065,-0.0299951
51,-0.33884436,-0.19059424,"('uneducated', 'educated')",-0.5083904,-0.40680927,-0.019996881,-0.05136943,-0.2890772,-0.2162577,-0.0728195
42,0.3230982,0.15369956,"('unreliable', 'reliable')",0.26599264,0.14686379,-2.8298273,-2.626728,-0.7469122,-0.7753882,0.028476
3,0.30633396,0.25236163,"('repellent', 'pleasant')",1.1890178,1.2836707,0.62194645,0.34496927,0.705766,0.6270005,0.0787655
84,0.28565007,0.3303521,"('inferior', 'superior')",1.1140366,1.1403288,0.6842331,0.8691113,0.6946399,0.7799308,-0.0852909
46,0.23267473,0.15721363,"('uncompetitive', 'competitive')",1.0397757,1.0634208,-0.48233506,-0.3920766,0.2633718,0.2761859,-0.0128141
58,-0.2295829,-0.25074154,"('undiscriminating', 'discriminating')",0.6467635,0.6610026,-0.16481237,0.020611312,0.0841227,0.1436241,-0.0595014
59,0.22497195,0.45807183,"('foolish', 'wise')",0.943071,0.93815744,0.13836083,0.3566355,0.4354679,0.5842883,-0.1488204
40,-0.21189794,0.12295885,"('stingy', 'generous')",0.1583798,0.24623792,-1.8234007,-1.4375285,-0.6256396,-0.3561106,-0.269529
38,0.16967663,0.13665836,"('untruthful', 'truthful')",0.5235512,0.33658803,-0.26307917,-0.25939956,0.1433829,0.0712823,0.0721006
64,0.1669699,0.30387715,"('shy', 'confident')",0.82893616,0.81097466,-6.4031687,-5.686423,-1.8024209,-1.523857,-0.2785639
86,0.1664574,0.36768597,"('uninfluential', 'influential')",-0.17127725,-0.0832909,-0.51592994,-0.41375142,-0.1735833,-0.0431188,-0.1304645
57,0.16576481,0.3825407,"('unimaginative', 'imaginative')",0.25135168,0.29767573,-2.7144263,-2.1944597,-0.76577,-0.5047477,-0.2610223
18,-0.15501949,-0.18274845,"('disagreeable', 'welcoming')",-0.6365462,-0.5921989,-0.4710709,-0.36708573,-0.4208788,-0.3806777,-0.0402011
25,0.14320765,0.041621752,"('egoistic', 'altruistic')",0.68287814,0.65232015,1.6057463,1.53329,0.8106107,0.7424107,0.0682
28,-0.12369107,0.33439744,"('disloyal', 'loyal')",-0.2311872,-0.025121436,0.4820169,0.51955354,0.0423795,0.2762765,-0.233897
14,0.121884406,0.16125269,"('antisocial', 'social')",0.7204201,0.8335245,-0.88353485,-0.7625282,-0.0137434,0.0774163,-0.0911597
34,0.07918448,-0.17763022,"('mean', 'honorable')",0.27584654,0.24866787,6.147468,5.6030755,2.1674997,1.8913711,0.2761286
77,0.07344544,-0.065663986,"('unmotivated', 'motivated')",0.871741,0.9140052,-1.0823892,-1.0863397,-0.0457343,-0.0793328,0.0335985
22,0.053394422,-0.09235665,"('untrustworthy', 'trustworthy')",-0.3664699,-0.31187072,-0.99160737,-0.8989104,-0.4348943,-0.4343793,-0.000515
26,-0.044036396,0.24053301,"('hardhearted', 'benevolent')",0.63300717,0.77883893,1.2569759,1.7276447,0.6153156,0.9156722,-0.3003566
29,-0.04314799,-0.08827856,"('unfair', 'fair')",0.12575538,0.16490495,-0.42820916,-0.39954823,-0.1152006,-0.1076406,-0.00756
13,-0.03775125,0.102941535,"('impolite', 'polite')",-0.26255918,-0.048361853,-0.51366866,-0.3422929,-0.2713264,-0.0959044,-0.175422
47,0.03501022,-0.16956873,"('stupid', 'smart')",0.32600367,0.33234975,5.5205946,4.9134555,1.9605362,1.6920789,0.2684573
54,-0.027837068,-0.13489671,"('incapable', 'capable')",-0.15157835,-0.18059039,0.93264323,0.94390285,0.2510759,0.2094719,0.041604
68,-0.017885666,-0.012366546,"('dependent', 'independent')",-0.7118206,-0.6616848,-0.6757625,-0.5716543,-0.4684896,-0.4152352,-0.0532544
66,-0.0072633326,-0.084750205,"('inactive', 'active')",-0.59065175,-0.8155505,1.2081398,1.172739,0.2034082,0.0908128,0.1125954
83,0.0057417825,-0.19010937,"('powerless', 'powerful')",0.5682391,0.4504189,-1.0106165,-1.0914367,-0.1455452,-0.2770424,0.1314972
